"","game","round","date","home_team","score","away_team","arena","X"
"217","217","22","02/09/2015 - 22:00","Goiás - GO","1 x 0","Palmeiras - SP","Serra Dourada - Goiania - GO",""
"218","218","22","03/09/2015 - 19:30","Santos - SP","3 x 1","Chapecoense - SC","Vila Belmiro - Santos - SP",""
"219","219","22","02/09/2015 - 19:30","Ponte Preta - SP","1 x 2","Cruzeiro - MG","Moisés Lucarelli - Campinas - SP",""
"220","220","22","03/09/2015 - 21:00","Figueirense - SC","0 x 2","Grêmio - RS","Orlando Scarpelli - Florianopolis - SC",""
"221","221","23","05/09/2015 - 19:30","São Paulo - SP","2 x 0","Internacional - RS","Morumbi - Sao Paulo - SP",""
"222","222","23","05/09/2015 - 19:30","Vasco da Gama - RJ","1 x 2","Atlético - MG","Maracanã - Rio de Janeiro - RJ",""
"223","223","23","05/09/2015 - 21:00","Atlético - PR","0 x 0","Joinville - SC","Arena da Baixada - Curitiba - PR",""
"224","224","23","06/09/2015 - 11:00","Cruzeiro - MG","5 x 1","Figueirense - SC","Mineirão - Belo Horizonte - MG",""
"225","225","23","06/09/2015 - 11:00","Chapecoense - SC","0 x 0","Ponte Preta - SP","Arena Condá - Chapeco - SC",""
"226","226","23","06/09/2015 - 16:00","Palmeiras - SP","3 x 3","Corinthians - SP","Allianz Parque - Sao Paulo - SP",""
"227","227","23","06/09/2015 - 16:00","Fluminense - RJ","1 x 3","Flamengo - RJ","Maracanã - Rio de Janeiro - RJ",""
"228","228","23","06/09/2015 - 16:00","Grêmio - RS","2 x 1","Goiás - GO","Arena do Grêmio - Porto Alegre - RS",""
"229","229","23","06/09/2015 - 16:00","Avaí - SC","0 x 2","Coritiba - PR","Ressacada - Florianopolis - SC",""
"230","230","23","06/09/2015 - 18:30","Sport - PE","1 x 1","Santos - SP","Ilha do Retiro - Recife - PE",""
"231","231","24","09/09/2015 - 19:30","Internacional - RS","1 x 0","Palmeiras - SP","Beira-Rio - Porto Alegre - RS",""
"232","232","24","09/09/2015 - 19:30","Atlético - MG","2 x 0","Avaí - SC","Independência - Belo Horizonte - MG",""
"233","233","24","09/09/2015 - 21:00","Figueirense - SC","1 x 1","Atlético - PR","Orlando Scarpelli - Florianopolis - SC",""
"234","234","24","10/09/2015 - 21:00","Joinville - SC","0 x 0","Chapecoense - SC","Arena Joinville - Joinville - SC",""
"235","235","24","09/09/2015 - 22:00","Corinthians - SP","1 x 1","Grêmio - RS","Arena Corinthians - Sao Paulo - SP",""
"236","236","24","09/09/2015 - 22:00","Santos - SP","3 x 0","São Paulo - SP","Vila Belmiro - Santos - SP",""
"237","237","24","09/09/2015 - 22:00","Coritiba - PR","1 x 1","Fluminense - RJ","Couto Pereira - Curitiba - PR",""
"238","238","24","09/09/2015 - 19:30","Ponte Preta - SP","0 x 1","Vasco da Gama - RJ","Moisés Lucarelli - Campinas - SP",""
"239","239","24","10/09/2015 - 19:30","Goiás - GO","1 x 0","Sport - PE","Serra Dourada - Goiania - GO",""
"240","240","24","10/09/2015 - 21:00","Flamengo - RJ","2 x 0","Cruzeiro - MG","Maracanã - Rio de Janeiro - RJ",""
"241","241","25","12/09/2015 - 18:30","Coritiba - PR","0 x 1","Internacional - RS","Couto Pereira - Curitiba - PR",""
"242","242","25","12/09/2015 - 21:00","Palmeiras - SP","2 x 0","Figueirense - SC","Allianz Parque - Sao Paulo - SP",""
"243","243","25","13/09/2015 - 11:00","Corinthians - SP","3 x 0","Joinville - SC","Arena Corinthians - Sao Paulo - SP",""
"244","244","25","13/09/2015 - 11:00","Ponte Preta - SP","3 x 1","Santos - SP","Moisés Lucarelli - Campinas - SP",""
"245","245","25","13/09/2015 - 16:00","Vasco da Gama - RJ","2 x 0","Atlético - PR","Maracanã - Rio de Janeiro - RJ",""
"246","246","25","13/09/2015 - 16:00","Grêmio - RS","1 x 2","São Paulo - SP","Arena do Grêmio - Porto Alegre - RS",""
"247","247","25","13/09/2015 - 16:00","Cruzeiro - MG","1 x 1","Atlético - MG","Mineirão - Belo Horizonte - MG",""
"248","248","25","13/09/2015 - 16:00","Chapecoense - SC","1 x 3","Flamengo - RJ","Arena Condá - Chapeco - SC",""
"249","249","25","13/09/2015 - 18:30","Avaí - SC","2 x 1","Goiás - GO","Ressacada - Florianopolis - SC",""
"250","250","25","13/09/2015 - 18:30","Sport - PE","1 x 0","Fluminense - RJ","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"251","251","26","16/09/2015 - 19:30","Fluminense - RJ","1 x 4","Palmeiras - SP","Maracanã - Rio de Janeiro - RJ",""
"252","252","26","16/09/2015 - 19:30","Joinville - SC","1 x 1","Sport - PE","Arena Joinville - Joinville - SC",""
"253","253","26","16/09/2015 - 21:00","Figueirense - SC","0 x 1","Avaí - SC","Orlando Scarpelli - Florianopolis - SC",""
"254","254","26","16/09/2015 - 21:00","Atlético - PR","1 x 2","Grêmio - RS","Couto Pereira - Curitiba - PR",""
"255","255","26","16/09/2015 - 22:00","Santos - SP","4 x 0","Atlético - MG","Vila Belmiro - Santos - SP",""
"256","256","26","16/09/2015 - 22:00","Internacional - RS","2 x 1","Corinthians - SP","Beira-Rio - Porto Alegre - RS",""
"257","257","26","16/09/2015 - 22:00","Cruzeiro - MG","2 x 2","Vasco da Gama - RJ","Mineirão - Belo Horizonte - MG",""
"258","258","26","17/09/2015 - 19:30","São Paulo - SP","0 x 0","Chapecoense - SC","Morumbi - Sao Paulo - SP",""
"259","259","26","16/09/2015 - 19:30","Goiás - GO","1 x 2","Ponte Preta - SP","Serra Dourada - Goiania - GO",""
"260","260","26","17/09/2015 - 21:00","Flamengo - RJ","0 x 2","Coritiba - PR","Mané Garrincha - Brasilia - DF",""
"261","261","27","19/09/2015 - 18:30","Palmeiras - SP","3 x 2","Grêmio - RS","Pacaembu - Sao Paulo - SP",""
"262","262","27","19/09/2015 - 21:00","Ponte Preta - SP","3 x 1","Fluminense - RJ","Moisés Lucarelli - Campinas - SP",""
"263","263","27","19/09/2015 - 18:30","Internacional - RS","1 x 1","Figueirense - SC","Beira-Rio - Porto Alegre - RS",""
"264","264","27","20/09/2015 - 18:30","Coritiba - PR","2 x 0","Atlético - PR","Couto Pereira - Curitiba - PR",""
"265","265","27","20/09/2015 - 11:00","Corinthians - SP","2 x 0","Santos - SP","Arena Corinthians - Sao Paulo - SP",""
"266","266","27","20/09/2015 - 16:00","Vasco da Gama - RJ","2 x 1","Sport - PE","Maracanã - Rio de Janeiro - RJ",""
"267","267","27","20/09/2015 - 16:00","Atlético - MG","4 x 1","Flamengo - RJ","Independência - Belo Horizonte - MG",""
"268","268","27","20/09/2015 - 16:00","Avaí - SC","2 x 1","São Paulo - SP","Ressacada - Florianopolis - SC",""
"269","269","27","20/09/2015 - 11:00","Goiás - GO","3 x 0","Joinville - SC","Serra Dourada - Goiania - GO",""
"270","270","27","20/09/2015 - 18:30","Chapecoense - SC","0 x 2","Cruzeiro - MG","Arena Condá - Chapeco - SC",""
"271","271","28","26/09/2015 - 18:30","Fluminense - RJ","2 x 0","Goiás - GO","Maracanã - Rio de Janeiro - RJ",""
"272","272","28","26/09/2015 - 21:00","Grêmio - RS","3 x 1","Avaí - SC","Arena do Grêmio - Porto Alegre - RS",""
"273","273","28","27/09/2015 - 11:00","Santos - SP","3 x 1","Internacional - RS","Vila Belmiro - Santos - SP",""
"274","274","28","27/09/2015 - 11:00","Atlético - PR","1 x 2","Ponte Preta - SP","Arena da Baixada - Curitiba - PR",""
"275","275","28","27/09/2015 - 16:00","São Paulo - SP","1 x 1","Palmeiras - SP","Morumbi - Sao Paulo - SP",""
"276","276","28","27/09/2015 - 16:00","Flamengo - RJ","1 x 2","Vasco da Gama - RJ","Maracanã - Rio de Janeiro - RJ",""
"277","277","28","27/09/2015 - 16:00","Figueirense - SC","1 x 3","Corinthians - SP","Orlando Scarpelli - Florianopolis - SC",""
"278","278","28","27/09/2015 - 16:00","Joinville - SC","2 x 2","Atlético - MG","Arena Joinville - Joinville - SC",""
"279","279","28","27/09/2015 - 18:30","Sport - PE","3 x 0","Chapecoense - SC","Ilha do Retiro - Recife - PE",""
"280","280","28","27/09/2015 - 18:30","Cruzeiro - MG","2 x 0","Coritiba - PR","Mineirão - Belo Horizonte - MG",""
"281","281","29","03/10/2015 - 18:30","Coritiba - PR","0 x 3","Atlético - MG","Couto Pereira - Curitiba - PR",""
"282","282","29","03/10/2015 - 18:30","Internacional - RS","2 x 1","Sport - PE","Beira-Rio - Porto Alegre - RS",""
"283","283","29","03/10/2015 - 21:00","São Paulo - SP","1 x 0","Atlético - PR","Morumbi - Sao Paulo - SP",""
"284","284","29","04/10/2015 - 11:00","Avaí - SC","1 x 1","Vasco da Gama - RJ","Ressacada - Florianopolis - SC",""
"285","285","29","04/10/2015 - 11:00","Flamengo - RJ","2 x 0","Joinville - SC","Maracanã - Rio de Janeiro - RJ",""
"286","286","29","04/10/2015 - 16:00","Santos - SP","3 x 1","Fluminense - RJ","Vila Belmiro - Santos - SP",""
"287","287","29","04/10/2015 - 16:00","Ponte Preta - SP","2 x 2","Corinthians - SP","Moisés Lucarelli - Campinas - SP",""
"288","288","29","04/10/2015 - 16:00","Cruzeiro - MG","0 x 0","Grêmio - RS","Mineirão - Belo Horizonte - MG",""
"289","289","29","04/10/2015 - 16:00","Goiás - GO","2 x 3","Figueirense - SC","Serra Dourada - Goiania - GO",""
"290","290","29","04/10/2015 - 18:30","Chapecoense - SC","5 x 1","Palmeiras - SP","Arena Condá - Chapeco - SC",""
"291","291","30","14/10/2015 - 22:00","Atlético - PR","2 x 2","Cruzeiro - MG","Arena da Baixada - Curitiba - PR",""
"292","292","30","14/10/2015 - 19:30","Sport - PE","3 x 0","Avaí - SC","Ilha do Retiro - Recife - PE",""
"293","293","30","14/10/2015 - 21:00","Palmeiras - SP","0 x 1","Ponte Preta - SP","Allianz Parque - Sao Paulo - SP",""
"294","294","30","14/10/2015 - 21:00","Joinville - SC","3 x 1","Coritiba - PR","Arena Joinville - Joinville - SC",""
"295","295","30","14/10/2015 - 22:00","Fluminense - RJ","2 x 0","São Paulo - SP","Maracanã - Rio de Janeiro - RJ",""
"296","296","30","14/10/2015 - 19:30","Atlético - MG","2 x 1","Internacional - RS","Independência - Belo Horizonte - MG",""
"297","297","30","14/10/2015 - 21:00","Figueirense - SC","3 x 0","Flamengo - RJ","Orlando Scarpelli - Florianopolis - SC",""
"298","298","30","15/10/2015 - 19:30","Corinthians - SP","3 x 0","Goiás - GO","Arena Corinthians - Sao Paulo - SP",""
"299","299","30","15/10/2015 - 19:30","Vasco da Gama - RJ","1 x 1","Chapecoense - SC","Maracanã - Rio de Janeiro - RJ",""
"300","300","30","15/10/2015 - 21:00","Grêmio - RS","1 x 0","Santos - SP","Arena do Grêmio - Porto Alegre - RS",""
"301","301","31","18/10/2015 - 16:00","Flamengo - RJ","0 x 1","Internacional - RS","Maracanã - Rio de Janeiro - RJ",""
"302","302","31","18/10/2015 - 11:00","Ponte Preta - SP","3 x 0","Coritiba - PR","Moisés Lucarelli - Campinas - SP",""
"303","303","31","17/10/2015 - 21:00","Joinville - SC","1 x 0","Figueirense - SC","Arena Joinville - Joinville - SC",""
"304","304","31","18/10/2015 - 17:00","Santos - SP","3 x 1","Goiás - GO","Vila Belmiro - Santos - SP",""
"305","305","31","18/10/2015 - 17:00","Grêmio - RS","2 x 3","Chapecoense - SC","Arena do Grêmio - Porto Alegre - RS",""
"306","306","31","18/10/2015 - 11:00","Cruzeiro - MG","2 x 0","Fluminense - RJ","Mineirão - Belo Horizonte - MG",""
"307","307","31","18/10/2015 - 16:00","Atlético - PR","1 x 4","Corinthians - SP","Arena da Baixada - Curitiba - PR",""
"308","308","31","18/10/2015 - 18:30","Sport - PE","4 x 1","Atlético - MG","Ilha do Retiro - Recife - PE",""
"309","309","31","18/10/2015 - 16:00","São Paulo - SP","2 x 2","Vasco da Gama - RJ","Morumbi - Sao Paulo - SP",""
"310","310","31","17/10/2015 - 18:30","Avaí - SC","1 x 3","Palmeiras - SP","Ressacada - Florianopolis - SC",""
"311","311","32","24/10/2015 - 17:00","Fluminense - RJ","0 x 1","Atlético - PR","Maracanã - Rio de Janeiro - RJ",""
"312","312","32","24/10/2015 - 18:30","Figueirense - SC","0 x 0","Santos - SP","Orlando Scarpelli - Florianopolis - SC",""
"313","313","32","24/10/2015 - 18:30","Internacional - RS","1 x 0","Joinville - SC","Beira-Rio - Porto Alegre - RS",""
"314","314","32","24/10/2015 - 21:00","Palmeiras - SP","0 x 2","Sport - PE","Pacaembu - Sao Paulo - SP",""
"315","315","32","25/10/2015 - 17:00","Corinthians - SP","1 x 0","Flamengo - RJ","Arena Corinthians - Sao Paulo - SP",""
"316","316","32","25/10/2015 - 17:00","Vasco da Gama - RJ","0 x 0","Grêmio - RS","Maracanã - Rio de Janeiro - RJ",""
"317","317","32","25/10/2015 - 17:00","Coritiba - PR","1 x 2","São Paulo - SP","Couto Pereira - Curitiba - PR",""
"318","318","32","25/10/2015 - 17:00","Chapecoense - SC","0 x 0","Avaí - SC","Arena Condá - Chapeco - SC",""
"319","319","32","25/10/2015 - 18:00","Goiás - GO","0 x 1","Cruzeiro - MG","Serra Dourada - Goiania - GO",""
"320","320","32","25/10/2015 - 19:30","Atlético - MG","2 x 1","Ponte Preta - SP","Independência - Belo Horizonte - MG",""
"321","321","33","31/10/2015 - 17:00","São Paulo - SP","3 x 0","Sport - PE","Morumbi - Sao Paulo - SP",""
"322","322","33","31/10/2015 - 19:30","Avaí - SC","1 x 1","Cruzeiro - MG","Ressacada - Florianopolis - SC",""
"323","323","33","31/10/2015 - 19:30","Ponte Preta - SP","1 x 0","Joinville - SC","Moisés Lucarelli - Campinas - SP",""
"324","324","33","31/10/2015 - 21:00","Coritiba - PR","1 x 1","Figueirense - SC","Couto Pereira - Curitiba - PR",""
"325","325","33","01/11/2015 - 17:00","Grêmio - RS","2 x 0","Flamengo - RJ","Arena do Grêmio - Porto Alegre - RS",""
"326","326","33","01/11/2015 - 17:00","Atlético - MG","0 x 3","Corinthians - SP","Independência - Belo Horizonte - MG",""
"327","327","33","01/11/2015 - 17:00","Santos - SP","2 x 1","Palmeiras - SP","Vila Belmiro - Santos - SP",""
"328","328","33","01/11/2015 - 17:00","Chapecoense - SC","0 x 0","Atlético - PR","Arena Condá - Chapeco - SC",""
"329","329","33","01/11/2015 - 18:00","Vasco da Gama - RJ","0 x 1","Fluminense - RJ","Nilton Santos - Rio de Janeiro - RJ",""
"330","330","33","01/11/2015 - 19:30","Goiás - GO","2 x 1","Internacional - RS","Serra Dourada - Goiania - GO",""
"331","331","34","07/11/2015 - 17:00","Internacional - RS","1 x 0","Ponte Preta - SP","Beira-Rio - Porto Alegre - RS",""
"332","332","34","07/11/2015 - 19:30","Corinthians - SP","2 x 1","Coritiba - PR","Arena Corinthians - Sao Paulo - SP",""
"333","333","34","07/11/2015 - 19:30","Atlético - PR","2 x 1","Avaí - SC","Arena da Baixada - Curitiba - PR",""
"334","334","34","07/11/2015 - 21:00","Fluminense - RJ","2 x 3","Chapecoense - SC","Maracanã - Rio de Janeiro - RJ",""
"335","335","34","08/11/2015 - 17:00","Palmeiras - SP","0 x 2","Vasco da Gama - RJ","Allianz Parque - Sao Paulo - SP",""
"336","336","34","08/11/2015 - 17:00","Cruzeiro - MG","2 x 1","São Paulo - SP","Mineirão - Belo Horizonte - MG",""
"337","337","34","08/11/2015 - 17:00","Figueirense - SC","0 x 1","Atlético - MG","Orlando Scarpelli - Florianopolis - SC",""
"338","338","34","08/11/2015 - 17:00","Flamengo - RJ","4 x 1","Goiás - GO","Maracanã - Rio de Janeiro - RJ",""
"339","339","34","08/11/2015 - 19:30","Sport - PE","1 x 0","Grêmio - RS","Ilha do Retiro - Recife - PE",""
"340","340","34","08/11/2015 - 18:00","Joinville - SC","0 x 0","Santos - SP","Arena Joinville - Joinville - SC",""
"341","341","35","15/11/2015 - 17:00","Cruzeiro - MG","3 x 0","Sport - PE","Mineirão - Belo Horizonte - MG",""
"342","342","35","18/11/2015 - 21:00","Atlético - PR","3 x 3","Palmeiras - SP","Arena da Baixada - Curitiba - PR",""
"343","343","35","18/11/2015 - 19:30","Goiás - GO","1 x 3","Coritiba - PR","Serra Dourada - Goiania - GO",""
"344","344","35","18/11/2015 - 21:00","Ponte Preta - SP","0 x 1","Figueirense - SC","Moisés Lucarelli - Campinas - SP",""
"345","345","35","18/11/2015 - 21:00","Avaí - SC","2 x 1","Joinville - SC","Ressacada - Florianopolis - SC",""
"346","346","35","19/11/2015 - 22:00","São Paulo - SP","4 x 2","Atlético - MG","Morumbi - Sao Paulo - SP",""
"347","347","35","19/11/2015 - 22:00","Santos - SP","0 x 0","Flamengo - RJ","Vila Belmiro - Santos - SP",""
"348","348","35","19/11/2015 - 22:00","Vasco da Gama - RJ","1 x 1","Corinthians - SP","São Januário - Rio de Janeiro - RJ",""
"349","349","35","19/11/2015 - 19:30","Chapecoense - SC","1 x 0","Internacional - RS","Arena Condá - Chapeco - SC",""
"350","350","35","19/11/2015 - 19:30","Grêmio - RS","1 x 0","Fluminense - RJ","Arena do Grêmio - Porto Alegre - RS",""
"351","351","36","21/11/2015 - 19:30","Palmeiras - SP","1 x 1","Cruzeiro - MG","Allianz Parque - Sao Paulo - SP",""
"352","352","36","22/11/2015 - 17:00","Joinville - SC","1 x 2","Vasco da Gama - RJ","Arena Joinville - Joinville - SC",""
"353","353","36","22/11/2015 - 17:00","Corinthians - SP","6 x 1","São Paulo - SP","Arena Corinthians - Sao Paulo - SP",""
"354","354","36","22/11/2015 - 17:00","Internacional - RS","1 x 0","Grêmio - RS","Beira-Rio - Porto Alegre - RS",""
"355","355","36","22/11/2015 - 17:00","Atlético - MG","2 x 2","Goiás - GO","Independência - Belo Horizonte - MG",""
"356","356","36","22/11/2015 - 17:00","Figueirense - SC","0 x 0","Chapecoense - SC","Orlando Scarpelli - Florianopolis - SC",""
"357","357","36","22/11/2015 - 18:00","Flamengo - RJ","1 x 1","Ponte Preta - SP","Mané Garrincha - Brasilia - DF",""
"358","358","36","22/11/2015 - 19:30","Sport - PE","0 x 0","Atlético - PR","Ilha do Retiro - Recife - PE",""
"359","359","36","22/11/2015 - 19:30","Fluminense - RJ","3 x 1","Avaí - SC","Kleber Andrade - Cariacica - ES",""
"360","360","36","22/11/2015 - 19:30","Coritiba - PR","1 x 0","Santos - SP","Couto Pereira - Curitiba - PR",""
"361","361","37","28/11/2015 - 17:00","São Paulo - SP","3 x 2","Figueirense - SC","Morumbi - Sao Paulo - SP",""
"362","362","37","28/11/2015 - 19:30","Fluminense - RJ","1 x 1","Internacional - RS","Maracanã - Rio de Janeiro - RJ",""
"363","363","37","28/11/2015 - 21:00","Avaí - SC","1 x 0","Ponte Preta - SP","Ressacada - Florianopolis - SC",""
"364","364","37","29/11/2015 - 17:00","Sport - PE","2 x 0","Corinthians - SP","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"365","365","37","29/11/2015 - 17:00","Grêmio - RS","2 x 1","Atlético - MG","Arena do Grêmio - Porto Alegre - RS",""
"366","366","37","29/11/2015 - 17:00","Cruzeiro - MG","3 x 0","Joinville - SC","Mineirão - Belo Horizonte - MG",""
"367","367","37","29/11/2015 - 17:00","Vasco da Gama - RJ","1 x 0","Santos - SP","São Januário - Rio de Janeiro - RJ",""
"368","368","37","29/11/2015 - 18:00","Palmeiras - SP","0 x 2","Coritiba - PR","Allianz Parque - Sao Paulo - SP",""
"369","369","37","29/11/2015 - 18:00","Chapecoense - SC","1 x 3","Goiás - GO","Arena Condá - Chapeco - SC",""
"370","370","37","29/11/2015 - 19:30","Atlético - PR","3 x 0","Flamengo - RJ","Arena da Baixada - Curitiba - PR",""
"371","371","38","06/12/2015 - 17:00","Corinthians - SP","1 x 1","Avaí - SC","Arena Corinthians - Sao Paulo - SP",""
"372","372","38","06/12/2015 - 17:00","Santos - SP","5 x 1","Atlético - PR","Vila Belmiro - Santos - SP",""
"373","373","38","06/12/2015 - 17:00","Ponte Preta - SP","0 x 1","Sport - PE","Moisés Lucarelli - Campinas - SP",""
"374","374","38","06/12/2015 - 17:00","Flamengo - RJ","1 x 2","Palmeiras - SP","Maracanã - Rio de Janeiro - RJ",""
"375","375","38","06/12/2015 - 17:00","Internacional - RS","2 x 0","Cruzeiro - MG","Beira-Rio - Porto Alegre - RS",""
"376","376","38","06/12/2015 - 17:00","Atlético - MG","3 x 0","Chapecoense - SC","Mineirão - Belo Horizonte - MG",""
"377","377","38","06/12/2015 - 17:00","Figueirense - SC","1 x 0","Fluminense - RJ","Orlando Scarpelli - Florianopolis - SC",""
"378","378","38","06/12/2015 - 17:00","Coritiba - PR","0 x 0","Vasco da Gama - RJ","Couto Pereira - Curitiba - PR",""
"379","379","38","06/12/2015 - 17:00","Goiás - GO","0 x 1","São Paulo - SP","Serra Dourada - Goiania - GO",""
"380","380","38","06/12/2015 - 17:00","Joinville - SC","0 x 2","Grêmio - RS","Arena Joinville - Joinville - SC",""
