"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","CV","FC","FF","FS","PE","RB","SG","FD","I","DD","DP","GS","A","G","FT","PP","GC"
"194","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2019/04/25/e02841571923b2b0da6813c6575fe687_FORMATO.png",72362,17,285,"mei","Provável",15.1,11.35,1.99,5.53,"Internacional",1,NA,12,5,6,20,28,NA,4,NA,NA,NA,NA,1,2,NA,NA,NA
"195","Celsonil Santos de Macedo Junior ","celsinho","Celsinho","https://s.glbimg.com/es/sde/f/2019/03/23/8e0cf56b709151b2440313376e51f0c5_FORMATO.png",72494,17,341,"lat","Nulo",0,3.07,0,1.3,"CSA",1,NA,2,NA,1,11,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2019/03/28/731bd0c1760d7e08394c9726255ba348_FORMATO.png",72359,17,354,"zag","Nulo",0,9,0,1.62,"Ceará",5,NA,21,1,8,13,14,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"197","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/22/3b2ab0a4c2f206adcc40b24bfc972cbb_FORMATO.png",72168,17,263,"mei","Provável",2.3,8.08,-0.43,2.56,"Botafogo",3,NA,9,5,20,52,21,NA,5,NA,NA,NA,NA,1,1,NA,NA,NA
"198","Giovanni Palmieri dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2019/07/12/5e27f57916bf0f965ddc5074bd107452_FORMATO.png",72097,17,265,"lat","Nulo",0,6.18,0,3.4,"Bahia",1,NA,3,1,1,11,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Vitor Hugo Franchescoli de Souza","vitor-hugo","Vitor Hugo","https://s.glbimg.com/es/sde/f/2019/08/01/10d95e2af722b1c1c76a7fe3c403de16_FORMATO.png",72605,17,275,"zag","Provável",0.7,5.92,-0.79,1.05,"Palmeiras",NA,NA,NA,1,NA,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"200","Gustavo Campanharo","gustavo-campanharo","Gustavo Campanharo","https://s.glbimg.com/es/sde/f/2019/03/26/9799555064b37105b45b0acc0e54c2b7_FORMATO.png",72497,17,315,"mei","Provável",6.6,7.15,-0.47,4.99,"Chapecoense",NA,NA,17,10,23,22,35,NA,4,NA,NA,NA,NA,1,1,NA,NA,NA
"201","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,17,276,"lat","Provável",5.4,11.88,0.92,4.43,"São Paulo",NA,NA,4,NA,1,9,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2019/03/26/2893d827588a8a8150dbe4d07ec4e480_FORMATO.png",73421,17,290,"zag","Provável",3.6,11.4,-1.95,4.35,"Goiás",NA,NA,3,2,3,33,14,3,4,NA,NA,NA,NA,NA,2,NA,NA,1
"203","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2019/03/28/a19b59f7d716d5610181d660801756b6_FORMATO.png",73384,17,354,"lat","Provável",0,12.86,0,3.89,"Ceará",5,NA,14,7,33,39,22,3,4,2,NA,NA,NA,2,NA,1,NA,NA
"204","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/02/04/fafc80986c9ff78c6b10c98b72c33190_FORMATO.png",80129,17,283,"mei","Nulo",0,3.49,0,1.56,"Cruzeiro",1,NA,7,2,10,6,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2019/05/23/605fd3e976ffe9b529d0208eb32fa15b_FORMATO.png",73281,17,264,"mei","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Argélico Fucks","argel-fucks","Argel Fucks","https://s.glbimg.com/es/sde/f/2019/07/03/cdd47cd362cfe3cf486b63644ffb552d_FORMATO.png",73317,17,341,"tec","Provável",2.17,5.61,0,2.54,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Glédson Ribeiro dos Santos","gledson","Glédson","https://s.glbimg.com/es/sde/f/2019/02/18/c6d4b90211065258bf950d6d8491a977_FORMATO.png",73533,17,314,"gol","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,17,356,"ata","Contundido",0,6,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Luis Otavio Bonilha de Oliveira Santos","nene-bonilha","Nenê Bonilha","https://s.glbimg.com/es/sde/f/2019/07/21/06edeac8d4c973d330e8be3fdad18607_FORMATO.png",73608,17,356,"mei","Contundido",0,2.41,0,0.3,"Fortaleza",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Júlio César Godinho Catole","julinho","Julinho","https://s.glbimg.com/es/sde/f/2019/02/18/cf3d8eab528cc3bf388f557c9134576c_FORMATO.png",73501,17,314,"mei","Nulo",0,1.55,0,0.66,"Avaí",2,NA,4,2,3,9,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2019/02/27/92700f5dfefdb214d227ca999caedfb3_FORMATO.png",73540,17,265,"ata","Contundido",0,9.4,0,2.95,"Bahia",NA,NA,7,4,11,7,3,NA,5,2,NA,NA,NA,NA,1,NA,NA,NA
"212","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,17,275,"ata","Provável",1,5.6,-0.7,1.7,"Palmeiras",NA,NA,2,1,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Marco Gastón Rubén Rodríguez","marco-ruben","Marco Ruben","https://s.glbimg.com/es/sde/f/2019/03/31/f20966ed6b70c83b4d440ca5028a8ee4_FORMATO.png",73741,17,293,"ata","Provável",5.7,14.52,0.17,4.15,"Athlético-PR",1,NA,14,4,5,11,6,NA,7,5,NA,NA,NA,3,1,2,NA,NA
"214","Francinilson Santos Meireles","maranhao","Maranhão","https://s.glbimg.com/es/sde/f/2019/08/16/a83ba6d1335bae5be0bf59085ad262c8_FORMATO.png",73513,17,341,"ata","Nulo",-1.6,3.04,-0.64,1.58,"CSA",NA,NA,12,3,18,14,6,NA,1,4,NA,NA,NA,NA,1,NA,NA,NA
"215","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,17,276,"zag","Nulo",0,8.28,0,3.13,"São Paulo",3,NA,23,4,7,17,19,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2019/03/25/6756f079e2e35d2a22e59a73782daa41_FORMATO.png",73896,17,282,"ata","Nulo",-0.6,11.15,-0.72,2.38,"Atlético-MG",2,NA,23,10,24,25,16,NA,8,1,NA,NA,NA,1,NA,1,NA,NA
"217","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2019/07/08/d6e7cb486a2b10326ee24be81701aef1_FORMATO.png",74213,17,265,"mei","Provável",1.4,3.85,0.15,1.65,"Bahia",1,NA,4,NA,1,7,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"218","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2019/04/01/e45da566464dfc86f2e866c3d5f0a9ff_FORMATO.png",73962,17,276,"lat","Nulo",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2019/03/28/2438d7ca6b16c454a1fc9ccb45ec389d_FORMATO.png",73974,17,277,"mei","Dúvida",-0.5,4.24,-0.96,1.87,"Santos",4,NA,15,2,11,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Jean Cléber Santos da Silva","jean-cleber","Jean Cléber","https://s.glbimg.com/es/sde/f/2019/07/08/5670e68dc69e316eb45de8decf7fa03a_FORMATO.png",73858,17,341,"mei","Nulo",0,3.12,0,1.59,"CSA",1,NA,9,2,7,10,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"221","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/26/e60267387b772e4aca726b4377fab481_FORMATO.png",73789,17,290,"mei","Contundido",-0.6,2.04,-0.43,0.2,"Goiás",NA,NA,2,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Wellington Silva Sanches Aguiar","wellington-nem","Wellington Nem","https://s.glbimg.com/es/sde/f/2019/08/06/eed31b97dfa9c8ecd78df822c04269ab_FORMATO.png",73619,17,266,"ata","Provável",1.5,4.92,-0.47,1.6,"Fluminense",1,NA,3,5,10,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2019/07/16/4167381432d7908874cb17eaac12b616_FORMATO.png",73721,17,263,"mei","Nulo",0,4.01,0,0.6,"Botafogo",NA,NA,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2019/04/26/ed48caa8134e11a7c39b6c0d1b2146a7_FORMATO.png",73800,17,262,"zag","Suspenso",3,8.67,-0.36,3.91,"Flamengo",3,NA,11,10,6,13,11,5,2,1,NA,NA,NA,NA,1,NA,NA,NA
"225","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/03/22/27fa5cdf4f485fac2794eb67548421f6_FORMATO.png",74061,17,263,"gol","Nulo",1,8.47,-1.52,4.62,"Botafogo",3,NA,NA,NA,2,9,NA,6,NA,NA,25,NA,14,NA,NA,NA,NA,NA
"226","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2019/04/26/cfed24bcffd157785687c5223fdb1106_FORMATO.png",73992,17,262,"lat","Nulo",0,2.24,0,0.34,"Flamengo",3,NA,8,1,2,8,6,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"227","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2019/07/01/1eecca318970c97227763ef6d9c7a67b_FORMATO.png",75295,17,285,"ata","Provável",3.3,12.65,0.23,5.03,"Internacional",1,NA,12,9,12,12,5,NA,6,6,NA,NA,NA,NA,3,1,NA,NA
"228","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2019/03/29/67d058ae9f531a675de3f44a9bb2735b_FORMATO.png",74140,17,265,"mei","Dúvida",2.2,5.78,-0.01,2.54,"Bahia",NA,NA,3,3,19,12,12,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"229","Auremir Evangelista dos Santos","auremir","Auremir","https://s.glbimg.com/es/sde/f/2019/03/28/6abb09758933bfcad8f3734cd8fbe484_FORMATO.png",77570,17,354,"mei","Nulo",0,4.23,0,1.8,"Ceará",NA,NA,6,NA,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,17,285,"ata","Nulo",0,6.16,0,1.47,"Internacional",NA,NA,2,2,1,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2019/04/16/d952f67089f2842da5bc84d3029f1a73_FORMATO.png",77774,17,263,"tec","Provável",4.4,8.79,0.12,3.28,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Everaldo Stum","everaldo","Everaldo","https://s.glbimg.com/es/sde/f/2019/03/28/06c711b652c1c301dcb21fa9dc4a4b81_FORMATO.png",78117,17,315,"ata","Provável",5,17.29,0.77,5.96,"Chapecoense",4,NA,36,24,27,39,8,NA,17,2,NA,NA,NA,1,8,NA,NA,NA
"233","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2019/02/04/4412c9f53c873f0f2ce2b2038d648bbf_FORMATO.jpeg",74074,17,267,"lat","Nulo",0,4.01,0,2.15,"Vasco",1,NA,2,2,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Matheus Barbosa Teixeira","matheus-barbosa","Matheus Barbosa","https://s.glbimg.com/es/sde/f/2019/03/25/1566120db01ce074100b649a154a6290_FORMATO.png",74069,17,314,"mei","Nulo",0,3.35,-0.45,1.43,"Avaí",NA,NA,8,2,3,16,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"235","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2019/03/28/1fb1aeab02e0006889fbd9ef7a4dd6e0_FORMATO.png",78248,17,277,"zag","Provável",3.8,6.52,1.32,2.67,"Santos",5,1,14,2,6,19,10,7,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"236","Vagner Antônio Brandalise","vagner","Vagner","https://s.glbimg.com/es/sde/f/2019/05/08/f2f7ed3e3f857655c8c5e56733e7aa3d_FORMATO.png",78151,17,315,"gol","Contundido",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2019/03/26/32f1ef47f09a17579130bc990308fe11_FORMATO.png",77500,17,290,"zag","Nulo",0,2.95,0,1.27,"Goiás",3,NA,9,1,2,11,6,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"238","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/04/26/36d518358679018a8859dd349da9e91c_FORMATO.png",78435,17,262,"ata","Provável",0,9.17,0,4.2,"Flamengo",NA,NA,10,8,9,15,6,NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA
"239","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2019/04/26/c90b6f282ed66e95550b8b12c749706c_FORMATO.png",78086,17,262,"gol","Nulo",0,6.1,0,4.62,"Flamengo",NA,NA,NA,NA,1,NA,NA,1,NA,NA,7,NA,4,NA,NA,NA,NA,NA
"240","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2019/04/26/f7f5e18054dd2e487e3f2851ce8e28b7_FORMATO.png",78445,17,262,"lat","Nulo",0,8.65,0,3.91,"Flamengo",1,NA,8,1,6,28,19,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"241","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2019/03/30/53ad5d19d960420d8a169d449092cfdf_FORMATO.png",78077,17,293,"lat","Provável",6.2,6.21,-0.14,4.62,"Athlético-PR",NA,NA,9,1,11,16,11,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"242","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,17,277,"ata","Nulo",1.5,0.99,0.22,0.24,"Santos",3,1,15,3,12,14,7,NA,1,6,NA,NA,NA,NA,1,NA,NA,NA
"243","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/05/30/b108b602d840b36b81509e4c29870b37_FORMATO.png",78415,17,277,"ata","Dúvida",0,4.02,0,-1.08,"Santos",2,NA,4,2,NA,3,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"244","Marcos de Paula Dutra","marcos","Marcos","https://s.glbimg.com/es/sde/f/2019/03/26/97c014749e1bd594e9dc76f33b45a278_FORMATO.png",78495,17,290,"gol","Nulo",0,3,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2019/04/26/24196e5c70d2a4de33babf207cf06539_FORMATO.png",78478,17,262,"mei","Provável",1.2,13.28,-0.22,4.67,"Flamengo",1,NA,25,9,8,31,34,NA,3,NA,NA,NA,NA,4,1,NA,NA,NA
"246","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2019/04/04/f6df9ba4f9ba25d9b872308e30c5baa9_FORMATO.png",78548,17,277,"mei","Dúvida",0,7.85,-0.3,2.23,"Santos",NA,NA,13,4,19,21,7,NA,4,NA,NA,NA,NA,1,1,1,NA,NA
"247","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2019/03/28/baad423e3d4f7d7ca9067444675bd599_FORMATO.png",78475,17,354,"ata","Contundido",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Paulo Oliveira de Souza Junior","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2019/05/07/d675dad7ddcb13ca96fcc4065ac3b404_FORMATO.png",78512,17,314,"lat","Nulo",0,1.93,0,0.85,"Avaí",NA,NA,7,2,4,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2019/03/28/893813a02cea9d96daf288036733d24e_FORMATO.png",78577,17,354,"mei","Nulo",0,8.1,0,4.46,"Ceará",1,NA,19,12,5,39,27,NA,12,NA,NA,NA,NA,3,1,NA,NA,NA
"250","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2019/05/23/74dd3815a00b56d9fc765cad761ff91c_FORMATO.png",78715,17,264,"mei","Nulo",0,9.65,0,1.46,"Corinthians",1,NA,15,3,7,10,9,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"251","Pedro Henrique de Castro Silva","pedro-castro","Pedro Castro","https://s.glbimg.com/es/sde/f/2019/03/25/cdc521cfa238c56aa9fb0eb73e4aca7a_FORMATO.png",78840,17,314,"mei","Provável",3.6,5.51,0.47,2.88,"Avaí",NA,NA,23,9,21,41,25,NA,6,1,NA,NA,NA,NA,1,1,NA,NA
"252","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2019/03/29/ef148b9e6c0fb1706902616959184e5b_FORMATO.png",78584,17,265,"gol","Provável",5,14.68,-1.65,8.33,"Bahia",NA,NA,NA,NA,5,6,1,9,NA,NA,35,1,13,NA,NA,NA,NA,NA
"253","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2019/03/28/27579304db4774273de16432633427c2_FORMATO.png",78654,17,354,"zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/05/23/2e7a0138d60a1418cacfcd315daf7491_FORMATO.png",78605,17,264,"mei","Provável",0,6.21,0,3.13,"Corinthians",1,NA,12,1,4,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,17,267,"mei","Provável",-2,8.89,-0.73,2.71,"Vasco",2,NA,9,9,31,33,15,NA,3,1,NA,NA,NA,1,2,1,2,NA
"256","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,17,285,"mei","Contundido",0,7.12,0,1.4,"Internacional",1,NA,2,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,17,276,"lat","Provável",10,15.36,0.26,6.83,"São Paulo",2,NA,16,9,16,29,26,7,4,NA,NA,NA,NA,1,3,NA,NA,NA
"258","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/01/14/c215c66c4f1a435e26c1d93d00555071_FORMATO.jpeg",78855,17,275,"mei","Nulo",0,5.6,0,1.55,"Palmeiras",2,NA,20,1,6,7,16,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"259","Santiago Ernesto Romero Fernández","romero","Romero","https://s.glbimg.com/es/sde/f/2019/03/22/6f3e87cd0ea7dd0de1f8463bf7e216a1_FORMATO.png",79109,17,356,"mei","Nulo",0,4,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2019/03/28/8bb249c2111b49eff60737fd35c27a45_FORMATO.png",79035,17,277,"zag","Nulo",0,5.96,0,4.4,"Santos",NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png",78897,17,341,"mei","Nulo",6,4.02,1.15,1.49,"CSA",3,NA,17,5,6,22,22,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"262","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,17,315,"mei","Suspenso",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png",78851,17,354,"gol","Nulo",0,4.73,0,1.2,"Ceará",NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"264","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,17,283,"ata","Nulo",0,6.58,0,2.67,"Cruzeiro",NA,NA,6,3,9,4,1,NA,6,2,NA,NA,NA,NA,2,1,NA,NA
"265","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png",79437,17,265,"tec","Provável",4.21,11.55,-0.26,4.41,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2019/03/28/8a5fe5aa3179c4ff1643804412e0050b_FORMATO.png",79336,17,354,"ata","Nulo",0,1.76,0,1,"Ceará",NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2019/06/04/82859093e0dc5964ab48dbe20839b60d_FORMATO.png",79702,17,275,"zag","Nulo",0,6.13,0,2.16,"Palmeiras",2,NA,7,NA,2,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,17,285,"zag","Provável",0.8,13.43,-1.77,5.82,"Internacional",4,NA,10,NA,12,22,39,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2019/03/29/c40c54d7fdca6784ef754a182f9f81d0_FORMATO.png",80189,17,265,"zag","Provável",4.4,6.75,-0.02,3.18,"Bahia",NA,NA,5,2,5,34,11,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2019/01/14/ea7db8fa2a3e153ecdfb733b6c70c6c7_FORMATO.jpeg",79887,17,275,"lat","Nulo",0,4,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/08/23/b588923de64bd21b19b226c460ebe139_FORMATO.png",80080,17,314,"ata","Provável",-0.8,4.04,-0.01,0.97,"Avaí",4,NA,22,6,17,15,1,NA,2,6,NA,NA,NA,NA,2,1,NA,NA
"272","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2019/03/22/b196faf58ff8f5c11884a98aae52bb13_FORMATO.png",80193,17,356,"mei","Nulo",0.5,7.56,-0.17,2.59,"Fortaleza",1,NA,7,7,19,15,3,NA,5,1,NA,NA,NA,NA,2,NA,NA,NA
"273","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2019/07/30/6d045d7809171c7ff080a09196c9b11d_FORMATO.png",80287,17,284,"ata","Nulo",-0.5,5.86,0.17,3.15,"Grêmio",5,NA,16,7,12,24,10,NA,8,3,NA,NA,NA,2,2,NA,1,NA
"274","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2019/05/07/9db851eba6d52f43af59baaf6fc0aa8e_FORMATO.png",80318,17,265,"lat","Nulo",0,3.23,0,0.85,"Bahia",3,NA,13,NA,2,8,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
