"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","I","PE","RB","CA","SG","G","DD","GS","CV","FT","GC","PP","DP"
"187","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,7,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2018/04/20/235093fe46cb2a4a620710e4f40e9052_FORMATO.png",84847,7,"FLU","zag","Provável",0.6,5.21,-0.76,2.15,"Fluminense",NA,6,NA,NA,NA,NA,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"189","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,7,"BAH","mei","Nulo",5,4.68,0.29,1.63,"Bahia",1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,7,"INT","ata","Nulo",0,13.72,-0.35,3.74,"Internacional",NA,NA,1,3,1,1,8,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"191","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/04/27/01600179bedbd202493bb520c8123ae3_FORMATO.png",84761,7,"SPO","tec","Provável",6.05,8.58,0.94,4.78,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/05/07/908c232e4f8376d6e594daa923ee4c6a_FORMATO.png",84848,7,"ATL","ata","Nulo",0,1.92,-0.32,-0.4,"Atlético-MG",NA,4,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,7,"ATL","mei","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,7,"CHA","lat","Suspenso",2.7,5.49,-0.02,2.98,"Chapecoense",NA,8,NA,2,12,NA,9,12,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"195","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,7,"SPO","lat","Suspenso",-6.1,7.35,-2.89,2.32,"Sport",NA,3,NA,1,3,NA,10,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"196","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/04/09/a2a38f9417ef984a6dc682daa29dbadd_FORMATO.png",84893,7,"VAS","lat","Dúvida",0,6.55,0,2.4,"Vasco",NA,5,1,1,13,1,10,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,7,"VIT","lat","Provável",-0.6,3.66,-0.25,1.07,"Vitória",1,6,1,1,3,1,12,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,7,"BOT","tec","Provável",2.94,8.87,0.34,3.49,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,7,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Yago Henrique Severino dos Santos","yago","Yago","https://s.glbimg.com/es/sde/f/2018/05/07/4140e905e9a640b9ca3bd60258f7c968_FORMATO.png",84926,7,"ATL","mei","Nulo",0,0.69,0,-3,"Atlético-MG",NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png",78475,7,"CEA","ata","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,7,"FLA","mei","Nulo",0,4.58,0,1.45,"Flamengo",NA,4,NA,NA,NA,NA,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/05/26/9ea86d3458c3893f6879083ccdfacc7f_FORMATO.png",87679,7,"SAO","ata","Nulo",-1.3,5.68,-0.38,1.7,"São Paulo",NA,4,NA,NA,2,NA,5,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"204","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,7,"FLA","lat","Provável",6.1,11.49,0.91,6.67,"Flamengo",NA,4,1,1,5,1,20,16,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"205","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/04/12/b854b95f8d49d62715ce163bf535b942_FORMATO.png",78497,7,"CEA","lat","Nulo",0,4.42,0,1.57,"Ceará",NA,3,NA,NA,3,NA,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"206","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,7,"ATL","gol","Contundido",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,7,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,7,"FLA","ata","Contundido",0,5,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,7,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Wanderson Ferreira de Oliveira","valdivia","Valdívia","https://s.glbimg.com/es/sde/f/2018/05/26/75c304a1f1cde884588ed6ddfc634cf1_FORMATO.png",85423,7,"SAO","mei","Nulo",3.2,6.52,0.22,1.95,"São Paulo",NA,3,NA,NA,6,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,7,"SPO","mei","Contundido",3.7,5.04,-0.09,2.88,"Sport",NA,8,3,3,7,NA,4,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/05/18/78d71d802479a25898817edac97588a9_FORMATO.png",87863,7,"CRU","mei","Nulo",0,17.7,0,9.82,"Cruzeiro",2,10,7,6,12,NA,12,13,1,NA,1,NA,NA,NA,1,NA,NA,NA
"213","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,7,"VIT","mei","Suspenso",-2.5,9.23,-1.74,2.82,"Vitória",NA,8,2,3,8,1,19,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"214","Carlos Henrique Alves Pereira","carlos-henrique","Carlos Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/b4784a166a08e0a628c13b326e4216ef_FORMATO.png",87732,7,"SPO","ata","Nulo",0,2.7,-0.78,0.94,"Sport",NA,3,1,1,4,4,6,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"215","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2018/05/07/5a02ebebae94350f74b0622d02730891_FORMATO.png",85930,7,"AME","ata","Nulo",0,6.67,0,1.94,"América-MG",NA,8,1,6,8,3,6,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"216","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_FORMATO.png",85626,7,"BAH","lat","Nulo",0,9.76,0,5.1,"Bahia",NA,6,1,1,6,3,13,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"217","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png",85465,7,"PAR","mei","Nulo",0,2.56,0,1.75,"Paraná",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,7,"FLU","mei","Provável",3.9,9.2,0.02,4.24,"Fluminense",1,4,9,7,6,NA,19,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Miguel Angel Borja Hernandez","borja","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,7,"PAL","ata","Nulo",0,12.68,0,5.08,"Palmeiras",1,11,2,10,4,4,7,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"220","Felipe Rodrigues dos Santos","felipe-rodrigues","Felipe Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/24/4fb8754c83afb27e6f74d9b141f3e877_FORMATO.png",87923,7,"SPO","lat","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Fabián Cornelio Balbuena González","balbuena","Balbuena","https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png",87887,7,"COR","zag","Provável",5.1,16.97,-0.44,6.86,"Corinthians",NA,1,NA,1,3,NA,15,18,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"222","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,7,"PAL","mei","Dúvida",8.7,4.91,2.03,4.6,"Palmeiras",1,1,1,1,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"223","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,7,"PAR","ata","Provável",5,6.79,1.33,3.7,"Paraná",NA,6,4,4,10,2,1,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"224","Geremias Ribeiro Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png",87946,7,"VIT","ata","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,7,"BOT","lat","Contundido",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2018/05/08/ebbd8503f27be0857e0c6fbad5884636_FORMATO.png",86143,7,"ATL","zag","Dúvida",3.6,4.07,0.73,1.25,"Atlético-PR",NA,5,NA,NA,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"227","Sergio Antonio Soler de Oliveira Junior","serginho","Serginho","https://s.glbimg.com/es/sde/f/2018/05/07/91dac514dd0507957d36fa511bb7b5e7_FORMATO.png",88002,7,"AME","mei","Provável",0.4,17.2,-0.61,6.07,"América-MG",2,10,4,7,10,1,18,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"228","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,7,"VIT","zag","Nulo",0.2,2.37,-0.52,0.78,"Vitória",NA,6,NA,2,3,NA,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2018/05/26/f933a6b863ea2c091247cadde03b31c0_FORMATO.png",86227,7,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2018/03/01/1bfd94d7a93e4d5f7f21981109f79c87_FORMATO.png",86410,7,"PAL","lat","Provável",0,9,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2018/05/23/aa6709d5100218ac013a36959e8e6ce4_FORMATO.png",88225,7,"SAN","lat","Provável",-0.6,7.38,-1.31,2.65,"Santos",NA,2,NA,NA,1,1,8,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"232","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png",86444,7,"FLU","ata","Nulo",0,4.64,0,2.86,"Fluminense",NA,2,1,3,8,NA,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"233","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,7,"INT","mei","Nulo",0,4.24,0,1.97,"Internacional",NA,5,NA,1,6,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,7,"PAL","ata","Provável",5,11.25,0.64,5.15,"Palmeiras",1,10,3,3,19,6,20,17,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"235","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,7,"SAN","ata","Nulo",1,10.42,-2.33,0.6,"Santos",NA,1,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,7,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2018/05/24/a6bbeb6a5b1860ac8642a8ba43cd525e_FORMATO.png",86508,7,"CHA","gol","Provável",-3,3.97,-0.54,1.29,"Chapecoense",NA,NA,NA,NA,2,NA,5,1,NA,1,NA,11,15,NA,NA,NA,NA,NA
"238","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,7,"PAR","mei","Provável",0.9,3.45,0.09,0.92,"Paraná",NA,6,NA,2,5,NA,8,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2018/05/24/9b7d49c4816ade1b2d3d6b4e3856ff9e_FORMATO.png",86519,7,"SPO","mei","Nulo",0,5.53,0,3.02,"Sport",NA,3,3,1,6,NA,16,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"240","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/04/09/cf6596e8e8357c8c896b4037c70910b2_FORMATO.png",83626,7,"VAS","mei","Nulo",-0.3,0.96,0.23,-1.17,"Vasco",NA,6,NA,1,2,NA,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Ayrton Lucas Dantas de Medeiros","ayrton-lucas","Ayrton Lucas","https://s.glbimg.com/es/sde/f/2018/01/24/d014e65ab8d78668e270fb0df555b349_FORMATO.png",88393,7,"FLU","lat","Contundido",0,10.43,0,5.7,"Fluminense",NA,5,NA,1,15,NA,5,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"242","Richardson Fernandes dos Santos","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/05/25/c51f78e8b84b9bb14c67fc3bcd7d69af_FORMATO.png",86536,7,"CEA","mei","Provável",6.7,7.39,1.04,4.5,"Ceará",NA,6,1,1,15,NA,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png",88423,7,"AME","lat","Provável",-2.9,2.25,-1.87,3.37,"América-MG",NA,7,NA,1,2,NA,9,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"244","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/05/18/8b6faacdc8e5b7ca9a1b28fe294eb028_FORMATO.png",88323,7,"COR","ata","Contundido",13.3,10.87,2.4,4.92,"Corinthians",2,9,1,5,22,NA,22,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,7,"PAL","mei","Nulo",0,5.93,0,0.5,"Palmeiras",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2018/05/18/2e439bad8d914c893045a080a41aee13_FORMATO.png",86711,7,"FLU","mei","Provável",2.6,15.94,-0.47,5.83,"Fluminense",NA,7,NA,2,11,NA,16,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"247","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,7,"BOT","mei","Nulo",0,2.18,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Bruno Jacinto da Silva","bruno-paulista","Bruno Paulista","https://s.glbimg.com/es/sde/f/2018/04/09/bf8fd16b5067244310ac33ce26ccdd03_FORMATO.png",88933,7,"VAS","mei","Nulo",0,4,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/05/17/9a0c78c491e9df3238a184a85312e3a4_FORMATO.png",88669,7,"BOT","ata","Contundido",0,5.86,0,5.5,"Botafogo",NA,NA,NA,1,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,7,"GRE","ata","Provável",0,16.78,0,5.96,"Grêmio",1,9,2,11,20,NA,18,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"251","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,7,"ATL","zag","Nulo",0,4,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Lucas Macanhan Ferreira","lucas-macanhan","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,7,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Judivan Flor da Silva","judivan","Judivan ","https://s.glbimg.com/es/sde/f/2018/03/30/c14127206b6ba0991e38bc6d98f405c4_FORMATO.png",89190,7,"AME","ata","Nulo",0,2,-0.16,0.27,"América-MG",NA,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2018/05/18/997feae679bb584848d2ef5197f0b406_FORMATO.png",86757,7,"GRE","ata","Provável",10.9,16.36,1.34,9.76,"Grêmio",3,4,4,8,9,NA,8,9,1,NA,1,NA,NA,NA,1,NA,NA,NA
"255","Sidcley Ferreira Pereira","sidcley","Sidcley","https://s.glbimg.com/es/sde/f/2018/03/23/9db2d3b03abd4966fab935ec9672a2f8_FORMATO.png",86764,7,"COR","lat","Provável",0.9,14.3,-2.11,7.8,"Corinthians",1,2,NA,NA,7,NA,9,16,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"256","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2018/03/21/dda37870e2ce542d641afe198162f0b8_FORMATO.png",89273,7,"BAH","lat","Provável",13,6.03,2.66,7.4,"Bahia",1,2,2,NA,2,NA,12,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"257","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,7,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2018/05/23/d542d3f59d1525cd33fbcc9032b3f111_FORMATO.png",89342,7,"SAN","lat","Nulo",0,5,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2018/05/08/036cf29144ee81b7e52eaed8486c6718_FORMATO.png",86766,7,"ATL","mei","Dúvida",3.1,10.64,0.86,2.75,"Atlético-PR",NA,5,NA,2,2,2,17,11,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"260","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,7,"CRU","ata","Nulo",5.5,6.24,1.08,2.4,"Cruzeiro",1,10,1,3,7,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/03/21/9c9486bfe6d550bb373e1eb7553cbd91_FORMATO.png",86859,7,"VIT","mei","Provável",1,2.63,0.01,0.2,"Vitória",NA,12,NA,1,1,NA,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,7,"BOT","lat","Provável",6.9,6.58,1.52,3.3,"Botafogo",NA,1,NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Carlos Eugenio Júnior Tavares dos Santos","junior-tavares","Júnior Tavares","https://s.glbimg.com/es/sde/f/2018/05/26/053e7ea44ab11311b1126d57dd66c71d_FORMATO.png",89343,7,"SAO","lat","Nulo",0,7.58,0,5,"São Paulo",NA,1,NA,NA,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"264","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/01/21/23fa033a58dbb6b9c2500f5a80893009_FORMATO.png",92497,7,"FLU","mei","Nulo",0,3.04,0,0.5,"Fluminense",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,7,"BOT","zag","Provável",0.6,9.44,-0.24,1.82,"Botafogo",NA,4,1,2,6,1,17,9,1,NA,1,NA,NA,NA,NA,1,NA,NA
"266","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,7,"BOT","gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
