"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","G","RB","A","CA","FD","FF","FT","I","PE","SG","GC","DD","GS","CV","DP","PP"
"190","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2018/05/17/fd0c8a84c1faea5160f04ad242f45e3e_FORMATO.png",73384,32,"CEA","lat","Provável",0,5.31,0,4.59,"Ceará",27,34,1,28,4,6,NA,5,1,1,35,6,NA,NA,NA,1,NA,NA
"191","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2018/03/01/a4001473c0c581b61769bb3db00efcaa_FORMATO.png",72372,32,"ATL","gol","Nulo",2.7,1.85,-0.14,1.95,"Atlético-PR",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,NA,6,6,NA,NA,NA
"192","Luis Carlos Dallastella","luis-carlos","Luis Carlos","https://s.glbimg.com/es/sde/f/2018/03/21/327d9a5891939cc8940a99c68e11c26b_FORMATO.png",73413,32,"PAR","gol","Nulo",0,0.7,0,-4,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"193","Rafael Copetti Fernandes","rafael-copetti","Rafael Copetti ","https://s.glbimg.com/es/sde/f/2018/08/29/f7b5b8074902a5f4e21da95e0e0725ab_FORMATO.png",73074,32,"CHA","gol","Nulo",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_FORMATO.png",73281,32,"COR","mei","Contundido",0,5.85,0,2.6,"Corinthians",12,5,NA,9,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"195","Cléber Janderson Pereira Reis","cleber-reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2018/04/24/69768a9bda3441e7a742ff9d70ba8d95_FORMATO.png",72376,32,"PAR","zag","Nulo",0,7.13,0,4.12,"Paraná",7,9,NA,27,NA,1,1,4,1,2,22,3,NA,NA,NA,1,NA,NA
"196","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2018/05/24/949f9e1967150f934c921bedf13a0bba_FORMATO.png",73540,32,"SPO","ata","Nulo",0,8.1,-0.04,2.84,"Sport",26,44,2,13,2,NA,14,22,NA,9,28,NA,NA,NA,NA,1,NA,NA
"197","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/24/ba83d05d6577dcd62dcb5af3bb7ca5e1_FORMATO.png",73515,32,"SPO","mei","Provável",12.6,8.26,0.83,3.03,"Sport",22,48,5,21,2,2,8,12,1,3,61,NA,NA,NA,2,NA,NA,1
"198","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2018/05/04/9268b435089ca4758bd26ab119d49db1_FORMATO.png",73896,32,"FLA","ata","Contundido",0.5,3.91,-0.19,0.94,"Flamengo",10,2,NA,7,1,2,4,3,NA,1,13,NA,NA,NA,NA,NA,NA,NA
"199","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,32,"PAR","mei","Nulo",0,5.09,0,2.98,"Paraná",25,33,NA,29,1,5,2,9,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"200","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/09/27/1efc38e38866055fe84ec680c96da256_FORMATO.png",73635,32,"VAS","ata","Nulo",0.5,2.46,-0.53,0.23,"Vasco",1,9,NA,NA,NA,1,NA,2,NA,1,8,NA,NA,NA,NA,NA,NA,NA
"201","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2018/08/21/5ff03d7f1c17970fd5a348a979f50951_FORMATO.png",73620,32,"SAO","zag","Provável",5,10.98,-1.07,4.34,"São Paulo",36,18,2,33,NA,7,5,4,1,6,23,11,NA,NA,NA,NA,NA,NA
"202","Thiago Rodrigues de Oliveira Nogueira","thiago-rodrigues","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/21/d825409cc03f8e81e67ec76372f1b206_FORMATO.png",73414,32,"PAR","gol","Nulo",0,7.57,0,5.23,"Paraná",1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,18,11,NA,1,NA
"203","Diego Vicente Aguirre Camblor","diego-aguirre","Diego Aguirre","https://s.glbimg.com/es/sde/f/2018/05/26/dcbc37c3f6682ed7f7fe61f97e02ff48_FORMATO.png",73766,32,"SAO","tec","Provável",4.85,12.79,-0.12,4.56,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Héctor Canteros","canteros","Canteros","https://s.glbimg.com/es/sde/f/2018/05/24/fa9bf16f27c3383ff060fdf3c9113559_FORMATO.png",73918,32,"CHA","mei","Provável",2.8,7.25,0.64,1.76,"Chapecoense",38,20,2,41,2,4,3,7,1,NA,116,NA,NA,NA,NA,NA,NA,NA
"205","Maurício Plenckauskas Cordeiro","mauricio-cordeiro","Maurício Cordeiro","https://s.glbimg.com/es/sde/f/2018/08/30/ee11039794974b96f58faf2d395dea71_FORMATO.png",73883,32,"VIT","ata","Nulo",1.5,2.4,0.2,0.43,"Vitória",6,1,1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"206","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,32,"BOT","mei","Nulo",0,3.16,0,1.32,"Botafogo",2,6,NA,3,NA,1,NA,3,1,NA,11,NA,NA,NA,NA,NA,NA,NA
"207","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/09/27/711f775d92f04e0e3e7030700985dae7_FORMATO.png",73936,32,"VAS","mei","Nulo",0,7.14,0,2.43,"Vasco",35,17,NA,52,1,3,1,3,NA,NA,52,NA,NA,NA,NA,1,NA,NA
"208","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,32,"VAS","lat","Provável",6.8,18.55,0.54,7.09,"Vasco",18,90,9,25,2,2,25,23,2,8,54,5,NA,NA,NA,1,NA,NA
"209","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2018/08/22/0f361078a3aa1c8a16c67a19bf698e52_FORMATO.png",73800,32,"SAO","zag","Nulo",0,9.96,0,3.18,"São Paulo",5,1,NA,6,NA,1,NA,3,NA,NA,5,2,NA,NA,NA,NA,NA,NA
"210","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,32,"PAR","zag","Contundido",0,2.7,0,1.09,"Paraná",25,17,NA,23,NA,7,1,6,NA,2,19,1,NA,NA,NA,NA,NA,NA
"211","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2018/08/21/069947a89a5c7a8dcdc37798d30597f0_FORMATO.png",73962,32,"SAO","lat","Provável",5.3,10.31,-0.38,4.27,"São Paulo",20,12,1,26,NA,3,NA,3,NA,NA,27,4,NA,NA,NA,NA,NA,NA
"212","Luis Eduardo Barros Cavalcanti","dado-cavalcanti","Dado Cavalcanti","https://s.glbimg.com/es/sde/f/2018/10/19/67657a12a492438b83870a193414419d_FORMATO.png",73975,32,"PAR","tec","Provável",2.41,6.35,0.28,0.84,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,32,"VIT","zag","Contundido",0,5.06,0,3.25,"Vitória",2,1,NA,7,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"214","René Ferreira dos Santos","rene","René","https://s.glbimg.com/es/sde/f/2018/07/23/d6322968c7c6cca6de55d8c4fbb4c086_FORMATO.png",73978,32,"PAR","zag","Provável",1.9,4.8,0.26,2.36,"Paraná",12,13,NA,33,NA,3,1,3,NA,1,31,NA,NA,NA,NA,NA,NA,NA
"215","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,32,"BOT","gol","Provável",8.5,13.18,-1.47,8.2,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,8,2,NA,NA,NA
"216","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,32,"FLA","lat","Nulo",10.9,14.07,1.09,5.11,"Flamengo",16,28,1,25,2,2,8,6,NA,1,30,13,NA,NA,NA,NA,NA,NA
"217","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,32,"SPO","lat","Provável",7.3,5.32,0.5,3.56,"Sport",32,20,3,19,1,5,6,16,NA,2,50,3,NA,NA,NA,NA,NA,NA
"218","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,32,"VIT","mei","Contundido",0,2.27,0,0.72,"Vitória",8,10,NA,3,NA,1,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"219","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,32,"BAH","mei","Provável",9.4,7.92,1.44,4.14,"Bahia",17,43,4,30,4,7,14,3,NA,4,47,NA,NA,NA,NA,NA,NA,NA
"220","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,32,"PAL","mei","Dúvida",0.5,6.79,-0.13,2.54,"Palmeiras",5,8,1,4,NA,NA,3,2,NA,1,8,NA,NA,NA,NA,NA,NA,NA
"221","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,32,"BAH","ata","Provável",1.7,7.8,0.09,2.9,"Bahia",25,31,4,8,NA,NA,5,11,1,2,20,NA,NA,NA,NA,NA,NA,NA
"222","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,32,"INT","ata","Nulo",-0.6,4.89,-0.11,3.14,"Internacional",31,40,5,26,NA,4,16,15,1,7,54,NA,NA,NA,NA,1,NA,NA
"223","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,32,"SAN","ata","Provável",1,8,-0.13,2.73,"Santos",21,12,1,13,5,5,2,2,NA,4,15,NA,NA,NA,NA,NA,NA,NA
"224","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,32,"SAN","mei","Provável",2.7,7.84,-0.32,2.58,"Santos",31,22,NA,56,NA,9,NA,3,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
"225","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png",78077,32,"GRE","lat","Nulo",0,7.04,0,4.16,"Grêmio",4,6,NA,8,1,NA,1,5,NA,1,12,2,NA,NA,NA,NA,NA,NA
"226","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,32,"SAN","ata","Dúvida",8.1,6.18,1.4,1.34,"Santos",5,8,1,6,NA,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"227","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2018/05/23/e95e3279b90476741de13a56e388d9e2_FORMATO.png",78548,32,"SAN","mei","Nulo",0,9.3,0,3.18,"Santos",26,19,1,23,NA,3,17,14,1,NA,45,NA,NA,NA,NA,NA,NA,NA
"228","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,32,"GRE","lat","Provável",6.4,15.09,0.55,5.56,"Grêmio",26,24,NA,37,NA,3,1,1,NA,1,45,15,NA,NA,NA,NA,NA,NA
"229","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,32,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",9,10,1,3,1,NA,3,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA
"230","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png",77500,32,"BOT","zag","Nulo",0,4.23,0,3.12,"Botafogo",3,1,NA,5,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA
"231","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/08/01/d022e1c6c93f51788b509d33c4b1110a_FORMATO.png",51194,32,"CHA","zag","Nulo",0,4.61,0,2.7,"Chapecoense",2,6,NA,7,NA,NA,NA,2,NA,1,8,1,NA,NA,NA,NA,NA,NA
"232","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,32,"INT","zag","Nulo",0,5.08,0,3.35,"Internacional",3,NA,NA,5,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"233","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png",78248,32,"SAN","zag","Provável",2,5.97,0.57,4.01,"Santos",30,14,1,19,NA,6,7,7,1,1,29,12,NA,NA,NA,NA,NA,NA
"234","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,32,"FLA","gol","Provável",-0.5,3.62,0.19,3.26,"Flamengo",NA,3,NA,NA,NA,1,NA,NA,NA,NA,8,4,NA,9,9,NA,NA,NA
"235","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2018/06/26/45c70625ffaffe103edf398479ba754f_FORMATO.png",78415,32,"FLA","ata","Provável",10.8,9.63,2.08,4.92,"Flamengo",8,6,5,8,2,NA,4,15,1,5,15,NA,NA,NA,NA,NA,NA,NA
"236","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png",78475,32,"CEA","ata","Contundido",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Hernán Barcos","barcos","Barcos","https://s.glbimg.com/es/sde/f/2018/10/18/731df10308e961dc0c7161cfb7ffe9a1_FORMATO.png",78379,32,"CRU","ata","Nulo",0.2,6.42,-0.07,1.56,"Cruzeiro",13,6,1,6,1,1,5,8,NA,3,21,NA,NA,NA,NA,NA,NA,1
"238","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,32,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,32,"PAL","zag","Dúvida",1.3,7.88,-0.98,3.18,"Palmeiras",15,10,1,17,1,5,3,4,2,1,27,6,NA,NA,NA,NA,NA,NA
"240","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/27/9ec5f19c97f40e2971bc97aaad240504_FORMATO.png",78435,32,"FLA","ata","Provável",6.3,15.7,0.73,5.93,"Flamengo",33,21,2,35,4,2,14,20,1,2,61,NA,NA,NA,NA,NA,NA,NA
"241","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,32,"AME","mei","Dúvida",0,1.48,0,0.42,"América-MG",33,19,NA,30,NA,6,3,3,NA,NA,58,NA,NA,NA,NA,1,NA,NA
"242","Lucas Macanhan Ferreira","lucas-macanhan","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,32,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,32,"FLA","lat","Provável",6.9,15.12,-0.07,7.01,"Flamengo",32,31,2,80,5,5,7,3,NA,1,108,15,NA,NA,NA,NA,NA,NA
"244","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/10/19/8a44176e1762a76e629f97a6512af491_FORMATO.png",78497,32,"CEA","lat","Nulo",0,4.42,0,2.74,"Ceará",6,13,NA,8,NA,2,NA,NA,NA,NA,14,5,NA,NA,NA,NA,NA,NA
"245","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,32,"FLA","mei","Provável",5.9,5.25,0.88,2.77,"Flamengo",23,8,1,33,1,2,2,7,NA,1,28,NA,NA,NA,NA,NA,NA,NA
"246","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2018/05/16/a263b1371bc6737cc4e274a26a816460_FORMATO.png",78584,32,"BAH","gol","Provável",7.9,4.84,1.53,2.58,"Bahia",2,4,NA,1,NA,2,NA,NA,NA,NA,10,7,1,22,21,1,1,NA
"247","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_FORMATO.png",78851,32,"PAR","gol","Provável",0.7,3.75,0.56,1.26,"Paraná",NA,4,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,30,32,NA,NA,NA
"248","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2018/05/25/d1aa684a9cd6db81f6b731e89f9ae993_FORMATO.png",78577,32,"CEA","mei","Provável",0,4.31,-0.3,1.97,"Ceará",14,9,NA,20,1,1,7,7,NA,3,32,NA,NA,NA,NA,NA,NA,NA
"249","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2018/07/09/c423c8ca4d7c6cdc1082532652fa4d73_FORMATO.png",78654,32,"CEA","zag","Nulo",0,5.88,0,4.28,"Ceará",6,1,NA,4,NA,1,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA
"250","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2018/08/22/8ff8975422f0d4acefd5a6051912fad9_FORMATO.png",78850,32,"SAO","lat","Provável",-2.1,11.17,-2.05,5.44,"São Paulo",43,27,2,49,2,4,12,26,NA,1,91,9,NA,NA,NA,NA,NA,NA
"251","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png",78605,32,"COR","mei","Nulo",1.2,11.37,-0.63,4.05,"Corinthians",45,29,1,77,NA,6,2,6,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
"252","Bryan Silva Garcia","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png",78632,32,"VIT","lat","Nulo",0,4.9,0,0.91,"Vitória",10,11,NA,2,1,1,NA,3,NA,NA,25,2,NA,NA,NA,1,NA,NA
"253","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2018/05/21/b542f6b29859cc988c01d38d2b6e75b2_FORMATO.png",78715,32,"GRE","mei","Nulo",1.3,4.05,0.38,0.86,"Grêmio",24,22,NA,23,NA,9,6,11,NA,3,51,NA,NA,NA,NA,NA,NA,NA
"254","Leandro Marcos Pereira","leandro-pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png",78968,32,"CHA","ata","Provável",2,7.21,0.19,3.33,"Chapecoense",42,36,6,18,NA,4,12,26,3,17,16,NA,NA,NA,NA,1,NA,NA
"255","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,32,"INT","mei","Provável",0,10.47,0,3.41,"Internacional",66,26,1,85,1,9,4,2,NA,2,42,NA,NA,NA,NA,NA,NA,NA
"256","João Gabriel da Silva Teles","joao-gabriel","João Gabriel","https://s.glbimg.com/es/sde/f/2018/07/18/cdb3198a3be8439cedd0ff7411245c64_FORMATO.png",78894,32,"VIT","gol","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2018/09/03/366221777b27d47b3dd23d5c81443e9c_FORMATO.png",78856,32,"SPO","mei","Provável",1.1,4.01,-0.34,2.17,"Sport",20,8,NA,23,NA,2,NA,2,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
"258","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,32,"PAL","mei","Dúvida",5.4,8.72,0.48,4.38,"Palmeiras",52,22,1,69,NA,4,2,4,1,1,30,NA,NA,NA,NA,NA,NA,NA
"259","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,32,"BAH","zag","Nulo",0,10.1,0,4.1,"Bahia",25,15,2,26,NA,3,5,9,NA,2,38,5,NA,NA,NA,NA,NA,NA
"260","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png",79035,32,"SAN","zag","Contundido",-2.3,2.85,-0.62,2.33,"Santos",12,9,NA,9,NA,4,NA,2,NA,2,12,4,NA,NA,NA,NA,NA,NA
"261","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,32,"PAR","mei","Nulo",0,3.99,0,1.12,"Paraná",3,1,1,2,NA,3,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"262","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,32,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Fabiano da Silva Souza","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/09/04/dd622172f30483dda8563ef9249cdae1_FORMATO.png",79244,32,"VIT","lat","Nulo",0,6.32,0,3.9,"Vitória",20,5,1,17,1,2,NA,1,1,NA,32,2,NA,NA,NA,NA,NA,NA
"264","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,32,"BAH","zag","Nulo",5.9,3.49,0.26,2.5,"Bahia",9,5,1,6,NA,3,1,1,NA,1,10,3,NA,NA,NA,NA,NA,NA
"265","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,32,"INT","zag","Provável",-2.9,16.52,-1.21,6.4,"Internacional",39,30,2,81,2,10,3,4,NA,2,53,13,NA,NA,NA,1,NA,NA
"266","David Rambo Becker","david","David","https://s.glbimg.com/es/sde/f/2018/05/15/306200d24584eb1c79eb0ea0c0fb6cf9_FORMATO.png",86928,32,"PAR","gol","Nulo",0,0.73,0,-3.2,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,6,NA,NA,NA
"267","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png",79276,32,"CHA","zag","Nulo",0,4.32,0,1.1,"Chapecoense",6,4,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"268","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,32,"BOT","gol","Nulo",0,2.17,0,2.69,"Botafogo",NA,4,NA,NA,NA,1,NA,NA,NA,NA,8,4,NA,23,24,NA,1,NA
"269","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,32,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,8,17,NA,1,NA
"270","Nathan Gomes de Melo","nathan","Nathan",NA,86951,32,"VAS","ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
