"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","PE","RB","SG","I","DD","GS","CV","GC","DP","PP"
"197","Severino dos Ramos Durval da Silva","durval","Durval","https://s.glbimg.com/es/sde/f/2018/05/24/c59507e546eedc9b6c3f1a4a8f3291eb_FORMATO.png",38100,25,"SPO","zag","Provável",1.4,5.6,-0.61,3.89,"Sport",NA,NA,4,NA,2,6,NA,NA,8,5,4,1,NA,NA,NA,NA,NA,NA
"198","Maicosuel Reginaldo de Matos","maicosuel","Maicosuel","https://s.glbimg.com/es/sde/f/2018/07/24/17fe7bc2ac257ab3acf49cc465103f82_FORMATO.png",37851,25,"PAR","mei","Nulo",0.5,2.48,0.13,0.56,"Paraná",NA,NA,2,1,1,4,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"199","Danilo Gabriel de Andrade","danilo","Danilo","https://s.glbimg.com/es/sde/f/2018/03/19/1f0051211ca9ceda30ab8fde3573c5b4_FORMATO.png",38067,25,"COR","mei","Nulo",0,2.63,0,0.67,"Corinthians",NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"200","Jefferson de Oliveira Galvão","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2018/05/17/79d40929e5229e61e98f574de745d4e5_FORMATO.png",38109,25,"BOT","gol","Contundido",0,8.15,0,2.46,"Botafogo",1,NA,NA,NA,NA,1,NA,NA,7,NA,2,NA,16,16,NA,NA,NA,NA
"201","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,25,"CRU","ata","Nulo",0,16,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,25,"CRU","mei","Nulo",1.3,8.84,-0.06,2.02,"Cruzeiro",NA,2,11,16,13,18,NA,1,51,12,NA,7,NA,NA,NA,NA,NA,NA
"203","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2018/03/21/a86272bc4c138764ec439dd44ecf8dbd_FORMATO.png",38001,25,"BAH","gol","Nulo",0,2.84,0,1.92,"Bahia",NA,NA,NA,NA,NA,2,NA,NA,3,NA,3,NA,10,11,NA,NA,NA,NA
"204","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,25,"ATL","lat","Provável",4.7,6.61,1.01,2.8,"Atlético-MG",NA,5,22,1,3,29,NA,2,50,19,7,5,NA,NA,NA,NA,NA,NA
"205","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,25,"GRE","mei","Provável",0,7.44,0,3.24,"Grêmio",2,3,18,2,4,11,NA,3,46,22,NA,NA,NA,NA,NA,NA,NA,1
"206","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2018/05/24/9044ae83ee33699eea7c94bb59f6da14_FORMATO.png",38279,25,"CHA","ata","Nulo",0,9.16,0,2.59,"Chapecoense",2,7,40,2,21,27,NA,4,34,10,NA,8,NA,NA,NA,NA,NA,NA
"207","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,25,"CHA","mei","Provável",1.7,4.35,0.17,2.36,"Chapecoense",NA,2,22,2,3,24,NA,NA,43,42,NA,NA,NA,NA,NA,NA,NA,NA
"208","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2018/03/01/db4db4f56d8eb08a1b14d7d283c884e6_FORMATO.png",38394,25,"ATL","zag","Dúvida",0,8.04,0,2.81,"Atlético-PR",NA,1,14,1,3,8,1,1,12,10,3,NA,NA,NA,NA,1,NA,NA
"209","Willian Lanes de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/07/dec8edfba101fd4ea107b0749fd0e6cf_FORMATO.png",38506,25,"AME","zag","Contundido",0,5,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Roger Rodrigues da Silva","roger","Roger","https://s.glbimg.com/es/sde/f/2018/05/18/383add7632ff5943c79f5f45676d54a4_FORMATO.png",38287,25,"COR","ata","Nulo",1.8,4.86,0.77,1.39,"Corinthians",NA,2,35,3,13,16,1,3,13,3,NA,12,NA,NA,NA,NA,NA,NA
"211","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/05/07/0503b8716705d21bf6b86bfe04b6e00e_FORMATO.png",38421,25,"CRU","mei","Dúvida",0,7.53,0,2.45,"Cruzeiro",1,NA,12,4,3,35,NA,NA,27,17,NA,4,NA,NA,NA,NA,NA,NA
"212","Fernando Leal Fonseca","fernando-leal","Fernando Leal","https://s.glbimg.com/es/sde/f/2018/03/20/6020709514f63ef3c8e066601ee521fd_FORMATO.png",38350,25,"AME","gol","Nulo",0,3.09,0,4.4,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"213","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/03/20/6abc8106b7c4341690dfaa6a5f4fbfdb_FORMATO.png",38315,25,"COR","mei","Provável",8.3,8.61,1.27,3.35,"Corinthians",5,NA,10,4,8,7,1,3,47,4,NA,NA,NA,NA,NA,NA,NA,NA
"214","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2018/08/14/452ba81de55e40e0d4dd5782c12f3bb0_FORMATO.png",38505,25,"VAS","zag","Provável",-0.8,6.05,-1.23,0.03,"Vasco",NA,NA,3,NA,NA,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"215","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2018/05/04/6c420bdf0f2609d2a1e1a2a3a3b453b4_FORMATO.png",38509,25,"FLA","gol","Provável",10,13.56,0.58,4.89,"Flamengo",NA,2,NA,NA,NA,7,NA,NA,27,NA,11,NA,28,15,NA,NA,1,NA
"216","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2018/05/07/8be1d1935e9015d3887fd33e59adab99_FORMATO.png",38632,25,"AME","zag","Provável",1.2,5.83,0.04,2.54,"América-MG",NA,3,20,1,2,8,NA,NA,22,25,6,2,NA,NA,NA,NA,NA,NA
"217","Eder Luis de Oliveira","eder-luis","Eder Luis","https://s.glbimg.com/es/sde/f/2018/05/02/632e0449b03de2d0c40106ac608a3b24_FORMATO.png",38508,25,"CEA","ata","Nulo",0,3.67,0,0.93,"Ceará",NA,NA,6,2,2,10,NA,NA,7,4,NA,5,NA,NA,NA,NA,NA,NA
"218","David França Oliveira e Silva","david","David","https://s.glbimg.com/es/sde/f/2018/03/17/5746a81b8edb0b0d8e9f7be41de663d1_FORMATO.png",38695,25,"AME","mei","Provável",0.9,2.47,-0.32,1.17,"América-MG",NA,NA,4,NA,2,1,NA,NA,12,7,NA,NA,NA,NA,NA,NA,NA,NA
"219","Douglas dos Santos","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/18/1b23e7199fdc9a516412aeb4c4957a08_FORMATO.png",38738,25,"GRE","mei","Nulo",7.4,6.29,1.31,1.64,"Grêmio",1,1,7,3,2,8,NA,2,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"220","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,25,"CRU","lat","Nulo",0,7.47,0,2.35,"Cruzeiro",NA,7,11,2,4,8,NA,1,34,12,4,NA,NA,NA,NA,NA,NA,NA
"221","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,25,"PAL","mei","Provável",13.2,5.2,2.47,1.92,"Palmeiras",1,8,29,1,7,7,1,1,36,32,NA,1,NA,NA,NA,NA,NA,NA
"222","Nílton Ferreira Júnior","nilton","Nilton","https://s.glbimg.com/es/sde/f/2018/03/21/138ff55a4e1498ee45e7daf2e1dbc2cc_FORMATO.png",38573,25,"BAH","mei","Nulo",0,5.32,0,-0.5,"Bahia",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Renato Dirnei Florêncio","renato","Renato","https://s.glbimg.com/es/sde/f/2018/05/23/9f920c86a12c3ed34531ce2c4e8770ac_FORMATO.png",38908,25,"SAN","mei","Nulo",0,6.03,0,1.51,"Santos",NA,1,4,2,2,9,NA,1,18,7,NA,2,NA,NA,NA,NA,NA,NA
"224","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png",38910,25,"ATL","ata","Provável",-0.3,11.75,-1.47,6.22,"Atlético-MG",6,2,32,23,24,26,2,10,36,9,NA,19,NA,NA,NA,NA,NA,NA
"225","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2018/08/22/e820d84b4792435d04248685975216a2_FORMATO.png",38913,25,"SAO","mei","Provável",0.3,10.19,-1.14,4.75,"São Paulo",3,6,21,9,15,49,2,8,80,17,NA,4,NA,NA,NA,NA,NA,NA
"226","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2018/05/04/2ccade199ef965ef2245240569beb88d_FORMATO.png",38909,25,"FLA","mei","Suspenso",-5.9,8.94,-4,4.84,"Flamengo",2,7,29,6,17,62,1,5,74,28,NA,8,NA,NA,1,NA,NA,NA
"227","Paulo César Carpegiani","carpegiani","Carpegiani","https://s.glbimg.com/es/sde/f/2018/08/16/0a3a6d836d3a312ff4d4c5bc75289265_FORMATO.png",39355,25,"VIT","tec","Provável",-0.07,8.02,-0.54,3.31,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Adilson Dias Batista","adilson-batista","Adilson Batista","https://s.glbimg.com/es/sde/f/2018/07/27/075f906ab86a37b68db6211debd2aef4_FORMATO.png",41258,25,"AME","tec","Provável",-0.08,8.73,-0.69,3.38,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2018/05/21/735c0f10e782fe88dc4dde7e95494223_FORMATO.png",41929,25,"GRE","tec","Provável",6.11,15.55,0.77,4.92,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Rafael Marques Mariano","rafael-marques","Rafael Marques","https://s.glbimg.com/es/sde/f/2018/05/16/25d3a7de80ca1a566231bfaf02f2bce4_FORMATO.png",38957,25,"SPO","ata","Dúvida",0,3.81,0,2.02,"Sport",1,1,13,9,8,15,NA,1,21,11,NA,6,NA,NA,NA,NA,NA,NA
"231","Alexandro Silva de Souza","dudu-cearense","Dudu Cearense","https://s.glbimg.com/es/sde/f/2018/05/17/01eaebc0944e538f365960a40b6c4996_FORMATO.png",38928,25,"BOT","mei","Nulo",0,2.32,0,-1.25,"Botafogo",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,25,"PAL","ata","Nulo",0.5,11.33,0.14,5.57,"Palmeiras",2,2,36,11,11,26,3,8,15,19,NA,6,NA,NA,NA,NA,NA,NA
"233","Jonathas Cristian de Jesus","jonathas","Jonathas","https://s.glbimg.com/es/sde/f/2018/07/27/9876abcdea0d81491f0dc0199588261b_FORMATO.png",42138,25,"COR","ata","Nulo",0,5.68,0,2.72,"Corinthians",NA,NA,5,NA,5,4,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"234","Alessandro Beti Rosa","magrao","Magrão","https://s.glbimg.com/es/sde/f/2018/05/24/f496adc6b632b974ae09ae7205c71914_FORMATO.png",41218,25,"SPO","gol","Provável",-1.3,6.86,-2.05,2.05,"Sport",NA,4,1,NA,NA,2,NA,NA,11,NA,4,NA,28,33,NA,NA,2,NA
"235","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2018/05/18/4e9c58c4c55851aececb2f797dca0723_FORMATO.png",42145,25,"CRU","lat","Nulo",0,11.2,0,5.74,"Cruzeiro",1,2,22,1,6,18,NA,NA,57,48,7,6,NA,NA,NA,NA,NA,NA
"236","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2018/07/31/462a0dba3c1810e338b61e28a25d8495_FORMATO.png",42411,25,"SAN","tec","Provável",2.86,10.61,-0.26,4.8,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","William José de Souza","amaral","Amaral","https://s.glbimg.com/es/sde/f/2018/05/24/1c24cfcea8b33cf62a5b111551e4c34f_FORMATO.png",42232,25,"CHA","mei","Nulo",0,3.69,0,1.53,"Chapecoense",NA,1,22,3,2,5,NA,NA,15,21,NA,1,NA,NA,NA,NA,NA,NA
"238","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2018/07/25/9aef615051b5ea6607236311d0d26c91_FORMATO.png",42491,25,"ATL","lat","Dúvida",0,4.85,0,0.93,"Atlético-PR",NA,NA,1,NA,NA,3,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"239","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_FORMATO.png",42500,25,"COR","lat","Provável",0,11.21,0,4.11,"Corinthians",2,3,12,NA,2,13,NA,NA,45,19,4,NA,NA,NA,NA,NA,NA,NA
"240","Cássio Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2018/05/18/6662c91f614ec4441d31795cdaf98573_FORMATO.png",42234,25,"COR","gol","Provável",-2,9.59,-0.06,4.12,"Corinthians",NA,3,1,NA,NA,1,NA,NA,9,1,6,NA,21,12,NA,NA,NA,NA
"241","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/07/13/09307c226e39bee5dc0a7815a939e26d_FORMATO.png",42499,25,"BAH","lat","Nulo",0,3.37,0,1.22,"Bahia",NA,1,13,NA,NA,8,NA,NA,19,10,1,NA,NA,NA,NA,NA,NA,NA
"242","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,25,"AME","lat","Provável",1.6,11.68,-0.99,5.17,"América-MG",1,5,27,6,5,16,1,2,40,31,5,3,NA,NA,NA,NA,NA,NA
"243","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png",49651,25,"SPO","zag","Provável",3.5,4.81,-0.34,1.92,"Sport",NA,3,11,2,NA,8,NA,NA,16,17,5,NA,NA,NA,NA,NA,NA,NA
"244","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,25,"ATL","mei","Dúvida",-0.6,6.43,-0.11,1.57,"Atlético-PR",NA,3,13,2,7,16,NA,2,32,7,NA,NA,NA,NA,NA,NA,NA,NA
"245","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png",49673,25,"FLU","gol","Provável",2.7,5.91,-1.18,3.41,"Fluminense",NA,1,NA,NA,NA,5,NA,NA,16,1,8,NA,36,30,NA,NA,NA,NA
"246","Luiz Felipe Scolari","luiz-felipe-scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2018/08/03/d69c893d37fe02578baf16e9f5ca22fd_FORMATO.png",43618,25,"PAL","tec","Provável",3.28,14.17,-0.37,5.98,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/04/09/258482949eb7622bf48b8c8e13189cae_FORMATO.png",49674,25,"VAS","lat","Provável",-0.3,2.95,-0.52,-0.1,"Vasco",NA,2,3,1,1,4,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"248","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,25,"GRE","lat","Suspenso",3,3.26,-1.22,2.3,"Grêmio",NA,3,16,NA,1,6,NA,NA,13,12,3,1,NA,NA,NA,NA,NA,NA
"249","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,25,"ATL","mei","Provável",4.7,6.77,0.7,3.09,"Atlético-MG",NA,5,24,NA,1,21,NA,NA,25,41,NA,NA,NA,NA,NA,NA,NA,NA
"250","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,25,"CHA","mei","Provável",2.8,6.44,0.06,4.04,"Chapecoense",NA,3,24,4,6,35,NA,2,29,35,NA,NA,NA,NA,NA,NA,NA,NA
"251","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/08/21/fd7a44dceed6227c047b9edf09ed14f8_FORMATO.png",50324,25,"SAO","mei","Provável",4.5,9.58,0.09,3.9,"São Paulo",NA,8,42,5,11,20,NA,1,27,61,NA,2,NA,NA,NA,NA,NA,NA
"252","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/08/21/1557114c47ef2c1d046b4c58bca9679e_FORMATO.png",50301,25,"SAO","mei","Nulo",-1.7,10.02,-0.4,4.13,"São Paulo",6,5,28,6,7,44,NA,5,54,12,NA,8,NA,NA,NA,NA,NA,NA
"253","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/05/07/b671b3790ed438968275eedce0fcd245_FORMATO.png",50401,25,"AME","mei","Dúvida",0,4.73,0,2.07,"América-MG",NA,2,20,6,3,10,NA,2,27,16,NA,3,NA,NA,NA,NA,NA,NA
"254","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2018/09/03/be8fa5d6b57d480b7900b9986c586f3c_FORMATO.png",50407,25,"ATL","mei","Nulo",0,5,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,25,"CHA","lat","Provável",11.8,7.86,1.72,3.75,"Chapecoense",3,1,18,1,4,19,NA,NA,42,29,3,NA,NA,NA,NA,NA,NA,NA
"256","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/08/16/68939bb2515bd67ecdddb387f1c2230e_FORMATO.png",50402,25,"FLU","ata","Dúvida",1.8,3.99,0.24,0.67,"Fluminense",NA,1,18,7,4,1,NA,NA,9,6,NA,4,NA,NA,NA,NA,NA,NA
"257","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,25,"AME","mei","Provável",0.8,1.31,-0.08,0.1,"América-MG",1,2,18,1,4,15,1,NA,22,8,NA,1,NA,NA,2,NA,NA,NA
"258","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/04/09/f2c6c8bfe27315c6e7bd65079343b249_FORMATO.png",50408,25,"VAS","zag","Contundido",0,3,0,-0.04,"Vasco",NA,3,5,NA,NA,4,NA,NA,9,6,1,NA,NA,NA,1,NA,NA,NA
"259","Lucas Rios Marques","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_FORMATO.png",50362,25,"VIT","lat","Dúvida",0,6.5,0,2.72,"Vitória",NA,NA,3,NA,2,8,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA
"260","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,25,"COR","zag","Provável",-0.1,9.25,0,3.13,"Corinthians",NA,2,14,NA,5,13,NA,2,13,14,8,NA,NA,NA,NA,NA,NA,NA
"261","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,25,"CRU","zag","Nulo",0,8.49,0,3.11,"Cruzeiro",NA,1,21,1,5,4,NA,NA,13,25,7,2,NA,NA,NA,NA,NA,NA
"262","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,25,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,25,"CEA","mei","Nulo",1.2,3.96,0.11,0.63,"Ceará",NA,NA,2,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"264","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/08/14/896171e75b5e390c3f18888c50298fe1_FORMATO.png",51495,25,"CEA","zag","Provável",4.3,6.46,0.34,4.42,"Ceará",NA,2,17,2,1,5,NA,1,17,20,9,1,NA,NA,NA,NA,NA,NA
"265","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,25,"FLA","zag","Provável",3.3,15.3,-0.63,5.86,"Flamengo",NA,NA,5,3,10,15,NA,2,8,15,7,NA,NA,NA,NA,NA,NA,NA
"266","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,25,"INT","zag","Nulo",0,5.08,0,3.35,"Internacional",NA,2,3,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA
"267","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,25,"COR","mei","Suspenso",0,6.72,0.16,0.99,"Corinthians",NA,3,7,NA,1,7,NA,NA,8,11,NA,NA,NA,NA,NA,NA,NA,NA
"268","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,25,"PAL","gol","Nulo",0,9.75,0,2.7,"Palmeiras",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"269","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,25,"FLA","mei","Provável",2.2,7.37,-0.33,4.86,"Flamengo",5,4,34,12,19,41,NA,4,81,36,NA,NA,NA,NA,1,NA,NA,NA
"270","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/08/01/d022e1c6c93f51788b509d33c4b1110a_FORMATO.png",51194,25,"CHA","zag","Nulo",0,4.61,0,2.7,"Chapecoense",NA,NA,2,NA,2,6,NA,NA,8,7,1,1,NA,NA,NA,NA,NA,NA
"271","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/08/21/2454010b45bdfc3b9f0ae351145ed7c9_FORMATO.png",52618,25,"SAO","zag","Provável",7.8,9,0.57,4.18,"São Paulo",NA,4,21,3,6,7,NA,1,25,32,7,NA,NA,NA,1,1,NA,NA
"272","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,25,"AME","mei","Provável",0.5,1.88,0.11,0.68,"América-MG",NA,5,29,3,3,17,NA,NA,47,28,NA,NA,NA,NA,1,NA,NA,NA
"273","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,25,"COR","gol","Nulo",0,7.69,0,5.47,"Corinthians",NA,NA,NA,NA,NA,2,NA,NA,1,1,3,NA,21,10,NA,NA,NA,NA
"274","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,25,"BOT","lat","Nulo",0,3.58,0,2.01,"Botafogo",NA,NA,3,NA,NA,1,NA,NA,18,7,2,NA,NA,NA,NA,NA,NA,NA
"275","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,25,"VIT","zag","Nulo",0,2.18,0,0.99,"Vitória",NA,8,25,3,4,5,NA,NA,10,15,3,3,NA,NA,NA,NA,NA,NA
"276","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,25,"ATL","mei","Provável",4,6.42,-0.79,2.86,"Atlético-MG",3,6,23,3,8,17,NA,3,40,27,NA,5,NA,NA,NA,NA,NA,NA
"277","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,25,"CRU","zag","Nulo",0,11.2,0,5.58,"Cruzeiro",NA,4,17,5,6,15,NA,2,30,34,6,1,NA,NA,NA,NA,NA,NA
