"","game","round","date","home_team","score","away_team","arena","X"
"215","215","22","27/08/2017 - 16:00","Flamengo - RJ","2 x 0","Atlético - PR","Luso Brasileiro - Rio de Janeiro - RJ",""
"216","216","22","27/08/2017 - 16:00","Palmeiras - SP","4 x 2","São Paulo - SP","Allianz Parque - Sao Paulo - SP",""
"217","217","22","27/08/2017 - 16:00","Bahia - BA","1 x 2","Botafogo - RJ","Arena Fonte Nova - Salvador - BA",""
"218","218","22","27/08/2017 - 16:00","Ponte Preta - SP","1 x 2","Atlético - MG","Moisés Lucarelli - Campinas - SP",""
"219","219","22","27/08/2017 - 19:00","Cruzeiro - MG","1 x 1","Santos - SP","Mineirão - Belo Horizonte - MG",""
"220","220","22","28/08/2017 - 20:00","Coritiba - PR","0 x 1","Vitória - BA","Couto Pereira - Curitiba - PR",""
"221","221","23","09/09/2017 - 16:00","Atlético - MG","1 x 1","Palmeiras - SP","Independência - Belo Horizonte - MG",""
"222","222","23","09/09/2017 - 19:00","São Paulo - SP","2 x 2","Ponte Preta - SP","Morumbi - Sao Paulo - SP",""
"223","223","23","10/09/2017 - 11:00","Atlético - PR","1 x 1","Coritiba - PR","Arena da Baixada - Curitiba - PR",""
"224","224","23","09/09/2017 - 18:00","Vasco da Gama - RJ","1 x 0","Grêmio - RS","São Januário - Rio de Janeiro - RJ",""
"225","225","23","10/09/2017 - 16:00","Santos - SP","2 x 0","Corinthians - SP","Vila Belmiro - Santos - SP",""
"226","226","23","10/09/2017 - 16:00","Sport - PE","0 x 1","Avaí - SC","Ilha do Retiro - Recife - PE",""
"227","227","23","10/09/2017 - 16:00","Vitória - BA","2 x 2","Fluminense - RJ","Manoel Barradas - Salvador - BA",""
"228","228","23","10/09/2017 - 19:00","Botafogo - RJ","2 x 0","Flamengo - RJ","Nilton Santos - Rio de Janeiro - RJ",""
"229","229","23","10/09/2017 - 19:00","Chapecoense - SC","1 x 2","Cruzeiro - MG","Arena Condá - Chapeco - SC",""
"230","230","23","11/09/2017 - 20:00","Atlético - GO","1 x 1","Bahia - BA","Olímpico Pedro Ludovico - Goiania - GO",""
"231","231","24","16/09/2017 - 21:00","Ponte Preta - SP","1 x 3","Atlético - GO","Moisés Lucarelli - Campinas - SP",""
"232","232","24","16/09/2017 - 19:00","Botafogo - RJ","2 x 0","Santos - SP","Nilton Santos - Rio de Janeiro - RJ",""
"233","233","24","18/09/2017 - 20:00","Palmeiras - SP","1 x 0","Coritiba - PR","Pacaembu - Sao Paulo - SP",""
"234","234","24","17/09/2017 - 16:00","Grêmio - RS","0 x 1","Chapecoense - SC","Arena do Grêmio - Porto Alegre - RS",""
"235","235","24","17/09/2017 - 16:00","Flamengo - RJ","2 x 0","Sport - PE","Luso Brasileiro - Rio de Janeiro - RJ",""
"236","236","24","17/09/2017 - 16:00","Corinthians - SP","1 x 0","Vasco da Gama - RJ","Arena Corinthians - Sao Paulo - SP",""
"237","237","24","17/09/2017 - 16:00","Vitória - BA","1 x 2","São Paulo - SP","Manoel Barradas - Salvador - BA",""
"238","238","24","17/09/2017 - 11:00","Avaí - SC","1 x 1","Atlético - MG","Ressacada - Florianopolis - SC",""
"239","239","24","17/09/2017 - 16:00","Atlético - PR","3 x 1","Fluminense - RJ","Arena da Baixada - Curitiba - PR",""
"240","240","24","17/09/2017 - 19:00","Cruzeiro - MG","1 x 0","Bahia - BA","Mineirão - Belo Horizonte - MG",""
"241","241","25","23/09/2017 - 19:00","Flamengo - RJ","1 x 1","Avaí - SC","Luso Brasileiro - Rio de Janeiro - RJ",""
"242","242","25","23/09/2017 - 21:00","Santos - SP","1 x 0","Atlético - PR","Vila Belmiro - Santos - SP",""
"243","243","25","24/09/2017 - 11:00","São Paulo - SP","1 x 1","Corinthians - SP","Morumbi - Sao Paulo - SP",""
"244","244","25","24/09/2017 - 16:00","Fluminense - RJ","0 x 1","Palmeiras - SP","Maracanã - Rio de Janeiro - RJ",""
"245","245","25","24/09/2017 - 16:00","Coritiba - PR","2 x 3","Botafogo - RJ","Couto Pereira - Curitiba - PR",""
"246","246","25","24/09/2017 - 16:00","Atlético - GO","1 x 2","Cruzeiro - MG","Olímpico Pedro Ludovico - Goiania - GO",""
"247","247","25","24/09/2017 - 16:00","Chapecoense - SC","1 x 0","Ponte Preta - SP","Arena Condá - Chapeco - SC",""
"248","248","25","24/09/2017 - 19:00","Atlético - MG","1 x 3","Vitória - BA","Independência - Belo Horizonte - MG",""
"249","249","25","24/09/2017 - 19:00","Bahia - BA","1 x 0","Grêmio - RS","Arena Fonte Nova - Salvador - BA",""
"250","250","25","25/09/2017 - 20:00","Sport - PE","1 x 1","Vasco da Gama - RJ","Ilha do Retiro - Recife - PE",""
"251","251","26","30/09/2017 - 16:00","Vasco da Gama - RJ","1 x 1","Chapecoense - SC","São Januário - Rio de Janeiro - RJ",""
"252","252","26","30/09/2017 - 16:00","Bahia - BA","1 x 1","Coritiba - PR","Arena Fonte Nova - Salvador - BA",""
"253","253","26","30/09/2017 - 19:00","Palmeiras - SP","0 x 1","Santos - SP","Allianz Parque - Sao Paulo - SP",""
"254","254","26","01/10/2017 - 16:00","Botafogo - RJ","2 x 3","Vitória - BA","Nilton Santos - Rio de Janeiro - RJ",""
"255","255","26","01/10/2017 - 16:00","São Paulo - SP","1 x 0","Sport - PE","Morumbi - Sao Paulo - SP",""
"256","256","26","01/10/2017 - 16:00","Cruzeiro - MG","1 x 1","Corinthians - SP","Mineirão - Belo Horizonte - MG",""
"257","257","26","01/10/2017 - 16:00","Avaí - SC","0 x 2","Atlético - GO","Ressacada - Florianopolis - SC",""
"258","258","26","01/10/2017 - 16:00","Grêmio - RS","1 x 0","Fluminense - RJ","Arena do Grêmio - Porto Alegre - RS",""
"259","259","26","01/10/2017 - 19:00","Atlético - PR","0 x 2","Atlético - MG","Arena da Baixada - Curitiba - PR",""
"260","260","26","02/10/2017 - 20:00","Ponte Preta - SP","1 x 0","Flamengo - RJ","Moisés Lucarelli - Campinas - SP",""
"261","261","28","07/10/2017 - 16:00","Cruzeiro - MG","2 x 1","Ponte Preta - SP","Mineirão - Belo Horizonte - MG",""
"262","262","27","11/10/2017 - 19:30","Botafogo - RJ","2 x 1","Chapecoense - SC","Nilton Santos - Rio de Janeiro - RJ",""
"263","263","27","11/10/2017 - 19:30","Atlético - PR","2 x 2","Atlético - GO","Arena da Baixada - Curitiba - PR",""
"264","264","27","11/10/2017 - 21:00","Corinthians - SP","3 x 1","Coritiba - PR","Arena Corinthians - Sao Paulo - SP",""
"265","265","27","11/10/2017 - 21:45","Atlético - MG","1 x 0","São Paulo - SP","Independência - Belo Horizonte - MG",""
"266","266","27","11/10/2017 - 21:45","Grêmio - RS","0 x 1","Cruzeiro - MG","Arena do Grêmio - Porto Alegre - RS",""
"267","267","27","11/10/2017 - 21:45","Avaí - SC","1 x 2","Vasco da Gama - RJ","Ressacada - Florianopolis - SC",""
"268","268","27","12/10/2017 - 17:00","Flamengo - RJ","1 x 1","Fluminense - RJ","Maracanã - Rio de Janeiro - RJ",""
"269","269","27","12/10/2017 - 17:00","Vitória - BA","1 x 2","Sport - PE","Manoel Barradas - Salvador - BA",""
"270","270","27","12/10/2017 - 17:00","Ponte Preta - SP","1 x 1","Santos - SP","Moisés Lucarelli - Campinas - SP",""
"271","271","27","12/10/2017 - 21:00","Palmeiras - SP","2 x 2","Bahia - BA","Pacaembu - Sao Paulo - SP",""
"272","272","28","14/10/2017 - 19:00","Vasco da Gama - RJ","1 x 0","Botafogo - RJ","Maracanã - Rio de Janeiro - RJ",""
"273","273","28","14/10/2017 - 21:00","São Paulo - SP","2 x 1","Atlético - PR","Pacaembu - Sao Paulo - SP",""
"274","274","28","15/10/2017 - 17:00","Fluminense - RJ","1 x 0","Avaí - SC","Maracanã - Rio de Janeiro - RJ",""
"275","275","28","15/10/2017 - 17:00","Sport - PE","1 x 1","Atlético - MG","Ilha do Retiro - Recife - PE",""
"276","276","28","15/10/2017 - 17:00","Atlético - GO","1 x 3","Palmeiras - SP","Olímpico Pedro Ludovico - Goiania - GO",""
"277","277","28","15/10/2017 - 17:00","Chapecoense - SC","0 x 1","Flamengo - RJ","Arena Condá - Chapeco - SC",""
"278","278","28","15/10/2017 - 19:00","Coritiba - PR","0 x 1","Grêmio - RS","Couto Pereira - Curitiba - PR",""
"279","279","28","15/10/2017 - 19:00","Bahia - BA","2 x 0","Corinthians - SP","Arena Fonte Nova - Salvador - BA",""
"280","280","28","16/10/2017 - 20:00","Santos - SP","2 x 2","Vitória - BA","Pacaembu - Sao Paulo - SP",""
"281","281","29","18/10/2017 - 19:30","Atlético - GO","0 x 1","Vasco da Gama - RJ","Serra Dourada - Goiania - GO",""
"282","282","29","18/10/2017 - 19:30","Coritiba - PR","1 x 0","Cruzeiro - MG","Couto Pereira - Curitiba - PR",""
"283","283","29","18/10/2017 - 21:00","Atlético - MG","2 x 3","Chapecoense - SC","Independência - Belo Horizonte - MG",""
"284","284","29","18/10/2017 - 21:45","Corinthians - SP","0 x 0","Grêmio - RS","Arena Corinthians - Sao Paulo - SP",""
"285","285","29","18/10/2017 - 21:45","Fluminense - RJ","3 x 1","São Paulo - SP","Maracanã - Rio de Janeiro - RJ",""
"286","286","29","18/10/2017 - 21:45","Avaí - SC","1 x 1","Botafogo - RJ","Ressacada - Florianopolis - SC",""
"287","287","29","19/10/2017 - 20:00","Palmeiras - SP","2 x 0","Ponte Preta - SP","Pacaembu - Sao Paulo - SP",""
"288","288","29","19/10/2017 - 20:00","Vitória - BA","2 x 3","Atlético - PR","Manoel Barradas - Salvador - BA",""
"289","289","29","19/10/2017 - 21:00","Flamengo - RJ","4 x 1","Bahia - BA","Luso Brasileiro - Rio de Janeiro - RJ",""
"290","290","29","19/10/2017 - 21:00","Sport - PE","1 x 1","Santos - SP","Ilha do Retiro - Recife - PE",""
"291","291","30","23/10/2017 - 20:00","Botafogo - RJ","2 x 1","Corinthians - SP","Nilton Santos - Rio de Janeiro - RJ",""
"292","292","30","22/10/2017 - 17:00","São Paulo - SP","2 x 0","Flamengo - RJ","Pacaembu - Sao Paulo - SP",""
"293","293","30","22/10/2017 - 17:00","Cruzeiro - MG","1 x 3","Atlético - MG","Mineirão - Belo Horizonte - MG",""
"294","294","30","22/10/2017 - 17:00","Grêmio - RS","1 x 3","Palmeiras - SP","Arena do Grêmio - Porto Alegre - RS",""
"295","295","30","21/10/2017 - 17:00","Vasco da Gama - RJ","1 x 1","Coritiba - PR","Maracanã - Rio de Janeiro - RJ",""
"296","296","30","22/10/2017 - 17:00","Bahia - BA","2 x 1","Vitória - BA","Arena Fonte Nova - Salvador - BA",""
"297","297","30","22/10/2017 - 17:00","Santos - SP","1 x 0","Atlético - GO","Vila Belmiro - Santos - SP",""
"298","298","30","22/10/2017 - 19:00","Ponte Preta - SP","1 x 2","Avaí - SC","Moisés Lucarelli - Campinas - SP",""
"299","299","30","22/10/2017 - 19:00","Chapecoense - SC","2 x 0","Fluminense - RJ","Arena Condá - Chapeco - SC",""
"300","300","30","22/10/2017 - 17:00","Atlético - PR","2 x 1","Sport - PE","Arena da Baixada - Curitiba - PR",""
"301","301","31","28/10/2017 - 17:00","São Paulo - SP","2 x 1","Santos - SP","Pacaembu - Sao Paulo - SP",""
"302","302","31","28/10/2017 - 19:00","Flamengo - RJ","0 x 0","Vasco da Gama - RJ","Maracanã - Rio de Janeiro - RJ",""
"303","303","31","28/10/2017 - 21:00","Atlético - PR","0 x 0","Chapecoense - SC","Arena da Baixada - Curitiba - PR",""
"304","304","31","29/10/2017 - 17:00","Fluminense - RJ","1 x 1","Bahia - BA","Maracanã - Rio de Janeiro - RJ",""
"305","305","31","29/10/2017 - 17:00","Atlético - MG","0 x 0","Botafogo - RJ","Independência - Belo Horizonte - MG",""
"306","306","31","29/10/2017 - 17:00","Ponte Preta - SP","1 x 0","Corinthians - SP","Moisés Lucarelli - Campinas - SP",""
"307","307","31","29/10/2017 - 18:00","Sport - PE","3 x 4","Coritiba - PR","Ilha do Retiro - Recife - PE",""
"308","308","31","29/10/2017 - 18:00","Vitória - BA","1 x 1","Atlético - GO","Manoel Barradas - Salvador - BA",""
"309","309","31","29/10/2017 - 19:00","Avaí - SC","2 x 2","Grêmio - RS","Ressacada - Florianopolis - SC",""
"310","310","31","30/10/2017 - 20:00","Palmeiras - SP","2 x 2","Cruzeiro - MG","Allianz Parque - Sao Paulo - SP",""
"311","311","32","04/11/2017 - 17:00","Santos - SP","3 x 1","Atlético - MG","Vila Belmiro - Santos - SP",""
"312","312","32","04/11/2017 - 19:00","Botafogo - RJ","1 x 2","Fluminense - RJ","Nilton Santos - Rio de Janeiro - RJ",""
"313","313","32","04/11/2017 - 21:00","Coritiba - PR","4 x 0","Avaí - SC","Couto Pereira - Curitiba - PR",""
"314","314","32","05/11/2017 - 17:00","Corinthians - SP","3 x 2","Palmeiras - SP","Arena Corinthians - Sao Paulo - SP",""
"315","315","32","05/11/2017 - 17:00","Grêmio - RS","3 x 1","Flamengo - RJ","Arena do Grêmio - Porto Alegre - RS",""
"316","316","32","05/11/2017 - 19:00","Chapecoense - SC","1 x 1","Sport - PE","Arena Condá - Chapeco - SC",""
"317","317","32","05/11/2017 - 17:00","Cruzeiro - MG","1 x 0","Atlético - PR","Mineirão - Belo Horizonte - MG",""
"318","318","32","05/11/2017 - 18:00","Bahia - BA","2 x 0","Ponte Preta - SP","Arena Fonte Nova - Salvador - BA",""
"319","319","32","05/11/2017 - 19:00","Vasco da Gama - RJ","1 x 1","Vitória - BA","Maracanã - Rio de Janeiro - RJ",""
"320","320","32","04/11/2017 - 19:00","Atlético - GO","0 x 1","São Paulo - SP","Serra Dourada - Goiania - GO",""
"321","321","33","08/11/2017 - 19:30","Avaí - SC","1 x 2","Bahia - BA","Ressacada - Florianopolis - SC",""
"322","322","33","08/11/2017 - 19:30","Ponte Preta - SP","0 x 1","Grêmio - RS","Moisés Lucarelli - Campinas - SP",""
"323","323","33","08/11/2017 - 21:00","Sport - PE","1 x 2","Botafogo - RJ","Ilha do Retiro - Recife - PE",""
"324","324","33","08/11/2017 - 21:00","Atlético - PR","0 x 1","Corinthians - SP","Arena da Baixada - Curitiba - PR",""
"325","325","33","08/11/2017 - 21:45","Flamengo - RJ","2 x 0","Cruzeiro - MG","Luso Brasileiro - Rio de Janeiro - RJ",""
"326","326","33","08/11/2017 - 21:45","Santos - SP","1 x 2","Vasco da Gama - RJ","Vila Belmiro - Santos - SP",""
"327","327","33","08/11/2017 - 21:45","Vitória - BA","3 x 1","Palmeiras - SP","Manoel Barradas - Salvador - BA",""
"328","328","33","09/11/2017 - 20:00","São Paulo - SP","2 x 2","Chapecoense - SC","Pacaembu - Sao Paulo - SP",""
"329","329","33","09/11/2017 - 20:00","Atlético - MG","3 x 2","Atlético - GO","Independência - Belo Horizonte - MG",""
"330","330","33","09/11/2017 - 21:00","Fluminense - RJ","2 x 2","Coritiba - PR","Maracanã - Rio de Janeiro - RJ",""
"331","331","34","11/11/2017 - 17:00","Botafogo - RJ","0 x 1","Atlético - PR","Nilton Santos - Rio de Janeiro - RJ",""
"332","332","34","11/11/2017 - 19:00","Corinthians - SP","1 x 0","Avaí - SC","Arena Corinthians - Sao Paulo - SP",""
"333","333","34","12/11/2017 - 17:00","Vasco da Gama - RJ","1 x 1","São Paulo - SP","São Januário - Rio de Janeiro - RJ",""
"334","334","34","12/11/2017 - 17:00","Palmeiras - SP","2 x 0","Flamengo - RJ","Allianz Parque - Sao Paulo - SP",""
"335","335","34","12/11/2017 - 17:00","Atlético - GO","2 x 0","Sport - PE","Olímpico Pedro Ludovico - Goiania - GO",""
"336","336","34","12/11/2017 - 17:00","Grêmio - RS","1 x 1","Vitória - BA","Alfredo Jaconi - Caxias do Sul - RS",""
"337","337","34","12/11/2017 - 18:00","Bahia - BA","2 x 2","Atlético - MG","Arena Fonte Nova - Salvador - BA",""
"338","338","34","12/11/2017 - 19:00","Cruzeiro - MG","3 x 1","Fluminense - RJ","Mineirão - Belo Horizonte - MG",""
"339","339","34","12/11/2017 - 19:00","Coritiba - PR","1 x 1","Ponte Preta - SP","Couto Pereira - Curitiba - PR",""
"340","340","34","13/11/2017 - 20:00","Chapecoense - SC","2 x 0","Santos - SP","Arena Condá - Chapeco - SC",""
"341","341","35","15/11/2017 - 17:00","Ponte Preta - SP","2 x 1","Atlético - PR","Moisés Lucarelli - Campinas - SP",""
"342","342","35","15/11/2017 - 19:30","Grêmio - RS","1 x 0","São Paulo - SP","Arena do Grêmio - Porto Alegre - RS",""
"343","343","35","15/11/2017 - 19:30","Cruzeiro - MG","2 x 2","Avaí - SC","Mineirão - Belo Horizonte - MG",""
"344","344","35","15/11/2017 - 21:45","Vasco da Gama - RJ","1 x 1","Atlético - MG","São Januário - Rio de Janeiro - RJ",""
"345","345","35","15/11/2017 - 21:45","Corinthians - SP","3 x 1","Fluminense - RJ","Arena Corinthians - Sao Paulo - SP",""
"346","346","35","16/11/2017 - 20:00","Botafogo - RJ","1 x 2","Atlético - GO","Nilton Santos - Rio de Janeiro - RJ",""
"347","347","35","16/11/2017 - 20:00","Palmeiras - SP","5 x 1","Sport - PE","Allianz Parque - Sao Paulo - SP",""
"348","348","35","16/11/2017 - 20:00","Chapecoense - SC","2 x 1","Vitória - BA","Arena Condá - Chapeco - SC",""
"349","349","35","16/11/2017 - 21:00","Coritiba - PR","1 x 0","Flamengo - RJ","Couto Pereira - Curitiba - PR",""
"350","350","35","16/11/2017 - 21:00","Bahia - BA","3 x 1","Santos - SP","Arena Fonte Nova - Salvador - BA",""
"351","351","36","20/11/2017 - 17:00","Fluminense - RJ","2 x 0","Ponte Preta - SP","Maracanã - Rio de Janeiro - RJ",""
"352","352","36","19/11/2017 - 17:00","Flamengo - RJ","3 x 0","Corinthians - SP","Luso Brasileiro - Rio de Janeiro - RJ",""
"353","353","36","19/11/2017 - 17:00","São Paulo - SP","0 x 0","Botafogo - RJ","Pacaembu - Sao Paulo - SP",""
"354","354","36","19/11/2017 - 17:00","Vitória - BA","1 x 1","Cruzeiro - MG","Manoel Barradas - Salvador - BA",""
"355","355","36","19/11/2017 - 17:00","Atlético - GO","1 x 1","Chapecoense - SC","Olímpico Pedro Ludovico - Goiania - GO",""
"356","356","36","19/11/2017 - 17:00","Sport - PE","1 x 0","Bahia - BA","Ilha do Retiro - Recife - PE",""
"357","357","36","19/11/2017 - 19:00","Atlético - MG","3 x 0","Coritiba - PR","Independência - Belo Horizonte - MG",""
"358","358","36","19/11/2017 - 19:00","Santos - SP","1 x 0","Grêmio - RS","Vila Belmiro - Santos - SP",""
"359","359","36","19/11/2017 - 19:00","Atlético - PR","3 x 1","Vasco da Gama - RJ","Arena da Baixada - Curitiba - PR",""
"360","360","36","20/11/2017 - 20:00","Avaí - SC","2 x 1","Palmeiras - SP","Ressacada - Florianopolis - SC",""
"361","361","37","25/11/2017 - 17:00","Fluminense - RJ","1 x 2","Sport - PE","Maracanã - Rio de Janeiro - RJ",""
"362","362","37","26/11/2017 - 17:00","Grêmio - RS","1 x 1","Atlético - GO","Arena do Grêmio - Porto Alegre - RS",""
"363","363","37","26/11/2017 - 17:00","Avaí - SC","1 x 0","Atlético - PR","Ressacada - Florianopolis - SC",""
"364","364","37","26/11/2017 - 17:00","Corinthians - SP","2 x 2","Atlético - MG","Arena Corinthians - Sao Paulo - SP",""
"365","365","37","26/11/2017 - 17:00","Cruzeiro - MG","0 x 1","Vasco da Gama - RJ","Mineirão - Belo Horizonte - MG",""
"366","366","37","26/11/2017 - 17:00","Coritiba - PR","1 x 2","São Paulo - SP","Couto Pereira - Curitiba - PR",""
"367","367","37","26/11/2017 - 17:00","Ponte Preta - SP","2 x 3","Vitória - BA","Moisés Lucarelli - Campinas - SP",""
"368","368","37","26/11/2017 - 19:00","Flamengo - RJ","1 x 2","Santos - SP","Luso Brasileiro - Rio de Janeiro - RJ",""
"369","369","37","26/11/2017 - 19:00","Bahia - BA","0 x 1","Chapecoense - SC","Arena Fonte Nova - Salvador - BA",""
"370","370","37","27/11/2017 - 20:00","Palmeiras - SP","2 x 0","Botafogo - RJ","Allianz Parque - Sao Paulo - SP",""
"371","371","38","03/12/2017 - 17:00","Botafogo - RJ","2 x 2","Cruzeiro - MG","Nilton Santos - Rio de Janeiro - RJ",""
"372","372","38","03/12/2017 - 17:00","Vasco da Gama - RJ","2 x 1","Ponte Preta - SP","São Januário - Rio de Janeiro - RJ",""
"373","373","38","03/12/2017 - 17:00","Santos - SP","1 x 1","Avaí - SC","Vila Belmiro - Santos - SP",""
"374","374","38","03/12/2017 - 17:00","São Paulo - SP","1 x 1","Bahia - BA","Morumbi - Sao Paulo - SP",""
"375","375","38","03/12/2017 - 17:00","Atlético - MG","4 x 3","Grêmio - RS","Independência - Belo Horizonte - MG",""
"376","376","38","03/12/2017 - 17:00","Atlético - PR","3 x 0","Palmeiras - SP","Arena da Baixada - Curitiba - PR",""
"377","377","38","03/12/2017 - 17:00","Sport - PE","1 x 0","Corinthians - SP","Ilha do Retiro - Recife - PE",""
"378","378","38","03/12/2017 - 17:00","Vitória - BA","1 x 2","Flamengo - RJ","Manoel Barradas - Salvador - BA",""
"379","379","38","03/12/2017 - 17:00","Atlético - GO","1 x 1","Fluminense - RJ","Olímpico Pedro Ludovico - Goiania - GO",""
"380","380","38","03/12/2017 - 17:00","Chapecoense - SC","2 x 1","Coritiba - PR","Arena Condá - Chapeco - SC",""
