"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","DP","DS","FC","FD","FF","FS","G","GS","PI","SG","A","I","FT","PP","CV","GC"
"211","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,26,277,"zag","Provável",-0.2,3.46,-0.11,1.35,8,"Santos",NA,NA,NA,9,4,NA,NA,3,NA,NA,27,1,NA,NA,NA,NA,NA,NA
"212","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,26,294,"ata","Nulo",0.3,8.96,0.22,4.15,24,"Coritiba",5,NA,NA,27,42,11,26,46,6,NA,116,NA,1,13,4,NA,NA,NA
"213","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,26,267,"mei","Nulo",0,0.99,0,-1,3,"267",1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"214","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,26,263,"ata","Nulo",-0.3,7.86,-0.08,3.66,22,"263",5,NA,NA,25,49,8,9,54,6,NA,88,NA,1,8,2,NA,NA,NA
"215","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,26,265,"zag","Provável",1.5,5.62,0.35,1.91,16,"265",NA,NA,NA,11,14,3,4,4,1,NA,50,2,1,NA,NA,NA,NA,NA
"216","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,26,263,"ata","Provável",0.3,6.78,0.06,1.57,16,"263",NA,NA,NA,9,14,4,6,15,1,NA,66,NA,1,1,NA,NA,NA,NA
"217","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,26,277,"zag","Provável",0,6.18,0,2.14,21,"Santos",2,NA,NA,30,7,1,3,20,NA,NA,112,4,1,NA,NA,NA,1,NA
"218","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/08/31/7481d168bb02b987aa26c6a0f0df715e_FORMATO.png",106843,26,282,"mei","Nulo",0,2,0,-1.77,4,"282",2,NA,NA,4,3,NA,1,NA,NA,NA,14,NA,NA,NA,NA,NA,1,NA
"219","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,26,263,"ata","Provável",1.5,2.67,0.22,1.33,7,"263",1,NA,NA,2,9,1,1,9,1,NA,7,NA,NA,NA,NA,NA,NA,NA
"220","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,26,263,"mei","Provável",7,7.28,0.76,3,22,"263",5,NA,NA,37,31,5,14,35,4,NA,108,NA,NA,3,NA,NA,NA,NA
"221","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,26,265,"mei","Provável",-2,5.17,0.24,0.91,18,"265",8,NA,NA,49,58,4,7,13,NA,NA,95,NA,2,NA,NA,NA,1,NA
"222","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,26,263,"zag","Provável",-0.6,5.08,-0.09,2.5,22,"263",4,NA,NA,36,18,2,4,23,NA,NA,60,4,1,NA,NA,NA,NA,NA
"223","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,26,293,"zag","Contundido",0,4.95,0,3,16,"293",1,NA,NA,27,10,1,3,11,NA,NA,61,5,NA,NA,NA,NA,NA,NA
"224","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,26,277,"gol","Nulo",0,5.56,0,3.03,19,"Santos",2,27,NA,NA,1,NA,NA,2,NA,25,120,3,NA,NA,NA,NA,NA,NA
"225","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,26,263,"ata","Nulo",2.3,2.57,0.24,0.8,3,"263",NA,NA,NA,2,NA,NA,NA,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"226","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,26,294,"mei","Provável",-0.1,3.89,0.26,1.54,19,"Coritiba",4,NA,NA,38,35,NA,5,40,NA,NA,68,NA,NA,1,NA,NA,NA,NA
"227","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,26,266,"zag","Contundido",0,5.7,0,2.68,19,"266",NA,NA,NA,29,11,1,4,13,1,NA,102,4,NA,3,NA,NA,NA,NA
"228","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,26,265,"mei","Provável",0,3.34,0,1.84,12,"265",1,NA,NA,5,6,3,2,16,1,NA,36,NA,1,1,NA,NA,NA,NA
"229","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,26,266,"gol","Nulo",0,4.62,0,2.36,19,"266",NA,19,NA,NA,NA,NA,NA,6,NA,20,140,4,NA,NA,NA,NA,NA,NA
"230","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2020/08/11/9e1c282e16e37d5fdb5fa7b81b2871cc_FORMATO.png",68895,26,266,"ata","Dúvida",0,5.14,0,2.36,17,"266",6,NA,NA,13,11,1,5,31,3,NA,42,NA,1,2,NA,NA,NA,NA
"231","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,26,263,"lat","Contundido",0,6.24,0,1.99,12,"263",3,NA,NA,15,17,NA,6,10,NA,NA,59,3,1,1,NA,NA,NA,NA
"232","Diego Terra Loureiro","diego-loureiro","Diego Loureiro","https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png",99430,26,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2020/03/02/bb3a75a802b180cef8ecf48d9cc025fa_FORMATO.png",90061,26,354,"lat","Provável",8,9.45,1.1,3.9,20,"354",1,NA,NA,53,26,NA,3,24,NA,NA,145,7,2,NA,NA,NA,1,NA
"234","José Sabino Chagas Monteiro","sabino","Sabino","https://s.glbimg.com/es/sde/f/2020/03/03/c40f55b88cf1db157380eee4013c9828_FORMATO.png",104075,26,294,"zag","Provável",-0.6,7.75,-1.09,3.8,24,"Coritiba",2,NA,NA,43,10,NA,5,22,4,NA,128,6,NA,2,1,1,NA,1
"235","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/10/21/a61792c7a74e5f1d704faca06e9143e6_FORMATO.png",36943,26,293,"tec","Provável",3.05,8.47,0.3,3.01,20,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,26,266,"lat","Provável",0,5.11,0,2.94,17,"266",5,NA,NA,35,39,1,7,30,NA,NA,113,4,3,2,NA,NA,NA,NA
"237","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,26,263,"ata","Nulo",0,1.85,0,1.5,1,"263",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png",94297,26,354,"mei","Contundido",0,2.05,0,0.43,6,"354",3,NA,NA,7,8,NA,3,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"239","Nathan Otávio Ribeiro","nathan-ribeiro","Nathan Ribeiro","https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png",102607,26,294,"zag","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,26,266,"gol","Provável",0,1.18,0,1.12,6,"266",NA,4,NA,NA,NA,NA,NA,1,NA,7,58,1,1,NA,NA,NA,NA,NA
"241","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/10/16/a6f8687af7ab25654568d0b1f3d32841_FORMATO.png",68696,26,356,"ata","Nulo",0.1,2.46,-0.16,2.38,11,"356",2,NA,NA,10,15,3,3,10,2,NA,23,NA,NA,NA,1,NA,NA,NA
"242","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png",91151,26,264,"ata","Nulo",0,4.2,0,3.08,5,"264",NA,NA,NA,3,5,2,5,4,1,NA,15,NA,NA,NA,NA,NA,NA,NA
"243","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,26,265,"mei","Nulo",0,0.96,0,0.49,8,"265",1,NA,NA,4,5,1,2,7,NA,NA,14,NA,NA,1,NA,NA,NA,NA
"244","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,26,266,"ata","Nulo",0,2.6,0,0.6,11,"266",1,NA,NA,7,8,1,2,9,NA,NA,27,NA,NA,4,1,NA,NA,NA
"245","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,26,263,"mei","Provável",0,6.88,0,2.65,17,"263",3,NA,NA,23,24,10,11,24,1,NA,137,NA,2,NA,1,NA,NA,NA
"246","Geovane Henrique Pereira de Souza","geovane","Geovane","https://s.glbimg.com/es/sde/f/2020/03/02/1b21e0ae30ac2e4a34078bfbda81e2f1_FORMATO.png",96349,26,294,"lat","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,26,263,"ata","Nulo",0.5,2.92,0.46,1.77,18,"263",2,NA,NA,9,7,5,10,25,NA,NA,33,NA,1,2,1,NA,NA,NA
"248","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2020/03/02/a44ce5150145201cb2e17e412ff95656_FORMATO.png",50645,26,354,"lat","Suspenso",0,2.99,0,1.44,8,"354",1,NA,NA,10,9,1,NA,5,1,NA,62,1,NA,1,1,NA,1,NA
"249","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,26,294,"ata","Nulo",0,5.8,0,0.3,7,"Coritiba",1,NA,NA,1,9,3,1,4,NA,NA,13,NA,NA,1,1,NA,NA,NA
"250","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2020/08/31/9ee2c327a2b00392ebb233a1d11a401a_FORMATO.png",96340,26,354,"mei","Provável",10.9,6.98,1.09,2.7,19,"354",4,NA,NA,28,20,4,3,26,3,NA,59,NA,1,4,NA,NA,NA,NA
"251","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,26,265,"mei","Nulo",0,2.01,0,1.82,10,"265",NA,NA,NA,10,4,4,4,8,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"252","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,26,263,"gol","Nulo",0,1.04,0,-2.8,1,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA
"253","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,26,282,"tec","Provável",0,14.22,0,4.33,23,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Guilherme da Trindade Dubas","guilherme-biro","Guilherme Biro","https://s.glbimg.com/es/sde/f/2020/03/03/894792f4de57714ecebf346073081a01_FORMATO.png",107555,26,294,"ata","Nulo",0,1.29,0,-0.55,2,"Coritiba",NA,NA,NA,1,3,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"255","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,26,263,"mei","Nulo",4.9,5.21,0.49,1.73,4,"263",NA,NA,NA,1,NA,NA,1,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA
"256","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,26,282,"gol","Nulo",0,5.4,0,-9.2,1,"282",1,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,NA
"257","Guilherme Vicentini Castellani","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png",108539,26,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2020/03/02/48f74d37e908c5f5cf68c0ccaf907aca_FORMATO.png",90846,26,354,"zag","Nulo",5,4.22,0.95,2.12,5,"354",NA,NA,NA,1,1,NA,NA,2,NA,NA,9,2,NA,NA,NA,NA,NA,NA
"259","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png",107963,26,282,"zag","Nulo",0,2,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2020/08/31/f76d432cdaf8192dfc153e892b58c96c_FORMATO.png",70925,26,354,"mei","Nulo",0,3.4,0,1.48,13,"354",1,NA,NA,3,11,NA,2,3,1,NA,24,NA,3,NA,NA,NA,NA,NA
"261","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2020/08/25/c027250715c7203ea603c6335609af2d_FORMATO.png",97245,26,373,"ata","Nulo",0,5.05,0,2.82,20,"373",1,NA,NA,21,18,6,12,23,2,NA,123,NA,3,1,NA,NA,NA,NA
"262","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png",71113,26,354,"mei","Nulo",0,3.18,0,0.33,7,"354",NA,NA,NA,2,5,NA,1,2,NA,NA,25,NA,1,3,NA,NA,NA,NA
"263","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,26,263,"lat","Nulo",0,3.22,0,1.89,8,"263",2,NA,NA,13,4,NA,NA,6,NA,NA,49,2,NA,NA,NA,NA,NA,NA
"264","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png",93108,26,264,"mei","Nulo",0,5.03,0,2.07,10,"264",2,NA,NA,5,1,3,3,16,1,NA,18,NA,NA,NA,NA,NA,NA,NA
"265","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,26,282,"mei","Contundido",0,7.29,0,2.93,18,"282",5,NA,NA,44,41,1,7,41,1,NA,63,NA,2,NA,NA,NA,NA,NA
"266","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,26,264,"zag","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,26,266,"mei","Nulo",0,11.12,0,4.12,19,"266",3,NA,NA,64,23,4,10,34,1,NA,58,NA,NA,NA,NA,NA,NA,NA
"268","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,26,356,"lat","Nulo",0,5.89,0,2.67,15,"356",1,NA,NA,22,20,NA,2,15,NA,NA,86,6,NA,1,NA,NA,NA,NA
"269","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,26,282,"zag","Provável",0,7.67,0,3.05,16,"282",3,NA,NA,21,13,1,5,10,1,NA,78,5,1,NA,NA,NA,NA,NA
"270","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,26,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,NA,NA,8,7,2,2,11,NA,NA,7,NA,NA,3,NA,NA,NA,NA
"271","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png",107173,26,266,"mei","Provável",0,6.87,0,3.13,18,"266",5,NA,NA,27,25,8,15,55,1,NA,77,NA,NA,1,1,NA,NA,NA
"272","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,26,284,"gol","Nulo",0,4,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png",38162,26,266,"ata","Dúvida",0,3.2,0,1.92,13,"266",3,NA,NA,1,15,4,2,21,2,NA,44,NA,2,2,NA,NA,NA,NA
"274","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,26,356,"gol","Nulo",0,4,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,26,356,"ata","Provável",0.3,5.95,-0.43,2.57,21,"356",2,NA,NA,23,8,6,10,16,1,NA,95,NA,3,2,1,NA,NA,NA
"276","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png",90569,26,266,"mei","Provável",0,1.17,0,0.84,11,"266",3,NA,NA,19,19,3,3,6,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
"277","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png",103700,26,264,"zag","Suspenso",0.2,2.05,-0.76,0.57,7,"264",3,NA,NA,6,6,NA,NA,1,NA,NA,35,3,NA,NA,NA,NA,1,NA
"278","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2020/07/21/f49e1a31b6d8b3c32d6aee8a8632243b_FORMATO.png",103099,26,264,"mei","Nulo",0,5.18,0,2.26,13,"264",NA,NA,NA,25,12,3,3,15,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
"279","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png",38421,26,294,"mei","Provável",3.6,6.2,0.07,2.57,3,"Coritiba",NA,NA,NA,7,3,1,1,6,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
"280","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2020/07/21/b276604c0e1e29e568198903791fe791_FORMATO.png",105584,26,264,"lat","Nulo",0,5.22,0,3.11,13,"264",1,NA,NA,21,14,2,3,8,NA,NA,104,4,2,NA,NA,NA,NA,NA
"281","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png",103645,26,266,"ata","Provável",0,6.34,0,2.68,21,"266",NA,NA,NA,16,9,4,6,6,3,NA,63,NA,3,1,NA,NA,NA,NA
"282","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,26,266,"zag","Provável",0,5.83,0,3.33,19,"266",2,NA,NA,33,14,NA,4,29,2,NA,77,3,NA,NA,NA,NA,NA,NA
"283","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png",100963,26,266,"ata","Nulo",0,1.75,0,0.54,15,"266",2,NA,NA,5,18,5,4,10,1,NA,27,NA,NA,7,NA,NA,NA,NA
"284","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,26,294,"zag","Provável",0.3,4.29,-0.77,2.33,9,"Coritiba",1,NA,NA,15,5,NA,1,4,NA,NA,49,2,NA,1,1,NA,NA,NA
"285","Vinícius Goes Barbosa de Souza","vina","Vina","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,26,354,"mei","Provável",6.7,11.35,-0.3,6.92,18,"354",2,NA,NA,11,12,20,22,15,8,NA,164,NA,6,4,1,1,NA,NA
"286","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,26,266,"mei","Provável",0,3.79,0,1.94,17,"266",3,NA,NA,29,21,3,6,21,1,NA,58,NA,NA,1,NA,NA,NA,NA
"287","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,26,284,"zag","Provável",0,9.51,0,3.96,17,"284",1,NA,NA,35,13,2,5,6,2,NA,76,5,NA,NA,1,NA,1,NA
"288","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,26,356,"zag","Provável",2.1,3.7,0.49,1.47,14,"356",4,NA,NA,16,14,NA,3,14,NA,NA,49,3,NA,NA,NA,NA,NA,NA
"289","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,26,284,"zag","Contundido",0,2.56,0,1.11,8,"284",1,NA,NA,9,11,NA,NA,2,NA,NA,36,2,NA,NA,NA,NA,NA,NA
"290","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,26,266,"ata","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Matheus Alvarenga de Oliveira","davo","Davó","https://s.glbimg.com/es/sde/f/2020/07/21/31711f2df06b5fbccca62e7cc6cf4a73_FORMATO.png",105533,26,264,"ata","Nulo",0,1.96,0,3.7,4,"264",1,NA,NA,1,4,2,2,2,2,NA,12,NA,NA,4,NA,NA,NA,NA
"292","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,26,263,"zag","Provável",0.8,6.5,-0.05,2.25,20,"263",5,NA,NA,29,16,1,9,14,NA,NA,60,4,1,1,NA,NA,NA,NA
