"player_slug","player_id","player_nickname","player_team","player_position","price_cartoletas","score_mean","score_no_cleansheets_mean","diff_home_away_s","n_games","score_mean_home","score_mean_away","shots_x_mean","fouls_mean","RB_mean","PE_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","DP_mean","status","price_diff","last_points"
"maicon",62968,"Maicon","282","ata",4.93,1.29090909090909,1.29090909090909,-1.04573476989885,11,0.0250000000000001,2.01428571428571,0.454545454545455,1,0.545454545454545,1.09090909090909,0.181818181818182,0.181818181818182,0.636363636363636,0.272727272727273,0,0,0,"Provável",0.22,0.4
"werley",62974,"Werley","267","zag",0.78,0.557142857142857,-0.342857142857143,0.0174757929847365,7,-0.05,0.8,0.428571428571429,0.857142857142857,0.285714285714286,0.714285714285714,0,0.428571428571429,0.571428571428571,0,0,0,0,"Nulo",-1.05,0
"ganso",62977,"Ganso","266","mei",7.35,1.77142857142857,1.77142857142857,0.614971219958016,28,2.525,0.766666666666667,1.03571428571429,1.39285714285714,1.07142857142857,3,0,0,1.32142857142857,0.5,0.0714285714285714,0,0,"Provável",-0.56,0.9
"marcos-rocha",63013,"Marcos Rocha","275","lat",17.15,6.212,4.412,-0.00485145839878561,25,6.89230769230769,5.475,0.28,1.72,3.4,3.52,0.04,0.08,1.44,0.2,0.04,0,0,"Provável",1.27,10.6
"rodolfo",63082,"Rodolfo","266","gol",2.22,-0.666666666666667,-0.666666666666667,-1.15018832326342,6,-2.15,0.0750000000000001,0,0,0,0.833333333333333,0,0,0.166666666666667,0,0,1.16666666666667,0,"Provável",0.34,0.5
"alan-ruschel",63110,"Alan Ruschel","290","lat",4.28,1.42,0.42,0.540376611646148,15,2.45,-0.64,0.333333333333333,2,0.533333333333333,0.8,0,0.0666666666666667,1.53333333333333,0.0666666666666667,0.0666666666666667,0,0,"Nulo",-0.16,-1.1
"douglas",63128,"Douglas","315","zag",2.74,1.06,0.148,0.352498188426538,25,1.47692307692308,0.608333333333334,0.28,1.48,0.68,0.76,0.04,0,0.36,0.2,0,0,0,"Provável",0.59,1
"moises",63158,"Moisés","275","mei",5.61,0.82,0.82,0.633435231916399,5,1.9,0.1,0.6,1.2,0.8,0.8,0,0,0.4,0.4,0,0,0,"Provável",0.04,0.8
"paulao",63172,"Paulão","356","zag",6.12,3.4,1.73333333333333,0.308468621448855,12,4.76666666666667,2.03333333333333,0.333333333333333,0.916666666666667,1,1.58333333333333,0,0,0.333333333333333,0.0833333333333333,0.166666666666667,0,0,"Suspenso",0.31,1.7
"didira",63178,"Didira","341","mei",4.69,1.28571428571429,1.28571428571429,-0.379447709800621,14,1.04285714285714,1.52857142857143,0.357142857142857,1.28571428571429,1.21428571428571,1.5,0,0,1.07142857142857,0.214285714285714,0,0,0,"Nulo",-0.61,0
"carlinhos",63194,"Carlinhos","356","lat",6.02,2.91851851851852,1.99259259259259,0.308874423909479,27,4.08461538461538,1.83571428571429,0.518518518518518,2.18518518518519,1.81481481481481,1.81481481481481,0.0740740740740741,0.0740740740740741,0.777777777777778,0.333333333333333,0.037037037037037,0,0,"Provável",-1.1,0.5
"luan",63219,"Luan","282","mei",9.45,3.65555555555556,3.65555555555556,1.08321856322261,27,4.90666666666667,2.09166666666667,1.25925925925926,2.18518518518519,1.88888888888889,2.92592592592593,0.037037037037037,0.222222222222222,1.96296296296296,0.888888888888889,0.148148148148148,0,0,"Nulo",1.72,10.7
"edenilson",63289,"Edenílson","285","mei",8.39,2.44666666666667,2.44666666666667,0.678350403087561,30,3.27058823529412,1.36923076923077,0.633333333333333,1.26666666666667,1.03333333333333,2.1,0.0666666666666667,0,0.8,0.166666666666667,0.166666666666667,0,0,"Provável",0.17,3
"rodrigo-moledo",63354,"Rodrigo Moledo","285","zag",6.4,3.97647058823529,2.50588235294118,0.109268309577842,17,4.26,3.57142857142857,0.647058823529412,0.764705882352941,1.29411764705882,0.882352941176471,0,0,0.705882352941177,0.352941176470588,0.0588235294117647,0,0,"Nulo",-1.23,1.2
"jucilei",63422,"Jucilei","276","mei",6.18,1.775,1.775,0.56696478886622,4,2.6,0.95,0,1,1.25,0.75,0,0,1.25,0,0,0,0,"Nulo",-0.57,-0.8
"andre",68690,"André","284","ata",7.95,2.21176470588235,2.21176470588235,1.59294838668704,17,4.07777777777778,0.1125,0.882352941176471,1.35294117647059,0.588235294117647,1.05882352941176,0.117647058823529,0.294117647058824,1.11764705882353,0.352941176470588,0.117647058823529,0,0,"Nulo",0.64,3
"armero",68693,"Armero","341","lat",4.08,2.33333333333333,-1,1.23166921936801,3,2.55,1.9,0,2,0.666666666666667,3.33333333333333,0,0,0,0,0,0,0,"Provável",-0.15,1.9
"bergson",68696,"Bergson","354","ata",4.94,2.74545454545455,2.74545454545455,1.08641899196207,22,3.9,1.07777777777778,1.63636363636364,1.18181818181818,0.5,0.954545454545455,0.0454545454545455,0.545454545454545,1.40909090909091,0.727272727272727,0.136363636363636,0,0,"Nulo",-0.34,0.5
"bruno-silva",68698,"Bruno Silva","285","mei",6.66,2.26923076923077,2.26923076923077,-1.98550022426067,13,-0.26,3.85,0.615384615384615,2.15384615384615,2.15384615384615,1.92307692307692,0,0.0769230769230769,1.15384615384615,0.307692307692308,0,0,0,"Nulo",-1.18,-0.1
"dodo",68727,"Dodô","283","lat",6.2,3.64444444444444,1.42222222222222,0.272279158010424,18,4.36,2.75,0.444444444444444,1.61111111111111,1.55555555555556,2.22222222222222,0,0.0555555555555556,0.333333333333333,0.111111111111111,0,0,0,"Provável",-0.8,2.1
"camacho",68770,"Camacho","293","mei",4.43,2.13636363636364,2.13636363636364,0.000383393343261763,11,2.27142857142857,1.9,0.181818181818182,1.90909090909091,2,1.81818181818182,0.0909090909090909,0,0.545454545454545,0.0909090909090909,0,0,0,"Provável",0.43,5.2
"henrique-almeida",68773,"Henrique Almeida","315","ata",5.23,4.03333333333333,4.03333333333333,0.441409507549215,12,4.71666666666667,3.35,1.91666666666667,1.16666666666667,0.916666666666667,1.33333333333333,0,0.0833333333333333,0.916666666666667,1,0.25,0,0,"Provável",0.16,5.2
"maxi-lopez",68800,"Maxi López","267","ata",5.16,1.96,1.96,1.80036078768622,5,3.73333333333333,-0.7,0.6,2.8,0.2,1.6,0,0.4,1.2,0,0.4,0,0,"Dúvida",-0.87,-2.1
"nino-paraiba",68808,"Nino Paraíba","265","lat",12.62,4.92068965517241,3.19655172413793,0.518219797296088,29,5.94,3.82857142857143,0.689655172413793,1.48275862068966,1.48275862068966,2.41379310344828,0.137931034482759,0.0689655172413793,1.48275862068966,0.275862068965517,0.0689655172413793,0,0,"Provável",-0.11,1
"paulo-miranda",68817,"Paulo Miranda","284","zag",4.96,2.29166666666667,0.625,0.766376118016758,12,3.86666666666667,1.76666666666667,0.166666666666667,1.33333333333333,0.916666666666667,1.16666666666667,0,0,0.333333333333333,0,0.0833333333333333,0,0,"Nulo",0.98,5
"rafael-galhardo",68821,"Rafael Galhardo","284","lat",5.23,5.025,2.8375,-0.592575162120244,16,4.73333333333333,5.2,0.5,0.9375,1.0625,1.875,0.1875,0.0625,0.5,0.125,0.125,0,0,"Nulo",-0.22,4.1
"rithely",68834,"Rithely","285","mei",5.28,3.175,3.175,1.38676691981843,8,5.8,2.3,0.375,1.75,2.125,1.625,0.125,0,0.75,0.25,0,0,0,"Nulo",-0.02,0.7
"marcelo-lomba",68872,"Marcelo Lomba","285","gol",11.94,4.15588235294118,2.53823529411765,0.213071226330543,34,4.88333333333333,3.3375,0.0294117647058824,0.0588235294117647,0,0.147058823529412,0,0,0.294117647058824,0.0294117647058824,0,1.47058823529412,0.0294117647058824,"Provável",0.79,7.5
"paulo-victor",68873,"Paulo Victor","284","gol",8.06,4.53571428571429,2.39285714285714,-0.0405012045645866,28,5.0125,3.9,0,0.0357142857142857,0,0.535714285714286,0,0,0.107142857142857,0,0,1.35714285714286,0,"Nulo",0.1,8.2
"digao",68886,"Digão","266","zag",7,3.82,1.57,-0.788181785776327,20,3.20909090909091,4.56666666666667,0.3,1.6,1.6,1,0,0.05,0.7,0.2,0.05,0,0,"Suspenso",0.35,6.5
"gum",68887,"Gum","315","zag",5.21,1.575,0.575,-0.376825979964106,20,1.97777777777778,1.24545454545455,0.75,0.7,0.65,2.25,0,0.1,0.7,0.35,0.05,0,0,"Nulo",-1.41,-5.2
"wellington-silva",68895,"Wellington Silva","285","ata",5.28,2.03809523809524,2.03809523809524,-0.918772706718346,21,1.30833333333333,3.01111111111111,0.80952380952381,0.285714285714286,0.476190476190476,1.33333333333333,0.0476190476190476,0.0476190476190476,1.23809523809524,0.476190476190476,0.0476190476190476,0,0,"Nulo",0.29,1.5
"rodrigo-pimpao",68901,"Rodrigo Pimpão","263","ata",1.84,0.652631578947368,0.652631578947368,0.197348840390222,19,1.125,0.309090909090909,0.789473684210526,1.78947368421053,0.684210526315789,2.10526315789474,0.157894736842105,0.157894736842105,0.315789473684211,0.473684210526316,0,0,0,"Contundido",-0.05,1.2
"diego-souza",68911,"Diego Souza","263","ata",5.67,2.59375,2.59375,-0.147592473923209,32,2.6125,2.575,1.0625,1.25,0.3125,1.8125,0.03125,0.34375,1.78125,0.4375,0.21875,0,0,"Suspenso",-0.87,-1.6
"dudu",68920,"Dudu","275","ata",18.9,5.78064516129032,5.78064516129032,0.809397265879791,31,6.84375,4.64666666666667,2.12903225806452,1.19354838709677,0.451612903225806,2.96774193548387,0.161290322580645,0.290322580645161,3.67741935483871,0.903225806451613,0.290322580645161,0,0,"Provável",-2.06,7.3
"gil",68923,"Gil","264","zag",10.18,3.85,2.01153846153846,-0.249428601416753,26,4.22307692307692,3.47692307692308,0.461538461538462,0.769230769230769,1.26923076923077,0.576923076923077,0.0384615384615385,0.153846153846154,0.153846153846154,0.307692307692308,0.0384615384615385,0,0,"Provável",-1.22,-1.1
"leonardo-silva",68925,"Leonardo Silva","282","zag",3.82,1.38333333333333,1.10555555555556,0.569180470301226,18,2.65,0.37,0.5,1.22222222222222,0.666666666666667,1,0,0,0.888888888888889,0.222222222222222,0.0555555555555556,0,0,"Provável",-0.19,-0.4
"rafael",68928,"Rafael","283","gol",3.99,2.73333333333333,1.06666666666667,-1.53793257438946,3,-1,4.6,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,1.66666666666667,0,"Nulo",-1.84,-1
"kieza",68930,"Kieza","356","ata",3.54,1.32608695652174,1.3,-0.618936089962366,23,0.853846153846154,1.94,0.869565217391304,1.39130434782609,0.304347826086957,0.173913043478261,0,0.130434782608696,1.17391304347826,0.347826086956522,0.0434782608695652,0,0,"Nulo",-0.25,0.9
"giovanni-augusto",68938,"Giovanni Augusto","290","mei",4.32,1.75,1.75,1.44585175808526,12,3.56666666666667,-0.0666666666666667,1.16666666666667,1.5,1.16666666666667,3.08333333333333,0.0833333333333333,0,1.25,0.666666666666667,0,0,0,"Nulo",0.24,2.6
"luciano-castan",68942,"Luciano Castán","341","zag",4.85,1.41764705882353,-0.0529411764705882,0.0808182151854959,34,1.98823529411765,0.847058823529412,0.176470588235294,1.23529411764706,0.852941176470588,1.5,0,0.0294117647058824,0.235294117647059,0.0882352941176471,0,0,0,"Provável",-0.19,-0.8
"ronaldo-alves",68950,"Ronaldo Alves","341","zag",4.15,1.68333333333333,0.85,-0.230680527735933,6,3.25,0.9,1,1.66666666666667,1.16666666666667,0.666666666666667,0,0,0.833333333333333,1,0,0,0,"Nulo",-0.43,0.6
"marinho",68952,"Marinho","277","ata",10.16,5.48275862068965,5.48275862068965,2.00568060066344,29,7.84666666666667,2.95,2.03448275862069,1.89655172413793,1.06896551724138,1.51724137931034,0.137931034482759,0.275862068965517,2.93103448275862,1,0.275862068965517,0,0,"Dúvida",1.77,11
"marquinhos-gabriel",68954,"Marquinhos Gabriel","283","mei",3.66,1.39642857142857,1.39642857142857,-0.16790288707743,28,1.39166666666667,1.4,0.535714285714286,0.571428571428571,0.607142857142857,1.14285714285714,0.0714285714285714,0.0714285714285714,0.75,0.321428571428571,0,0,0,"Dúvida",-0.12,0.1
"ernandes",68956,"Ernandes","315","lat",2.32,1.9,1.9,0.456180717115921,2,2.6,1.2,0.5,0,1,1.5,0,0,0.5,0,0,0,0,"Suspenso",0.46,2.6
"joao-vitor",68987,"João Vitor","341","mei",3.86,1.655,1.655,1.49755099156873,20,3.53,-0.22,0.2,2.45,2.45,1.5,0,0.05,0.65,0.15,0,0,0,"Suspenso",-1.98,-6.3
"joao-carlos",69010,"João Carlos","341","gol",0.78,1.5,1.04545454545455,0.417406292003316,11,2,1.3125,0,0.272727272727273,0,0.454545454545455,0,0,0.0909090909090909,0,0,1.63636363636364,0,"Provável",-0.97,-6
"santos",69012,"Santos","293","gol",9.23,5.08888888888889,2.86666666666667,-0.530162743676303,27,5.9,4.33571428571429,0,0.0740740740740741,0.037037037037037,0.814814814814815,0,0,0.222222222222222,0,0,1.33333333333333,0.0740740740740741,"Nulo",0.36,7.7
"manoel",69014,"Manoel","264","zag",10.43,3.56896551724138,1.1551724137931,0.331122543813179,29,4.78125,2.07692307692308,0.413793103448276,1.10344827586207,1.06896551724138,1.44827586206897,0,0.0344827586206897,0.448275862068966,0.310344827586207,0.0344827586206897,0,0,"Provável",-0.33,1.1
"marcelo-cirino",69022,"Marcelo Cirino","293","ata",7.8,4.02758620689655,4.02758620689655,-0.987487794359545,29,3.25882352941176,5.11666666666667,1.27586206896552,0.793103448275862,0.586206896551724,1.37931034482759,0.0689655172413793,0.241379310344828,0.96551724137931,0.655172413793103,0.310344827586207,0,0,"Nulo",-1.12,-2.1
"vladimir",69040,"Vladimir","314","gol",7.53,3.87352941176471,2.69705882352941,-0.449479069442774,34,3.91875,3.83333333333333,0,0.0882352941176471,0,0.176470588235294,0,0,0.0882352941176471,0,0,2,0,"Nulo",0.65,3
"muriel",69041,"Muriel","266","gol",6.82,5.135,3.385,-1.16104292423289,20,3.73636363636364,6.84444444444444,0,0.1,0,0.3,0,0,0.3,0,0,1.85,0,"Contundido",-1.45,-1
"paulo-roberto",69047,"Paulo Roberto","356","mei",3.66,0.675,0.675,0.256769387965383,4,1.15,0.2,0.25,1.25,0.5,1.75,0,0,1.75,0.25,0,0,0,"Provável",-0.4,-0.9
"danilo-fernandes",69051,"Danilo Fernandes","285","gol",6.1,6.14,5.14,-0.795679293662458,5,4,6.675,0,0,0,0.2,0,0,0,0,0,2.4,0,"Nulo",-1.2,-1
"pablo",69138,"Pablo","276","ata",12.01,2.57692307692308,2.57692307692308,0.8561112161345,13,3.4625,1.16,1.84615384615385,2.30769230769231,0.307692307692308,1,0.0769230769230769,0.846153846153846,0.923076923076923,1.07692307692308,0.230769230769231,0,0,"Nulo",0.01,1.9
"ricardo-bueno",69141,"Ricardo Bueno","341","ata",15.24,3.77586206896552,3.77586206896552,0.781991396701562,29,4.80666666666667,2.67142857142857,1.44827586206897,1.41379310344828,0.620689655172414,1.24137931034483,0.0689655172413793,0.586206896551724,2,0.586206896551724,0.241379310344828,0,0,"Provável",0.8,9.7
"boselli",69161,"Boselli","264","ata",4.23,3.305,3.39,0.991637063909033,20,4.29166666666667,1.825,1.1,0.65,0.1,1.15,0.1,0.1,0.75,0.35,0.3,0,0,"Provável",-0.53,-0.3
"leo",69177,"Léo","314","lat",6.07,2.42777777777778,1.03888888888889,-1.77796472984844,18,1.49166666666667,4.3,0.555555555555556,2.55555555555556,1.38888888888889,1.61111111111111,0.111111111111111,0.0555555555555556,1.44444444444444,0.5,0,0,0,"Provável",1.23,8.1
"gamarra",69288,"Gamarra","341","ata",5.34,0.2,0.2,0.456180717115921,2,0.9,-0.5,0.5,1,0.5,1.5,0,0,0,0.5,0,0,0,"Nulo",-1.01,-0.5
"nikao",69705,"Nikão","293","mei",15.84,4.51363636363636,4.51363636363636,1.58750387034034,22,6.13076923076923,2.17777777777778,2.36363636363636,1.18181818181818,0.636363636363636,1.5,0.0909090909090909,0.227272727272727,0.909090909090909,1.13636363636364,0.227272727272727,0,0,"Suspenso",1.17,7
"romulo",70009,"Romulo","284","mei",4.41,1.90714285714286,1.90714285714286,-0.777215281704075,14,1.11666666666667,2.5,0.571428571428571,1.85714285714286,1.07142857142857,1.28571428571429,0,0,0.785714285714286,0.285714285714286,0.142857142857143,0,0,"Dúvida",-1.12,-0.5
"victor-ferraz",70046,"Victor Ferraz","277","lat",11.91,5.036,2.236,-0.133531418662594,25,4.57692307692308,5.53333333333333,0.44,0.76,1.6,2.44,0.08,0.08,0.64,0.2,0,0,0,"Provável",1.01,12.7
"fellipe-bastos",70116,"Fellipe Bastos","267","mei",4.51,2.72142857142857,2.72142857142857,0.815613483239113,14,3.51111111111111,1.3,1.5,1.28571428571429,1.35714285714286,1.07142857142857,0,0,0.714285714285714,1.14285714285714,0.0714285714285714,0,0,"Dúvida",-0.04,2.5
"alan-santos",70132,"Alan Santos","263","mei",2.8,0.475,0.475,-0.592575162120244,4,0.233333333333333,1.2,0.25,1.25,0.5,0.75,0,0,0.75,0.25,0,0,0,"Nulo",0.24,1.2
"jones-carioca",70161,"Jones Carioca","314","ata",2.41,0.566666666666667,0.566666666666667,-0.784600886487429,3,0.1,1.5,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0,0,0.333333333333333,0,0,0,"Nulo",-0.63,-0.6
"sidao",70222,"Sidão","267","gol",2.89,0.6,0.6,0.869774584983704,7,1.6,-0.733333333333333,0,0,0,0.857142857142857,0,0,0,0,0,1.14285714285714,0,"Nulo",-0.85,-2
"eduardo-sasha",70360,"Eduardo Sasha","277","ata",18.2,5.41621621621622,5.41621621621622,1.32159219690568,37,7.04736842105263,3.69444444444445,1.64864864864865,0.648648648648649,0.810810810810811,1.51351351351351,0.0810810810810811,0.324324324324324,0.810810810810811,0.594594594594595,0.378378378378378,0,0,"Provável",1.09,8.7
"marllon",70666,"Marllon","264","zag",4.19,2.525,1.275,-1.2942076165388,4,0,5.05,0.5,1.5,0.75,1.25,0,0,2.5,0.5,0,0,0,"Provável",-0.49,-0.5
"maidana",70820,"Maidana","341","mei",2.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contundido",-1.11,0
"diogo-barbosa",70916,"Diogo Barbosa","275","lat",13.62,4.52857142857143,2.74285714285714,-0.402367432776653,28,4.82666666666667,4.18461538461538,0.285714285714286,1.57142857142857,2.17857142857143,1.46428571428571,0.0357142857142857,0.0357142857142857,0.857142857142857,0.178571428571429,0,0,0,"Provável",1.02,5.4
"wescley",70925,"Wescley","354","mei",3.01,0.213333333333333,0.213333333333333,-0.689643110701458,15,-0.357142857142857,0.828571428571429,0.266666666666667,1.06666666666667,0.533333333333333,0.933333333333333,0,0.266666666666667,0.533333333333333,0.0666666666666667,0,0,0,"Nulo",-0.48,-0.5
"jackson",70934,"Jackson","356","zag",4.96,1.44166666666667,0.191666666666667,-1.2794364069721,12,1.43333333333333,1.45,0.333333333333333,1,0.5,1.75,0,0.0833333333333333,0.916666666666667,0.25,0,0,0,"Nulo",1.33,5.3
"bruno-henrique",70944,"Bruno Henrique","275","mei",11.58,3.92068965517241,3.92068965517241,2.10750252507086,29,6.21875,1.09230769230769,1.27586206896552,1.79310344827586,1.24137931034483,2.20689655172414,0.0689655172413793,0,0.862068965517241,0.724137931034483,0.241379310344828,0,0,"Provável",0.89,4.4
"leo-cittadini",70986,"Léo Cittadini","293","mei",7.46,5.08571428571429,5.08571428571429,-0.666968344847111,21,4.54545454545455,5.68,1.38095238095238,0.952380952380952,1.57142857142857,0.904761904761905,0.0476190476190476,0,1.23809523809524,0.476190476190476,0.19047619047619,0,0,"Nulo",0.12,0.8
"augusto",71042,"Augusto","315","mei",4.2,2.30769230769231,2.30769230769231,-0.610511630879816,13,1.84285714285714,2.85,1,2.07692307692308,1,1.53846153846154,0.153846153846154,0.230769230769231,1.15384615384615,0.307692307692308,0,0,0,"Nulo",-0.54,1.3
"leo",71043,"Leo","293","gol",3.87,3.05714285714286,1.62857142857143,-3.08890957889365,7,0.05,7.06666666666667,0,0.142857142857143,0,0.285714285714286,0,0,0.285714285714286,0,0,1.28571428571429,0,"Provável",0.24,8.5
"felipe-baxola",71113,"Felipe Baxola","354","mei",4.22,1.775,1.775,-0.0829684320688678,24,1.86666666666667,1.68333333333333,0.75,0.75,0.75,1.875,0.0833333333333333,0,0.375,0.375,0.0416666666666667,0,0,"Provável",-0.24,0.7
"roberto",71116,"Roberto","315","lat",4.12,3.80625,2.86875,0.229073370027808,16,3.9375,3.675,1.5625,1.5,1.0625,1.5625,0.0625,0.0625,2,1.1875,0,0,0,"Provável",-0.63,-0.6
"vinicius",71162,"Vinícius","282","mei",5.05,2.8047619047619,2.91904761904762,-0.630308888377012,21,2.4,3.25,1.61904761904762,0.666666666666667,0.761904761904762,3.14285714285714,0.0952380952380952,0.0476190476190476,1,0.761904761904762,0.0952380952380952,0,0,"Nulo",0.33,3.4
"guarin",71233,"Guarín","267","mei",7.56,3.02727272727273,3.02727272727273,1.61276642618904,11,4.85,0.84,1.45454545454545,1.27272727272727,0.727272727272727,2.63636363636364,0,0,1,0.818181818181818,0.272727272727273,0,0,"Provável",-1.09,-0.7
"lucho-gonzalez",71479,"Lucho González","293","mei",4.16,0.6,0.6,0.14967811860676,17,0.975,0.266666666666667,0.647058823529412,1.17647058823529,0.352941176470588,1.47058823529412,0,0,0.352941176470588,0.411764705882353,0.0588235294117647,0,0,"Nulo",-0.31,0.6
"kelvin",71549,"Kelvin","266","ata",3.72,0.2,0.2,0,1,0.2,0,0,0,0,1,0,0,1,0,0,0,0,"Nulo",-1.28,0.2
"fernando-miguel",71571,"Fernando Miguel","267","gol",7.85,4.11785714285714,2.33214285714286,-1.56293000596389,28,2.53333333333333,5.94615384615385,0,0.0714285714285714,0,0.321428571428571,0,0,0.142857142857143,0,0,1.42857142857143,0,"Provável",0.29,0
"fabio-sanches",71604,"Fábio Sanches","290","zag",4.24,2.93333333333333,1.68333333333333,-0.557144918194507,24,2.81538461538462,3.07272727272727,0.416666666666667,0.833333333333333,0.958333333333333,0.833333333333333,0,0,0.833333333333333,0.25,0.0416666666666667,0,0,"Provável",-0.3,1.5
"weverton",71631,"Weverton","275","gol",13.02,3.39259259259259,1.72592592592593,0.655105083313711,27,4.99230769230769,1.90714285714286,0,0.185185185185185,0,0.296296296296296,0,0,0.185185185185185,0,0,1.18518518518519,0.037037037037037,"Provável",0.98,5.5
"geovane",71667,"Geovane","290","mei",2.2,0.225,0.225,-0.0423476057604248,16,0.3625,0.0875,0.5625,2.75,1.3125,2.1875,0,0,0.5625,0.5,0,0,0,"Nulo",-0.6,-3.3
"raul-caceres",71680,"Raúl Cáceres","267","lat",1.8,-0.142857142857143,-0.857142857142857,-0.740287257787309,7,-1.6,0.95,0.142857142857143,2,0.428571428571429,1.28571428571429,0,0.285714285714286,0.142857142857143,0,0,0,0,"Nulo",0.29,0.7
"gustavo-gomez",71684,"Gustavo Gómez","275","zag",12.16,3.80555555555556,2.13888888888889,-0.055641694370461,18,4.775,3.03,0.555555555555556,1.44444444444444,1.38888888888889,1.05555555555556,0,0.111111111111111,0.888888888888889,0.166666666666667,0.111111111111111,0,0,"Contundido",0.01,2.7
"cuellar",71709,"Cuéllar","262","mei",12.08,4.37777777777778,4.37777777777778,0.29665165379549,9,4.84,3.8,0.333333333333333,1.44444444444444,3.55555555555556,1.44444444444444,0,0,0.444444444444444,0.222222222222222,0,0,0,"Provável",-0.14,1.6
"elton",71719,"Elton","265","mei",5.22,1.71111111111111,1.71111111111111,-0.853287010972614,9,1.02,2.575,0.555555555555556,2.22222222222222,2,1.66666666666667,0,0,0,0.444444444444444,0,0,0,"Provável",0.11,3.1
"agenor",71724,"Agenor","266","gol",3.05,2.36666666666667,1.53333333333333,2.08101376945364,6,5.73333333333333,-1,0,0.166666666666667,0,0.166666666666667,0,0,0.5,0,0,1.5,0,"Dúvida",-0.67,2
"juninho-quixada",71787,"Juninho Quixadá","354","mei",3.59,1.4,1.4,0.397095878849095,6,2.03333333333333,0.766666666666667,1,0.5,0.166666666666667,0.833333333333333,0,0,0.833333333333333,0.666666666666667,0,0,0,"Nulo",-0.4,0.9
"junior-urso",71829,"Júnior Urso","264","mei",6.69,2.5875,2.64583333333333,1.18967973203329,24,3.93846153846154,0.990909090909091,1.08333333333333,1.54166666666667,1.33333333333333,1.66666666666667,0,0.0416666666666667,1.04166666666667,0.5,0.0833333333333333,0,0,"Provável",-0.05,1.2
"thiago-galhardo",71844,"Thiago Galhardo","354","mei",12.8,4.91176470588235,4.91176470588235,-0.0136740813074067,34,5.16470588235294,4.825,2.05882352941176,1.14705882352941,0.794117647058823,2.52941176470588,0.0294117647058824,0.323529411764706,1.5,0.911764705882353,0.352941176470588,0,0,"Provável",1.59,9.4
"diogo-silva",71882,"Diogo Silva","354","gol",9.48,3.09189189189189,2.01081081081081,-0.499923550410809,37,3.79473684210526,2.44705882352941,0,0.0540540540540541,0.027027027027027,0.459459459459459,0,0,0.378378378378378,0,0,1.37837837837838,0,"Provável",-0.49,-1.8
"michel",71920,"Michel","284","mei",4.46,2.03181818181818,2.03181818181818,0.186890204245963,22,2.5,1.70769230769231,0.727272727272727,1.86363636363636,2.18181818181818,1.59090909090909,0.0454545454545455,0.0454545454545455,0.136363636363636,0.454545454545455,0,0,0,"Nulo",-1.07,0.1
"juninho",71937,"Juninho","356","mei",7.58,3.20967741935484,3.23548387096774,-0.641135513570791,31,2.68,3.70625,1.25806451612903,2,1.38709677419355,2.45161290322581,0.193548387096774,0,0.935483870967742,0.774193548387097,0.0967741935483871,0,0,"Nulo",-0.15,4.5
"tiago-volpi",72018,"Tiago Volpi","276","gol",11.2,4.58333333333333,2.63888888888889,-1.28189827523322,36,3.6,5.56666666666667,0,0.0277777777777778,0,0.833333333333333,0,0,0.277777777777778,0,0,1.47222222222222,0,"Nulo",0.46,1.5
"cassiano",72033,"Cassiano","341","ata",3.59,0.82,0.82,0.441409507549214,10,1.36666666666667,0,1,1.4,0.3,1,0,0.3,1.5,0.7,0,0,0,"Provável",0.77,2.8
"bruno-cortez",72079,"Bruno Cortez","284","lat",6.69,3.78571428571429,2.11904761904762,0.6334352319164,21,4.63333333333333,1.66666666666667,0.142857142857143,1.28571428571429,1.52380952380952,2.14285714285714,0.0952380952380952,0.19047619047619,1.0952380952381,0.0476190476190476,0.0476190476190476,0,0,"Nulo",-0.17,6.1
"giovanni",72097,"Giovanni","265","lat",6.01,3.59,1.09,-0.134667665552341,10,3.61666666666667,3.55,0.1,0.8,1.3,1.8,0,0,0.3,0.1,0,0,0,"Provável",0.15,3.2
"danilo-avelar",72142,"Danilo Avelar","264","lat",8.96,4.39166666666667,1.89166666666667,-0.109767626568464,24,4.8,3.82,0.583333333333333,1.625,1.41666666666667,1.625,0,0.0416666666666667,1.125,0.208333333333333,0.0416666666666667,0,0,"Dúvida",0.6,5
"joao-paulo",72168,"João Paulo","263","mei",8.38,2.94166666666667,2.94166666666667,0.330099525860782,36,3.46842105263158,2.35294117647059,0.805555555555556,1.22222222222222,1.5,3.16666666666667,0.0555555555555556,0,1.61111111111111,0.388888888888889,0.0833333333333333,0,0,"Provável",-0.73,0.7
"jailson",72290,"Jailson","275","gol",6.89,4,4,-0.828914515187548,3,3.5,5,0,0,0,0,0,0,0,0,0,2.66666666666667,0,"Nulo",0.11,6
"everson",72294,"Éverson","277","gol",9.13,3.715625,1.528125,-1.46869252954553,32,1.93125,5.5,0,0.0625,0,1.46875,0,0,0.28125,0,0,1.125,0.03125,"Provável",0.64,4.4
"luiz-otavio",72359,"Luiz Otávio","354","zag",9.78,3.45,2.29615384615385,-0.475882606543262,26,4.10666666666667,2.81,0.346153846153846,1.5,1.57692307692308,1.03846153846154,0.0384615384615385,0,0.653846153846154,0.153846153846154,0.0769230769230769,0,0,"Provável",0.33,4.5
