"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name"
"118","Braian Ezequiel Romero","braian-romero","Braian Romero","https://s.glbimg.com/es/sde/f/2019/03/30/4eab9bac11e6c0d60d5e717b2474963f_FORMATO.png",101997,1,293,"ata","Nulo",0,4,0,0,"Athlético-PR"
"119","Julian Yoiti Suzuki Bicudo","julian","Julian","https://s.glbimg.com/es/sde/f/2019/02/08/db8844a962ff549d6afcfd7bdbaa321c_FORMATO.png",104333,1,314,"mei","Nulo",0,2,0,0,"Avaí"
"120","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/03/08/91110929301e4f2e073c9610b9d9b036_FORMATO.jpeg",105175,1,293,"lat","Nulo",0,1,0,0,"Athlético-PR"
"121","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,1,293,"mei","Nulo",0,2,0,0,"Athlético-PR"
"122","Christian Roberto Alves Cardoso","christian","Christian","https://s.glbimg.com/es/sde/f/2019/03/15/cfacc17aecf7c6c1e82d9215d591a2d2_FORMATO.jpeg",104502,1,293,"mei","Nulo",0,1,0,0,"Athlético-PR"
"123","Renzo Ribeiro dos Santos","renzo","Renzo","https://s.glbimg.com/es/sde/f/2019/01/18/c6f7f05b7b612c3030762fe1798a3dd0_FORMATO.jpeg",104332,1,293,"mei","Nulo",0,1,0,0,"Athlético-PR"
"124","José Renato da Silva Júnior","renato","Renato","https://s.glbimg.com/es/sde/f/2019/03/28/74aa8332c0e0807706717ee6b2595fa9_FORMATO.png",39572,1,315,"ata","Contundido",0,6,0,0,"Chapecoense"
"125","Gabriel Buscariol Poveda","gabriel-poveda","Gabriel Poveda","https://s.glbimg.com/es/sde/f/2019/02/08/b1a52a41133226ae979f433bfd943849_FORMATO.png",102877,1,293,"ata","Nulo",0,2,0,0,"Athlético-PR"
"126","William José de Souza","amaral","Amaral","https://s.glbimg.com/es/sde/f/2018/05/24/1c24cfcea8b33cf62a5b111551e4c34f_FORMATO.png",42232,1,315,"mei","Provável",0,5,0,0,"Chapecoense"
"127","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,1,315,"lat","Nulo",0,5,0,0,"Chapecoense"
"128","Igor Henrique Pereira de Campos","igor-campos","Igor Campos","https://s.glbimg.com/es/sde/f/2018/05/24/97ef928b4d8da38916e72a5166792dc8_FORMATO.png",101421,1,315,"gol","Nulo",0,1,0,0,"Chapecoense"
"129","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,1,315,"zag","Nulo",0,5,0,0,"Chapecoense"
"130","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,1,315,"mei","Provável",0,6,0,0,"Chapecoense"
"131","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,1,315,"mei","Nulo",0,4,0,0,"Chapecoense"
"132","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2019/03/26/488951a254180fbde4b0bad80672f6f8_FORMATO.png",68887,1,315,"zag","Provável",0,6,0,0,"Chapecoense"
"133","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2019/03/28/d22ece348b83caa8bf2cd42abd7538e5_FORMATO.png",51194,1,315,"zag","Nulo",0,5,0,0,"Chapecoense"
"134","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,1,315,"lat","Nulo",0,6,0,0,"Chapecoense"
"135","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,1,315,"zag","Nulo",0,2,0,0,"Chapecoense"
"136","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2019/03/26/a767420a07d616038c0c02ad7324e41d_FORMATO.png",73635,1,315,"ata","Provável",0,6,0,0,"Chapecoense"
"137","Gustavo Campanharo","gustavo-campanharo","Gustavo Campanharo","https://s.glbimg.com/es/sde/f/2019/03/26/9799555064b37105b45b0acc0e54c2b7_FORMATO.png",72497,1,315,"mei","Nulo",0,3,0,0,"Chapecoense"
"138","Everaldo Stum","everaldo","Everaldo","https://s.glbimg.com/es/sde/f/2019/03/28/06c711b652c1c301dcb21fa9dc4a4b81_FORMATO.png",78117,1,315,"ata","Provável",0,5,0,0,"Chapecoense"
"139","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,1,315,"ata","Nulo",0,3,0,0,"Chapecoense"
"140","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2019/03/26/c2b0e34304588c240e10978e0c94c9b4_FORMATO.png",73721,1,315,"mei","Nulo",0,5,0,0,"Chapecoense"
"141","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,1,315,"lat","Provável",0,3,0,0,"Chapecoense"
"142","Joílson de Jesus Cardoso","joilson","Joílson","https://s.glbimg.com/es/sde/f/2019/03/28/c399a208d27940ebedbddfb51a1ec884_FORMATO.png",80779,1,315,"zag","Contundido",0,2,0,0,"Chapecoense"
"143","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,1,315,"mei","Suspenso",0,3,0,0,"Chapecoense"
"144","Augusto César dos Santos Moreira","augusto","Augusto","https://s.glbimg.com/es/sde/f/2019/03/28/a943ff6068ab0a2af942a381c74055b4_FORMATO.png",71042,1,315,"mei","Provável",0,4,0,0,"Chapecoense"
"145","Luiz Otávio da Silva Santos","luiz-otavio","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2018/05/24/e8b83c81c541dabe3a815f0473d550fa_FORMATO.png",86863,1,315,"zag","Provável",0,4,0,0,"Chapecoense"
"146","Pedro Henrique Perotti","perotti","Perotti","https://s.glbimg.com/es/sde/f/2018/05/24/7a6258cfd7a8c2d933e2e742f3c6f783_FORMATO.png",94286,1,315,"ata","Nulo",0,2,0,0,"Chapecoense"
"147","Lourency do Nascimento Rodrigues","lourency","Lourency","https://s.glbimg.com/es/sde/f/2017/04/24/31a53361a6013019b911ee81b38648a9_FORMATO.png",94249,1,315,"ata","Nulo",0,3,0,0,"Chapecoense"
"148","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,1,315,"lat","Nulo",0,6,0,0,"Chapecoense"
"149","Thiago Nascimento dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/03/26/70593eaab03c89102d9fea7530be2461_FORMATO.png",93151,1,315,"ata","Contundido",0,3,0,0,"Chapecoense"
"150","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,1,315,"gol","Nulo",0,2,0,0,"Chapecoense"
"151","Bryan Borges Mascarenhas","bryan","Bryan","https://s.glbimg.com/es/sde/f/2017/06/07/423798cbfcbd349a861fc146b3a5c1e9_FORMATO.png",97536,1,315,"lat","Provável",0,2,0,0,"Chapecoense"
"152","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2019/03/28/1f6770e6c240b90a3423b20187192bc6_FORMATO.png",85930,1,315,"ata","Nulo",0,5,0,0,"Chapecoense"
"153","Hiago Corrêa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,1,315,"zag","Nulo",0,2,0,0,"Chapecoense"
"154","Bruno da Silva Costa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/24/c08c1ffb51c09b59126c4f9ae3771ec7_FORMATO.png",101422,1,315,"ata","Nulo",0,4,0,0,"Chapecoense"
"155","Diego Fabián Torres","diego-torres","Diego Torres","https://s.glbimg.com/es/sde/f/2019/03/28/a16774fba850b0c0dafc5cb1c27fbb4f_FORMATO.png",98794,1,315,"mei","Provável",0,5,0,0,"Chapecoense"
"156","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,1,315,"mei","Nulo",0,2,0,0,"Chapecoense"
"157","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/02/06/06365d7f224d6960706a6f69aef8fba0_FORMATO.png",38315,1,264,"mei","Nulo",0,10,0,0,"Corinthians"
"158","Régis Tosatti Giacomin","regis","Régis","https://s.glbimg.com/es/sde/f/2018/07/31/b335c4c6d008dd23461784cac66fe656_FORMATO.png",102999,1,315,"mei","Nulo",0,2,0,0,"Chapecoense"
"159","Vinicius Farias Locatelli","vini","Vini","https://s.glbimg.com/es/sde/f/2018/07/31/b4f26f45a0b8c50c33e846329af33b80_FORMATO.png",102998,1,315,"mei","Nulo",0,1,0,0,"Chapecoense"
"160","Edgardo Daniel Orzusa Cáceres","orzusa","Orzusa","https://s.glbimg.com/es/sde/f/2019/03/28/f097d7229e237a4c8f098bd3ee11656a_FORMATO.png",99160,1,315,"mei","Nulo",0,2,0,0,"Chapecoense"
"161","Yann Del Pino Rolim","yann-rolim","Yann Rolim","https://s.glbimg.com/es/sde/f/2018/08/01/42e8f3434bff7d6238a0dca11f2239f8_FORMATO.png",102892,1,315,"mei","Nulo",0,4,0,0,"Chapecoense"
"162","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2019/02/06/0ef34549e3f26ba2061fcdd3996db419_FORMATO.png",51413,1,264,"gol","Nulo",0,7,0,0,"Corinthians"
"163","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2019/02/06/5cf4145bc72e5abb6bd4f33581c5dcf7_FORMATO.png",80664,1,264,"lat","Nulo",0,3,0,0,"Corinthians"
"164","Vagner Silva de Souza","vagner-love","Vagner Love","https://s.glbimg.com/es/sde/f/2019/02/06/68c6e37ae1fb16494de79cafff02b90e_FORMATO.png",38959,1,264,"ata","Provável",0,11,0,0,"Corinthians"
"165","Tharlis Sartori","tharlis","Tharlis","https://s.glbimg.com/es/sde/f/2018/07/31/4c4120d63c9c10e03d6c8e98fa1aac52_FORMATO.png",102997,1,315,"mei","Nulo",0,3,0,0,"Chapecoense"
"166","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2019/02/06/c1dcf8b178ef0c12c35bf8d549977f9c_FORMATO.png",50856,1,264,"zag","Provável",0,8,0,0,"Corinthians"
"167","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2019/02/06/4e5beab65201f8f8c1735830d6a02dcc_FORMATO.png",52190,1,264,"mei","Provável",0,8,0,0,"Corinthians"
"168","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,1,283,"ata","Nulo",0,8,0,0,"Cruzeiro"
"169","Fábio Luiz Carille de Araújo","fabio-carille","Fábio Carille","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png",70696,1,264,"tec","Provável",0,10,0,0,"Corinthians"
"170","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2019/02/06/6b93d99737afb37518db7860237c6493_FORMATO.png",69161,1,264,"ata","Nulo",0,9,0,0,"Corinthians"
"171","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/02/06/7a29ceb9ee49fa81fe21cb9050fbb645_FORMATO.png",69014,1,264,"zag","Provável",0,7,0,0,"Corinthians"
"172","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/02/06/e29c0106aa1974e4cd90a90ef59b4195_FORMATO.png",70666,1,264,"zag","Nulo",0,5,0,0,"Corinthians"
"173","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/02/06/baef4698c6d846c8be6992cf2f289979_FORMATO.png",78605,1,264,"mei","Contundido",0,7,0,0,"Corinthians"
"174","Gustavo Henrique da Silva Sousa","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/02/06/6d494d9e7c83261edbd17de7facd16d6_FORMATO.png",86932,1,264,"ata","Provável",0,5,0,0,"Corinthians"
"175","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2019/02/06/077539db6d686eb07bf2ca8639d9dc01_FORMATO.png",83817,1,264,"ata","Provável",0,7,0,0,"Corinthians"
"176","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/ac8a13be4c13b203361f517988495e10_FORMATO.png",73281,1,264,"mei","Contundido",0,7,0,0,"Corinthians"
"177","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2019/03/25/ddaf043a6b531a4c6a2bcd253dcb7f46_FORMATO.png",82647,1,264,"mei","Nulo",0,5,0,0,"Corinthians"
"178","Ocimar de Almeida Júnior","junior-urso","Júnior Urso","https://s.glbimg.com/es/sde/f/2019/02/06/924a08f9c06e25b8362d702640759f02_FORMATO.png",71829,1,264,"mei","Provável",0,9,0,0,"Corinthians"
"179","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2019/02/06/b4161a8d9e42934abe47084d766a4281_FORMATO.png",72142,1,264,"lat","Provável",0,6,0,0,"Corinthians"
"180","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2019/02/06/04b6a8b3d67031f34903841aeb161e48_FORMATO.png",78715,1,264,"mei","Nulo",0,8,0,0,"Corinthians"
"181","Gustavo Henric da Silva","gustavo-silva","Gustavo Silva","https://s.glbimg.com/es/sde/f/2019/02/06/836d4a21fcbbbce32d051ef0a3693837_FORMATO.png",97450,1,264,"ata","Nulo",0,2,0,0,"Corinthians"
"182","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2019/02/06/f661f3843c77bc3c77b79d938ce3a097_FORMATO.png",86711,1,264,"mei","Nulo",0,5,0,0,"Corinthians"
"183","Sergio Ismael Díaz Velázquez","sergio-diaz","Sergio Díaz","https://s.glbimg.com/es/sde/f/2019/02/06/d12754823e31f219f7d80d0447c43045_FORMATO.png",94010,1,264,"ata","Nulo",0,2,0,0,"Corinthians"
"184","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2019/02/06/6cc2d2192a7fdcee632bd0ffc2bb0b3f_FORMATO.png",87225,1,264,"zag","Nulo",0,6,0,0,"Corinthians"
"185","Andre Luis da Costa Alfredo","andre-luis","André Luís","https://s.glbimg.com/es/sde/f/2019/02/06/59457a2ad367fb284b8018fce67b404f_FORMATO.png",92146,1,264,"ata","Nulo",0,4,0,0,"Corinthians"
"186","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2019/02/06/8d39cda902d86d1559ae8045f74eb43f_FORMATO.png",88323,1,264,"ata","Nulo",0,6,0,0,"Corinthians"
"187","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2019/02/06/d982583e35582285e375b0a64a8c7c65_FORMATO.png",93108,1,264,"mei","Nulo",0,6,0,0,"Corinthians"
"188","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2019/02/06/5727bf3b322002fefed32bc455906a37_FORMATO.png",91808,1,264,"gol","Nulo",0,3,0,0,"Corinthians"
"189","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2019/02/06/ba13d5761ed98365ec79a8919eaed8e4_FORMATO.png",100712,1,264,"gol","Nulo",0,2,0,0,"Corinthians"
"190","Luiz Fernando Ferreira de Souza","luiz-fernando","Luiz Fernando","https://s.glbimg.com/es/sde/f/2019/03/29/e24fbad9c5a59102582fe73677a63e71_FORMATO.png",105176,1,293,"ata","Nulo",0,2,0,0,"Athlético-PR"
"191","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2019/03/26/d280c476822d11a21bba9408da199dba_FORMATO.png",97994,1,264,"mei","Nulo",0,2,0,0,"Corinthians"
"192","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/02/06/369fae65d5f486ba841885487ea7101e_FORMATO.png",98706,1,264,"mei","Nulo",0,8,0,0,"Corinthians"
"193","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2019/02/06/5cc6bf26cf02ba42799cdc0774e56005_FORMATO.png",102292,1,264,"mei","Nulo",0,1,0,0,"Corinthians"
"194","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2019/02/06/439ee9c0f2c51b2befd0bf35184abd44_FORMATO.png",101803,1,264,"lat","Nulo",0,4,0,0,"Corinthians"
"195","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2019/02/06/66fc3c9278c317626d1573f8dc6a5f36_FORMATO.png",102352,1,264,"mei","Nulo",0,4,0,0,"Corinthians"
"196","João Paulo Ferreira Lourenço","lourenco","Lourenço","https://s.glbimg.com/es/sde/f/2019/03/26/a10ea3714ffa4fb0caf1a1a80ffd5255_FORMATO.png",99032,1,314,"ata","Provável",0,2,0,0,"Avaí"
"197","João Victor Andrade Caetano","caetano","Caetano","https://s.glbimg.com/es/sde/f/2018/10/13/ce82b8abc2ec1b2cbb8702003dddc2cd_FORMATO.png",103575,1,264,"lat","Nulo",0,1,0,0,"Corinthians"
"198","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/02/06/d56eca3cffea14801ef2035fdc653d18_FORMATO.png",102599,1,264,"mei","Nulo",0,3,0,0,"Corinthians"
"199","Wesley Soares Xavier","wesley","Wesley","https://s.glbimg.com/es/sde/f/2019/03/26/c2306740c31403d20520165b9297b553_FORMATO.png",99462,1,314,"mei","Nulo",0,2,0,0,"Avaí"
"200","Luan Martins Pereira","luan-pereira","Luan Pereira","https://s.glbimg.com/es/sde/f/2019/03/26/4ea943857c8fd654cdc1fe1f3e802748_FORMATO.png",99900,1,314,"mei","Nulo",0,3,0,0,"Avaí"
"201","João Victor da Silva Marcelino","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2019/03/26/c13e38517c9406ec1c47b1cdd41eb68e_FORMATO.png",104250,1,264,"zag","Nulo",0,2,0,0,"Corinthians"
"202","Fabricio Keiske Rodrigues Oya","fabricio-oya","Fabrício Oya","https://s.glbimg.com/es/sde/f/2019/02/23/c035b4c91720ea4e0f7c275453952768_FORMATO.png",105046,1,264,"mei","Nulo",0,2,0,0,"Corinthians"
"203","Márcio Rodrigues Velasco","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/f668b0e7484644c6732bfc57f72a5fdb_FORMATO.png",102380,1,314,"mei","Nulo",0,1,0,0,"Avaí"
"204","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2018/05/18/b67ea93f254fb3c5b6517b9f84238c19_FORMATO.png",37281,1,283,"tec","Provável",0,12,0,0,"Cruzeiro"
"205","Gustavo Alcindo (Alcino)","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/02/18/2d52dcaf120ebbe0826308ada2b51f8d_FORMATO.png",101316,1,314,"zag","Nulo",0,3,0,0,"Avaí"
"206","Ricardo Thalheimer","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/03/26/d6db02ce94eb23f6a9e0090158f1d7e8_FORMATO.png",101491,1,314,"zag","Nulo",0,4,0,0,"Avaí"
"207","Iury de Oliveira Nascimento ","iury","Iury","https://s.glbimg.com/es/sde/f/2019/02/18/0758f27a5553304e808e5732adb6eadd_FORMATO.png",101846,1,314,"lat","Provável",0,3,0,0,"Avaí"
"208","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png",102318,1,314,"ata","Nulo",0,2,0,0,"Avaí"
"209","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,1,283,"ata","Provável",0,10,0,0,"Cruzeiro"
"210","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,1,283,"lat","Provável",0,8,0,0,"Cruzeiro"
"211","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2018/05/18/4e9c58c4c55851aececb2f797dca0723_FORMATO.png",42145,1,283,"lat","Provável",0,9,0,0,"Cruzeiro"
"212","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/05/07/0503b8716705d21bf6b86bfe04b6e00e_FORMATO.png",38421,1,283,"mei","Nulo",0,7,0,0,"Cruzeiro"
"213","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,1,283,"zag","Provável",0,8,0,0,"Cruzeiro"
"214","Henrique Pacheco de Lima","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/05/18/f4c3f244aefa8557f0db6db3c2b7328a_FORMATO.png",37694,1,283,"mei","Provável",0,10,0,0,"Cruzeiro"
"215","Rodrigo Jardim dos Santos Almeida","rodrigo","Rodrigo","https://s.glbimg.com/es/sde/f/2019/03/26/ba2af494a1681ac20387f7fc39e21721_FORMATO.png",104328,1,314,"gol","Nulo",0,1,0,0,"Avaí"
"216","Acácio Nuno Boing","nuno","Nuno","https://s.glbimg.com/es/sde/f/2019/03/26/c1b1a18f433b957ac0690204c16bedca_FORMATO.png",104326,1,314,"zag","Nulo",0,2,0,0,"Avaí"
"217","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/02/04/ee21ad2d06f9472ebeac2c604d782d83_FORMATO.png",68727,1,283,"lat","Nulo",0,11,0,0,"Cruzeiro"
"218","Lucas de Oliveira Teodoro Falcão","falcao","Falcão","https://s.glbimg.com/es/sde/f/2019/02/18/6a3faee3e0ccb1919d96bae0cb823728_FORMATO.png",104104,1,314,"mei","Nulo",0,2,0,0,"Avaí"
"219","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,1,283,"gol","Nulo",0,6,0,0,"Cruzeiro"
"220","Eduardo Luis Tapparo","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/18/802f542c5adf740551a1a6aec66a72ba_FORMATO.png",104327,1,314,"mei","Nulo",0,1,0,0,"Avaí"
"221","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,1,283,"mei","Provável",0,9,0,0,"Cruzeiro"
"222","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,1,283,"ata","Nulo",0,8,0,0,"Cruzeiro"
"223","Feliciano Brizuela","brizuela","Brizuela","https://s.glbimg.com/es/sde/f/2019/03/26/5b47fe819c97b3c422671ac692dc59d7_FORMATO.png",104819,1,314,"ata","Provável",0,3,0,0,"Avaí"
"224","Murilo Cerqueira Paim","murilo","Murilo","https://s.glbimg.com/es/sde/f/2018/05/07/e153f69f7bac5d6410218a2a59787c11_FORMATO.png",97653,1,283,"zag","Nulo",0,5,0,0,"Cruzeiro"
"225","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,1,283,"mei","Nulo",0,5,0,0,"Cruzeiro"
"226","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,1,283,"mei","Provável",0,5,0,0,"Cruzeiro"
"227","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,1,283,"mei","Nulo",0,8,0,0,"Cruzeiro"
"228","Paulo André Cren Benini","paulo-andre","Paulo André","https://s.glbimg.com/es/sde/f/2019/03/30/d13b3f750784e34198600803f659c068_FORMATO.png",37604,1,293,"zag","Nulo",0,6,0,0,"Athlético-PR"
"229","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/02/04/fafc80986c9ff78c6b10c98b72c33190_FORMATO.png",80129,1,283,"mei","Nulo",0,6,0,0,"Cruzeiro"
"230","João Vitor de Oliveira","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/03/26/bbbed8c4d42ead7dff816c8262ba62cf_FORMATO.png",104329,1,314,"gol","Nulo",0,1,0,0,"Avaí"
"231","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2019/02/04/f910b4ed58ff035220b338cff4ea9f5b_FORMATO.png",68954,1,283,"mei","Nulo",0,7,0,0,"Cruzeiro"
"232","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,1,283,"ata","Nulo",0,6,0,0,"Cruzeiro"
"233","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2018/09/03/be8fa5d6b57d480b7900b9986c586f3c_FORMATO.png",50407,1,293,"mei","Nulo",0,6,0,0,"Athlético-PR"
"234","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,1,293,"lat","Nulo",0,5,0,0,"Athlético-PR"
"235","Jonathan Cícero Moreira","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/03/30/8b5651c87880d8422c6440c0edfc069a_FORMATO.png",37662,1,293,"lat","Provável",0,7,0,0,"Athlético-PR"
