"ID","Apelido","ClubeID","PosicaoID"
92438,"Matheus Phillipe",NA,1
82341,"Luiz Gustavo",NA,3
83817,"Clayson",NA,4
41159,"João Carlos",NA,3
51869,"Edson Ratinho",NA,2
73540,"Rogério",NA,5
71116,"Roberto",NA,2
92497,"Douglas",NA,4
78855,"Thiago Santos",NA,4
87552,"Vitor Bueno",NA,4
92504,"Batista",NA,5
92501,"Lucas Lovat",NA,2
83438,"Guilherme Parede",NA,5
92500,"Rafael Dumas",NA,3
92522,"Deivid",NA,6
72007,"Uillian Correia",NA,4
89641,"Bruno Ferreira",NA,2
37281,"Mano Menezes",NA,6
70515,"Ledesma",NA,4
38425,"Fábio Ferreira",NA,3
40758,"Leandrão",NA,5
62131,"Yuri",NA,4
87158,"Clebinho",NA,4
92190,"Gustavo Viera",NA,4
92574,"Kaio",NA,4
92584,"Milla",NA,4
54797,"Túlio De Melo",NA,5
42225,"Eusébio",NA,2
92623,"Kauê",NA,5
92604,"Jeferson",NA,4
92617,"Léo Tilica",NA,5
92618,"Wesley",NA,2
53189,"Alexandro",NA,5
72133,"Ednei",NA,3
92630,"Claudinho",NA,5
92631,"Trindade",NA,4
88165,"Wilker",NA,5
72724,"Juba",NA,5
92663,"Murilo",NA,5
92662,"Denilson",NA,3
92661,"Oliveira",NA,2
50281,"Wanderley Filho",NA,6
92702,"Daniel Paulista",NA,6
37086,"Artur Neto",NA,6
73580,"Falcão",NA,6
37662,"Jonathan",NA,2
37837,"Cristian",NA,4
68787,"Lincom",NA,5
61149,"Lucca",NA,5
42236,"Bruno Teles",NA,2
69070,"Wagner",NA,3
54422,"Jéferson",NA,4
80288,"Marcelinho",NA,4
89226,"Iago Maidana",NA,3
80338,"Tony ",NA,2
74081,"Guilherme Costa",NA,4
92696,"Renato Kayzer",NA,5
92764,"Bruno Baio",NA,5
92837,"Sergio Vieira",NA,6
92811,"Bruno Rodrigues",NA,5
85465,"Alex Santana",NA,4
92841,"Fernando Medeiros",NA,4
92901,"Felipe Moreira",NA,6
87225,"Pedro Henrique",NA,3
92848,"Breno Santos",NA,2
92189,"Samuel ",NA,2
92981,"Ronaldo",NA,4
89285,"Matheus Sales",NA,4
88393,"Ayrton ",NA,2
89975,"Rodolfo",NA,1
93028,"Danny Sergio",NA,6
93108,"Mateus Vital",NA,4
93153,"Pachequinho",NA,6
93152,"Tontini",NA,4
93151,"Thiago Santos",NA,5
87613,"Raul Cabral",NA,6
90259,"Luiz Fernando",NA,4
93317,"Diogo Giacomini",NA,6
79019,"Jayme De Almeida",NA,6
93282,"Fabio",NA,4
86763,"Jonathan ",NA,4
93281,"Adriano",NA,5
93283,"Rafinha",NA,4
93368,"Lucas Veríssimo",NA,3
89444,"Hugo Ragelli",NA,5
93377,"Jobson",NA,4
93378,"Augusto",NA,3
93376,"Wesley Souza",NA,4
