"","game","round","date","home_team","score","away_team","arena","X"
"219","219","22","28/08/2016 - 18:30","Sport - PE","1 x 1","Internacional - RS","Arena Pernambuco - São Lourenço da Mata - PE",""
"220","220","22","29/08/2016 - 20:00","Atlético - PR","1 x 0","Botafogo - RJ","Arena da Baixada - Curitiba - PR",""
"221","221","23","07/09/2016 - 16:00","Botafogo - RJ","1 x 0","Fluminense - RJ","Luso Brasileiro - Rio de Janeiro - RJ",""
"222","222","23","07/09/2016 - 16:00","Figueirense - SC","1 x 0","Atlético - PR","Orlando Scarpelli - Florianopolis - SC",""
"223","223","23","07/09/2016 - 16:00","Santa Cruz - PE","2 x 2","Chapecoense - SC","Arena Pernambuco - São Lourenço da Mata - PE",""
"224","224","23","07/09/2016 - 19:30","Atlético - MG","2 x 1","Vitória - BA","Independência - Belo Horizonte - MG",""
"225","225","23","07/09/2016 - 21:45","Flamengo - RJ","2 x 1","Ponte Preta - SP","Kleber Andrade - Cariacica - ES",""
"226","226","23","07/09/2016 - 21:45","Palmeiras - SP","2 x 1","São Paulo - SP","Allianz Parque - Sao Paulo - SP",""
"227","227","23","07/09/2016 - 21:45","Coritiba - PR","4 x 0","Grêmio - RS","Couto Pereira - Curitiba - PR",""
"228","228","23","08/09/2016 - 19:30","Corinthians - SP","3 x 0","Sport - PE","Arena Corinthians - Sao Paulo - SP",""
"229","229","23","08/09/2016 - 21:00","Internacional - RS","2 x 1","Santos - SP","Beira Rio - Porto Alegre - RS",""
"230","230","23","08/09/2016 - 21:00","América - MG","0 x 2","Cruzeiro - MG","Independência - Belo Horizonte - MG",""
"231","231","24","10/09/2016 - 18:30","Vitória - BA","1 x 2","Flamengo - RJ","Manoel Barradas - Salvador - BA",""
"232","232","24","11/09/2016 - 11:00","São Paulo - SP","3 x 1","Figueirense - SC","Morumbi - Sao Paulo - SP",""
"233","233","24","11/09/2016 - 11:00","Chapecoense - SC","1 x 0","Coritiba - PR","Arena Condá - Chapeco - SC",""
"234","234","24","11/09/2016 - 16:00","Santos - SP","2 x 1","Corinthians - SP","Vila Belmiro - Santos - SP",""
"235","235","24","11/09/2016 - 16:00","Cruzeiro - MG","0 x 2","Botafogo - RJ","Mineirão - Belo Horizonte - MG",""
"236","236","24","11/09/2016 - 16:00","Atlético - PR","2 x 1","Internacional - RS","Arena da Baixada - Curitiba - PR",""
"237","237","24","11/09/2016 - 16:00","Sport - PE","5 x 3","Santa Cruz - PE","Ilha do Retiro - Recife - PE",""
"238","238","24","11/09/2016 - 18:30","Grêmio - RS","0 x 0","Palmeiras - SP","Arena do Grêmio - Porto Alegre - RS",""
"239","239","24","11/09/2016 - 18:30","Ponte Preta - SP","1 x 1","América - MG","Moisés Lucarelli - Campinas - SP",""
"240","240","24","12/09/2016 - 20:00","Fluminense - RJ","4 x 2","Atlético - MG","Giulite Coutinho - Mesquita - RJ",""
"241","241","25","14/09/2016 - 19:30","Botafogo - RJ","0 x 1","Santos - SP","Luso Brasileiro - Rio de Janeiro - RJ",""
"242","242","25","14/09/2016 - 19:30","Figueirense - SC","2 x 2","América - MG","Orlando Scarpelli - Florianopolis - SC",""
"243","243","25","14/09/2016 - 21:00","Ponte Preta - SP","3 x 0","Grêmio - RS","Moisés Lucarelli - Campinas - SP",""
"244","244","25","14/09/2016 - 21:00","Santa Cruz - PE","1 x 0","Atlético - PR","Arruda - Recife - PE",""
"245","245","25","14/09/2016 - 21:45","Palmeiras - SP","1 x 1","Flamengo - RJ","Allianz Parque - Sao Paulo - SP",""
"246","246","25","14/09/2016 - 21:45","Coritiba - PR","1 x 1","Corinthians - SP","Couto Pereira - Curitiba - PR",""
"247","247","25","15/09/2016 - 19:30","Fluminense - RJ","1 x 2","Chapecoense - SC","Giulite Coutinho - Mesquita - RJ",""
"248","248","25","15/09/2016 - 19:30","Atlético - MG","1 x 0","Sport - PE","Independência - Belo Horizonte - MG",""
"249","249","25","15/09/2016 - 21:00","Internacional - RS","0 x 1","Vitória - BA","Beira Rio - Porto Alegre - RS",""
"250","250","25","15/09/2016 - 21:00","São Paulo - SP","1 x 0","Cruzeiro - MG","Morumbi - Sao Paulo - SP",""
"251","251","26","17/09/2016 - 16:00","Corinthians - SP","0 x 2","Palmeiras - SP","Arena Corinthians - Sao Paulo - SP",""
"252","252","26","18/09/2016 - 16:00","Chapecoense - SC","2 x 2","Ponte Preta - SP","Arena Condá - Chapeco - SC",""
"253","253","26","18/09/2016 - 18:30","Santos - SP","3 x 2","Santa Cruz - PE","Pacaembu - Sao Paulo - SP",""
"254","254","26","18/09/2016 - 18:30","Vitória - BA","0 x 1","Botafogo - RJ","Manoel Barradas - Salvador - BA",""
"255","255","26","18/09/2016 - 16:00","Cruzeiro - MG","1 x 1","Atlético - MG","Mineirão - Belo Horizonte - MG",""
"256","256","26","18/09/2016 - 16:00","Grêmio - RS","0 x 1","Fluminense - RJ","Arena do Grêmio - Porto Alegre - RS",""
"257","257","26","18/09/2016 - 16:00","Atlético - PR","1 x 0","São Paulo - SP","Arena da Baixada - Curitiba - PR",""
"258","258","26","18/09/2016 - 16:00","Sport - PE","0 x 1","Coritiba - PR","Ilha do Retiro - Recife - PE",""
"259","259","26","18/09/2016 - 11:00","Flamengo - RJ","2 x 0","Figueirense - SC","Pacaembu - Sao Paulo - SP",""
"260","260","26","19/09/2016 - 20:00","América - MG","1 x 0","Internacional - RS","Independência - Belo Horizonte - MG",""
"261","261","27","24/09/2016 - 16:00","Palmeiras - SP","2 x 1","Coritiba - PR","Allianz Parque - Sao Paulo - SP",""
"262","262","27","24/09/2016 - 18:30","Sport - PE","1 x 0","Santos - SP","Ilha do Retiro - Recife - PE",""
"263","263","27","24/09/2016 - 21:00","América - MG","1 x 0","Botafogo - RJ","Independência - Belo Horizonte - MG",""
"264","264","27","25/09/2016 - 11:00","Figueirense - SC","3 x 1","Santa Cruz - PE","Orlando Scarpelli - Florianopolis - SC",""
"265","265","27","25/09/2016 - 11:00","Atlético - PR","3 x 0","Ponte Preta - SP","Arena da Baixada - Curitiba - PR",""
"266","266","27","25/09/2016 - 16:00","Vitória - BA","2 x 0","São Paulo - SP","Manoel Barradas - Salvador - BA",""
"267","267","27","25/09/2016 - 16:00","Corinthians - SP","0 x 1","Fluminense - RJ","Arena Corinthians - Sao Paulo - SP",""
"268","268","27","25/09/2016 - 16:00","Flamengo - RJ","2 x 1","Cruzeiro - MG","Kleber Andrade - Cariacica - ES",""
"269","269","27","25/09/2016 - 16:00","Grêmio - RS","1 x 0","Chapecoense - SC","Arena do Grêmio - Porto Alegre - RS",""
"270","270","27","25/09/2016 - 18:30","Atlético - MG","3 x 1","Internacional - RS","Independência - Belo Horizonte - MG",""
"271","271","28","01/10/2016 - 16:30","Botafogo - RJ","2 x 0","Corinthians - SP","Luso Brasileiro - Rio de Janeiro - RJ",""
"272","272","28","01/10/2016 - 16:00","São Paulo - SP","0 x 0","Flamengo - RJ","Morumbi - Sao Paulo - SP",""
"273","273","28","01/10/2016 - 16:30","Ponte Preta - SP","1 x 2","Atlético - MG","Moisés Lucarelli - Campinas - SP",""
"274","274","28","01/10/2016 - 16:00","Chapecoense - SC","1 x 4","Vitória - BA","Arena Condá - Chapeco - SC",""
"275","275","28","01/10/2016 - 11:00","Fluminense - RJ","3 x 1","Sport - PE","Giulite Coutinho - Mesquita - RJ",""
"276","276","28","01/10/2016 - 18:30","Cruzeiro - MG","1 x 0","Grêmio - RS","Mineirão - Belo Horizonte - MG",""
"277","277","28","03/10/2016 - 21:00","Coritiba - PR","3 x 0","América - MG","Couto Pereira - Curitiba - PR",""
"278","278","28","01/10/2016 - 21:00","Internacional - RS","1 x 0","Figueirense - SC","Beira Rio - Porto Alegre - RS",""
"279","279","28","01/10/2016 - 16:00","Santos - SP","2 x 0","Atlético - PR","Vila Belmiro - Santos - SP",""
"280","280","28","03/10/2016 - 20:00","Santa Cruz - PE","2 x 3","Palmeiras - SP","Arruda - Recife - PE",""
"281","281","29","05/10/2016 - 21:45","Sport - PE","1 x 1","São Paulo - SP","Ilha do Retiro - Recife - PE",""
"282","282","29","05/10/2016 - 19:30","Atlético - PR","3 x 1","Chapecoense - SC","Arena da Baixada - Curitiba - PR",""
"283","283","29","05/10/2016 - 21:00","Santos - SP","2 x 1","Fluminense - RJ","Vila Belmiro - Santos - SP",""
"284","284","29","08/10/2016 - 21:00","Cruzeiro - MG","2 x 0","Ponte Preta - SP","Mineirão - Belo Horizonte - MG",""
"285","285","29","05/10/2016 - 21:00","Corinthians - SP","0 x 0","Atlético - MG","Arena Corinthians - Sao Paulo - SP",""
"286","286","29","06/10/2016 - 19:30","Internacional - RS","1 x 0","Coritiba - PR","Beira Rio - Porto Alegre - RS",""
"287","287","29","09/10/2016 - 17:00","Figueirense - SC","0 x 1","Botafogo - RJ","Orlando Scarpelli - Florianopolis - SC",""
"288","288","29","09/10/2016 - 17:00","América - MG","0 x 2","Palmeiras - SP","Do Café - Londrina - PR",""
"289","289","29","09/10/2016 - 17:00","Flamengo - RJ","3 x 0","Santa Cruz - PE","Pacaembu - Sao Paulo - SP",""
"290","290","29","05/10/2016 - 19:30","Vitória - BA","0 x 1","Grêmio - RS","Arena Fonte Nova - Salvador - BA",""
"291","291","30","12/10/2016 - 11:00","Chapecoense - SC","3 x 0","Sport - PE","Arena Condá - Chapeco - SC",""
"292","292","30","13/10/2016 - 21:00","Fluminense - RJ","1 x 2","Flamengo - RJ","Raulino de Oliveira - Volta Redonda - RJ",""
"293","293","30","12/10/2016 - 19:30","Coritiba - PR","0 x 0","Figueirense - SC","Couto Pereira - Curitiba - PR",""
"294","294","30","12/10/2016 - 21:45","Botafogo - RJ","1 x 0","Internacional - RS","Luso Brasileiro - Rio de Janeiro - RJ",""
"295","295","30","13/10/2016 - 19:30","Palmeiras - SP","0 x 0","Cruzeiro - MG","Fonte Luminosa - Araraquara - SP",""
"296","296","30","12/10/2016 - 21:45","Santa Cruz - PE","2 x 4","Corinthians - SP","Arena Pantanal - Cuiaba - MT",""
"297","297","30","13/10/2016 - 19:30","Ponte Preta - SP","2 x 0","Vitória - BA","Moisés Lucarelli - Campinas - SP",""
"298","298","30","13/10/2016 - 19:30","Atlético - MG","3 x 0","América - MG","Mineirão - Belo Horizonte - MG",""
"299","299","30","13/10/2016 - 21:00","Grêmio - RS","1 x 0","Atlético - PR","Arena do Grêmio - Porto Alegre - RS",""
"300","300","30","13/10/2016 - 21:00","São Paulo - SP","0 x 1","Santos - SP","Pacaembu - Sao Paulo - SP",""
"301","301","31","16/10/2016 - 17:00","Botafogo - RJ","3 x 2","Atlético - MG","Luso Brasileiro - Rio de Janeiro - RJ",""
"302","302","31","16/10/2016 - 17:00","Internacional - RS","2 x 1","Flamengo - RJ","Beira Rio - Porto Alegre - RS",""
"303","303","31","16/10/2016 - 17:00","Figueirense - SC","1 x 2","Palmeiras - SP","Orlando Scarpelli - Florianopolis - SC",""
"304","304","31","16/10/2016 - 17:00","Atlético - PR","2 x 0","Coritiba - PR","Durival Britto - Curitiba - PR",""
"305","305","31","16/10/2016 - 17:00","Cruzeiro - MG","0 x 0","Chapecoense - SC","Mineirão - Belo Horizonte - MG",""
"306","306","31","16/10/2016 - 18:30","Corinthians - SP","2 x 0","América - MG","Arena Corinthians - Sao Paulo - SP",""
"307","307","31","16/10/2016 - 18:30","Ponte Preta - SP","3 x 0","Santa Cruz - PE","Moisés Lucarelli - Campinas - SP",""
"308","308","31","16/10/2016 - 19:30","Santos - SP","1 x 1","Grêmio - RS","Vila Belmiro - Santos - SP",""
"309","309","31","16/10/2016 - 19:30","Sport - PE","1 x 0","Vitória - BA","Ilha do Retiro - Recife - PE",""
"310","310","31","17/10/2016 - 20:00","Fluminense - RJ","1 x 2","São Paulo - SP","Giulite Coutinho - Mesquita - RJ",""
"311","311","32","22/10/2016 - 17:00","São Paulo - SP","2 x 0","Ponte Preta - SP","Morumbi - Sao Paulo - SP",""
"312","312","32","19/10/2016 - 21:45","Santa Cruz - PE","0 x 1","Botafogo - RJ","Arruda - Recife - PE",""
"313","313","32","24/10/2016 - 20:00","América - MG","1 x 0","Atlético - PR","Independência - Belo Horizonte - MG",""
"314","314","32","23/10/2016 - 17:00","Vitória - BA","0 x 1","Cruzeiro - MG","Manoel Barradas - Salvador - BA",""
"315","315","32","23/10/2016 - 17:00","Flamengo - RJ","2 x 2","Corinthians - SP","Maracanã - Rio de Janeiro - RJ",""
"316","316","32","23/10/2016 - 17:00","Palmeiras - SP","2 x 1","Sport - PE","Allianz Parque - Sao Paulo - SP",""
"317","317","32","23/10/2016 - 17:00","Grêmio - RS","0 x 0","Internacional - RS","Arena do Grêmio - Porto Alegre - RS",""
"318","318","32","23/10/2016 - 19:30","Atlético - MG","3 x 0","Figueirense - SC","Independência - Belo Horizonte - MG",""
"319","319","32","23/10/2016 - 19:30","Chapecoense - SC","0 x 1","Santos - SP","Arena Condá - Chapeco - SC",""
"320","320","32","23/10/2016 - 18:30","Coritiba - PR","1 x 1","Fluminense - RJ","Couto Pereira - Curitiba - PR",""
"321","321","33","27/10/2016 - 20:30","Sport - PE","1 x 0","Ponte Preta - SP","Ilha do Retiro - Recife - PE",""
"322","322","33","28/10/2016 - 19:30","Fluminense - RJ","2 x 2","Vitória - BA","Maracanã - Rio de Janeiro - RJ",""
"323","323","33","29/10/2016 - 19:30","Santos - SP","1 x 0","Palmeiras - SP","Vila Belmiro - Santos - SP",""
"324","324","33","29/10/2016 - 16:30","Atlético - MG","2 x 2","Flamengo - RJ","Mineirão - Belo Horizonte - MG",""
"325","325","33","29/10/2016 - 16:30","Atlético - PR","1 x 0","Cruzeiro - MG","Arena da Baixada - Curitiba - PR",""
"326","326","33","29/10/2016 - 18:30","Botafogo - RJ","0 x 0","Coritiba - PR","Luso Brasileiro - Rio de Janeiro - RJ",""
"327","327","33","29/10/2016 - 18:30","Internacional - RS","1 x 1","Santa Cruz - PE","Beira Rio - Porto Alegre - RS",""
"328","328","33","29/10/2016 - 16:30","Corinthians - SP","1 x 1","Chapecoense - SC","Arena Corinthians - Sao Paulo - SP",""
"329","329","33","29/10/2016 - 19:30","Figueirense - SC","0 x 0","Grêmio - RS","Orlando Scarpelli - Florianopolis - SC",""
"330","330","33","31/10/2016 - 20:00","América - MG","1 x 0","São Paulo - SP","Independência - Belo Horizonte - MG",""
"331","331","34","06/11/2016 - 17:00","Vitória - BA","3 x 2","Atlético - PR","Manoel Barradas - Salvador - BA",""
"332","332","34","05/11/2016 - 17:00","Flamengo - RJ","0 x 0","Botafogo - RJ","Maracanã - Rio de Janeiro - RJ",""
"333","333","34","05/11/2016 - 19:30","São Paulo - SP","4 x 0","Corinthians - SP","Morumbi - Sao Paulo - SP",""
"334","334","34","06/11/2016 - 17:00","Palmeiras - SP","1 x 0","Internacional - RS","Allianz Parque - Sao Paulo - SP",""
"335","335","34","06/11/2016 - 17:00","Cruzeiro - MG","4 x 2","Fluminense - RJ","Mineirão - Belo Horizonte - MG",""
"336","336","34","07/11/2016 - 20:00","Grêmio - RS","0 x 3","Sport - PE","Arena do Grêmio - Porto Alegre - RS",""
"337","337","34","06/11/2016 - 19:30","Coritiba - PR","2 x 0","Atlético - MG","Couto Pereira - Curitiba - PR",""
"338","338","34","06/11/2016 - 19:30","Chapecoense - SC","1 x 0","Figueirense - SC","Arena Condá - Chapeco - SC",""
"339","339","34","06/11/2016 - 11:00","Ponte Preta - SP","1 x 2","Santos - SP","Moisés Lucarelli - Campinas - SP",""
"340","340","34","06/11/2016 - 17:00","Santa Cruz - PE","1 x 0","América - MG","Arruda - Recife - PE",""
"341","341","35","16/11/2016 - 19:30","Botafogo - RJ","0 x 2","Chapecoense - SC","Luso Brasileiro - Rio de Janeiro - RJ",""
"342","342","35","15/11/2016 - 17:00","Fluminense - RJ","1 x 1","Atlético - PR","Maracanã - Rio de Janeiro - RJ",""
"343","343","35","17/11/2016 - 19:30","São Paulo - SP","1 x 1","Grêmio - RS","Morumbi - Sao Paulo - SP",""
"344","344","35","17/11/2016 - 19:30","Santos - SP","3 x 2","Vitória - BA","Vila Belmiro - Santos - SP",""
"345","345","35","17/11/2016 - 21:00","Atlético - MG","1 x 1","Palmeiras - SP","Independência - Belo Horizonte - MG",""
"346","346","35","17/11/2016 - 21:00","Internacional - RS","1 x 1","Ponte Preta - SP","Beira Rio - Porto Alegre - RS",""
"347","347","35","16/11/2016 - 21:00","Coritiba - PR","1 x 0","Santa Cruz - PE","Couto Pereira - Curitiba - PR",""
"348","348","35","16/11/2016 - 21:45","Figueirense - SC","1 x 1","Corinthians - SP","Orlando Scarpelli - Florianopolis - SC",""
"349","349","35","16/11/2016 - 21:45","América - MG","0 x 1","Flamengo - RJ","Mineirão - Belo Horizonte - MG",""
"350","350","35","16/11/2016 - 21:45","Sport - PE","0 x 1","Cruzeiro - MG","Ilha do Retiro - Recife - PE",""
"351","351","36","20/11/2016 - 17:00","Atlético - PR","2 x 0","Sport - PE","Arena da Baixada - Curitiba - PR",""
"352","352","36","20/11/2016 - 17:00","Vitória - BA","4 x 0","Figueirense - SC","Manoel Barradas - Salvador - BA",""
"353","353","36","20/11/2016 - 17:00","Palmeiras - SP","1 x 0","Botafogo - RJ","Allianz Parque - Sao Paulo - SP",""
"354","354","36","20/11/2016 - 17:00","Cruzeiro - MG","2 x 2","Santos - SP","Mineirão - Belo Horizonte - MG",""
"355","355","36","20/11/2016 - 17:00","Grêmio - RS","3 x 0","América - MG","Arena do Grêmio - Porto Alegre - RS",""
"356","356","36","20/11/2016 - 17:00","Ponte Preta - SP","1 x 0","Fluminense - RJ","Moisés Lucarelli - Campinas - SP",""
"357","357","36","20/11/2016 - 19:30","Flamengo - RJ","2 x 2","Coritiba - PR","Maracanã - Rio de Janeiro - RJ",""
"358","358","36","20/11/2016 - 19:30","Chapecoense - SC","2 x 0","São Paulo - SP","Arena Condá - Chapeco - SC",""
"359","359","36","20/11/2016 - 19:30","Santa Cruz - PE","3 x 3","Atlético - MG","Arruda - Recife - PE",""
"360","360","36","21/11/2016 - 20:00","Corinthians - SP","1 x 0","Internacional - RS","Arena Corinthians - Sao Paulo - SP",""
"361","361","37","26/11/2016 - 20:00","Botafogo - RJ","1 x 1","Ponte Preta - SP","Luso Brasileiro - Rio de Janeiro - RJ",""
"362","362","37","26/11/2016 - 20:00","América - MG","2 x 2","Sport - PE","Independência - Belo Horizonte - MG",""
"363","363","37","26/11/2016 - 21:00","Corinthians - SP","0 x 0","Atlético - PR","Arena Corinthians - Sao Paulo - SP",""
"364","364","37","27/11/2016 - 17:00","Flamengo - RJ","2 x 0","Santos - SP","Maracanã - Rio de Janeiro - RJ",""
"365","365","37","27/11/2016 - 17:00","Palmeiras - SP","1 x 0","Chapecoense - SC","Allianz Parque - Sao Paulo - SP",""
"366","366","37","27/11/2016 - 17:00","Atlético - MG","1 x 2","São Paulo - SP","Independência - Belo Horizonte - MG",""
"367","367","37","27/11/2016 - 17:00","Internacional - RS","1 x 0","Cruzeiro - MG","Beira Rio - Porto Alegre - RS",""
"368","368","37","27/11/2016 - 19:30","Figueirense - SC","1 x 0","Fluminense - RJ","Orlando Scarpelli - Florianopolis - SC",""
"369","369","37","27/11/2016 - 19:30","Santa Cruz - PE","5 x 1","Grêmio - RS","Arruda - Recife - PE",""
"370","370","37","28/11/2016 - 20:00","Coritiba - PR","0 x 1","Vitória - BA","Couto Pereira - Curitiba - PR",""
"371","371","38","11/12/2016 - 17:00","Vitória - BA","1 x 2","Palmeiras - SP","Manoel Barradas - Salvador - BA",""
"372","372","38","11/12/2016 - 17:00","Fluminense - RJ","1 x 1","Internacional - RS","Giulite Coutinho - Mesquita - RJ",""
"373","373","38","11/12/2016 - 17:00","São Paulo - SP","5 x 0","Santa Cruz - PE","Pacaembu - Sao Paulo - SP",""
"374","374","38","11/12/2016 - 17:00","Santos - SP","1 x 0","América - MG","Vila Belmiro - Santos - SP",""
"375","375","38","11/12/2016 - 17:00","Cruzeiro - MG","3 x 2","Corinthians - SP","Mineirão - Belo Horizonte - MG",""
"376","376","38","11/12/2016 - 17:00","Grêmio - RS","0 x 1","Botafogo - RJ","Arena do Grêmio - Porto Alegre - RS",""
"377","377","38","11/12/2016 - 17:00","Atlético - PR","0 x 0","Flamengo - RJ","Arena da Baixada - Curitiba - PR",""
"378","378","38","11/12/2016 - 17:00","Chapecoense - SC","x","Atlético - MG","Arena Condá - Chapeco - SC","(W.O. Duplo)"
"379","379","38","11/12/2016 - 17:00","Ponte Preta - SP","2 x 0","Coritiba - PR","Moisés Lucarelli - Campinas - SP",""
"380","380","38","11/12/2016 - 17:00","Sport - PE","2 x 0","Figueirense - SC","Ilha do Retiro - Recife - PE",""
