"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","I","PE","RB","A","G","SG","FT","CV","GC","DD","GS","PP","DP"
"204","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png",38910,9,"ATL","ata","Provável",12.4,10.8,1.57,6.59,"Atlético-MG",2,11,7,9,9,7,13,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"205","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2018/05/18/56df7a5b666402197bf8a4e66ddbaa18_FORMATO.png",40006,9,"FLU","tec","Provável",2.68,11.32,-0.34,4.7,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Rafael Marques Mariano","rafael-marques","Rafael Marques","https://s.glbimg.com/es/sde/f/2018/05/16/25d3a7de80ca1a566231bfaf02f2bce4_FORMATO.png",38957,9,"SPO","ata","Provável",4.5,4.24,0.08,3.9,"Sport",NA,6,3,4,4,1,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"207","Alessandro Beti Rosa","magrao","Magrão","https://s.glbimg.com/es/sde/f/2018/05/24/f496adc6b632b974ae09ae7205c71914_FORMATO.png",41218,9,"SPO","gol","Provável",12,9.27,2.07,3.4,"Sport",2,NA,NA,NA,1,NA,5,NA,NA,NA,1,NA,NA,NA,8,7,NA,1
"208","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2018/05/21/735c0f10e782fe88dc4dde7e95494223_FORMATO.png",41929,9,"GRE","tec","Provável",4.72,14.81,0.12,5.24,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Vagner Carmo Mancini","vagner-mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2018/03/21/0c565870c992530e8a61a4620fdf8425_FORMATO.png",39850,9,"VIT","tec","Provável",2.64,7.02,0.05,2.73,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2018/05/18/4e9c58c4c55851aececb2f797dca0723_FORMATO.png",42145,9,"CRU","lat","Provável",5.9,10.52,-0.11,7.15,"Cruzeiro",1,10,NA,2,6,2,14,17,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"211","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,9,"PAL","ata","Provável",17.8,11.66,3.75,5.55,"Palmeiras",1,12,6,3,7,1,4,4,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"212","Cássio Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2018/05/18/6662c91f614ec4441d31795cdaf98573_FORMATO.png",42234,9,"COR","gol","Nulo",0,10.84,0,4.28,"Corinthians",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,6,3,NA,NA
"213","William José de Souza","amaral","Amaral","https://s.glbimg.com/es/sde/f/2018/05/24/1c24cfcea8b33cf62a5b111551e4c34f_FORMATO.png",42232,9,"CHA","mei","Nulo",0,4.43,0,1.62,"Chapecoense",1,13,1,1,2,NA,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/05/26/ce8b4f124e60b80744560d4b9ab857a7_FORMATO.png",42499,9,"SAO","lat","Nulo",0,4,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_FORMATO.png",42500,9,"COR","lat","Nulo",0,11.7,0,4.4,"Corinthians",NA,3,NA,NA,1,NA,11,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"216","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png",49651,9,"SPO","zag","Provável",0,3.66,0,0.74,"Sport",3,5,NA,NA,4,NA,5,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"217","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png",49673,9,"FLU","gol","Provável",1.7,4.05,-0.77,2.63,"Fluminense",1,NA,NA,NA,1,NA,6,NA,NA,NA,3,NA,NA,NA,10,9,NA,NA
"218","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/04/09/258482949eb7622bf48b8c8e13189cae_FORMATO.png",49674,9,"VAS","lat","Nulo",-0.3,3.47,-0.33,0,"Vasco",1,2,NA,NA,3,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png",42501,9,"FLA","zag","Provável",6.2,7.6,0.25,3.43,"Flamengo",NA,1,NA,1,2,1,5,4,NA,NA,2,NA,1,NA,NA,NA,NA,NA
"220","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,9,"ATL","mei","Dúvida",-2.8,6.91,-1.71,1.96,"Atlético-PR",2,10,1,6,13,NA,21,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"221","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2018/05/23/f6726899a3c95e7810082228bb34b94e_FORMATO.png",50317,9,"SAN","zag","Provável",-0.1,8.29,-0.67,1.83,"Santos",2,3,NA,3,2,NA,12,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"222","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,9,"ATL","mei","Provável",0,6.21,0,3.48,"Atlético-MG",3,11,NA,NA,10,NA,17,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,9,"CHA","mei","Provável",1.7,4.66,-0.24,2.85,"Chapecoense",1,10,1,3,14,NA,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/05/26/26b64322c996fe0f87c76923b389b7b2_FORMATO.png",50324,9,"SAO","mei","Nulo",0.5,8.07,-0.43,3.01,"São Paulo",3,16,1,5,7,NA,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Rafael Ramos de Lima","rafael-lima","Rafael Lima","https://s.glbimg.com/es/sde/f/2018/05/07/6123b7312aae05bb91758e6299354a5e_FORMATO.png",50361,9,"AME","zag","Nulo",0,6.8,0,1.97,"América-MG",1,1,NA,2,1,NA,9,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"226","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/05/07/b671b3790ed438968275eedce0fcd245_FORMATO.png",50401,9,"AME","mei","Nulo",0.6,2.47,-0.05,0.13,"América-MG",NA,3,1,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/04/18/3aa32aba35593f61c8aaae97221cac73_FORMATO.png",50301,9,"SAO","mei","Nulo",1.8,10.27,-0.88,4.57,"São Paulo",1,8,3,3,19,6,28,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"228","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,9,"GRE","lat","Contundido",0,2.98,0,0.5,"Grêmio",1,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Lucas Rios Marques","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_FORMATO.png",50362,9,"VIT","lat","Dúvida",-1,5.17,-0.4,1.62,"Vitória",NA,3,NA,2,7,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,9,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,9,"AME","mei","Nulo",0,0.74,0,-1.8,"América-MG",1,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"232","Carlos Eduardo Marques","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2018/03/21/f5eb1f78647571d7e58db6a03eb7b42f_FORMATO.png",50369,9,"PAR","mei","Provável",1.4,4.44,-0.39,2.08,"Paraná",NA,1,NA,3,5,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/03/21/c1647634cd1be0db834cb736dd2296de_FORMATO.png",50402,9,"BAH","ata","Nulo",0,4.53,0,0.7,"Bahia",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/04/09/f2c6c8bfe27315c6e7bd65079343b249_FORMATO.png",50408,9,"VAS","zag","Nulo",0,3.22,0,-2.45,"Vasco",1,2,NA,NA,2,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"235","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,9,"CHA","lat","Nulo",0,5.82,0,5,"Chapecoense",NA,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,9,"CRU","zag","Provável",4.2,8.84,0.09,5.23,"Cruzeiro",NA,8,NA,1,3,1,4,10,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"237","Luiz Diallison de Souza Alves","apodi","Apodi","https://s.glbimg.com/es/sde/f/2018/05/24/06dac14706ad2a9b76bba66ae1037d47_FORMATO.png",51042,9,"CHA","lat","Provável",4.7,7.15,-0.11,3.18,"Chapecoense",NA,19,NA,5,9,3,21,15,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"238","Leonardo de Oliveira Clemente","leo-itaperuna","Léo Itaperuna","https://s.glbimg.com/es/sde/f/2018/04/24/2546f47c74fd6c2b37f7bb23986281f6_FORMATO.png",50808,9,"PAR","ata","Provável",4.3,4.26,0.63,2.1,"Paraná",NA,6,1,3,11,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,9,"COR","gol","Provável",1,6.77,-1.39,5.25,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,4,NA,NA
"240","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/05/07/0503b8716705d21bf6b86bfe04b6e00e_FORMATO.png",38421,9,"CRU","mei","Contundido",0,8.33,0,3.4,"Cruzeiro",NA,4,1,NA,5,2,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,9,"INT","zag","Nulo",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,9,"COR","zag","Provável",0.9,9.27,-1.12,3.66,"Corinthians",NA,2,NA,1,9,NA,6,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"243","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,9,"CEA","mei","Suspenso",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Thiago Carleto Alves","thiago-carleto","Thiago Carleto","https://s.glbimg.com/es/sde/f/2018/03/01/c5b5d602b0e56ba728e728a7256ce180_FORMATO.png",51700,9,"ATL","lat","Provável",9.8,19.34,-0.4,9.12,"Atlético-PR",2,6,11,7,12,NA,31,13,3,2,4,1,NA,NA,NA,NA,NA,NA
"245","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/05/25/2546da38d53bd7b523df5946d73067e7_FORMATO.png",51194,9,"CEA","zag","Nulo",5,5.07,0.05,3.63,"Ceará",NA,NA,NA,NA,5,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/04/12/4ac64e59708b5d650a2eaa4d53c9c1db_FORMATO.png",51495,9,"CEA","zag","Nulo",0,4.02,0,2.87,"Ceará",NA,2,NA,NA,2,NA,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"247","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/05/26/a5c91b69322a363fec2bc71388110138_FORMATO.png",52618,9,"SAO","zag","Nulo",-2,5.88,-0.49,1,"São Paulo",1,8,NA,3,2,NA,8,6,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"248","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,9,"FLA","mei","Provável",-1.1,4.22,-0.2,2.87,"Flamengo",1,11,3,2,15,NA,22,7,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"249","Pedro Roberto Silva Botelho","pedro-botelho","Pedro Botelho","https://s.glbimg.com/es/sde/f/2018/03/21/3c4dc7fc1ea46e31898d6cdb2b37d3c9_FORMATO.png",51779,9,"VIT","lat","Nulo",6.9,6.26,0.91,3.2,"Vitória",NA,3,1,1,NA,NA,15,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"250","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,9,"COR","mei","Contundido",0,8.96,0,3,"Corinthians",NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,9,"BOT","lat","Nulo",0,8.2,0,4.22,"Botafogo",1,7,1,1,14,NA,24,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"252","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,9,"VIT","zag","Provável",-3.1,1.21,-0.75,-0.35,"Vitória",4,13,NA,2,NA,2,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,9,"FLA","zag","Contundido",0,16.24,0,6.3,"Flamengo",NA,NA,1,4,7,NA,3,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"254","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,9,"AME","ata","Nulo",0,7,0,4.02,"América-MG",NA,1,2,1,4,NA,12,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"255","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,9,"ATL","gol","Provável",-6,9.27,-1.07,2.72,"Atlético-MG",NA,NA,NA,NA,1,NA,7,NA,NA,NA,2,NA,NA,NA,14,13,NA,NA
"256","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,9,"ATL","mei","Nulo",8.1,5.62,1.61,0.86,"Atlético-MG",3,6,1,1,5,1,12,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,9,"BOT","lat","Nulo",0,4,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Renan Henrique Oliveira Vieira","renan-oliveira","Renan Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b77d3968ee48567370aabffeb805c67f_FORMATO.png",60822,9,"AME","mei","Nulo",0,3.5,0,-0.5,"América-MG",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,9,"CRU","zag","Provável",6.2,11.39,-0.01,8.06,"Cruzeiro",3,8,2,3,4,NA,8,14,NA,2,5,NA,NA,NA,NA,NA,NA,NA
"260","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,9,"AME","ata","Provável",0,9.8,0,2.74,"América-MG",2,15,1,6,15,2,16,12,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"261","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,9,"INT","lat","Nulo",0,4.17,0,-1.2,"Internacional",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,9,"GRE","ata","Contundido",0,2.55,0,-0.65,"Grêmio",NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/01/21/140f763b85870cfc801ceae1684e7032_FORMATO.png",61985,9,"FLU","mei","Nulo",0,2.92,0,-0.3,"Fluminense",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,9,"PAL","mei","Provável",1.2,4.91,0.39,0.9,"Palmeiras",1,6,NA,1,3,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,9,"ATL","lat","Provável",0,6.25,0,3.72,"Atlético-MG",NA,10,1,1,2,1,18,11,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"266","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,9,"INT","mei","Contundido",0,6.68,0,0.72,"Internacional",NA,1,1,3,6,1,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2018/03/20/c125fa08820e1bbf4a2640e7108b05d2_FORMATO.png",61033,9,"COR","mei","Provável",3.5,21.66,0.5,7.63,"Corinthians",NA,12,1,3,15,1,11,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"268","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2018/04/20/b37498cecb36eacf3be0170a1d99bd3d_FORMATO.png",61149,9,"INT","ata","Nulo",2.9,9.09,0.25,5.36,"Internacional",2,7,4,5,19,NA,16,7,2,1,NA,1,NA,NA,NA,NA,NA,NA
"269","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,9,"CRU","mei","Provável",0,5.38,0,1.46,"Cruzeiro",3,10,1,3,10,1,28,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,9,"PAL","lat","Nulo",0,7,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/05/26/b2cec6cd3a23c1d7474488c26df7248a_FORMATO.png",62024,9,"SAO","lat","Nulo",0,3.59,0,2.67,"São Paulo",1,4,NA,1,3,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"272","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,9,"INT","mei","Nulo",0,4.01,0,-0.5,"Internacional",NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,9,"FLA","lat","Contundido",0,3.1,0,1.15,"Flamengo",NA,1,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/03/17/4a6e561bbf1123eb516161678dea131e_FORMATO.png",62137,9,"AME","tec","Provável",4.66,10.42,0.68,3.76,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/04/09/5e00d08320cfc973b6b426167701991c_FORMATO.png",62129,9,"VAS","mei","Nulo",0,2.85,0,0.23,"Vasco",2,2,2,2,1,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,9,"SAN","gol","Provável",-1,14.4,-1.6,2.67,"Santos",NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,14,13,NA,NA
"277","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/04/27/f013d92df6652366b0136490d4349934_FORMATO.png",62127,9,"VIT","ata","Provável",-2.4,9.66,-2.76,5.97,"Vitória",1,7,3,6,6,1,22,6,3,2,NA,1,NA,NA,NA,NA,NA,NA
"278","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,9,"VAS","zag","Contundido",0,5.87,0,2.35,"Vasco",NA,8,2,3,5,NA,9,9,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"279","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,9,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,9,"PAL","lat","Provável",0,12.11,0,6.22,"Palmeiras",3,16,NA,NA,8,NA,39,27,1,1,3,1,NA,NA,NA,NA,NA,NA
"281","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,9,"VIT","mei","Contundido",0,4.99,0,2.5,"Vitória",1,6,1,2,3,NA,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,9,"CHA","mei","Nulo",0,3.7,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,9,"VIT","mei","Dúvida",0,2.25,0,0.7,"Vitória",1,2,NA,NA,8,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Renato Dirnei Florêncio","renato","Renato","https://s.glbimg.com/es/sde/f/2018/05/23/9f920c86a12c3ed34531ce2c4e8770ac_FORMATO.png",38908,9,"SAN","mei","Provável",9.3,8.6,1.37,3.9,"Santos",NA,NA,2,2,2,2,8,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
