"player_slug","player_id","player_nickname","player_team","player_position","price_cartoletas","score_mean","score_no_cleansheets_mean","diff_home_away_s","n_games","score_mean_home","score_mean_away","shots_x_mean","fouls_mean","RB_mean","PE_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","DP_mean"
"tiago-alves",51495,"Tiago Alves","204","zag",6.66,3.62608695652174,1.01739130434783,-0.34536712063518,23,4.51,2.94615384615385,0.217391304347826,1.26086956521739,1.1304347826087,1.39130434782609,0,0.0434782608695652,0.260869565217391,0.0869565217391304,0.0434782608695652,0,0
"rever",52253,"Réver","262","zag",16.07,5.38076923076923,2.68846153846154,-0.332339112505608,26,5.69333333333333,4.95454545454545,0.653846153846154,0.461538461538462,1.11538461538462,1.11538461538462,0,0,1,0.423076923076923,0.0769230769230769,0,0
"patric",60969,"Patric","282","lat",4.73,1.65,0.261111111111111,-0.849662174655462,18,2.225,1.19,0.277777777777778,2.33333333333333,1.38888888888889,3.27777777777778,0.0555555555555556,0.277777777777778,0.555555555555556,0.222222222222222,0,0,0
"andre-lima",68893,"André Lima","287","ata",4.07,0.757142857142857,0.757142857142857,-0.558495454576681,21,0.5,0.915384615384615,0.619047619047619,1.85714285714286,0.238095238095238,1,0,0.238095238095238,1.33333333333333,0.238095238095238,0.0952380952380952,0,0
"ronaldo-alves",68950,"Ronaldo Alves","292","zag",6.16,2.4551724137931,1.24827586206897,-0.528441506912846,29,2.9625,1.83076923076923,0.344827586206897,1.3448275862069,1.31034482758621,1.17241379310345,0,0.137931034482759,1.10344827586207,0.310344827586207,0,0,0
"leandro-damiao",68953,"Leandro Damião","285","ata",8.94,4.64,4.64,0.438548504078905,25,5.22666666666667,3.76,2.16,1.48,0.28,1.64,0.08,0.32,1.28,1,0.4,0,0
"santos",69012,"Santos","293","gol",11.46,5.06333333333333,4.46333333333333,-1.28848376981035,30,4.76666666666667,5.36,0,0.133333333333333,0,0.733333333333333,0,0,0.2,0,0,1.6,0
"eduardo-sasha",70360,"Eduardo Sasha","277","ata",7.19,2.19090909090909,2.19090909090909,0.777850053652533,22,2.95714285714286,0.85,0.727272727272727,0.863636363636364,0.636363636363636,1.45454545454545,0.136363636363636,0.409090909090909,1.22727272727273,0.454545454545455,0.0454545454545455,0,0
"danilo-avelar",72142,"Danilo Avelar","264","lat",5.91,2.35263157894737,1.3,0.176020762376585,19,3.76,0.788888888888889,0.947368421052632,2.52631578947368,1.26315789473684,3.47368421052632,0.0526315789473684,0.157894736842105,1.05263157894737,0.421052631578947,0.0526315789473684,0,0
"bruno-peres",73962,"Bruno Peres","276","lat",10.07,4.36875,2.80625,1.42964959172752,16,6.35,2.3875,0.3125,2,2.5,2.25,0,0,1,0.25,0.0625,0,0
"rene",73978,"René","217","zag",4.27,1.77894736842105,1.51578947368421,-0.421516136873101,19,1.425,2.03636363636364,0.210526315789474,1.10526315789474,1.78947368421053,1.89473684210526,0,0.0526315789473684,0.684210526315789,0.157894736842105,0,0,0
"elber",74140,"Élber","265","mei",6.3,3.73214285714286,3.73214285714286,-0.202874053519416,28,3.86923076923077,3.61333333333333,0.821428571428571,1,1.17857142857143,2.10714285714286,0.142857142857143,0.142857142857143,1.96428571428571,0.142857142857143,0.142857142857143,0,0
"thiago-santos",78855,"Thiago Santos","275","mei",8.67,4.49090909090909,4.49090909090909,-1.00947446584869,22,3.8,5.06666666666667,0.409090909090909,3,3.45454545454545,1.45454545454545,0.0454545454545455,0.0454545454545455,1.18181818181818,0.227272727272727,0.0454545454545455,0,0
"renatinho",80395,"Renatinho","263","mei",4.3,1.98571428571429,1.98571428571429,-0.737970158987266,14,1.6625,2.41666666666667,0.714285714285714,0.642857142857143,1.07142857142857,1.21428571428571,0,0.0714285714285714,1.14285714285714,0.285714285714286,0,0,0
"leo-pereira",83528,"Léo Pereira","293","zag",5.82,4.31333333333333,1.64666666666667,0.126050515577545,15,5.68571428571429,3.1125,0.6,1,0.866666666666667,3.2,0,0,0.466666666666667,0.266666666666667,0.2,0,0
"neilton",83772,"Neilton","287","ata",11.47,3.775,3.775,1.38035206175539,32,5.6,2.35555555555556,1.1875,1.59375,1.15625,2.9375,0.125,0.125,1.75,0.6875,0.21875,0,0
"leonardo",86973,"Leonardo","284","lat",4.85,5.65384615384615,2.96153846153846,-0.925153616075467,13,4.28,6.5125,0.384615384615385,1.07692307692308,2.15384615384615,2,0.0769230769230769,0,0.692307692307692,0.230769230769231,0,0,0
"thaciano",87470,"Thaciano","284","mei",2.58,2.03125,2.03125,-1.22555416845651,16,0.88,2.55454545454545,0.6875,1.1875,1.1875,0.6875,0,0.125,0.4375,0.1875,0.0625,0,0
"sornoza",87877,"Sornoza","266","mei",7.24,1.975,1.975,-1.08961832628558,28,1.21538461538462,2.63333333333333,1.46428571428571,0.821428571428571,0.928571428571429,2.53571428571429,0.0357142857142857,0,0.642857142857143,0.821428571428571,0.0357142857142857,0,0
"rodrigo-andrade",89646,"Rodrigo Andrade","287","mei",0.82,0.622727272727273,0.622727272727273,-0.282814158378927,22,0.68,0.575,0.454545454545455,1.54545454545455,1.09090909090909,2.18181818181818,0,0,0.772727272727273,0.272727272727273,0,0,0
"marlos",89827,"Marlos","262","ata",4.23,2.36111111111111,2.36111111111111,0.375418234353404,18,2.96,1.6125,0.888888888888889,0.888888888888889,0.777777777777778,0.611111111111111,0.0555555555555556,0.222222222222222,1.27777777777778,0.444444444444444,0.0555555555555556,0,0
"christian",91928,"Christian","327","mei",8.46,3.68,3.68,-0.0338248428182061,10,4.025,3.45,1.1,0.9,1.5,1.9,0,0.1,1.5,0.7,0.1,0,0
"raphael-veiga",94509,"Raphael Veiga","293","mei",7.58,3.86153846153846,3.86153846153846,2.61475686110091,26,6.22,0.645454545454545,1.61538461538462,1.5,0.461538461538462,2.11538461538462,0.230769230769231,0.115384615384615,1.15384615384615,0.730769230769231,0.230769230769231,0,0
"renan-lodi",96591,"Renan Lodi","293","lat",5.67,4.72857142857143,2.10952380952381,0.123632939480831,21,5.81666666666667,3.27777777777778,1.23809523809524,1.38095238095238,0.952380952380952,1.61904761904762,0.0952380952380952,0.0476190476190476,1.80952380952381,0.619047619047619,0,0,0
"erick",97810,"Erick","287","ata",7,4.69444444444444,4.69444444444444,0.0257736635660087,18,5,4.3125,1.72222222222222,0.833333333333333,1.38888888888889,3.05555555555556,0.111111111111111,0.166666666666667,2.22222222222222,0.777777777777778,0.111111111111111,0,0
"jean-lucas",98517,"Jean Lucas","262","mei",0.78,-0.108333333333333,-0.108333333333333,-0.980778888700735,12,-0.5125,0.7,0.0833333333333333,1,0.25,0.833333333333333,0,0,0.583333333333333,0,0,0,0
"robinho",99574,"Robinho","327","ata",3.35,1.20588235294118,1.20588235294118,0.789316817747619,17,2.58333333333333,0.454545454545455,0.647058823529412,0.529411764705882,0.470588235294118,1.41176470588235,0.0588235294117647,0.117647058823529,0.647058823529412,0.411764705882353,0,0,0
"matheus-henrique",100742,"Matheus Henrique","284","mei",1.68,2.74,2.74,1.44156929300436,10,4.42,1.06,0.5,1.2,1.3,1.5,0,0,0.9,0.3,0.2,0,0
"araos",102352,"Araos","264","mei",5.18,1.28571428571429,1.28571428571429,-1.95800519179429,14,-0.242857142857143,2.81428571428571,0.571428571428571,1.71428571428571,1.07142857142857,1.64285714285714,0.0714285714285714,0,1,0.214285714285714,0,0,0
"michel-bastos",37607,"Michel Bastos","292","mei",4.8,2.95652173913043,2.95652173913043,-1.02231724163519,23,2.45454545454546,3.74545454545455,1.30434782608696,0.91304347826087,0.391304347826087,2.30434782608696,0.130434782608696,0.217391304347826,0.739130434782609,0.782608695652174,0.173913043478261,0,0
"fabio",37656,"Fábio","283","gol",11.2,4.29310344827586,4.46551724137931,-0.433797041218939,29,4.88666666666667,3.55384615384615,0,0,0,0.517241379310345,0,0,0.0689655172413793,0,0,1.44827586206897,0.0344827586206897
"danilo",38067,"Danilo","264","mei",3,2.17272727272727,2.17272727272727,0.927949995657222,11,3.05714285714286,0.666666666666667,0.545454545454545,0.909090909090909,0.272727272727273,0.454545454545455,0,0.0909090909090909,1.09090909090909,0.0909090909090909,0.181818181818182,0,0
"jefferson",38109,"Jefferson","263","gol",6.81,2.06153846153846,3.90769230769231,0.221597327399858,13,5.7,0.128571428571429,0,0,0,0.692307692307692,0.0769230769230769,0,0.0769230769230769,0,0,1.23076923076923,0
"thiago-neves",38277,"Thiago Neves","283","mei",8.85,2.60869565217391,2.60869565217391,0.446575238945467,23,3.37272727272727,1.89090909090909,1.65217391304348,0.826086956521739,0.695652173913043,2.82608695652174,0,0.391304347826087,1.08695652173913,0.652173913043478,0.130434782608696,0,0
"edilson",38523,"Edílson","283","lat",6.4,1.97058823529412,0.5,0.467979865256296,17,2.88888888888889,1.12857142857143,0.588235294117647,1.94117647058824,1.11764705882353,2.82352941176471,0.0588235294117647,0,0.705882352941177,0.352941176470588,0.0588235294117647,0,0
"renato",38908,"Renato","277","mei",5.84,1.51538461538462,1.51538461538462,0.774066021501154,13,2.9,0.8,0.461538461538462,0.461538461538462,0.615384615384615,1.53846153846154,0,0.153846153846154,0.923076923076923,0.153846153846154,0.0769230769230769,0,0
"willian",42116,"Willian","275","ata",12.02,5.175,5.175,1.30780375645312,32,6.82,3.7125,1.5625,1.5,0.875,1,0.125,0.25,1.125,0.5625,0.3125,0,0
"egidio",42145,"Egídio","283","lat",10.73,4.65833333333333,2.78333333333333,0.597477854436813,24,5.44285714285714,3.2,0.541666666666667,1.41666666666667,2.66666666666667,3.79166666666667,0.0416666666666667,0.333333333333333,1.125,0.416666666666667,0,0,0
"bruno",42499,"Bruno","265","lat",3.4,2.3,0.966666666666667,-0.444392331242799,15,3.5,1.2,0.133333333333333,1.93333333333333,1.33333333333333,3,0.0666666666666667,0,0.933333333333333,0.0666666666666667,0,0,0
"ralf",52190,"Ralf","264","mei",7.28,2.66842105263158,2.66842105263158,0.279619153720999,19,3.33333333333333,2.16666666666667,0.368421052631579,1.26315789473684,1.84210526315789,0.894736842105263,0,0,1.21052631578947,0.315789473684211,0.0526315789473684,0,0
"dede",60819,"Dedé","283","zag",9.64,5.19,3.44,1.22436584751522,20,6.62307692307692,3.41666666666667,0.7,1.25,1.95,1.75,0,0.05,0.8,0.3,0.15,0,0
"d-alessandro",62023,"D'Alessandro","285","mei",6.39,1.71363636363636,1.71363636363636,1.43530843980845,22,3.01818181818182,-0.33,0.818181818181818,0.545454545454545,0.318181818181818,3.45454545454545,0.0909090909090909,0.0454545454545455,1.5,0.409090909090909,0.136363636363636,0,0
"jean",62047,"Jean","275","lat",5.93,2.63333333333333,-0.144444444444444,-0.592284921159185,18,2.9125,2.48888888888889,0.277777777777778,0.944444444444444,0.277777777777778,0.777777777777778,0,0,0.333333333333333,0.166666666666667,0,0,0
"robinho",62104,"Robinho","283","mei",4.47,1.4,1.4,0.802591802334624,27,2.64615384615385,0.492307692307692,0.703703703703704,1.62962962962963,1.18518518518519,3.22222222222222,0.111111111111111,0.111111111111111,1,0.481481481481481,0.037037037037037,0,0
"jucilei",63422,"Jucilei","276","mei",8.15,3.16428571428571,3.16428571428571,0.245174758496911,28,3.72307692307692,2.62142857142857,0.107142857142857,1.92857142857143,2.82142857142857,2.28571428571429,0,0,1.5,0.0714285714285714,0,0,0
"bergson",68696,"Bergson","293","ata",3.47,3.10833333333333,3.10833333333333,2.72889703090341,12,6.74,0.95,2.33333333333333,2.33333333333333,0.416666666666667,1.16666666666667,0.0833333333333333,0.333333333333333,1.33333333333333,1.66666666666667,0.25,0,0
"dodo",68727,"Dodô","277","lat",13.61,5.48857142857143,3.48857142857143,-0.930529167631691,35,5.25882352941176,5.78823529411765,0.571428571428571,0.885714285714286,2.17142857142857,2.74285714285714,0.0857142857142857,0.0571428571428571,1.14285714285714,0.371428571428571,0.0285714285714286,0,0
"emerson-sheik",68744,"Emerson Sheik","264","ata",5.42,1.27142857142857,1.27142857142857,-0.0656107128897879,14,1.84,1.325,0.428571428571429,0.785714285714286,0.285714285714286,0.714285714285714,0.142857142857143,0.0714285714285714,1.07142857142857,0.214285714285714,0,0,0
"junior-dutra",68784,"Júnior Dutra","266","ata",4.06,1.18125,1.18125,-0.730465161887032,16,0.7,1.44,0.6875,1.6875,0.875,1.8125,0.0625,0,1.0625,0.5625,0,0,0
"deivid",69018,"Deivid","292","mei",2.28,1.16,1.16,0.864882793134243,15,2.34285714285714,0.0714285714285714,0.2,2.13333333333333,1.46666666666667,1.53333333333333,0,0,1.8,0.133333333333333,0,0,0
"leo",69177,"Léo","266","lat",3.22,2.9,1.9,0.985971821978363,15,5.7,1.05714285714286,0.4,2.13333333333333,1.93333333333333,2.4,0.0666666666666667,0.2,1.86666666666667,0.2,0,0,0
"nikao",69705,"Nikão","293","mei",10.96,3.50625,3.50625,2.07949404652429,32,5.8375,1.27333333333333,1.84375,1.21875,0.71875,2.28125,0.1875,0.25,1.40625,0.84375,0.0625,0,0
"rhayner",70874,"Rhayner","287","ata",9.08,3.15714285714286,3.15714285714286,1.37874671478208,21,4.67777777777778,1.43636363636364,1.23809523809524,2.14285714285714,1.85714285714286,2.47619047619048,0.0476190476190476,0,1.95238095238095,0.523809523809524,0.0476190476190476,0,0
"diogo-barbosa",70916,"Diogo Barbosa","275","lat",9.82,3.37142857142857,0.99047619047619,-0.00613260752857118,21,4.30909090909091,1.61111111111111,0.142857142857143,1.61904761904762,1.33333333333333,1.9047619047619,0.0952380952380952,0.0476190476190476,0.714285714285714,0.0952380952380952,0,0,0
"gustavo-gomez",71684,"Gustavo Gómez","275","zag",10.69,6.26923076923077,2.42307692307692,-1.39796843339024,13,5.88333333333333,7.05,0.384615384615385,1.30769230769231,1.38461538461538,1.61538461538462,0,0.0769230769230769,1.07692307692308,0.153846153846154,0.153846153846154,0,0
"cuellar",71709,"Cuéllar","262","mei",11.19,3.7,3.7,0.318468550475154,28,4.1,2.86,0.285714285714286,2.32142857142857,3.53571428571429,1.60714285714286,0.0714285714285714,0,0.428571428571429,0.178571428571429,0,0,0
"rodrigo-lindoso",72362,"Rodrigo Lindoso","263","mei",10.46,4.3125,4.3125,-0.499859127307881,32,4.17222222222222,4.47692307692308,1,1.34375,1.65625,2.5,0.09375,0.09375,1.40625,0.53125,0.21875,0,0
"desabato",73936,"Desábato","267","mei",6.41,2.08333333333333,2.08333333333333,-0.581649497460992,24,1.99090909090909,2.45,0.166666666666667,1.875,2.33333333333333,2.375,0.0416666666666667,0,0.75,0.125,0,0,0
"alison",73974,"Alison","277","mei",8.04,2.55,2.55,0.450094653463882,26,3.25,1.76153846153846,0.230769230769231,2.15384615384615,2.73076923076923,1.65384615384615,0,0,1.03846153846154,0.192307692307692,0,0,0
"claudio-winck",74074,"Claudio Winck","292","lat",4.63,3.11428571428571,1.92380952380952,0.678708411286409,21,4.57,1.65,1.47619047619048,2.42857142857143,1.14285714285714,3.04761904761905,0.0476190476190476,0.19047619047619,1.0952380952381,0.952380952380952,0.142857142857143,0,0
"derlis-gonzalez",75372,"Derlis González","277","ata",8.78,2.97333333333333,2.97333333333333,0.0037001426829661,15,2.9625,2.31666666666667,0.6,2.13333333333333,1.26666666666667,1.53333333333333,0.333333333333333,0.333333333333333,1.06666666666667,0.266666666666667,0.0666666666666667,0,0
"william-pottker",77809,"William Pottker","285","ata",5.04,3.01379310344828,3.01379310344828,0.675681185565307,29,4.03571428571429,2.12142857142857,1.37931034482759,1.24137931034483,0.896551724137931,1.96551724137931,0,0.241379310344828,1.41379310344828,0.586206896551724,0.172413793103448,0,0
"douglas-friedrich",78584,"Douglas Friedrich","265","gol",3.28,2.256,2.736,-1.19489204126625,25,3.45833333333333,1.40833333333333,0,0.2,0.04,0.68,0,0,0.16,0,0,1.04,0.04
"reinaldo",78850,"Reinaldo","276","lat",11.54,4.81,2.97666666666667,-0.093678043674149,30,5.35384615384615,4.53125,1.5,1.93333333333333,1.73333333333333,3.53333333333333,0.0666666666666667,0.0666666666666667,1.1,1,0.0666666666666667,0,0
"rodrigo-dourado",78865,"Rodrigo Dourado","285","mei",10.16,3.10606060606061,3.10606060606061,0.338204875029404,33,3.77058823529412,2.49333333333333,0.212121212121212,2.60606060606061,2.90909090909091,1.60606060606061,0.0303030303030303,0.0909090909090909,0.96969696969697,0.0606060606060606,0.0303030303030303,0,0
"tiago",79042,"Tiago ","265","zag",7.53,3.905,2.405,1.09312873244695,20,6.55454545454546,1.125,0.85,1.75,1.7,2.15,0,0.1,0.9,0.5,0.1,0,0
"fabiano",79887,"Fabiano","285","lat",9.13,2.86666666666667,0.575,-0.0486989999670876,24,2.98461538461539,2.13,0.208333333333333,1.375,1.41666666666667,2.375,0.0416666666666667,0,0.208333333333333,0.166666666666667,0,0,0
"brenner",80080,"Brenner","263","ata",5.2,1.89090909090909,1.89090909090909,-0.334586598268246,22,1.88,1.87272727272727,0.772727272727273,1.86363636363636,0.636363636363636,1.13636363636364,0,0.318181818181818,1.59090909090909,0.363636363636364,0.136363636363636,0,0
"yago-pikachu",80196,"Yago Pikachu","267","lat",16.74,6.65151515151515,5.74242424242424,2.73088364778288,33,10.14375,3.725,1.96969696969697,0.787878787878788,0.787878787878788,1.93939393939394,0.0606060606060606,0.272727272727273,3.12121212121212,0.787878787878788,0.303030303030303,0,0
"ariel-cabral",80363,"Ariel Cabral","283","mei",4.18,2.75263157894737,2.75263157894737,-1.16752087537128,19,2.225,3.79,0.157894736842105,1.78947368421053,2.73684210526316,2.21052631578947,0.0526315789473684,0,1.05263157894737,0.157894736842105,0,0,0
"norberto",80374,"Norberto ","327","lat",9.98,3.71,2.46,1.04336297627427,20,5.275,1,0.3,1.9,2.05,1.6,0.1,0.1,0.95,0.05,0,0,0
"luan",80692,"Luan","275","zag",6.59,6.15,2.4,0.286871882011141,16,6.71428571428571,5.7125,0.25,1.75,2.0625,1.875,0,0.0625,0.9375,0,0.125,0,0
"pedro-geromel",80853,"Pedro Geromel","284","zag",16.28,7.085,4.835,0.408648916700967,20,7.84545454545454,6.0375,0.75,0.8,2.9,1.7,0,0.05,0.45,0.4,0.1,0,0
"jair",81091,"Jair","292","mei",6.66,4.74615384615385,4.74615384615385,-2.53923253024607,13,2.98571428571428,7.14,0.384615384615385,2.76923076923077,3.46153846153846,2.30769230769231,0,0.0769230769230769,1.76923076923077,0.0769230769230769,0.153846153846154,0,0
"carlos-sanchez",81677,"Carlos Sánchez","277","mei",11.03,4.42142857142857,4.42142857142857,-0.609628401853004,14,4.07142857142857,4.58333333333333,1.42857142857143,1.85714285714286,0.857142857142857,4.21428571428571,0.214285714285714,0.142857142857143,2.78571428571429,0.785714285714286,0.285714285714286,0,0
"andres-rios",81684,"Andrés Ríos","267","ata",6.3,2.87307692307692,2.87307692307692,0.919411666700265,26,4.20769230769231,1.83333333333333,1.07692307692308,2.11538461538462,0.730769230769231,1.80769230769231,0.0384615384615385,0.115384615384615,1.84615384615385,0.423076923076923,0.230769230769231,0,0
"matheus-galdezani",82634,"Matheus Galdezani","282","mei",3.04,1.62380952380952,1.62380952380952,-1.87422136880619,23,0.155555555555556,3.05454545454545,0.571428571428571,1.61904761904762,1.33333333333333,2.42857142857143,0.0476190476190476,0.0476190476190476,1.57142857142857,0.333333333333333,0.0476190476190476,0,0
"gabriel",83257,"Gabriel","277","ata",15,5.9030303030303,5.9030303030303,-0.529154651433683,33,5.74,6.1,2.21212121212121,1.63636363636364,0.787878787878788,2.84848484848485,0.0606060606060606,0.606060606060606,1.87878787878788,1.06060606060606,0.545454545454545,0,0
"erik",84848,"Erik","263","ata",6.46,4.3952380952381,4.3952380952381,0.595343272197573,21,4.27692307692308,2.51428571428571,1.14285714285714,1.52380952380952,0.857142857142857,1.57142857142857,0.19047619047619,0.428571428571429,1.76190476190476,0.523809523809524,0.238095238095238,0,0
"henrique",84893,"Henrique","267","lat",5.72,2.15909090909091,1.02272727272727,-1.43871954886663,22,1.76153846153846,2.925,0.409090909090909,1.54545454545455,1,1.95454545454545,0.0454545454545455,0.0909090909090909,1.59090909090909,0.272727272727273,0,0,0
"jeferson",84917,"Jeferson","287","lat",6.38,2.92413793103448,1.2,-0.104460109643943,29,2.9375,2.6,0.137931034482759,1.51724137931034,1.79310344827586,2.79310344827586,0.0344827586206897,0.103448275862069,0.96551724137931,0.103448275862069,0,0,0
"alex-santana",85465,"Alex Santana","217","mei",5.75,4.332,4.332,1.0256115433963,25,5.63636363636364,3.06153846153846,1.76,1.24,1.48,1.4,0,0,1.56,1.2,0.16,0,0
"messias",87402,"Messias","327","zag",8.61,2.32,0.748571428571428,0.147697405384697,35,3.28235294117647,1.18823529411765,0.2,1.08571428571429,1,1.51428571428571,0,0.0285714285714286,0.342857142857143,0.114285714285714,0.0285714285714286,0,0
"trellez",87679,"Tréllez","276","ata",5.39,1.795,1.795,-0.50579685297199,20,1.575,1.89090909090909,0.8,1.6,0.1,0.5,0,0.15,0.65,0.2,0.2,0,0
"arrascaeta",87863,"Arrascaeta","283","mei",15.99,7.085,7.085,4.54657789721902,20,11.71,2.48888888888889,2.1,1.3,1.35,2.65,0.3,0.1,2.25,1.05,0.3,0,0
"ayrton-lucas",88393,"Ayrton Lucas","266","lat",11.41,5.36071428571429,3.575,0.547606251210949,28,7.57142857142857,3.06923076923077,0.821428571428571,1.21428571428571,2.32142857142857,2.42857142857143,0,0.0714285714285714,2.14285714285714,0.5,0,0,0
"leandro-carvalho",88669,"Leandro Carvalho","204","ata",7.28,4.8421052631579,4.8421052631579,1.08015217774601,19,6.08888888888889,3.41111111111111,1.52631578947368,1.63157894736842,1.05263157894737,1.31578947368421,0.105263157894737,0.157894736842105,2.57894736842105,0.631578947368421,0.263157894736842,0,0
"leandro-vilela",88687,"Leandro Vilela","217","mei",4.9,2.08965517241379,2.08965517241379,-0.607105713752085,29,1.79285714285714,2.3,0.586206896551724,2.48275862068966,2.31034482758621,2.48275862068966,0.0344827586206897,0,1.06896551724138,0.448275862068966,0,0,0
"luiz-fernando",90715,"Luiz Fernando ","263","mei",4.86,2.353125,2.353125,0.508300830069321,32,3.17333333333333,1.575,1.15625,1.15625,0.71875,1.46875,0.03125,0.3125,1.46875,0.625,0.09375,0,0
"leonardo-valencia",91508,"Leonardo Valencia","263","mei",9.23,4.38518518518519,4.38518518518519,-1.02305817100749,27,3.85384615384615,5.14615384615385,2.11111111111111,1.07407407407407,0.814814814814815,3.03703703703704,0.222222222222222,0.0740740740740741,1.55555555555556,1.07407407407407,0.111111111111111,0,0
"aderllan",93296,"Aderllan","287","zag",3.97,2.43,0.43,0.147178028422743,20,3.08888888888889,1.45,0.65,1.5,0.75,1.25,0,0.1,0.6,0.35,0.05,0,0
"gregore",95464,"Gregore","265","mei",7.32,3.13235294117647,3.13235294117647,0.0458345987214796,34,3.63125,2.90588235294118,0.558823529411765,3.67647058823529,3.11764705882353,1.61764705882353,0.0588235294117647,0,0.705882352941177,0.352941176470588,0,0,0
"rafael-grampola",95803,"Rafael Grampola","217","ata",2.73,1.33888888888889,1.33888888888889,-0.115181534072849,18,1.65,1.22857142857143,0.888888888888889,1.55555555555556,0.444444444444444,1,0,0.277777777777778,1.5,0.555555555555556,0.0555555555555556,0,0
"iago",97868,"Iago","285","lat",11.63,4.53529411764706,2.32941176470588,-0.850480193370539,34,4.61176470588235,4.49375,0.323529411764706,1.52941176470588,2.41176470588235,2.67647058823529,0.0294117647058824,0.147058823529412,0.441176470588235,0.235294117647059,0,0,0
"jean-pyerre",98832,"Jean Pyerre","284","mei",3.37,3.39090909090909,3.39090909090909,-1.26931134024336,11,2.2,3.95714285714286,1.18181818181818,0.727272727272727,1.09090909090909,1.45454545454545,0,0.181818181818182,1.72727272727273,0.636363636363636,0.0909090909090909,0,0
"thonny-anderson",101484,"Thonny Anderson","284","mei",3.46,2.725,2.725,0.202677166642965,16,3.47142857142857,2.45,1,1.0625,0.625,1.125,0.0625,0.125,0.3125,0.5625,0.1875,0,0
"rafael-moura",37655,"Rafael Moura","327","ata",8.97,2.34074074074074,2.34074074074074,1.24294200534926,27,3.52142857142857,0.536363636363637,1.37037037037037,1.88888888888889,0.259259259259259,1.55555555555556,0.111111111111111,0.481481481481481,0.703703703703704,0.666666666666667,0.259259259259259,0,0
"edu-dracena",37657,"Edu Dracena","275","zag",6.89,2.04,1.04,-0.580365219882342,20,2.31,0.766666666666667,0.45,0.95,0.6,0.55,0,0.15,0.95,0.2,0.1,0,0
"cicero",37688,"Cícero","284","mei",5.54,2.84090909090909,2.84090909090909,1.23266014021067,22,4.61111111111111,1.64545454545455,1.22727272727273,1.72727272727273,1.18181818181818,2.5,0.0909090909090909,0.0909090909090909,1.31818181818182,0.545454545454545,0.0909090909090909,0,0
"leo-moura",37701,"Léo Moura","284","lat",11.62,6.06111111111111,2.72777777777778,0.359083828899952,18,6.35,5.36666666666667,0.111111111111111,0.666666666666667,1.27777777777778,1.83333333333333,0.222222222222222,0.111111111111111,1.05555555555556,0.0555555555555556,0,0,0
"anderson",38001,"Anderson","265","gol",4.9,2.46666666666667,2.26666666666667,-0.446599683331104,15,3.4125,-0.216666666666667,0,0.0666666666666667,0,0.333333333333333,0,0,0.2,0,0,0.8,0
"maicon",38196,"Maicon","284","mei",8.56,3.45,3.45,1.22436584751522,20,4.25,1.3,0.5,1.2,1.75,3.05,0.15,0,0.95,0.2,0.15,0,0
"fabio-santos",38229,"Fábio Santos","282","lat",7.22,3.43939393939394,1.62121212121212,0.117158040021805,35,4.2875,2.57333333333333,0.363636363636364,1.51515151515152,1.09090909090909,2.39393939393939,0.0303030303030303,0.151515151515152,1.45454545454545,0.181818181818182,0.121212121212121,0,0
"wellington-paulista",38279,"Wellington Paulista","315","ata",9.94,2.825,2.825,0.137465679234204,24,3.09,2.19166666666667,1.91666666666667,2.66666666666667,0.625,2.29166666666667,0.0833333333333333,0.375,1.75,1.375,0.208333333333333,0,0
"marcio-araujo",38311,"Márcio Araújo","315","mei",4.33,2.31428571428571,2.31428571428571,-0.709274581839311,28,1.6,2.3,0.25,1.14285714285714,1.89285714285714,1.85714285714286,0,0,1.07142857142857,0.178571428571429,0,0,0
"jadson",38315,"Jadson","264","mei",6.54,2.128,2.128,-0.898705524690149,25,1.83333333333333,2.89090909090909,0.92,0.64,0.2,3.4,0.2,0.16,0.44,0.44,0.16,0,0
"leandro-castan",38505,"Leandro Castan","267","zag",8.29,2.65714285714286,1.22857142857143,1.2311771053877,14,3.37142857142857,-0.0199999999999999,0.142857142857143,1.64285714285714,1.78571428571429,1.14285714285714,0,0,0.857142857142857,0.0714285714285714,0,0,0
"eder-luis",38508,"Eder Luis","204","ata",2.78,0.530769230769231,0.530769230769231,0.129519211716309,13,1.08333333333333,0.2,0.384615384615385,0.538461538461538,0.307692307692308,0.846153846153846,0,0.384615384615385,0.769230769230769,0.153846153846154,0,0,0
"felipe-melo",38545,"Felipe Melo","275","mei",3.96,2.22413793103448,2.22413793103448,-1.70699772575284,29,1.06666666666667,3.65,0.517241379310345,2,1.96551724137931,2,0.0344827586206897,0.0689655172413793,0.896551724137931,0.344827586206897,0.0689655172413793,0,0
"matheus-ferraz",38632,"Matheus Ferraz","327","zag",6.18,2.55757575757576,1.19393939393939,-0.421215134315604,33,2.76666666666667,2.19375,0.242424242424242,1.15151515151515,1.21212121212121,1.03030303030303,0,0.0606060606060606,0.484848484848485,0.151515151515152,0,0,0
"douglas",38738,"Douglas","284","mei",4.56,0.9,0.9,1.38197078662015,14,2.2875,-0.96,0.642857142857143,0.714285714285714,0.0714285714285714,4.07142857142857,0.0714285714285714,0,0.928571428571429,0.214285714285714,0.142857142857143,0,0
