"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","I","PE","RB","G","SG","CV","DD","GS","PP","GC","DP"
"202","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2018/05/21/735c0f10e782fe88dc4dde7e95494223_FORMATO.png",41929,13,"GRE","tec","Provável",7.65,15.71,0.93,5.27,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,13,"PAL","ata","Provável",5.5,12.2,-0.54,7.17,"Palmeiras",1,2,23,8,5,13,3,3,7,10,7,NA,NA,NA,NA,NA,NA,NA
"204","Cássio Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2018/05/18/6662c91f614ec4441d31795cdaf98573_FORMATO.png",42234,13,"COR","gol","Provável",20,13.27,2.43,6.9,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,11,3,NA,NA,NA
"205","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2018/05/18/4e9c58c4c55851aececb2f797dca0723_FORMATO.png",42145,13,"CRU","lat","Provável",3,10.6,-0.72,6.41,"Cruzeiro",NA,1,14,NA,5,11,NA,4,26,28,NA,5,NA,NA,NA,NA,NA,NA
"206","William José de Souza","amaral","Amaral","https://s.glbimg.com/es/sde/f/2018/05/24/1c24cfcea8b33cf62a5b111551e4c34f_FORMATO.png",42232,13,"CHA","mei","Nulo",0,3.93,0,1.42,"Chapecoense",NA,1,13,1,1,2,NA,NA,9,13,NA,NA,NA,NA,NA,NA,NA,NA
"207","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/07/13/09307c226e39bee5dc0a7815a939e26d_FORMATO.png",42499,13,"BAH","lat","Dúvida",-1.9,2.69,-1.31,-1.9,"Bahia",NA,NA,3,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Jonathas Cristian de Jesus","jonathas","Jonathas","https://s.glbimg.com/es/sde/f/2018/07/09/2e93303c78149ffbbd08c43bbe985aae_FORMATO.png",42138,13,"COR","ata","Dúvida",3,5.22,0.22,3,"Corinthians",NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"209","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_FORMATO.png",42500,13,"COR","lat","Provável",12.5,12.3,0.6,6.42,"Corinthians",2,NA,4,NA,1,3,NA,NA,17,7,NA,2,NA,NA,NA,NA,NA,NA
"210","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png",49651,13,"SPO","zag","Contundido",-0.5,3.97,-1.01,1.45,"Sport",NA,3,8,NA,NA,4,NA,NA,5,8,NA,3,NA,NA,NA,NA,NA,NA
"211","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png",42501,13,"FLA","zag","Contundido",0,8.57,0,4.95,"Flamengo",NA,NA,1,NA,1,2,NA,1,5,7,NA,3,1,NA,NA,NA,NA,NA
"212","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png",49673,13,"FLU","gol","Provável",-2.9,3.37,-0.71,1.96,"Fluminense",NA,1,NA,NA,NA,1,NA,NA,10,NA,NA,3,NA,17,18,NA,NA,NA
"213","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/04/09/258482949eb7622bf48b8c8e13189cae_FORMATO.png",49674,13,"VAS","lat","Nulo",0,3.47,0,0,"Vasco",NA,1,2,NA,NA,3,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"214","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/04/18/3aa32aba35593f61c8aaae97221cac73_FORMATO.png",50301,13,"SAO","mei","Suspenso",10.6,12.49,0.09,5.66,"São Paulo",4,2,13,4,5,26,NA,8,35,9,4,NA,NA,NA,NA,NA,NA,NA
"215","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2018/05/04/7e25588c269efbad7eeebc8cacae8c11_FORMATO.png",82792,13,"FLA","tec","Provável",3.09,13.8,0.32,5.74,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,13,"ATL","mei","Dúvida",0,6.65,0,1.45,"Atlético-PR",NA,2,10,1,6,13,NA,NA,25,7,1,NA,NA,NA,NA,NA,NA,NA
"217","Eduardo Luís Abonizio de Souza","edu-dracena","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,13,"PAL","zag","Provável",-0.5,5.86,-0.62,1.9,"Palmeiras",NA,1,5,1,NA,8,1,1,4,8,NA,2,NA,NA,NA,NA,1,NA
"218","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,13,"BOT","gol","Contundido",0,14.65,0,8.05,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,7,2,NA,NA,NA
"219","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,13,"ATL","mei","Contundido",0,6.64,0,3.28,"Atlético-MG",NA,3,17,NA,NA,16,NA,NA,19,30,NA,NA,NA,NA,NA,NA,NA,NA
"220","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,13,"CHA","mei","Provável",3.1,5.28,0.6,2.78,"Chapecoense",NA,2,18,1,3,20,NA,NA,16,16,1,NA,NA,NA,NA,NA,NA,NA
"221","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,13,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2018/05/23/f6726899a3c95e7810082228bb34b94e_FORMATO.png",50317,13,"SAN","zag","Provável",4.8,9.19,-0.07,2.31,"Santos",NA,2,9,NA,5,5,NA,NA,17,15,NA,2,NA,NA,NA,NA,NA,NA
"223","Lucas Rios Marques","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_FORMATO.png",50362,13,"VIT","lat","Dúvida",0,5.17,0,1.62,"Vitória",NA,NA,3,NA,2,7,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA
"224","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/05/07/b671b3790ed438968275eedce0fcd245_FORMATO.png",50401,13,"AME","mei","Nulo",0,2.59,0,0.55,"América-MG",NA,1,6,1,2,2,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA
"225","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,13,"AME","mei","Provável",3.9,1.77,0.7,-0.47,"América-MG",NA,1,5,NA,2,6,NA,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA
"226","Carlos Eduardo Marques","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2018/03/21/f5eb1f78647571d7e58db6a03eb7b42f_FORMATO.png",50369,13,"PAR","mei","Dúvida",-2.6,3.46,-0.54,0.81,"Paraná",NA,1,4,NA,4,10,NA,NA,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"227","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,13,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/04/09/f2c6c8bfe27315c6e7bd65079343b249_FORMATO.png",50408,13,"VAS","zag","Provável",1.4,3.27,0.05,-1.17,"Vasco",NA,1,2,NA,NA,3,NA,NA,5,3,NA,NA,1,NA,NA,NA,NA,NA
"229","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,13,"GRE","lat","Nulo",0,2.98,0,0.5,"Grêmio",NA,1,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"230","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,13,"CRU","zag","Provável",1.5,8.53,-0.38,4.15,"Cruzeiro",NA,NA,10,NA,3,4,NA,2,6,16,NA,5,NA,NA,NA,NA,NA,NA
"231","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/03/21/c1647634cd1be0db834cb736dd2296de_FORMATO.png",50402,13,"BAH","ata","Contundido",0,4.57,0,0.93,"Bahia",NA,1,6,4,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"232","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,13,"CHA","lat","Provável",7.4,6.68,0.65,4.92,"Chapecoense",2,NA,2,1,NA,3,NA,NA,9,7,NA,2,NA,NA,NA,NA,NA,NA
"233","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/05/26/26b64322c996fe0f87c76923b389b7b2_FORMATO.png",50324,13,"SAO","mei","Provável",7.5,9.31,0.84,3.33,"São Paulo",NA,5,21,2,7,11,NA,2,17,31,NA,NA,NA,NA,NA,NA,NA,NA
"234","Leonardo de Oliveira Clemente","leo-itaperuna","Léo Itaperuna","https://s.glbimg.com/es/sde/f/2018/04/24/2546f47c74fd6c2b37f7bb23986281f6_FORMATO.png",50808,13,"PAR","ata","Nulo",0.8,3.97,-0.12,2.04,"Paraná",1,NA,10,2,6,12,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA
"235","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,13,"COR","zag","Provável",4.5,10.01,0.73,3.5,"Corinthians",NA,NA,6,NA,4,11,NA,NA,7,6,1,5,NA,NA,NA,NA,NA,NA
"236","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/07/18/23344242c4a903e79b613d54605d7acb_FORMATO.png",68800,13,"VAS","ata","Nulo",0,9,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,13,"ATL","gol","Provável",1.7,9.83,0.21,2.04,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,10,NA,NA,2,NA,19,19,NA,NA,NA
"238","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,13,"BOT","lat","Nulo",3.7,7.87,-0.33,4.15,"Botafogo",NA,2,10,2,2,16,NA,NA,25,17,1,NA,NA,NA,NA,NA,NA,NA
"239","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,13,"ATL","mei","Provável",-1.9,4.26,-1.15,0.97,"Atlético-MG",2,5,12,1,4,7,NA,2,19,11,NA,NA,NA,NA,NA,NA,NA,NA
"240","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,13,"AME","ata","Nulo",0,6.19,0,2.37,"América-MG",1,1,4,3,1,5,NA,NA,15,5,1,NA,NA,NA,NA,NA,NA,NA
"241","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,13,"CRU","zag","Provável",0.2,10.74,-0.34,6.18,"Cruzeiro",NA,3,13,4,5,9,NA,1,16,21,2,5,NA,NA,NA,NA,NA,NA
"242","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,13,"BOT","lat","Provável",-0.6,3.1,-0.61,1.45,"Botafogo",NA,NA,1,NA,NA,1,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA
"243","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto",NA,83204,13,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,13,"CEA","ata","Provável",9.6,6.49,1.99,2.82,"Ceará",2,NA,10,4,4,14,NA,NA,25,7,1,NA,NA,NA,NA,NA,NA,NA
"245","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/05/26/6ec50553602c7380485a79fa43cc7366_FORMATO.png",63422,13,"SAO","mei","Contundido",1.5,7.83,-0.22,3.34,"São Paulo",NA,2,21,NA,2,17,NA,NA,18,31,NA,NA,NA,NA,NA,NA,NA,NA
"246","Renan Henrique Oliveira Vieira","renan-oliveira","Renan Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b77d3968ee48567370aabffeb805c67f_FORMATO.png",60822,13,"AME","mei","Contundido",0,3.5,0,-0.5,"América-MG",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,13,"INT","mei","Provável",0,19.01,0,7.62,"Internacional",2,3,20,4,6,14,NA,NA,26,38,3,NA,NA,NA,NA,NA,NA,NA
"248","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,13,"SAN","ata","Provável",-0.3,12.92,-0.42,5.06,"Santos",1,1,15,5,19,22,NA,8,38,11,4,NA,NA,NA,NA,NA,NA,NA
"249","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/06/30/06bb020b952c06c73bffe368df65fc09_FORMATO.png",63122,13,"VAS","lat","Contundido",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,13,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,13,"CHA","zag","Provável",0,9.17,0,4.17,"Chapecoense",NA,1,11,NA,3,9,1,NA,8,20,NA,4,NA,NA,NA,NA,NA,NA
"252","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/04/09/cf6596e8e8357c8c896b4037c70910b2_FORMATO.png",83626,13,"VAS","mei","Nulo",0,0.87,-0.09,-0.88,"Vasco",NA,1,6,NA,1,2,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,NA
"253","Sergio Antonio Soler de Oliveira Junior","serginho","Serginho","https://s.glbimg.com/es/sde/f/2018/05/07/91dac514dd0507957d36fa511bb7b5e7_FORMATO.png",88002,13,"AME","mei","Nulo",0,16.58,0,5.34,"América-MG",3,1,17,6,8,14,NA,1,30,11,4,NA,NA,NA,NA,NA,NA,NA
"254","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,13,"PAL","mei","Provável",0,3.98,0,0.29,"Palmeiras",NA,3,12,1,2,8,NA,NA,19,9,NA,NA,NA,NA,NA,NA,NA,NA
"255","Thiago Martins Bueno","thiago-martins","Thiago Martins","https://s.glbimg.com/es/sde/f/2018/03/01/7d136da5ad6a68f1279a5a3bc3c16615_FORMATO.png",83615,13,"PAL","zag","Nulo",0,4.55,0,3,"Palmeiras",NA,NA,4,1,1,1,NA,NA,5,4,NA,2,NA,NA,NA,NA,NA,NA
"256","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,13,"VIT","ata","Provável",0,12.21,0,6.65,"Vitória",3,3,14,3,10,27,NA,3,43,19,4,NA,NA,NA,NA,NA,NA,NA
"257","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,13,"AME","lat","Nulo",0,11.48,0,3.7,"América-MG",NA,1,13,5,2,3,NA,1,7,5,1,1,NA,NA,NA,NA,NA,NA
"258","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/04/09/1cb2f4ec223fc588acc04336d52fcf07_FORMATO.png",63172,13,"VAS","zag","Nulo",0,4.23,0,0.92,"Vasco",NA,1,7,1,3,3,NA,1,5,8,NA,NA,NA,NA,NA,NA,1,NA
"259","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,13,"COR","ata","Dúvida",0,11.94,0,6.83,"Corinthians",1,NA,4,NA,1,3,NA,NA,6,6,1,NA,NA,NA,NA,NA,NA,NA
"260","José Luis dos Santos Pinto","zezinho","Zezinho","https://s.glbimg.com/es/sde/f/2018/03/21/20af82e27e6699c69e9458932cd76ae4_FORMATO.png",63208,13,"PAR","mei","Nulo",0,4.47,0,0.2,"Paraná",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,13,"INT","mei","Provável",2.8,8.91,0.55,2.55,"Internacional",2,2,6,NA,6,10,NA,NA,21,11,NA,NA,NA,NA,NA,NA,NA,NA
"262","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,13,"PAR","zag","Provável",0.9,4.79,-1.21,0.9,"Paraná",NA,NA,3,NA,NA,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"263","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,13,"CEA","zag","Nulo",3.7,7.22,-0.14,3.2,"Ceará",NA,NA,5,NA,3,4,NA,NA,5,11,NA,3,NA,NA,NA,NA,NA,NA
"264","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,13,"ATL","ata","Provável",5.2,14.95,-0.46,5.29,"Atlético-MG",2,2,18,3,8,8,NA,1,32,40,1,NA,NA,NA,NA,NA,NA,NA
"265","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,13,"GRE","ata","Provável",12.3,9.79,2.39,2.03,"Grêmio",NA,2,28,4,10,20,NA,10,27,7,3,NA,NA,NA,NA,NA,NA,NA
"266","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,13,"CRU","mei","Nulo",0,6.8,0,2.67,"Cruzeiro",1,2,11,1,8,2,NA,NA,9,8,1,NA,NA,NA,NA,NA,NA,NA
"267","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,13,"BAH","mei","Nulo",0,4.31,0,1.82,"Bahia",1,NA,6,2,NA,5,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA
"268","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,13,"PAR","ata","Dúvida",0,5.29,0,1.83,"Paraná",NA,3,12,4,8,13,NA,7,7,8,1,NA,NA,NA,NA,NA,NA,NA
"269","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,13,"CRU","mei","Provável",0,5.23,0,1.81,"Cruzeiro",NA,NA,13,1,NA,7,NA,1,18,16,NA,NA,NA,NA,NA,NA,NA,NA
"270","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,13,"ATL","ata","Provável",3.9,3.96,0.62,0.28,"Atlético-PR",NA,2,4,3,3,9,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,13,"INT","zag","Contundido",0,12.16,0,5.96,"Internacional",NA,2,13,1,4,10,NA,1,11,21,1,5,NA,NA,NA,NA,NA,NA
"272","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,13,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,13,"ATL","ata","Nulo",-0.2,8.41,-1.63,2.52,"Atlético-MG",NA,NA,11,1,5,5,NA,3,12,3,2,NA,NA,NA,NA,NA,NA,NA
"274","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,13,"INT","ata","Provável",-2.1,13.75,-2.96,4.74,"Internacional",NA,2,5,7,4,4,3,2,19,4,4,NA,NA,NA,NA,NA,NA,NA
"275","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,13,"COR","ata","Nulo",0,7.11,0,1.95,"Corinthians",1,NA,3,1,NA,10,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"276","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,13,"ATL","mei","Nulo",0.5,4.49,-0.43,1.61,"Atlético-PR",NA,1,19,2,3,8,NA,NA,30,24,NA,NA,1,NA,NA,NA,NA,NA
"277","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,13,"SAN","lat","Provável",6.9,11.98,0.76,3.64,"Santos",NA,2,5,2,3,19,1,NA,39,23,NA,2,NA,NA,NA,NA,NA,NA
"278","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,13,"ATL","mei","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/04/27/01600179bedbd202493bb520c8123ae3_FORMATO.png",84761,13,"SPO","tec","Provável",0.93,8.77,-0.42,4.3,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,13,"SPO","lat","Provável",-1,8.75,-1.02,3.86,"Sport",NA,1,9,1,1,13,NA,NA,29,21,NA,3,1,NA,NA,NA,NA,NA
"281","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/05/07/908c232e4f8376d6e594daa923ee4c6a_FORMATO.png",84848,13,"ATL","ata","Nulo",0,1.78,0,-0.34,"Atlético-MG",NA,NA,5,NA,1,4,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/04/09/a2a38f9417ef984a6dc682daa29dbadd_FORMATO.png",84893,13,"VAS","lat","Provável",1.3,5.84,-0.86,1.73,"Vasco",NA,4,17,1,2,17,NA,1,20,16,NA,1,NA,NA,NA,NA,NA,NA
