"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","SG","CA","FD","FF","G","I","A","DD","GS","FT","CV","GC","PP","DP"
"194","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,5,"SPO","ata","Provável",2.8,8.53,-0.42,5.4,"Sport",4,12,6,3,NA,NA,5,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"195","Kelvin Mateus de Oliveira","kelvin","Kelvin","https://s.glbimg.com/es/sde/f/2018/03/20/ce27034d4fd8068f72bbf69792b0ad46_FORMATO.png",71549,5,"VAS","ata","Nulo",4.4,7.58,-0.94,9.2,"Vasco",1,3,2,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"196","Federico Mancuello","mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/05/07/0f1aad8b26fa5e7442bde1e17cfc4dfb_FORMATO.png",71066,5,"CRU","mei","Nulo",-0.5,3.41,-0.58,0.7,"Cruzeiro",5,1,7,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Gabriel Rybar Blos","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,5,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2018/03/25/dd9ea56235c4560ee7a1b057397c6134_FORMATO.png",72386,5,"GRE","ata","Nulo",0,5,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2018/03/01/744e7ddbce3e389aa300edd8ce854afc_FORMATO.png",72391,5,"ATL","tec","Provável",4.2,10.17,0.19,4.44,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2018/05/08/8c609625e5588e4ad1fdcd2a6c478284_FORMATO.png",71479,5,"ATL","mei","Provável",0,4.99,0,0.53,"Atlético-PR",2,NA,9,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Matheus Simonete Bressanelli","bressan","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,5,"GRE","zag","Provável",0,7.35,0,3.27,"Grêmio",2,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2018/03/21/3c546811d33f612cacba3bdc1dace452_FORMATO.png",71719,5,"BAH","mei","Contundido",-0.5,8.28,-1.14,3.92,"Bahia",17,1,10,16,NA,1,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"203","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,5,"FLA","mei","Provável",-0.3,10.47,-1.58,5.16,"Flamengo",8,1,5,18,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"204","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2018/03/01/1b14659ebbd67b4f5e8df68d552f08f5_FORMATO.png",71631,5,"PAL","gol","Nulo",0,8.88,0,5.5,"Palmeiras",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Agenor Detofol","agenor","Agenor","https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_FORMATO.png",71724,5,"SPO","gol","Nulo",0,0.69,0,-6,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"206","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2018/05/08/b49a52f81f691127e1693a8fc8a73d1b_FORMATO.png",71571,5,"VAS","gol","Nulo",0,9,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Francisco Jackson Menezes da Costa","jackson-caucaia","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2018/03/01/77341756579f4067e7509b70b46695d2_FORMATO.png",70162,5,"CEA","mei","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Silvio José Cardoso Reis Junior","silvinho","Silvinho","https://s.glbimg.com/es/sde/f/2018/04/24/7ceaf9ab1a9cc4e1cb61cdef960b1079_FORMATO.png",71799,5,"PAR","ata","Provável",14.3,8.73,3.33,5.3,"Paraná",6,14,15,6,NA,1,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/01/34ebb436f266413af2ae741c998ec282_FORMATO.png",71937,5,"CEA","mei","Nulo",4.6,5.37,0.33,2.58,"Ceará",7,2,18,12,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,5,"SAO","zag","Provável",-0.1,10.18,-0.6,4.25,"São Paulo",2,2,5,3,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"211","Bruno Medeiros Grassi","bruno-grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,5,"GRE","gol","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Michel Ferreira dos Santos","michel","Michel","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,5,"GRE","mei","Nulo",0,4.7,0,1.9,"Grêmio",NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,5,"GRE","lat","Dúvida",8.3,15.13,0.93,7.25,"Grêmio",5,6,10,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/75e3c902e55b9c23591335eee1054dc3_FORMATO.png",71844,5,"VAS","mei","Nulo",0,8.15,0,4,"Vasco",3,4,6,1,NA,1,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"215","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,5,"BOT","mei","Nulo",0,4.24,0,1.9,"Botafogo",NA,3,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,5,"PAR","mei","Provável",0,3.22,-1.04,3.5,"Paraná",2,3,2,5,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2018/03/21/540117d8a1c994a105ca9ce63944758d_FORMATO.png",72007,5,"VIT","mei","Nulo",0,5,0,1.83,"Vitória",8,1,11,7,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Cléber Janderson Pereira Reis","cleber-reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2018/04/24/69768a9bda3441e7a742ff9d70ba8d95_FORMATO.png",72376,5,"PAR","zag","Provável",0,4.64,0,3.05,"Paraná",2,2,1,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,5,"VIT","mei","Provável",-2.3,3.75,-2.25,-2.3,"Vitória",4,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Diego Vicente Aguirre Camblor","diego-aguirre","Diego Aguirre","https://s.glbimg.com/es/sde/f/2018/03/26/187f8c6b563aca4a07634274588e2e6a_FORMATO.png",73766,5,"SAO","tec","Provável",5.16,11.12,0.29,4.86,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/05/04/852acf0c7f6c125a0e08c2d187f7d3de_FORMATO.png",75295,5,"FLA","ata","Suspenso",9.8,13.78,0.91,8.05,"Flamengo",2,4,2,NA,NA,NA,NA,4,1,1,1,NA,NA,NA,NA,NA,NA,NA
"222","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,5,"SAO","zag","Contundido",0,12.76,0,6.55,"São Paulo",2,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Bruno Batista Pereira Pires","bruno-pires","Bruno Pires","https://s.glbimg.com/es/sde/f/2018/03/01/ad185940b1e538f5738d06d1a599e4da_FORMATO.png",73487,5,"CEA","zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,5,"PAR","zag","Nulo",-0.8,2.05,-0.43,0.32,"Paraná",2,1,5,1,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"225","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,5,"BAH","ata","Provável",17.2,9.88,3.78,5.06,"Bahia",7,7,7,3,NA,NA,3,1,2,1,NA,NA,NA,1,NA,NA,NA,NA
"226","Thomás Jaguaribe Bedinelli","thomas","Thomás","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_FORMATO.png",77551,5,"SPO","mei","Nulo",0,6,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/05/f361cfc29237775705783a7875f93445_FORMATO.png",73515,5,"SPO","mei","Provável",-0.8,4.2,-0.78,1.4,"Sport",4,8,6,2,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png",77500,5,"BOT","zag","Nulo",0,5,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/04/09/a194ce2c097d00d462468c507706916a_FORMATO.png",73635,5,"VAS","ata","Contundido",0,2.99,0,0.1,"Vasco",1,8,8,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"230","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/04/09/849b6dffedf69d16c97188a32027f6a9_FORMATO.png",73936,5,"VAS","mei","Provável",4.7,8.44,-0.31,5.22,"Vasco",2,1,8,12,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"231","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/04/13/695988b1d73d53bec9423a7af3348dda_FORMATO.png",78077,5,"GRE","lat","Nulo",9.4,7.06,2.08,3.63,"Grêmio",1,3,3,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2018/05/04/9268b435089ca4758bd26ab119d49db1_FORMATO.png",73896,5,"FLA","ata","Nulo",0,5.03,0,1.5,"Flamengo",6,1,5,4,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"233","Eugenio Esteban Mena Reveco","mena","Mena","https://s.glbimg.com/es/sde/f/2018/03/21/9fbac764cee8990a10c184a750c868cd_FORMATO.png",77967,5,"BAH","lat","Nulo",-0.6,7.1,-2.9,-0.6,"Bahia",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/04/12/b854b95f8d49d62715ce163bf535b942_FORMATO.png",78497,5,"CEA","lat","Provável",0,4.42,0,1.57,"Ceará",3,3,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,5,"SAN","mei","Provável",4.8,10.31,-0.71,6.15,"Santos",9,6,16,11,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,5,"SAN","ata","Nulo",0,6.96,0,1.2,"Santos",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png",78605,5,"COR","mei","Provável",5.4,11.95,0.38,5.85,"Corinthians",10,9,9,14,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Héctor Canteros","canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/26/8b500e8c0826bd7c342137f3449ddb7d_FORMATO.png",73918,5,"CHA","mei","Provável",9.6,8.3,1.96,3.26,"Chapecoense",4,3,20,6,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"239","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,5,"INT","ata","Suspenso",0,1.81,0,0.05,"Internacional",7,7,11,4,NA,1,3,3,NA,3,NA,NA,NA,NA,1,NA,NA,NA
"240","Bryan Silva Garcia","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png",78632,5,"VIT","lat","Contundido",0,7,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2018/03/15/ba1f77e4ae44828776842c90f1e2bdb9_FORMATO.png",78577,5,"CEA","mei","Provável",3,4.83,-0.06,2.53,"Ceará",3,5,4,5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"242","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2018/05/16/a263b1371bc6737cc4e274a26a816460_FORMATO.png",78584,5,"BAH","gol","Provável",-4,2.8,-1.7,1.28,"Bahia",NA,2,2,NA,2,1,NA,NA,NA,NA,NA,5,6,NA,NA,1,NA,NA
"243","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_FORMATO.png",78851,5,"PAR","gol","Nulo",0,4.18,0,0.25,"Paraná",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA
"244","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,5,"GRE","mei","Provável",0,5.58,0,0.93,"Grêmio",6,4,5,6,NA,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"245","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,5,"PAL","mei","Nulo",12.5,8.54,2.68,5.8,"Palmeiras",4,1,1,10,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"246","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2018/03/21/bb96e12d42dead8632e9cf0a06183eec_FORMATO.png",78866,5,"PAR","ata","Nulo",0,1.38,0,-1,"Paraná",2,2,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"247","Jonatas Elias Belusso","jonatas-belusso","Jonatas Belusso","https://s.glbimg.com/es/sde/f/2018/03/21/155f4a413a5e54cbda24a44dd83b3e7d_FORMATO.png",78763,5,"VIT","ata","Contundido",0,5,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,5,"FLA","gol","Nulo",-6.6,3.35,-3.65,-6.6,"Flamengo",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"249","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,5,"BAH","zag","Nulo",0,2.89,0,0.2,"Bahia",2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2018/03/11/d003cdfe10ec42f489d233308e6e8f67_FORMATO.png",78850,5,"SAO","lat","Dúvida",3.1,10,-0.67,4.7,"São Paulo",5,3,8,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Leandro Marcos Pereira","leandro-pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png",78968,5,"CHA","ata","Nulo",18.5,8.72,4.55,5.32,"Chapecoense",2,4,NA,6,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA
"252","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,5,"SAN","zag","Provável",1.5,4.02,-0.98,1.5,"Santos",1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,5,"INT","mei","Provável",4,10.33,0.14,3.52,"Internacional",10,8,6,15,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"254","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2018/04/17/ce7334697738faf901591dd010ddd96e_FORMATO.png",78897,5,"CEA","mei","Nulo",0,1.98,0,-0.8,"Ceará",2,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Petros Mateus dos Santos Araújo","petros","Petros","https://s.glbimg.com/es/sde/f/2017/07/26/76e3ac62bea2e73cc7ef41c4584caa71_FORMATO.png",78891,5,"SAO","mei","Nulo",0,9.21,0,4.75,"São Paulo",3,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/03/15/3183bb134adafec0e0a85687bccf64f7_FORMATO.png",78475,5,"CEA","ata","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,5,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,5,"SAN","zag","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,5,"AME","lat","Provável",0,10.86,0,5.03,"América-MG",3,6,7,11,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,5,"PAL","zag","Provável",3.3,8.17,0.42,3.4,"Palmeiras",2,2,10,3,2,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA
"261","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/03/21/566752c7bbc5fc02c0219ba0e1eb7fe3_FORMATO.png",80393,5,"INT","mei","Nulo",0,3.52,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,5,"BAH","zag","Provável",0,7.53,0,3.75,"Bahia",8,2,2,2,1,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"263","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,5,"PAR","mei","Nulo",0,6,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,5,"FLA","mei","Nulo",0,4.58,0,1.45,"Flamengo",4,NA,7,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/03/02/1735f09fc73e180baab6c1cde6826333_FORMATO.png",79276,5,"CHA","zag","Contundido",0,5,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/07/de5cc9b6be749402b257946886dea075_FORMATO.png",87393,5,"ATL","zag","Provável",7.4,6.56,1.35,2.38,"Atlético-MG",4,5,5,7,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"267","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,5,"INT","lat","Nulo",5.3,9.59,0.68,5.55,"Internacional",4,1,12,9,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/04/09/e1b71699a8daa2fdedb0782cd158c58b_FORMATO.png",80573,5,"VAS","zag","Nulo",0,4,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,5,"BOT","mei","Provável",-1.1,4.1,-1.25,3.03,"Botafogo",2,3,7,5,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Ricardo César Dantas da Silva","ricardo-silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2018/04/20/295c4ab26ba72d42690b414ec721c2ea_FORMATO.png",79334,5,"AME","zag","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/01/21/d231b19c8df41a4d02546bee8dad040b_FORMATO.png",80313,5,"FLU","lat","Provável",5.7,5.41,0.15,3.4,"Fluminense",6,5,11,5,1,NA,NA,3,1,1,NA,NA,NA,NA,1,NA,NA,NA
"272","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,5,"FLA","lat","Provável",0,11.73,0,7.88,"Flamengo",3,2,15,13,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Rafael Bruno Cajueiro da Silva","rafael-carioca","Rafael Carioca","https://s.glbimg.com/es/sde/f/2018/03/15/3c82c6126e8d731e3055df81cee8164b_FORMATO.png",79967,5,"CEA","lat","Nulo",3.9,4.87,0.98,2.72,"Ceará",8,4,13,10,1,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
