"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","I","PE","RB","SG","CV","DD","GS","PP","GC","DP"
"218","Guilherme Ribeiro Rend","guilherme-ribeiro","Guilherme Ribeiro","https://s.glbimg.com/es/sde/f/2018/03/01/9477202e477dc732206a641b324c28dd_FORMATO.png",101686,38,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2018/05/25/20eec38c9eb77921a12931832e9c6a93_FORMATO.png",101708,38,"CEA","lat","Provável",7.2,3.43,1.17,4.91,"Ceará",NA,1,10,NA,6,14,NA,NA,NA,27,28,6,NA,NA,NA,NA,NA,NA
"220","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,38,"PAL","mei","Provável",3.1,8.22,0.26,3.06,"Palmeiras",3,8,60,5,15,49,1,5,6,79,51,NA,NA,NA,NA,NA,NA,NA
"221","Fernando José da Cunha Neto","fernando-neto","Fernando Neto","https://s.glbimg.com/es/sde/f/2018/09/18/76d312b906b38b6d19ba0876493c1a51_FORMATO.png",80667,38,"FLU","mei","Nulo",0,1.81,0,1.6,"Fluminense",NA,1,4,NA,NA,2,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA
"222","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/09/27/b551a9e8e890e361540470d7d707da03_FORMATO.png",80573,38,"VAS","zag","Provável",7.4,5.8,1.29,2.99,"Vasco",NA,6,27,1,8,31,NA,NA,1,62,46,7,NA,NA,NA,NA,1,NA
"223","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png",101715,38,"ATL","ata","Nulo",0,0.77,0,0.18,"Atlético-MG",NA,NA,4,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"224","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,38,"PAL","zag","Nulo",0,6.59,0,5.79,"Palmeiras",NA,6,21,2,NA,15,NA,2,1,30,33,12,1,NA,NA,NA,NA,NA
"225","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2018/05/17/4db250b451ffbbeb0a3e8ec81fe6023a_FORMATO.png",101716,38,"ATL","mei","Nulo",0,0.78,0,0.6,"Atlético-MG",NA,1,2,2,3,3,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA
"226","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2018/09/27/e88201c8fd87512209d0c8292616dd3a_FORMATO.png",101717,38,"VAS","mei","Dúvida",1.9,2.59,0.32,1.84,"Vasco",NA,1,6,2,2,9,NA,1,NA,6,7,NA,NA,NA,NA,NA,NA,NA
"227","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,38,"SPO","zag","Contundido",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"228","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2018/07/17/3d354bb2faab384ce4d8a8fd0bf1d81d_FORMATO.png",101718,38,"VAS","mei","Nulo",0,0.81,0,0.75,"Vasco",NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"229","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,38,"GRE","zag","Suspenso",0,16.28,0,7.09,"Grêmio",NA,3,13,5,8,9,NA,2,1,34,58,9,NA,NA,NA,NA,NA,NA
"230","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2018/08/29/ccbb091bbf9cc1637cc7e4a75a9b5d9f_FORMATO.png",81091,38,"SPO","mei","Suspenso",0,6.66,0,4.74,"Sport",NA,6,30,2,1,23,NA,2,1,30,45,NA,NA,NA,NA,NA,NA,NA
"231","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,38,"SPO","mei","Provável",4.7,8.49,0.85,2.42,"Sport",4,1,8,12,19,36,NA,2,3,76,13,NA,NA,NA,NA,NA,NA,NA
"232","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png",101720,38,"VAS","zag","Nulo",0,1.21,0,1.7,"Vasco",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"233","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,38,"VAS","zag","Nulo",0,5.09,0,1.78,"Vasco",NA,1,5,NA,NA,3,1,NA,1,10,3,3,NA,NA,NA,NA,NA,NA
"234","João Pedro Soares Borges","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png",101721,38,"VAS","gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,38,"PAL","lat","Provável",8.7,8.16,0.55,5.62,"Palmeiras",2,3,25,NA,1,9,NA,NA,3,28,44,12,NA,NA,NA,NA,NA,NA
"236","Rafael de Carvalho França","rafael-franca","Rafael França","https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png",101719,38,"VAS","zag","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png",81677,38,"SAN","mei","Suspenso",0,11.03,0,4.41,"Santos",3,2,23,4,11,39,1,4,2,59,12,NA,1,NA,NA,NA,NA,NA
"238","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,38,"CHA","lat","Contundido",0,3.74,0,3.08,"Chapecoense",1,1,1,NA,NA,NA,NA,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA
"239","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,38,"ATL","mei","Provável",8,11.79,0.28,4.65,"Atlético-MG",7,2,26,19,36,18,1,8,NA,135,26,NA,NA,NA,NA,NA,NA,NA
"240","Marcelo Henrique de Sousa Cunha","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2018/01/24/f5e9ef1b825cb639cdb485ffd146192d_FORMATO.jpeg",101722,38,"GRE","ata","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Matheus Santos Soares","matheus-santos","Matheus Santos","https://s.glbimg.com/es/sde/f/2018/05/07/26a01d4da14cce602b2663c4afced5ed_FORMATO.png",101725,38,"AME","ata","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/09/27/342168a972e60f06f0487b203e892011_FORMATO.png",81684,38,"VAS","ata","Nulo",0,6.3,0,2.7,"Vasco",1,5,50,10,11,48,1,6,3,47,19,NA,NA,NA,NA,1,NA,NA
"243","Gonzalo Rodrigo Carneiro Méndez","carneiro","Carneiro","https://s.glbimg.com/es/sde/f/2018/08/22/eebdb32875b11066f569a79c485ec615_FORMATO.png",101796,38,"SAO","ata","Contundido",0,2.88,0,1.12,"São Paulo",NA,2,13,5,4,6,NA,1,3,4,5,NA,NA,NA,NA,NA,NA,NA
"244","Miullen Natha Felicio Carvalho","miullen","Miullen","https://s.glbimg.com/es/sde/f/2018/08/03/785f495d0f7587ff409ca0a211d97fb7_FORMATO.png",101759,38,"CHA","ata","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,38,"BAH","ata","Provável",0.5,4.36,-0.15,0.82,"Bahia",NA,2,4,3,3,5,NA,1,NA,15,2,NA,NA,NA,NA,NA,NA,NA
"246","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png",81776,38,"ATL","mei","Contundido",0,3.37,0,1.56,"Atlético-PR",1,1,4,NA,1,7,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA
"247","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,38,"INT","ata","Provável",-1.7,3.28,-0.6,1.04,"Internacional",2,5,19,3,5,28,1,1,2,33,13,NA,NA,NA,NA,1,NA,NA
"248","Flávio Henrique Alves Almeida Souza","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/03/21/d5a366c24b1dac3e1fdd263d9980e24a_FORMATO.png",101758,38,"VIT","ata","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Natanael de Sousa Santos Júnior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2018/05/24/21b646566f07fc7201c839a9111aa7ff_FORMATO.png",101797,38,"CHA","ata","Nulo",0,0.88,0,0.65,"Chapecoense",NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,38,"GRE","mei","Nulo",2,7.11,0.01,3.07,"Grêmio",3,2,17,10,10,47,NA,1,2,42,18,NA,NA,NA,NA,NA,NA,NA
"251","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,38,"FLA","ata","Nulo",0,9.16,0,1.75,"Flamengo",NA,6,36,2,9,30,NA,6,8,14,5,NA,1,NA,NA,NA,NA,NA
"252","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,38,"CHA","ata","Nulo",-0.3,3.02,-0.22,1.11,"Chapecoense",NA,2,10,3,3,10,NA,1,1,18,7,NA,NA,NA,NA,NA,NA,NA
"253","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,38,"AME","gol","Provável",1,6.49,-1.23,3.09,"América-MG",NA,2,NA,NA,NA,2,NA,NA,NA,25,NA,8,NA,40,35,NA,NA,1
"254","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_FORMATO.png",101803,38,"COR","lat","Provável",-2.1,1.32,-1.04,4.35,"Corinthians",NA,1,9,NA,1,5,NA,NA,1,11,15,3,NA,NA,NA,NA,NA,NA
"255","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,38,"CEA","zag","Dúvida",6.2,7.22,0.69,3.3,"Ceará",NA,NA,7,NA,4,9,NA,1,NA,11,16,4,NA,NA,NA,NA,NA,NA
"256","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,38,"SAN","mei","Provável",1.5,1.02,0.24,0.75,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"257","Mayksilvan da Silva Ferreira","mayk","Mayk","https://s.glbimg.com/es/sde/f/2018/08/05/8faaa2f4f04e9cbf051f57aa66b849d5_FORMATO.png",101820,38,"BAH","lat","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Brenner Alves Sabino","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/04/09/0c50419c1321d69b3d9b21dfd118cfb9_FORMATO.png",101857,38,"INT","ata","Contundido",0,0.77,0,-0.36,"Internacional",NA,2,6,1,1,4,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"259","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/28/6718cfa08984f2f134397fad39f6472a_FORMATO.jpeg",81951,38,"FLU","lat","Provável",6.9,5.46,1.42,4.13,"Fluminense",NA,1,10,NA,NA,12,NA,NA,NA,13,12,4,NA,NA,NA,NA,NA,NA
"260","Carlos Henrique França Freires","carlos-franca","Carlos França",NA,101850,38,"AME","ata","Nulo",0.8,1.6,0.08,1.2,"América-MG",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2018/05/23/ab2e89590be1e66768af1205a202b31c_FORMATO.png",101911,38,"SAN","mei","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,38,"AME","mei","Provável",4.3,8.72,-0.71,3.18,"América-MG",NA,4,52,5,8,32,NA,4,1,86,72,NA,NA,NA,NA,NA,NA,NA
"263","Tiago Cunha Rodrigues Serra","tiago-cunha","Tiago Cunha",NA,101877,38,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,38,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Vitor Hugo Naum Dos Santos","vitor-naum","Vitor Naum","https://s.glbimg.com/es/sde/f/2018/03/05/d3c9c0c04b38faa803a27c54ea474192_FORMATO.png",101960,38,"ATL","ata","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Jonas Gabriel da Silva Nunes","toro","Toró",NA,101885,38,"SAO","ata","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Richard Alexandre Birkhuen Rodrigues","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/20/99b67cac835ffd9dc963e8e7a99a1425_FORMATO.png",102063,38,"INT","mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,38,"BAH","mei","Provável",4.7,18.69,-0.05,6.64,"Bahia",3,6,67,27,40,97,3,4,5,74,76,NA,NA,NA,NA,NA,NA,NA
"269","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,38,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,38,"CEA","mei","Provável",1.3,2.92,-0.63,2,"Ceará",NA,3,14,8,12,19,NA,2,2,24,11,NA,NA,NA,NA,NA,NA,NA
"271","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,38,"ATL","mei","Dúvida",0,3.04,0,1.35,"Atlético-MG",1,6,25,4,7,28,NA,1,1,46,25,NA,1,NA,NA,NA,NA,NA
"272","Maurício Fontana Gomes","mauricio","Maurício",NA,102076,38,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,38,"CRU","lat","Nulo",0,3.26,0,1.94,"Cruzeiro",NA,4,16,1,4,8,NA,NA,NA,37,20,2,NA,NA,NA,NA,NA,NA
"274","Mateus William Sabino Silva","sabino","Sabino","https://s.glbimg.com/es/sde/f/2018/07/19/a9beadabcf13c6fbb9e50629b154ed1d_FORMATO.png",102905,38,"AME","zag","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/05/29/1062a53533bc3381effc250b52595038_FORMATO.png",102719,38,"VAS","mei","Nulo",0,0.74,0,-2.9,"Vasco",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"276","Yago Rafael Valadares Darub","yago-darub","Yago Darub",NA,102686,38,"FLA","gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/10/18/511e42c3263bd1f9a67e970fead7b065_FORMATO.png",84761,38,"CHA","tec","Provável",5.87,9.61,0.1,3.25,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,38,"ATL","ata","Nulo",0,7.07,0,1.23,"Atlético-MG",NA,2,13,1,9,6,NA,2,4,13,4,NA,NA,NA,NA,NA,NA,NA
"279","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,38,"INT","ata","Nulo",4.2,15.86,-2.95,5.78,"Internacional",6,5,35,26,24,46,3,11,13,74,35,NA,NA,NA,NA,NA,NA,NA
"280","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png",84848,38,"BOT","ata","Nulo",0,6.46,0,4.2,"Botafogo",4,2,30,7,11,37,1,5,9,33,18,NA,NA,NA,NA,NA,NA,NA
"281","Carlos Gabriel Moreira de Oliviera","hulk","Hulk","https://s.glbimg.com/es/sde/f/2018/05/17/2551e15c845e9706b626ca2ab7a4f23f_FORMATO.png",102700,38,"ATL","lat","Nulo",0,2.58,0,1.5,"Atlético-MG",NA,1,5,NA,1,1,NA,NA,NA,6,4,1,NA,NA,NA,NA,NA,NA
"282","Jown Anderson Cardona Agudelo","cardona","Cardona","https://s.glbimg.com/es/sde/f/2018/07/03/d51a3a19a638632da422b8c043a3d8c7_FORMATO.png",102849,38,"CEA","mei","Nulo",-0.1,2.82,-0.17,1.37,"Ceará",NA,2,7,2,2,7,NA,NA,NA,18,10,NA,NA,NA,NA,NA,NA,NA
"283","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png",102771,38,"VAS","mei","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Rodrigo Porto Bezerra","rodrigo-carioca","Rodrigo Carioca","https://s.glbimg.com/es/sde/f/2018/09/21/c6708b5d476ab12b6bf31d612eb496eb_FORMATO.png",102107,38,"PAR","ata","Contundido",0,2.15,0,7.45,"Paraná",1,NA,3,2,NA,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"285","Eronildo dos Santos Rocha","eron","Eron",NA,102850,38,"VIT","ata","Nulo",0,1.17,-0.32,1.15,"Vitória",NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"286","Marcelo Machado dos Santos ","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,38,"BOT","mei","Contundido",0,3.28,0,2.13,"Botafogo",NA,1,4,NA,2,5,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA
"287","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,38,"VAS","tec","Provável",4.77,9.8,0.66,3.65,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,38,"FLA","ata","Nulo",0.7,4.07,-0.17,2.34,"Flamengo",2,NA,4,2,2,5,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA
"289","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,38,"ATL","mei","Nulo",0,2.25,0,1.8,"Atlético-MG",NA,NA,2,2,2,4,1,NA,NA,3,7,NA,1,NA,NA,NA,NA,NA
"290","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,38,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,38,"VIT","lat","Suspenso",0,6.38,0,2.82,"Vitória",1,9,34,1,3,28,NA,NA,3,81,52,10,1,NA,NA,NA,NA,NA
"292","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,38,"PAR","ata","Nulo",0,4.51,0,1.52,"Paraná",NA,6,19,6,15,24,NA,1,11,24,16,NA,NA,NA,NA,NA,NA,NA
"293","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png",84893,38,"VAS","lat","Contundido",0,5.72,0,2.15,"Vasco",1,4,29,3,6,35,NA,NA,2,43,22,5,1,NA,NA,NA,NA,NA
"294","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,38,"SPO","lat","Provável",2.4,8.33,-0.92,3.47,"Sport",1,3,34,2,4,24,NA,NA,NA,72,40,8,1,NA,NA,NA,NA,NA
"295"," Eduardo Feitoza Sampaio","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/09/27/4deb0c24f72bef63b84529f7a2c8aba3_FORMATO.png",102852,38,"VAS","mei","Nulo",0,2.23,0,3.7,"Vasco",NA,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"296","Miguel David Terans Pérez  ","terans","Terans","https://s.glbimg.com/es/sde/f/2018/06/26/88598177badc1f54b4f2757234282710_FORMATO.png",102878,38,"ATL","mei","Nulo",-0.8,3.53,-0.26,1.61,"Atlético-MG",1,2,24,7,7,11,NA,1,NA,23,14,NA,NA,NA,NA,NA,NA,NA
"297","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,38,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Gabriel Barbosa Avelino","gabriel-barbosa","Gabriel Barbosa","https://s.glbimg.com/es/sde/f/2018/07/13/66b3a5d8aeae0fca09f00f1ea7dc8a34_FORMATO.png",102902,38,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Nicolás Omar Freire","nico-freire","Nico Freire","https://s.glbimg.com/es/sde/f/2018/07/20/90be1b2bb54dcc788164bc8c6ec83fdf_FORMATO.png",102889,38,"PAL","zag","Nulo",0,4,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
