"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","A","CV","FD","G","I","FT","DD","DP","GS","GC","PP"
"188","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,30,"FLA","mei","Provável",3.7,4.78,0.06,2.7,"Flamengo",2,22,7,6,24,28,NA,1,NA,2,1,1,NA,NA,NA,NA,NA,NA
"189","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,30,"PAL","mei","Provável",0,8.41,0,4.41,"Palmeiras",3,44,3,18,28,61,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA
"190","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2018/09/03/366221777b27d47b3dd23d5c81443e9c_FORMATO.png",78856,30,"SPO","mei","Provável",2.4,3.99,0.2,2.13,"Sport",1,16,2,7,19,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png",68821,30,"VAS","lat","Nulo",2.1,2.65,0.06,0.85,"Vasco",2,8,7,9,28,7,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"192","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2018/05/25/d1aa684a9cd6db81f6b731e89f9ae993_FORMATO.png",78577,30,"CEA","mei","Suspenso",1.8,4.61,-0.19,2.09,"Ceará",1,14,6,9,31,20,NA,1,NA,7,NA,2,NA,NA,NA,NA,NA,NA
"193","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2018/05/16/a263b1371bc6737cc4e274a26a816460_FORMATO.png",78584,30,"BAH","gol","Provável",8,4.71,-0.66,2.48,"Bahia",2,2,NA,3,8,1,6,NA,1,NA,NA,NA,NA,20,1,19,1,NA
"194","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/10/19/8a44176e1762a76e629f97a6512af491_FORMATO.png",78497,30,"CEA","lat","Nulo",0,4.42,0,2.74,"Ceará",2,6,NA,13,14,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,30,"INT","mei","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,30,"INT","mei","Provável",0,10.32,0,3.5,"Internacional",8,66,2,26,42,83,NA,1,NA,4,1,2,NA,NA,NA,NA,NA,NA
"197","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png",78605,30,"COR","mei","Nulo",0,12,0,4.17,"Corinthians",6,43,5,28,43,76,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"198","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2018/05/23/e95e3279b90476741de13a56e388d9e2_FORMATO.png",78548,30,"SAN","mei","Nulo",0,9.3,0,3.18,"Santos",3,26,14,19,45,23,NA,NA,NA,17,1,NA,1,NA,NA,NA,NA,NA
"199","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2018/07/09/c423c8ca4d7c6cdc1082532652fa4d73_FORMATO.png",78654,30,"CEA","zag","Nulo",0,5.88,0,4.28,"Ceará",1,6,NA,1,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,30,"GRE","gol","Provável",4,6.83,0.45,3.52,"Grêmio",2,NA,NA,1,4,NA,5,NA,NA,NA,NA,NA,NA,14,NA,10,NA,NA
"201","Bryan Silva Garcia","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png",78632,30,"VIT","lat","Nulo",0,4.9,0,0.91,"Vitória",1,10,3,11,25,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Leandro Marcos Pereira","leandro-pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png",78968,30,"CHA","ata","Dúvida",4.3,7.55,0.74,3.48,"Chapecoense",4,37,23,33,14,18,NA,NA,1,12,6,15,2,NA,NA,NA,NA,NA
"203","João Gabriel da Silva Teles","joao-gabriel","João Gabriel","https://s.glbimg.com/es/sde/f/2018/07/18/cdb3198a3be8439cedd0ff7411245c64_FORMATO.png",78894,30,"VIT","gol","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2018/05/21/b542f6b29859cc988c01d38d2b6e75b2_FORMATO.png",78715,30,"GRE","mei","Contundido",0,3.67,0,0.83,"Grêmio",9,23,11,21,48,22,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA
"205","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,30,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/09/20/b3381c5cfe339a41f28141764223aed2_FORMATO.png",68887,30,"FLU","zag","Nulo",4.7,6.46,0.75,2.84,"Fluminense",4,33,8,13,46,24,9,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"207","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,30,"FLU","zag","Nulo",9,7.14,1.65,3.64,"Fluminense",1,25,4,9,26,20,7,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"208","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2018/08/22/8ff8975422f0d4acefd5a6051912fad9_FORMATO.png",78850,30,"SAO","lat","Provável",6.1,12.29,0.37,5.54,"São Paulo",3,38,25,25,82,43,8,2,NA,12,2,1,NA,NA,NA,NA,NA,NA
"209","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,30,"FLU","ata","Provável",0,4.15,0,1,"Fluminense",2,15,4,10,17,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png",79035,30,"SAN","zag","Suspenso",1.3,3.47,-0.7,2.91,"Santos",3,10,2,7,11,9,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"211","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,30,"BAH","zag","Dúvida",0,10.1,0,4.1,"Bahia",3,25,9,15,38,26,5,NA,NA,5,2,2,NA,NA,NA,NA,NA,NA
"212","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,30,"CRU","zag","Nulo",0,4.09,0,2.69,"Cruzeiro",1,10,1,8,12,5,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"213","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/09/27/06c01113a00936b7c2845177c24d4ae9_FORMATO.png",68800,30,"VAS","ata","Provável",-1,8.2,-1.37,4.13,"Vasco",7,43,14,15,24,4,NA,4,NA,6,5,3,2,NA,NA,NA,NA,NA
"214","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,30,"VIT","ata","Contundido",0,3.94,0,0.74,"Vitória",3,35,4,25,21,5,NA,NA,NA,6,2,5,NA,NA,NA,NA,NA,NA
"215","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,30,"CHA","ata","Nulo",0.5,3.03,-0.13,0.64,"Chapecoense",NA,6,5,9,15,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"216","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,30,"SAO","mei","Provável",3.4,12.05,0.86,4.44,"São Paulo",NA,33,17,37,48,6,NA,3,1,9,10,12,2,NA,NA,NA,NA,NA
"217","Fabiano da Silva Souza","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/09/04/dd622172f30483dda8563ef9249cdae1_FORMATO.png",79244,30,"VIT","lat","Provável",5.6,6.87,0.17,4.23,"Vitória",2,19,1,5,29,15,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"218","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,30,"PAL","ata","Provável",1.9,14.83,-1.02,5.32,"Palmeiras",8,18,13,85,72,15,NA,10,1,18,4,3,2,NA,NA,NA,NA,1
"219","Ricardo César Dantas da Silva","ricardo-silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2018/04/20/295c4ab26ba72d42690b414ec721c2ea_FORMATO.png",79334,30,"AME","zag","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,30,"VAS","lat","Provável",3.6,8.08,-0.96,3.05,"Vasco",1,15,5,15,42,24,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"221","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,30,"INT","zag","Provável",3.8,17.65,-1.14,6.87,"Internacional",9,32,4,27,50,77,13,2,1,3,2,2,NA,NA,NA,NA,NA,NA
"222","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,30,"INT","ata","Nulo",0.4,2.91,0.14,1.9,"Internacional",NA,1,NA,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"223","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,30,"PAR","mei","Nulo",0,3.99,0,1.12,"Paraná",3,3,2,1,4,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"224","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png",79276,30,"CHA","zag","Nulo",0,4.32,0,1.1,"Chapecoense",NA,6,NA,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,30,"ATL","zag","Provável",0,9.85,0,4.99,"Atlético-MG",6,16,6,19,41,25,6,NA,NA,1,4,2,1,NA,NA,NA,1,NA
"226","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,30,"CRU","gol","Nulo",0,6.45,0,5,"Cruzeiro",NA,1,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,11,NA,7,NA,NA
"227","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/09/27/5624d936fa15082ca3007edf65acc718_FORMATO.png",68938,30,"VAS","mei","Suspenso",-1.8,5.36,-0.55,1.62,"Vasco",3,17,10,18,52,17,NA,2,NA,8,NA,1,NA,NA,NA,NA,NA,1
"228","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,30,"SPO","zag","Nulo",0,5.97,0,2.28,"Sport",9,29,9,27,30,33,6,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"229","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,30,"BOT","ata","Dúvida",2.8,4.33,0.01,1.45,"Botafogo",7,18,11,21,38,24,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"230","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png",79336,30,"CEA","ata","Contundido",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/09/12/106c488eaa868da0a0f225ef6776a226_FORMATO.png",68952,30,"GRE","ata","Nulo",0,10.67,0,3.76,"Grêmio",2,13,8,20,16,12,NA,1,NA,5,1,1,NA,NA,NA,NA,NA,NA
"232","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,30,"BOT","ata","Provável",2.6,7.81,0.73,4.26,"Botafogo",NA,26,12,50,35,8,NA,2,NA,15,7,9,NA,NA,NA,NA,NA,NA
"233","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,30,"ATL","ata","Provável",-0.3,5.84,-0.45,3.54,"Atlético-PR",1,9,4,8,19,7,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA
"234","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2018/05/17/fd0c8a84c1faea5160f04ad242f45e3e_FORMATO.png",73384,30,"CEA","lat","Provável",-2,4.99,-1.5,4.85,"Ceará",6,26,5,32,34,28,6,4,1,NA,1,1,1,NA,NA,NA,NA,NA
"235","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png",69018,30,"SPO","mei","Nulo",0,2.59,0,1.05,"Sport",6,25,2,25,23,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"236","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,30,"INT","ata","Nulo",9.9,9.29,-0.89,4.28,"Internacional",3,29,20,23,33,6,NA,1,NA,15,8,7,NA,NA,NA,NA,NA,1
"237","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,30,"SAN","gol","Nulo",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,30,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,30,"COR","mei","Nulo",0,3.06,0,2.17,"Corinthians",2,5,1,2,10,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"240","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,30,"ATL","gol","Suspenso",11.7,11.83,1.38,4.93,"Atlético-PR",3,1,NA,4,18,NA,12,NA,NA,NA,NA,NA,NA,42,NA,24,NA,NA
"241","Rhayner Santos Nascimento","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png",70874,30,"VIT","ata","Provável",10.4,9.51,1.24,3.53,"Vitória",6,30,9,26,38,28,NA,1,NA,11,1,NA,1,NA,NA,NA,NA,NA
"242","Martín Andrés Silva Leites","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/09/27/3b8e3d14bb948eee3eb474f0badfc2e7_FORMATO.png",69249,30,"VAS","gol","Provável",0,6.8,0,1.34,"Vasco",2,NA,NA,1,4,NA,2,NA,NA,NA,NA,NA,NA,24,NA,26,NA,NA
"243","Wesley Pacheco Gomes","wesley-pacheco","Wesley Pacheco","https://s.glbimg.com/es/sde/f/2018/08/03/ea270ab009fd58368038d269b29192ba_FORMATO.png",71121,30,"AME","ata","Nulo",0,2.38,0,0.88,"América-MG",1,4,2,4,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"244","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2018/05/08/2b72d6975f3708b1c3eaa34ea5acf723_FORMATO.png",69705,30,"ATL","mei","Provável",0.5,10.99,0.04,3.28,"Atlético-PR",5,28,21,37,62,20,NA,4,1,19,2,6,4,NA,NA,NA,NA,NA
"245","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png",69051,30,"INT","gol","Contundido",0,10,0,4.01,"Internacional",NA,NA,NA,2,3,NA,6,NA,NA,NA,NA,NA,NA,14,NA,10,NA,NA
"246","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2018/05/04/567c4c3a4d23c2c7f9849ff47e10d98f_FORMATO.png",70009,30,"FLA","mei","Nulo",0,2.08,0,0.16,"Flamengo",1,5,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2018/05/08/cf32acce95d925ec92b7e084202c7e06_FORMATO.png",69138,30,"ATL","ata","Provável",5,11.47,0.01,5.35,"Atlético-PR",5,54,24,19,25,31,NA,2,NA,14,10,20,2,NA,NA,NA,NA,NA
"248","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,30,"PAL","mei","Suspenso",17,13.13,3,4.75,"Palmeiras",6,53,13,31,44,51,NA,2,NA,3,7,NA,1,NA,NA,NA,NA,NA
"249","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2018/03/01/0548d1925fd96270e520ea3b69e42e7b_FORMATO.png",70916,30,"PAL","lat","Nulo",-2,8.3,-1.34,3.04,"Palmeiras",7,24,2,12,35,23,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"250","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/05/25/e26f5033484f9b036cf9109ee7829470_FORMATO.png",70925,30,"CEA","mei","Nulo",0,4.23,0,1.94,"Ceará",1,13,5,4,18,5,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA
"251","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2018/08/27/324fdaf114a76011c149428db4428725_FORMATO.png",69141,30,"CEA","ata","Nulo",-0.8,3.66,-0.67,0.8,"Ceará",NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"252","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2018/05/23/94f8a60d067a1f1b2253bc082aaa653e_FORMATO.png",70986,30,"SAN","mei","Nulo",0,7.97,0,2.18,"Santos",2,9,4,12,3,13,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"253","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,30,"VIT","mei","Nulo",0,2.99,0,-0.25,"Vitória",1,10,NA,3,8,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"254","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,30,"SAN","lat","Provável",1.2,10.42,-1.32,5.2,"Santos",4,15,4,11,52,45,11,NA,NA,5,2,5,NA,NA,NA,NA,NA,NA
"255","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,30,"SAN","mei","Nulo",0,9.8,-0.14,0.56,"Santos",NA,3,2,2,8,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"256","Gabriel Rybar Blos","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/18/d0b143443c7fe342de877afaff95bb91_FORMATO.png",71572,30,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2018/08/22/f344ae872d2199f6428ab6885294b3ce_FORMATO.png",70222,30,"SAO","gol","Nulo",0,9.88,0,3.11,"São Paulo",3,NA,NA,1,22,NA,11,NA,NA,NA,NA,NA,NA,28,NA,23,NA,NA
"258","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2018/03/21/3c546811d33f612cacba3bdc1dace452_FORMATO.png",71719,30,"BAH","mei","Nulo",0,8.7,0,2.84,"Bahia",5,67,10,11,37,62,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"259","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2018/03/01/1b14659ebbd67b4f5e8df68d552f08f5_FORMATO.png",71631,30,"PAL","gol","Dúvida",3.7,8.64,-0.93,4.55,"Palmeiras",NA,NA,NA,1,8,NA,9,NA,NA,NA,NA,NA,NA,13,NA,7,NA,NA
"260","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2018/03/21/e56086be050e46bbe8c085917b5255c1_FORMATO.png",70934,30,"BAH","zag","Dúvida",7.3,4.17,2.12,0.75,"Bahia",NA,5,2,NA,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Alexander Baumjohann","alex-baumjohann","Alex Baumjohann","https://s.glbimg.com/es/sde/f/2018/03/21/86d47b57857d02ac9b638604fe0da5bd_FORMATO.png",71389,30,"VIT","mei","Nulo",0,1.65,0,-0.1,"Vitória",NA,5,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"262","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,30,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/25/c45bca15473040483b19685839de093e_FORMATO.png",71937,30,"CEA","mei","Provável",0,5.6,0,3.39,"Ceará",NA,17,7,7,34,25,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"264","Roberto Heuchayer Santos de Araújo","roberto","Roberto","https://s.glbimg.com/es/sde/f/2018/08/29/ee96b4652f7fe6a58750ecd5d477ee2f_FORMATO.png",71116,30,"CHA","lat","Nulo",0,5.16,0,2.93,"Chapecoense",1,4,NA,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Federico Mancuello","mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/05/07/0f1aad8b26fa5e7442bde1e17cfc4dfb_FORMATO.png",71066,30,"CRU","mei","Nulo",0,2.44,0,1.33,"Cruzeiro",1,18,8,14,19,14,NA,NA,2,6,1,1,NA,NA,NA,NA,NA,NA
"266","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png",69177,30,"FLU","lat","Contundido",0,4.62,0,3.4,"Fluminense",6,20,3,22,30,23,3,1,NA,2,NA,3,1,NA,NA,NA,NA,NA
"267","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,30,"COR","zag","Nulo",0,5.47,0,2.47,"Corinthians",NA,1,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
