"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FS","CA","FC","FF","PE","RB","SG","A","FD","G","I","FT","DD","GS","CV","GC","PP","DP"
"205","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/04/09/0be5d2671952995c3ef660e9452d1f39_FORMATO.png",68938,22,"VAS","mei","Nulo",0,7.16,0,2.17,"Vasco",15,1,14,7,40,14,NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA
"206","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/06/30/f007da10d35b4b545c156bfef908cd6e_FORMATO.png",68952,22,"GRE","ata","Contundido",0,11.1,0,4.6,"Grêmio",16,2,12,5,11,10,NA,1,5,1,1,NA,NA,NA,NA,NA,NA,NA
"207","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,22,"SPO","zag","Nulo",5.5,7.16,0.35,2.84,"Sport",23,4,17,7,22,25,5,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"208","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,22,"BOT","ata","Suspenso",-2.4,3.57,-0.5,1.58,"Botafogo",18,6,12,7,32,18,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"209","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,22,"CHA","ata","Nulo",0,3.23,0,1.14,"Chapecoense",4,NA,2,4,8,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,22,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","José Luis dos Santos Pinto","zezinho","Zezinho","https://s.glbimg.com/es/sde/f/2018/03/21/20af82e27e6699c69e9458932cd76ae4_FORMATO.png",63208,22,"PAR","mei","Nulo",0,4.47,0,0.2,"Paraná",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,22,"BOT","ata","Nulo",0,7.71,0,4.47,"Botafogo",24,NA,16,10,23,8,NA,1,10,5,5,NA,NA,NA,NA,NA,NA,NA
"213","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,22,"CRU","zag","Nulo",0,4.37,0,2.28,"Cruzeiro",5,NA,6,NA,7,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"214","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,22,"ATL","gol","Provável",8,10.78,1.63,5.06,"Atlético-PR",2,NA,NA,NA,10,NA,8,NA,NA,NA,NA,NA,29,17,NA,NA,NA,NA
"215","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,22,"CRU","gol","Nulo",0,6.53,0,7.67,"Cruzeiro",3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA
"216","Régis Ribeiro de Souza","regis","Régis","https://s.glbimg.com/es/sde/f/2018/05/26/4e5702dd50b18168075ddd81501b8974_FORMATO.png",68995,22,"SAO","lat","Dúvida",5.7,6.96,0.11,3.51,"São Paulo",3,2,8,1,13,11,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,22,"INT","ata","Nulo",0,6.99,-1.44,3.18,"Internacional",11,3,21,16,22,4,NA,1,11,3,4,NA,NA,NA,NA,NA,NA,NA
"218","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,22,"ATL","ata","Contundido",0,6.12,0,4.6,"Atlético-PR",3,NA,2,1,10,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"219","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png",69018,22,"SPO","mei","Dúvida",0,2.14,0,0.99,"Sport",21,6,23,2,21,21,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,22,"SAN","gol","Contundido",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png",69051,22,"INT","gol","Contundido",0,10,0,4.01,"Internacional",2,NA,NA,NA,3,NA,6,NA,NA,NA,NA,NA,14,10,NA,NA,NA,NA
"222","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2018/05/08/cf32acce95d925ec92b7e084202c7e06_FORMATO.png",69138,22,"ATL","ata","Provável",16.9,12.72,1.25,5.19,"Atlético-PR",16,4,43,18,21,26,NA,2,12,7,15,NA,NA,NA,NA,NA,NA,NA
"223","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,22,"COR","mei","Nulo",0,2.83,0,2.08,"Corinthians",1,2,5,1,7,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2018/08/27/324fdaf114a76011c149428db4428725_FORMATO.png",69141,22,"CEA","ata","Nulo",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Martín Andrés Silva Leites","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/07/10/3a93f8f8aa66f16a6010d3e4f1a727df_FORMATO.png",69249,22,"VAS","gol","Provável",-3,5.38,-0.35,0.51,"Vasco",NA,2,NA,NA,3,NA,2,NA,NA,NA,NA,NA,14,20,NA,NA,NA,NA
"226","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,22,"SAN","lat","Provável",10.1,10.94,-0.49,4.84,"Santos",5,2,10,2,33,29,5,NA,4,2,4,NA,NA,NA,NA,NA,NA,NA
"227","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,22,"VIT","mei","Provável",0,2.99,0,-0.25,"Vitória",3,1,10,NA,8,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Javier Arley Reina Calvo","reina","Reina","https://s.glbimg.com/es/sde/f/2018/05/25/644b3e996f44835c5c708d4d081cf8d7_FORMATO.png",70118,22,"CEA","mei","Nulo",0,1.11,0,-0.48,"Ceará",4,2,10,NA,10,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"229","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png",69177,22,"FLU","lat","Dúvida",1.5,3.31,0.04,1.53,"Fluminense",11,4,12,1,12,9,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"230","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2018/05/04/567c4c3a4d23c2c7f9849ff47e10d98f_FORMATO.png",70009,22,"FLA","mei","Nulo",0,2.16,0,-0.7,"Flamengo",NA,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,22,"SAN","ata","Dúvida",-0.3,7.15,-0.18,2.21,"Santos",21,1,16,7,27,11,NA,3,1,1,8,1,NA,NA,NA,NA,NA,NA
"232","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,22,"COR","zag","Nulo",4.7,6.01,0.49,2.7,"Corinthians",1,NA,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2018/05/08/2b72d6975f3708b1c3eaa34ea5acf723_FORMATO.png",69705,22,"ATL","mei","Provável",8,11.86,1.12,3.06,"Atlético-PR",25,3,14,15,48,12,NA,3,11,1,4,2,NA,NA,NA,NA,NA,NA
"234","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_FORMATO.png",70116,22,"SPO","mei","Provável",-4.3,8.39,-1.85,4.26,"Sport",25,2,28,25,73,40,NA,2,16,1,1,NA,NA,NA,NA,NA,NA,NA
"235","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2018/08/22/f344ae872d2199f6428ab6885294b3ce_FORMATO.png",70222,22,"SAO","gol","Provável",-2.3,9.3,-1.84,3.32,"São Paulo",1,3,NA,NA,17,NA,9,NA,NA,NA,NA,NA,22,17,NA,NA,NA,NA
"236","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,22,"SAO","ata","Provável",6.9,10.89,0.8,6.09,"São Paulo",15,1,10,9,15,20,NA,4,1,1,3,NA,NA,NA,NA,NA,NA,NA
"237","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,22,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/05/25/415ca8e21d5dcca6c767a0485b2765a3_FORMATO.png",72359,22,"CEA","zag","Provável",12.5,9.46,1.96,3.63,"Ceará",7,4,9,3,15,31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/05/25/e26f5033484f9b036cf9109ee7829470_FORMATO.png",70925,22,"CEA","mei","Nulo",0,4.23,0,1.94,"Ceará",4,1,13,5,18,5,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA
"240","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2018/05/23/94f8a60d067a1f1b2253bc082aaa653e_FORMATO.png",70986,22,"SAN","mei","Contundido",0,7.97,0,2.18,"Santos",12,2,9,4,3,13,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"241","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2018/03/01/0548d1925fd96270e520ea3b69e42e7b_FORMATO.png",70916,22,"PAL","lat","Suspenso",1.4,9.09,-0.3,3.24,"Palmeiras",11,6,24,2,31,22,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,22,"PAL","mei","Provável",1.5,10.84,0.14,5.17,"Palmeiras",29,4,48,10,38,45,NA,2,3,5,NA,1,NA,NA,NA,NA,NA,NA
"243","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2018/03/21/e56086be050e46bbe8c085917b5255c1_FORMATO.png",70934,22,"BAH","zag","Nulo",0,4,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Rhayner Santos Nascimento","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png",70874,22,"VIT","ata","Nulo",0,8.7,0,3.32,"Vitória",21,4,24,6,28,22,NA,1,10,NA,NA,1,NA,NA,NA,NA,NA,NA
"245","Roberto Heuchayer Santos de Araújo","roberto","Roberto","https://s.glbimg.com/es/sde/f/2018/08/29/ee96b4652f7fe6a58750ecd5d477ee2f_FORMATO.png",71116,22,"CHA","lat","Provável",4.4,5.08,1.08,4.4,"Chapecoense",5,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,22,"SAN","mei","Nulo",0,11.02,0,1.15,"Santos",1,NA,3,1,5,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"247","Federico Mancuello","mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/05/07/0f1aad8b26fa5e7442bde1e17cfc4dfb_FORMATO.png",71066,22,"CRU","mei","Dúvida",0.3,3,-0.44,1.4,"Cruzeiro",9,NA,14,6,13,12,NA,NA,6,NA,1,NA,NA,NA,1,NA,NA,NA
"248","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,22,"BAH","mei","Suspenso",2.9,5.86,-0.13,2.93,"Bahia",26,6,8,1,35,15,NA,3,13,1,3,NA,NA,NA,NA,NA,NA,NA
"249","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2018/03/21/ee24f88a02643b2d857cc1e13777af46_FORMATO.png",71162,22,"BAH","mei","Provável",-0.6,4.92,-0.27,1.98,"Bahia",9,2,12,19,56,12,NA,1,11,2,3,NA,NA,NA,NA,NA,1,NA
"250","Gabriel Rybar Blos","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/18/d0b143443c7fe342de877afaff95bb91_FORMATO.png",71572,22,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2018/05/08/8c609625e5588e4ad1fdcd2a6c478284_FORMATO.png",71479,22,"ATL","mei","Nulo",0,5.4,0,1.51,"Atlético-PR",4,2,15,2,35,26,NA,1,3,NA,3,NA,NA,NA,1,NA,NA,NA
"252","Kelvin Mateus de Oliveira","kelvin","Kelvin","https://s.glbimg.com/es/sde/f/2018/03/20/ce27034d4fd8068f72bbf69792b0ad46_FORMATO.png",71549,22,"VAS","ata","Provável",1,5.41,-0.24,1.9,"Vasco",6,1,4,2,10,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"253","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2018/08/03/5d359eca3a79a4be9605f9758a7d0144_FORMATO.png",71684,22,"PAL","zag","Provável",0.2,8.8,-0.86,5.13,"Palmeiras",5,1,3,1,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,22,"FLA","mei","Nulo",0,9.23,0,3.43,"Flamengo",8,4,35,2,24,59,NA,1,3,NA,NA,NA,NA,NA,3,NA,NA,NA
"255","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2018/03/21/3c546811d33f612cacba3bdc1dace452_FORMATO.png",71719,22,"BAH","mei","Provável",0.9,8.54,0.19,3.05,"Bahia",8,4,61,9,31,56,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Wesley Pacheco Gomes","wesley-pacheco","Wesley Pacheco","https://s.glbimg.com/es/sde/f/2018/08/03/ea270ab009fd58368038d269b29192ba_FORMATO.png",71121,22,"AME","ata","Dúvida",2,2.75,0.1,1.6,"América-MG",NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Alexander Baumjohann","alex-baumjohann","Alex Baumjohann","https://s.glbimg.com/es/sde/f/2018/03/21/86d47b57857d02ac9b638604fe0da5bd_FORMATO.png",71389,22,"VIT","mei","Nulo",0,1.65,0,-0.1,"Vitória",1,NA,5,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2018/05/08/b49a52f81f691127e1693a8fc8a73d1b_FORMATO.png",71571,22,"VAS","gol","Nulo",0,6.38,0,1.12,"Vasco",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,8,11,NA,NA,NA,NA
"259","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2018/07/24/34d35d4978723d245bf40e3566ce3e86_FORMATO.png",71787,22,"CEA","ata","Provável",1.7,4.44,-0.09,4.2,"Ceará",4,1,5,5,9,2,NA,1,NA,1,2,1,NA,NA,NA,NA,NA,NA
"260","Silvio José Cardoso Reis Junior","silvinho","Silvinho","https://s.glbimg.com/es/sde/f/2018/04/24/7ceaf9ab1a9cc4e1cb61cdef960b1079_FORMATO.png",71799,22,"PAR","ata","Contundido",3.3,8.84,0.67,3.99,"Paraná",49,2,22,17,60,23,NA,NA,15,3,1,1,NA,NA,NA,NA,NA,NA
"261","Bruno Medeiros Grassi","bruno-grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,22,"GRE","gol","Nulo",0,4.52,0,8,"Grêmio",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"262","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2018/03/01/1b14659ebbd67b4f5e8df68d552f08f5_FORMATO.png",71631,22,"PAL","gol","Provável",-2,7.64,-1.64,4.4,"Palmeiras",1,NA,NA,NA,4,NA,7,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA
"263","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2018/08/29/0bedcd75702ef7ed90afd2825f1f57c9_FORMATO.jpeg",71882,22,"CEA","gol","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Michel Ferreira dos Santos","michel","Michel ","https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png",71920,22,"GRE","mei","Nulo",0,4.7,0,1.9,"Grêmio",1,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/75e3c902e55b9c23591335eee1054dc3_FORMATO.png",71844,22,"VAS","mei","Nulo",-0.8,6.6,-1.36,2.53,"Vasco",16,3,9,4,21,7,NA,2,2,1,1,1,NA,NA,NA,NA,NA,NA
"266","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_FORMATO.png",78851,22,"PAR","gol","Provável",7,4.78,0.17,2.31,"Paraná",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9,NA,NA,NA,NA
"267","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,22,"GRE","lat","Suspenso",8.5,15.95,1.22,6.03,"Grêmio",22,3,24,NA,40,34,14,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"268","Giovanni Palmieri dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2018/05/07/bb4f1adb5bf49bba67eace97f861dea9_FORMATO.png",72097,22,"AME","lat","Dúvida",0,8.39,0,4.76,"América-MG",12,3,10,7,20,21,4,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA
"269","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/25/c45bca15473040483b19685839de093e_FORMATO.png",71937,22,"CEA","mei","Nulo",0.9,5.6,-0.62,3.39,"Ceará",7,NA,17,7,34,25,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2018/06/26/a77b90cda4d9d26c34f44befcf3a4f6d_FORMATO.png",72142,22,"COR","lat","Provável",-0.6,6.17,-1.08,3.08,"Corinthians",8,NA,18,2,35,10,3,NA,5,NA,1,1,NA,NA,NA,NA,NA,NA
"271","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,22,"BOT","mei","Contundido",0,10,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2018/08/14/7ab52b47d50462cc76be6f11092e2404_FORMATO.png",72294,22,"CEA","gol","Provável",17.7,13.43,2.22,5.89,"Ceará",9,2,1,2,9,NA,7,NA,NA,NA,NA,NA,42,21,NA,NA,NA,NA
"273","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2018/03/01/a4001473c0c581b61769bb3db00efcaa_FORMATO.png",72372,22,"ATL","gol","Nulo",0,1.8,0,0.55,"Atlético-PR",NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"274","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,22,"PAL","gol","Nulo",0,13.68,0,4.75,"Palmeiras",NA,1,NA,NA,10,NA,4,NA,NA,NA,NA,NA,23,11,1,NA,NA,NA
"275","Cléber Janderson Pereira Reis","cleber-reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2018/04/24/69768a9bda3441e7a742ff9d70ba8d95_FORMATO.png",72376,22,"PAR","zag","Provável",7.6,7.13,0.92,4.12,"Paraná",9,1,7,4,22,27,3,NA,1,NA,2,1,NA,NA,1,NA,NA,NA
"276","Luiz Carlos Cirne Lima de Lorenzi","lisca","Lisca","https://s.glbimg.com/es/sde/f/2018/06/05/28dffdf0f5fa7f305e52bcd7ee449f9a_FORMATO.png",72588,22,"CEA","tec","Provável",7.66,8.08,1.25,3.94,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Matheus Simonete Bressanelli","bressan","Bressan","https://s.glbimg.com/es/sde/f/2018/05/18/89ef7379a0826a62657cb5948a315081_FORMATO.png",72491,22,"GRE","zag","Provável",0,9.56,0,4.97,"Grêmio",10,1,19,2,18,18,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"278","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2018/05/17/3988b3a7c7218ab5a3b8b242ad6f1b46_FORMATO.png",72362,22,"BOT","mei","Nulo",0,9.94,0,4.33,"Botafogo",24,3,20,13,44,26,NA,2,4,4,2,NA,NA,NA,NA,NA,NA,NA
"279","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2018/08/15/df43aeed005a5668d32e3104263e2119_FORMATO.png",72386,22,"SPO","ata","Nulo",4.9,4.93,0.39,3.5,"Sport",17,1,10,4,11,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_FORMATO.png",73281,22,"COR","mei","Contundido",0,5.85,0,2.6,"Corinthians",5,NA,12,2,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Luis Carlos Dallastella","luis-carlos","Luis Carlos","https://s.glbimg.com/es/sde/f/2018/03/21/327d9a5891939cc8940a99c68e11c26b_FORMATO.png",73413,22,"PAR","gol","Nulo",0,0.7,0,-4,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"282","Thiago Rodrigues de Oliveira Nogueira","thiago-rodrigues","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/21/d825409cc03f8e81e67ec76372f1b206_FORMATO.png",73414,22,"PAR","gol","Nulo",0,7.57,0,5.23,"Paraná",1,NA,1,NA,5,NA,4,NA,NA,NA,NA,NA,18,11,NA,NA,NA,1
"283","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/24/ba83d05d6577dcd62dcb5af3bb7ca5e1_FORMATO.png",73515,22,"SPO","mei","Provável",7,7.34,0.97,3.22,"Sport",32,1,16,9,41,19,NA,1,6,3,2,1,NA,NA,NA,NA,NA,NA
"284","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2018/05/24/949f9e1967150f934c921bedf13a0bba_FORMATO.png",73540,22,"SPO","ata","Provável",10.3,9.72,1.47,3.2,"Sport",31,NA,17,20,22,7,NA,2,11,2,7,NA,NA,NA,1,NA,NA,NA
