"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","I","PE","RB","SG","GC","DD","GS","CV","PP","DP"
"205","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,28,"SAN","ata","Provável",3.9,8.62,0.36,3.65,"Santos",4,3,14,2,1,6,NA,1,3,11,11,NA,NA,NA,NA,NA,NA,NA
"206","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,28,"AME","lat","Provável",10.3,12.82,1.62,5.14,"América-MG",1,6,30,9,5,18,1,2,3,46,38,5,NA,NA,NA,NA,NA,NA
"207","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,28,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",1,NA,9,3,5,10,NA,1,2,4,3,NA,NA,NA,NA,NA,NA,NA
"208","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,28,"SAN","ata","Nulo",0,5.11,0,0.85,"Santos",NA,NA,4,NA,1,5,NA,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA
"209","Mayksilvan da Silva Ferreira","mayk","Mayk","https://s.glbimg.com/es/sde/f/2018/08/05/8faaa2f4f04e9cbf051f57aa66b849d5_FORMATO.png",101820,28,"BAH","lat","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png",78077,28,"GRE","lat","Nulo",0,6.27,0,3.9,"Grêmio",NA,NA,3,1,3,5,NA,NA,1,7,5,2,NA,NA,NA,NA,NA,NA
"211","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2018/09/19/6be14b67c4a42f80fe1c004ff74e8bb8_FORMATO.png",103295,28,"BAH","mei","Provável",-0.8,4.45,-0.58,3.56,"Bahia",1,1,3,2,1,7,1,NA,NA,8,6,NA,NA,NA,NA,NA,NA,NA
"212","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,28,"ATL","ata","Provável",1.4,14.52,-0.93,5.1,"Atlético-MG",5,4,44,5,18,30,1,3,3,83,71,NA,NA,NA,NA,NA,NA,NA
"213","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,28,"FLA","gol","Provável",11.1,5.06,1.19,3.23,"Flamengo",NA,1,NA,NA,NA,2,NA,NA,NA,7,NA,2,NA,6,6,NA,NA,NA
"214","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png",78475,28,"CEA","ata","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/27/9ec5f19c97f40e2971bc97aaad240504_FORMATO.png",78435,28,"FLA","ata","Provável",6.5,14.52,0.47,4.81,"Flamengo",1,2,24,13,13,13,1,1,1,44,26,NA,NA,NA,NA,NA,NA,NA
"216","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,28,"BAH","zag","Provável",0,2.65,0,1.59,"Bahia",NA,3,9,NA,NA,5,NA,1,1,8,6,1,NA,NA,NA,NA,NA,NA
"217","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2018/06/26/45c70625ffaffe103edf398479ba754f_FORMATO.png",78415,28,"FLA","ata","Provável",3.8,6.98,0.48,2.54,"Flamengo",1,NA,5,1,9,1,1,1,5,8,7,NA,NA,NA,NA,NA,NA,NA
"218","Mateus Rodrigues Dos Santos ","mateus","Mateus",NA,102957,28,"VIT","lat","Nulo",0,3.57,0,6.1,"Vitória",NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA
"219","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png",78248,28,"SAN","zag","Provável",5.7,6.43,-0.01,4.33,"Santos",NA,4,23,6,5,10,1,1,1,27,16,11,NA,NA,NA,NA,NA,NA
"220","Hernán Barcos","barcos","Barcos","https://s.glbimg.com/es/sde/f/2018/07/15/014627951a9b920652b82877cae3a55e_FORMATO.png",78379,28,"CRU","ata","Nulo",0,6.82,0,1.89,"Cruzeiro",1,1,12,4,6,6,NA,1,3,14,6,NA,NA,NA,NA,NA,1,NA
"221","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,28,"FLA","lat","Provável",21,16.67,2.37,6.99,"Flamengo",3,4,27,5,2,26,NA,2,1,87,71,13,NA,NA,NA,NA,NA,NA
"222","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2018/05/21/b542f6b29859cc988c01d38d2b6e75b2_FORMATO.png",78715,28,"GRE","mei","Dúvida",0,3.67,0,0.83,"Grêmio",NA,9,23,5,11,21,NA,NA,2,48,22,NA,NA,NA,NA,NA,NA,NA
"223","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2018/08/22/8ff8975422f0d4acefd5a6051912fad9_FORMATO.png",78850,28,"SAO","lat","Provável",2.5,11.5,-0.04,5.53,"São Paulo",1,3,34,12,23,24,NA,2,1,76,41,7,NA,NA,NA,NA,NA,NA
"224","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_FORMATO.png",78851,28,"PAR","gol","Provável",-2,3.45,-1,1.81,"Paraná",NA,2,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,24,22,NA,NA,NA
"225","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/04/12/b854b95f8d49d62715ce163bf535b942_FORMATO.png",78497,28,"CEA","lat","Nulo",0,4.42,0,2.74,"Ceará",NA,2,6,NA,NA,13,NA,NA,NA,14,8,5,NA,NA,NA,NA,NA,NA
"226","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,28,"FLA","mei","Provável",1.4,4.25,-0.59,2.53,"Flamengo",1,1,19,2,4,5,NA,1,1,22,22,NA,NA,NA,NA,NA,NA,NA
"227","Leandro Marcos Pereira","leandro-pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png",78968,28,"CHA","ata","Provável",-1.2,6.63,-0.65,3.58,"Chapecoense",NA,4,36,11,20,30,2,6,14,11,17,NA,NA,NA,NA,1,NA,NA
"228","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,28,"PAL","mei","Provável",0,8.06,0,4.39,"Palmeiras",NA,2,41,2,3,17,1,1,1,24,55,NA,NA,NA,NA,NA,NA,NA
"229","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2018/07/09/c423c8ca4d7c6cdc1082532652fa4d73_FORMATO.png",78654,28,"CEA","zag","Provável",0,5.26,0,3.68,"Ceará",NA,1,6,NA,NA,NA,NA,NA,NA,3,2,5,NA,NA,NA,NA,NA,NA
"230","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,28,"PAR","mei","Nulo",0,3.99,0,1.12,"Paraná",NA,3,3,1,2,1,NA,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA
"231","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,28,"INT","mei","Provável",0.7,10.45,-0.48,3.76,"Internacional",1,8,61,4,2,25,NA,1,2,40,81,NA,NA,NA,NA,NA,NA,NA
"232","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png",79035,28,"SAN","zag","Dúvida",6.2,4.01,0.18,2.6,"Santos",NA,2,8,NA,1,5,NA,NA,2,9,6,3,NA,NA,NA,NA,NA,NA
"233","João Gabriel da Silva Teles","joao-gabriel","João Gabriel","https://s.glbimg.com/es/sde/f/2018/07/18/cdb3198a3be8439cedd0ff7411245c64_FORMATO.png",78894,28,"VIT","gol","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,28,"BAH","zag","Contundido",0,10.1,0,4.1,"Bahia",NA,3,25,5,9,15,NA,2,2,38,26,5,NA,NA,NA,NA,NA,NA
"235","Bryan Silva Garcia","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png",78632,28,"VIT","lat","Nulo",0,4.9,0,0.91,"Vitória",1,1,10,NA,3,11,NA,NA,NA,25,2,2,NA,NA,NA,1,NA,NA
"236","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2018/09/03/366221777b27d47b3dd23d5c81443e9c_FORMATO.png",78856,28,"SPO","mei","Provável",2.9,3.78,0.66,2.06,"Sport",NA,1,14,NA,2,6,NA,NA,NA,16,13,NA,NA,NA,NA,NA,NA,NA
"237","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,28,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,28,"INT","zag","Provável",0,17.57,0,6.74,"Internacional",1,9,30,2,4,21,NA,2,1,45,70,13,NA,NA,NA,1,NA,NA
"239","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png",79276,28,"CHA","zag","Nulo",0,4.32,0,1.1,"Chapecoense",NA,NA,6,NA,NA,4,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA
"240","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg",83869,28,"PAR","lat","Nulo",0,3.92,0,4.5,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"241","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png",68821,28,"VAS","lat","Nulo",0,2.59,0,0.71,"Vasco",NA,1,6,2,7,9,NA,NA,1,27,5,NA,NA,NA,NA,NA,NA,NA
"242","Fabiano da Silva Souza","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/09/04/dd622172f30483dda8563ef9249cdae1_FORMATO.png",79244,28,"VIT","lat","Provável",3.1,5.57,0.83,3.32,"Vitória",NA,2,11,NA,NA,4,1,1,NA,23,10,1,NA,NA,NA,NA,NA,NA
"243","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,28,"INT","mei","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/09/20/b3381c5cfe339a41f28141764223aed2_FORMATO.png",68887,28,"FLU","zag","Provável",6.5,6.6,1,2.85,"Fluminense",1,3,31,2,7,13,NA,1,NA,45,22,8,NA,NA,NA,NA,NA,NA
"245","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,28,"INT","gol","Provável",-0.5,8.08,0,6.11,"Internacional",NA,1,NA,NA,NA,3,NA,NA,NA,3,NA,8,NA,21,8,NA,NA,NA
"246","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,28,"FLU","zag","Provável",10.7,7.18,1.4,3.54,"Fluminense",NA,1,23,3,3,7,NA,1,NA,21,17,6,NA,NA,NA,NA,NA,NA
"247","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,28,"VAS","lat","Provável",-0.9,7.06,-0.45,2.4,"Vasco",NA,1,11,2,4,9,NA,1,NA,38,18,1,NA,NA,NA,NA,NA,NA
"248","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,28,"INT","ata","Nulo",0,3.83,0,3.75,"Internacional",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,28,"BOT","ata","Nulo",-0.8,3.65,-0.46,1.3,"Botafogo",NA,6,16,4,8,20,NA,1,NA,35,20,NA,NA,NA,NA,NA,NA,NA
"250","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png",79336,28,"CEA","ata","Contundido",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Joeliton Lima Santos","mansur","Mansur","https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_FORMATO.png",79553,28,"PAR","lat","Suspenso",-3.2,2.97,-0.48,0.6,"Paraná",NA,3,24,3,3,9,1,NA,NA,37,9,3,NA,NA,NA,1,NA,NA
"252","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,28,"GRE","gol","Provável",1,6.24,-1.65,3.63,"Grêmio",NA,2,NA,NA,NA,1,NA,NA,NA,4,NA,5,NA,10,7,NA,NA,NA
"253","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,28,"CRU","ata","Nulo",0,3.1,0,1.35,"Cruzeiro",NA,3,25,1,9,18,NA,2,7,4,4,NA,NA,NA,NA,NA,NA,NA
"254","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,28,"CRU","mei","Nulo",0,5.74,0,2.24,"Cruzeiro",NA,4,27,NA,8,17,NA,NA,NA,31,33,NA,NA,NA,NA,NA,NA,NA
"255","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/17/76f9aa43f58c549a5956db25ad0804f3_FORMATO.png",80080,28,"BOT","ata","Nulo",0,4.8,-0.05,1.7,"Botafogo",NA,2,14,5,5,24,NA,1,2,15,9,NA,NA,NA,NA,NA,NA,NA
"256","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,28,"VIT","ata","Nulo",0,4.12,0,0.79,"Vitória",NA,3,32,6,3,24,NA,2,5,21,5,NA,NA,NA,NA,NA,NA,NA
"257","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,28,"PAL","zag","Provável",0,8.19,0,3.16,"Palmeiras",NA,4,15,3,3,6,2,1,1,20,13,6,NA,NA,NA,NA,NA,NA
"258","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/09/20/ff2dc345ff18c0761a0ddbd4e2edef76_FORMATO.png",80188,28,"FLU","ata","Provável",6.2,6.93,0.8,2.61,"Fluminense",3,NA,12,6,5,25,NA,2,6,24,9,NA,NA,NA,NA,NA,NA,NA
"259","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/09/20/310961d5d1d556ea066ca5837fbb7366_FORMATO.png",80129,28,"FLU","mei","Provável",15.4,10.07,2.34,2.41,"Fluminense",1,6,33,6,8,35,1,2,1,76,38,NA,NA,NA,NA,NA,NA,NA
"260","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,28,"CHA","mei","Nulo",0,2.08,0,0.1,"Chapecoense",NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"261","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,28,"INT","lat","Provável",-1.7,7.66,-0.75,3.24,"Internacional",1,4,13,NA,4,2,NA,NA,NA,44,19,9,NA,NA,NA,NA,NA,NA
"262","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,28,"ATL","ata","Nulo",0,2.78,0,1,"Atlético-MG",NA,NA,NA,NA,1,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"263","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,28,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,28,"BAH","zag","Provável",-0.3,6.7,-1.85,2.49,"Bahia",NA,4,15,2,4,21,1,NA,NA,47,22,7,NA,NA,NA,NA,NA,NA
"265","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,28,"PAR","mei","Dúvida",0,2.59,0,2.4,"Paraná",NA,1,9,8,5,26,1,NA,1,36,13,NA,NA,NA,NA,NA,NA,NA
"266","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,28,"CRU","lat","Provável",0,3.65,0,2.13,"Cruzeiro",NA,5,18,NA,NA,14,NA,NA,NA,24,17,3,NA,NA,NA,NA,NA,NA
"267","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,28,"FLU","lat","Contundido",0,9.49,0,6.68,"Fluminense",2,3,20,4,7,17,NA,3,1,41,34,6,NA,NA,NA,1,NA,NA
"268","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,28,"FLU","ata","Provável",7.6,6.17,1.1,3.37,"Fluminense",1,1,6,4,7,11,NA,2,2,12,2,NA,NA,NA,NA,NA,NA,NA
"269","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,28,"VAS","lat","Provável",3.7,17.64,-0.39,7.22,"Vasco",2,2,13,23,19,80,2,8,7,53,25,3,NA,NA,NA,1,NA,NA
"270","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,28,"PAL","ata","Provável",6.5,15.27,-0.69,5.28,"Palmeiras",9,8,17,16,12,76,2,4,3,65,14,NA,NA,NA,NA,1,1,NA
"271","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,28,"CRU","mei","Provável",0,5.49,0,2.29,"Cruzeiro",NA,7,22,NA,3,14,NA,NA,NA,31,38,NA,NA,NA,NA,NA,NA,NA
"272","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,28,"AME","lat","Contundido",0,9.6,0,3.92,"América-MG",1,3,17,2,1,12,NA,NA,1,21,28,4,NA,NA,NA,NA,NA,NA
"273","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,28,"CEA","mei","Contundido",0,4,0,2.08,"Ceará",NA,1,9,NA,3,12,NA,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA
"274","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,28,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,28,"ATL","zag","Provável",-0.4,9.25,0.19,5.08,"Atlético-MG",NA,5,12,1,6,18,1,4,2,38,23,5,1,NA,NA,NA,NA,NA
"276","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,28,"BOT","ata","Provável",4.4,8.07,-0.73,4.6,"Botafogo",2,NA,25,13,12,47,NA,7,8,29,8,NA,NA,NA,NA,NA,NA,NA
"277","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,28,"CRU","gol","Provável",0,5.43,0,5.6,"Cruzeiro",NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,2,NA,9,5,NA,NA,NA
"278","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,28,"BAH","mei","Nulo",0,5.82,0,3.52,"Bahia",NA,NA,3,NA,NA,7,NA,NA,NA,3,11,NA,NA,NA,NA,NA,NA,NA
"279","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/09/27/5624d936fa15082ca3007edf65acc718_FORMATO.png",68938,28,"VAS","mei","Provável",1.7,5.91,-0.5,1.83,"Vasco",2,2,16,6,9,17,NA,NA,1,48,17,NA,NA,NA,NA,NA,1,NA
"280","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,28,"CHA","ata","Provável",-1.1,2.74,-0.15,0.54,"Chapecoense",NA,NA,4,2,4,5,NA,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA
"281","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/09/12/106c488eaa868da0a0f225ef6776a226_FORMATO.png",68952,28,"GRE","ata","Dúvida",0.9,10.64,-0.76,3.99,"Grêmio",1,2,13,5,8,19,NA,1,1,15,11,NA,NA,NA,NA,NA,NA,NA
"282","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,28,"INT","ata","Provável",0,8.19,0,3.2,"Internacional",1,3,24,13,17,17,NA,5,6,30,6,NA,NA,NA,NA,NA,1,NA
"283","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,28,"SPO","zag","Provável",-1.3,5.93,-0.72,2.39,"Sport",NA,8,27,1,8,26,NA,NA,2,29,32,6,NA,NA,NA,NA,NA,NA
"284","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,28,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,28,"CRU","zag","Provável",0,4.09,0,2.69,"Cruzeiro",NA,1,10,NA,1,8,NA,1,1,12,5,3,NA,NA,NA,NA,NA,NA
