"ID","Apelido","ClubeID","PosicaoID"
86754,"Guilherme Amorim",284,4
90037,"João Guima",303,4
95978,"Ty Sandows",284,5
92191,"Léo Jabá",264,5
96831,"Carlinhos",264,5
96832,"Rodrigo Figueiredo",264,4
88030,"Warian Santos ",264,4
84190,"Guilherme Schettine",293,5
96870,"Emerson",303,2
96966,"Arthur Gomes",277,5
92702,"Daniel Paulista",292,6
88125,"Yuri",263,4
97133,"Dudu",316,2
97138,"Dida",284,1
90540,"Diego",285,5
97233,"Eduardo Silva",344,2
73476,"Marcão",266,6
70317,"Eron",282,2
84861,"Alex Silva",282,2
72588,"Lisca",285,6
87158,"Cícero",282,4
91204,"Warleson",293,1
97324,"Matheus Roldan",282,4
95118,"Thiago Henrique",282,1
97317,"Zé Ricardo",327,4
97315,"Guilherme Mantuan",264,4
93317,"Diogo Giacomini",282,6
97342,"João Pedro",316,4
71122,"Matheus Menezes",263,3
92901,"Felipe Moreira",303,6
97350,"Emiliano",327,4
97352,"Pachu",263,4
90486,"Alan Fialho",266,2
91649,"Pilar",327,5
92692,"Michel",327,2
97432,"Victor Henrique",327,3
97431,"Diego",327,2
97433,"Guilherme  ",327,5
92762,"Erick",303,4
95291,"Eduardo",294,2
79334,"Ricardo Silva",293,3
97437,"Marquinhos",303,4
97438,"Lyncon",303,5
97441,"Lukas Silva",344,1
97436,"Handerson",303,3
97442,"Léo Cotia",344,5
97443,"Romercio",294,3
97448,"Thalisson Kelven",294,3
97444,"Julio Rusch",294,4
97449,"Carvalho",294,4
97445,"Matheus Iacovelli",275,5
97451,"Talysson Lalau",294,4
97450,"Gustavo Mosquito",294,5
97460,"João Victor",344,4
82626,"Thales ",285,3
88368,"Gabriel Dias",275,3
