"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","DS","FC","FD","FF","FS","G","I","PI","CA","FT","SG","GC","GS","DD","DP","CV","PP"
"195","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,30,267,"mei","Nulo",0,0.99,0,-1,3,"267",NA,NA,1,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"196","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,30,264,"mei","Provável",0,10.66,0,3.9,9,"264",3,7,5,1,6,4,1,NA,45,1,2,NA,NA,NA,NA,NA,NA,NA
"197","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/08/31/7d9e7b5ca3e1599aa23e8f098978a809_FORMATO.png",38231,30,282,"ata","Nulo",0,9,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,30,267,"ata","Nulo",0,2.28,0,0,6,"267",NA,2,3,1,1,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"199","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,30,282,"mei","Suspenso",5.7,7.95,1.06,2.94,20,"282",2,45,43,1,7,43,2,NA,71,6,NA,NA,NA,NA,NA,NA,NA,NA
"200","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,30,280,"mei","Provável",6,9.62,0.79,5.36,21,"280",2,87,36,1,6,53,2,1,123,1,NA,NA,NA,NA,NA,NA,NA,NA
"201","Filipe Luís Kasmirski","filipe-luis","Filipe Luís","https://s.glbimg.com/es/sde/f/2020/07/21/13c7ce26874ca832a2aa481d63ff0347_FORMATO.png",38750,30,262,"lat","Provável",5.5,7.31,1.13,3.79,21,"Flamengo",2,63,33,2,1,26,2,1,196,6,1,5,1,NA,NA,NA,NA,NA
"202","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,30,264,"mei","Nulo",0,10.96,0,3.79,13,"264",1,19,18,10,13,38,1,2,82,5,3,NA,NA,NA,NA,NA,1,NA
"203","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2020/07/21/89f8a5f044d80c7eac44cc7e54d18438_FORMATO.png",38909,30,262,"mei","Nulo",8.1,6.53,1.3,2.34,18,"Flamengo",3,17,19,2,5,39,1,NA,61,4,NA,NA,NA,NA,NA,NA,NA,NA
"204","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,30,354,"tec","Provável",2.84,9.45,-0.58,3.82,29,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,30,265,"ata","Provável",0,7.72,0,3.77,21,"265",1,12,25,20,20,31,5,6,65,5,1,NA,NA,NA,NA,NA,NA,1
"206","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,30,265,"mei","Nulo",0,13.69,0,4.14,16,"265",1,12,12,10,10,29,4,3,88,2,1,NA,NA,NA,NA,NA,NA,NA
"207","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,30,262,"gol","Nulo",0,2.35,0,0.16,5,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,4,NA,NA,NA,NA
"208","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,30,263,"mei","Provável",0.8,3.75,-0.21,2.29,11,"263",1,24,16,NA,5,8,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,30,282,"mei","Provável",12.8,13.46,0.81,5,19,"282",2,23,25,10,15,26,6,2,114,2,2,NA,NA,NA,NA,NA,NA,NA
"210","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,30,282,"gol","Nulo",0,7.01,0,2,9,"282",NA,NA,1,NA,NA,NA,NA,NA,65,NA,NA,4,NA,7,6,NA,1,NA
"211","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,30,263,"mei","Nulo",0.3,4.47,0.28,1.38,8,"263",1,3,NA,NA,2,7,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,30,265,"zag","Nulo",0,4.57,0,1.82,8,"265",NA,8,5,1,1,4,NA,NA,30,1,NA,2,NA,NA,NA,NA,NA,NA
"213","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,30,262,"zag","Provável",3.2,5.22,0.89,1.21,15,"Flamengo",NA,14,20,2,4,6,1,NA,43,4,NA,4,1,NA,NA,NA,1,NA
"214","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/10/21/a61792c7a74e5f1d704faca06e9143e6_FORMATO.png",36943,30,293,"tec","Provável",2.46,8.68,-0.02,3.38,24,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,30,265,"zag","Provável",0,7.13,0,1.88,21,"265",NA,32,5,2,4,6,1,1,76,2,NA,2,NA,NA,NA,NA,1,NA
"216","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,30,294,"ata","Nulo",0.8,5.76,-0.01,0.68,10,"Coritiba",NA,3,10,4,3,5,NA,1,14,1,1,NA,NA,NA,NA,NA,NA,NA
"217","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,30,262,"ata","Nulo",2.6,6.73,0.44,2.56,22,"Flamengo",2,23,21,14,15,11,2,2,95,3,NA,NA,NA,NA,NA,NA,NA,NA
"218","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,30,282,"zag","Provável",-0.2,7.29,-0.15,3.04,19,"282",1,25,15,1,5,15,1,NA,92,3,NA,6,NA,NA,NA,NA,NA,NA
"219","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,30,263,"gol","Contundido",0,14.9,0,5.6,8,"263",NA,NA,NA,NA,NA,NA,NA,NA,62,1,NA,3,NA,7,13,NA,NA,NA
"220","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,30,262,"lat","Nulo",12.3,7.35,2.32,3.55,12,"Flamengo",1,24,12,NA,1,8,1,NA,92,2,NA,4,NA,NA,NA,NA,NA,NA
"221","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,30,282,"mei","Nulo",0,9.37,0.21,3.33,18,"282",1,19,7,9,7,9,3,2,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,30,262,"zag","Nulo",0,5.1,0,2.26,12,"Flamengo",NA,20,15,2,3,9,1,NA,56,1,NA,1,NA,NA,NA,NA,NA,NA
"223","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/09/03/1b0bc8c97f0339c38008ff5227279607_FORMATO.png",84382,30,266,"lat","Nulo",5.7,3.67,0.35,0.74,17,"266",2,27,44,3,5,5,1,2,244,5,NA,4,NA,NA,NA,NA,1,NA
"224","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,30,282,"zag","Nulo",0,7.32,0,3.25,4,"282",NA,4,5,NA,1,NA,NA,NA,3,2,NA,3,NA,NA,NA,NA,NA,NA
"225","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,30,282,"zag","Provável",11.1,11.84,1.83,3.82,21,"282",2,41,29,5,11,2,1,NA,131,5,1,8,NA,NA,NA,NA,NA,NA
"226","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2020/03/01/71d59c690cc2fcd14acc5c49fbe44148_FORMATO.png",38140,30,354,"gol","Nulo",0,5.77,0,2.65,22,"354",NA,NA,1,NA,NA,2,NA,NA,181,2,NA,6,NA,33,29,NA,NA,NA
"227","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,30,282,"gol","Nulo",0,5.4,0,-9.2,1,"282",NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA,NA,3,NA,NA,NA,NA
"228","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,30,282,"zag","Nulo",0,11.61,0,3.07,18,"282",1,20,18,1,1,16,1,NA,76,2,1,6,NA,NA,NA,NA,NA,NA
"229","Cássio Roberto Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png",42234,30,264,"gol","Provável",0,7.45,0,1.08,19,"264",NA,1,1,NA,NA,1,NA,NA,145,1,NA,5,NA,26,17,NA,1,NA
"230","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,30,294,"mei","Contundido",0,10.97,0,4.39,19,"Coritiba",1,59,24,7,12,39,1,1,116,4,2,NA,NA,NA,NA,NA,NA,NA
"231","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2020/07/21/84168e4162c3fd4a12b8d377c669f102_FORMATO.png",89256,30,262,"mei","Provável",0,9.02,0,3.2,23,"Flamengo",2,44,49,7,14,82,1,4,108,6,NA,NA,NA,NA,NA,NA,NA,NA
"232","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,30,262,"mei","Provável",2.2,8.92,0.22,4.39,24,"Flamengo",2,35,24,9,16,50,6,1,188,4,1,NA,NA,NA,NA,NA,NA,NA
"233","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,30,282,"mei","Provável",0.5,5.99,-0.24,1.44,22,"282",NA,42,32,3,12,18,NA,NA,136,3,1,NA,NA,NA,NA,NA,NA,NA
"234","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,30,264,"zag","Suspenso",0,6.93,0,3.27,20,"264",1,31,16,1,2,12,1,1,80,2,1,7,1,NA,NA,NA,NA,NA
"235","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,30,290,"mei","Nulo",0,3.95,0,-1.1,3,"290",NA,1,4,NA,NA,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"236","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/11/12/7baefdcac45915f2d98c0f57b44e3198_FORMATO.png",97898,30,294,"lat","Nulo",0,3.48,0,1.65,12,"Coritiba",NA,14,11,2,3,14,NA,3,100,2,NA,3,NA,NA,NA,NA,NA,NA
"237","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,30,263,"mei","Provável",-0.1,5.97,0.06,2.6,25,"263",NA,42,40,5,15,39,4,3,132,6,NA,NA,NA,NA,NA,NA,NA,NA
"238","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,30,264,"mei","Nulo",0,6.85,0,2.22,14,"264",1,14,11,4,8,12,1,NA,86,1,1,NA,NA,NA,NA,NA,NA,NA
"239","Alex Roberto Santana Rafael ","alex-muralha","Alex Muralha","https://s.glbimg.com/es/sde/f/2020/03/02/5719413c4b962fbbd123ca79f634cf8a_FORMATO.png",79066,30,294,"gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,30,282,"zag","Nulo",0,6.89,0,2.39,7,"282",NA,5,6,NA,1,1,NA,NA,16,NA,NA,3,NA,NA,NA,NA,NA,NA
"241","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2020/03/02/a44ce5150145201cb2e17e412ff95656_FORMATO.png",50645,30,354,"lat","Nulo",0,4.32,0,1.95,10,"354",NA,14,11,1,NA,6,1,1,67,1,1,2,NA,NA,NA,NA,1,NA
"242","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,30,267,"mei","Nulo",0.4,2.18,0.03,0.62,8,"267",NA,5,7,1,4,9,NA,NA,15,2,NA,NA,NA,NA,NA,NA,NA,NA
"243","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2020/03/02/dfd945324c953bf8961a2733f8878bdf_FORMATO.png",50284,30,294,"gol","Provável",12.5,10.2,1.69,2.83,29,"Coritiba",NA,1,NA,NA,NA,2,NA,NA,233,NA,NA,8,NA,38,33,1,NA,NA
"244","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png",98672,30,282,"ata","Provável",7.3,7.37,0.04,3.76,21,"282",5,8,17,7,19,22,4,7,138,2,3,NA,NA,NA,NA,NA,NA,NA
"245","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2020/03/02/0f8cdae2b0676e92c2ccef0b10c4f252_FORMATO.png",103076,30,354,"ata","Nulo",0,6.41,0,1.74,14,"354",NA,14,6,5,6,2,1,2,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"246","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,30,282,"lat","Provável",-0.5,12.66,-0.16,4.42,23,"282",1,56,28,2,6,28,1,NA,186,2,1,9,NA,NA,NA,NA,NA,NA
"247","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,30,262,"zag","Provável",6.3,9.08,0.73,3.15,16,"Flamengo",NA,26,14,2,5,11,NA,NA,36,1,NA,5,NA,NA,NA,NA,NA,NA
"248","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,30,354,"gol","Provável",3.3,3.96,-0.8,2.5,7,"354",NA,NA,NA,NA,NA,4,NA,NA,75,1,NA,3,NA,7,6,NA,NA,NA
"249","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png",101717,30,282,"ata","Nulo",0,9.01,-0.22,2.61,21,"282",1,10,20,8,6,9,4,NA,19,1,1,NA,NA,NA,NA,NA,NA,NA
"250","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/08/31/7481d168bb02b987aa26c6a0f0df715e_FORMATO.png",106843,30,282,"mei","Nulo",0,2,0,-1.77,4,"282",NA,4,3,NA,1,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,1,NA
"251","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png",107963,30,282,"zag","Nulo",0,2,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,30,264,"mei","Suspenso",0,5.41,0,2.55,18,"264",1,58,27,1,2,18,NA,NA,84,5,1,NA,NA,NA,NA,NA,NA,NA
"253","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,30,265,"mei","Nulo",0,4.49,0,2.13,20,"265",2,11,17,4,5,30,3,NA,95,3,1,NA,NA,NA,NA,NA,1,NA
"254","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,30,265,"zag","Provável",0,5.33,0,1.88,19,"265",1,15,15,5,4,4,1,NA,57,NA,NA,2,NA,NA,NA,NA,NA,NA
"255","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2020/08/31/66182e36104ff865242a7b388c3a2d6b_FORMATO.png",104459,30,354,"ata","Nulo",0,1.16,0,0.48,4,"354",NA,2,5,NA,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/10/16/a6f8687af7ab25654568d0b1f3d32841_FORMATO.png",68696,30,356,"ata","Nulo",-0.1,2.37,-0.11,2.04,13,"356",NA,10,15,3,3,11,2,NA,25,2,1,NA,NA,NA,NA,NA,NA,NA
"257","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,30,263,"ata","Provável",-2,7.27,-0.02,3.1,25,"263",1,27,58,8,10,59,6,10,96,6,2,NA,NA,NA,NA,NA,NA,NA
"258","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,30,354,"zag","Provável",5.5,7.08,-0.25,3.21,21,"354",NA,39,18,1,6,17,1,2,99,6,1,7,NA,NA,NA,NA,NA,NA
"259","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,30,265,"lat","Provável",0,8.95,0,2.75,21,"265",3,49,22,4,4,18,NA,1,178,2,NA,2,NA,NA,NA,NA,NA,NA
"260","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2020/08/31/f76d432cdaf8192dfc153e892b58c96c_FORMATO.png",70925,30,354,"mei","Nulo",0.4,2.66,0.29,1.21,15,"354",3,4,12,NA,2,4,1,NA,25,2,NA,NA,NA,NA,NA,NA,NA,NA
"261","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,30,263,"ata","Nulo",-0.7,2.12,-0.2,0.76,7,"263",NA,3,3,2,NA,7,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,30,264,"mei","Dúvida",0,6.2,0,2.34,17,"264",1,42,33,5,7,16,1,1,119,6,2,NA,NA,NA,NA,NA,NA,NA
"263","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png",71113,30,354,"mei","Nulo",0,3.18,0,0.33,7,"354",1,2,5,NA,1,2,NA,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,30,263,"ata","Nulo",0,2.53,0,1.18,9,"263",NA,4,11,1,2,9,1,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"265","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,30,265,"lat","Nulo",0,7.09,0,3.37,16,"265",2,38,16,3,5,20,NA,1,142,2,NA,3,NA,NA,NA,NA,NA,NA
"266","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/10/15/788a514811d1b7fe6bc8f3cb4078b1b4_FORMATO.png",62033,30,290,"ata","Provável",-0.7,4.62,-0.47,2.63,13,"290",NA,7,13,5,11,17,3,5,51,3,NA,NA,NA,NA,NA,NA,NA,NA
"267","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/11/18/2e97acab2ac95708854691c5e1effc73_FORMATO.png",86143,30,356,"zag","Provável",-2.9,2.66,-1.24,1.17,4,"356",NA,3,4,NA,NA,4,NA,NA,13,1,NA,1,NA,NA,NA,NA,NA,NA
"268","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,30,354,"mei","Provável",3.4,4.56,0.74,2.17,24,"354",NA,54,10,3,7,15,NA,NA,75,3,NA,NA,NA,NA,NA,NA,NA,NA
"269","Cléber Bomfim de Jesus","cleber","Cléber","https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png",104125,30,354,"ata","Provável",-0.5,10.48,-0.04,3.21,27,"354",1,31,60,12,20,28,6,10,82,1,1,NA,NA,NA,NA,NA,NA,NA
"270","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png",68770,30,264,"mei","Nulo",0,3.29,0,0.74,12,"264",NA,17,16,1,1,2,NA,NA,22,2,1,NA,NA,NA,NA,NA,NA,NA
"271","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png",38421,30,294,"mei","Dúvida",0,4.88,0,1.16,5,"Coritiba",NA,9,9,1,2,11,NA,1,45,1,NA,NA,NA,NA,NA,NA,NA,NA
"272","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,30,264,"lat","Nulo",0,4.76,0,2.7,4,"264",NA,3,1,1,2,6,NA,1,20,NA,NA,1,NA,NA,NA,NA,NA,NA
"273","Vinícius Goes Barbosa de Souza","vina","Vina","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,30,354,"mei","Provável",-0.3,10.26,-1.32,6.2,22,"354",6,11,16,23,28,20,9,4,195,3,1,NA,NA,NA,NA,NA,NA,1
"274","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,30,265,"mei","Nulo",0,3.01,0,1.7,14,"265",1,5,7,4,3,17,1,1,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"275","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,30,354,"mei","Provável",3.7,12.92,-0.16,4.58,27,"354",3,95,46,10,19,43,1,6,161,2,1,NA,NA,NA,NA,NA,NA,NA
"276","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,30,354,"mei","Nulo",0,2.38,0,0.5,10,"354",NA,9,5,2,1,1,NA,1,57,1,1,NA,NA,NA,NA,NA,NA,NA
"277","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,30,354,"lat","Provável",0.8,6.3,0.18,3.32,22,"354",3,42,28,3,5,32,1,1,211,5,NA,7,NA,NA,NA,NA,1,NA
