"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","A","SG","DD","DP","GS","FT","PP","CV","GC"
"202","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2020/07/11/aa08b8bb889d2e350b8c0e20f8570d70_FORMATO.png",73896,25,293,"ata","Nulo",0,4.57,0,2.37,11,"293",4,9,15,7,2,13,1,1,44,2,NA,NA,NA,NA,1,NA,NA,NA
"203","Fernando Canesin Matos","fernando-canesin","Fernando Canesin","https://s.glbimg.com/es/sde/f/2020/01/21/b9b4d67aae6f6afee4097184bf8cc32d_FORMATO.png",81585,25,293,"mei","Nulo",0,0.98,0,-0.52,6,"293",2,3,4,NA,1,1,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,25,276,"zag","Nulo",1.5,8.03,-0.98,3.04,14,"276",1,17,15,NA,4,21,NA,NA,37,NA,5,NA,NA,NA,NA,NA,NA,NA
"205","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,25,275,"lat","Nulo",6.5,6.15,1.03,2.04,12,"275",2,25,13,NA,2,10,NA,1,61,NA,3,NA,NA,NA,NA,NA,1,NA
"206","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/09/03/1b0bc8c97f0339c38008ff5227279607_FORMATO.png",84382,25,266,"lat","Nulo",0,2.28,0,0.23,14,"266",4,21,37,2,3,2,1,1,195,1,3,NA,NA,NA,NA,NA,1,NA
"207","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,25,285,"lat","Suspenso",-3,3.8,-1.05,1.75,12,"285",3,25,20,2,1,17,NA,NA,97,NA,2,NA,NA,NA,NA,NA,NA,NA
"208","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2020/08/28/cb89e54fa471354bad6c43cfca018a24_FORMATO.png",84674,25,280,"mei","Provável",1,5.01,-0.08,3.62,15,"280",5,26,25,7,8,34,2,NA,50,1,NA,NA,NA,NA,1,NA,NA,NA
"209","Eber Henrique Ferreira de Bessa","eber-bessa","Éber Bessa","https://s.glbimg.com/es/sde/f/2020/10/09/d0b4288d6ca77be73b69212249656293_FORMATO.png",73624,25,263,"mei","Nulo",3,2.94,0.37,1.36,5,"263",NA,3,6,1,3,10,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,25,277,"mei","Nulo",1.4,7.79,-0.38,1.46,12,"Santos",2,32,18,NA,1,16,NA,NA,53,1,NA,NA,NA,NA,NA,NA,2,NA
"211","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,25,264,"mei","Provável",3.1,9.12,-0.22,1.45,7,"264",1,5,2,1,NA,3,NA,NA,26,1,NA,NA,NA,NA,1,NA,NA,NA
"212","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,25,277,"mei","Contundido",0,5.65,0,1.66,12,"Santos",1,15,11,6,7,18,NA,1,98,1,NA,NA,NA,NA,NA,1,NA,NA
"213","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,25,263,"gol","Nulo",0,14.9,0,5.6,8,"263",1,NA,NA,NA,NA,NA,NA,NA,62,NA,3,13,NA,7,NA,NA,NA,NA
"214","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,25,265,"ata","Provável",0.3,5.15,-0.05,1.65,18,"265",3,14,11,6,7,22,2,2,116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,25,277,"zag","Provável",0,6.18,0,2.14,21,"Santos",2,30,7,1,3,20,NA,NA,112,1,4,NA,NA,NA,NA,NA,1,NA
"216","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,25,266,"gol","Nulo",0.7,1.18,0.39,1.12,6,"266",NA,NA,NA,NA,NA,1,NA,NA,58,1,1,4,NA,7,NA,NA,NA,NA
"217","Daniel Alberto Villalva Barrios","keko","Keko ","https://s.glbimg.com/es/sde/f/2020/08/26/b53fdb79b554fd3023712890b2802adc_FORMATO.jpeg",81683,25,290,"ata","Nulo",0,2.77,0,1.7,13,"290",2,11,11,3,5,20,NA,3,86,2,NA,NA,NA,NA,1,NA,NA,NA
"218","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,25,284,"mei","Contundido",0,11.51,0,5.76,13,"284",1,18,12,13,17,35,1,4,109,4,NA,NA,NA,NA,1,NA,NA,NA
"219","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,25,263,"mei","Suspenso",1.2,6.88,-0.46,2.65,17,"263",3,23,24,10,11,24,1,NA,137,2,NA,NA,NA,NA,1,NA,NA,NA
"220","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2020/07/24/4a3f794325acc2d6bd02a0c556444c2d_FORMATO.png",74140,25,265,"ata","Nulo",0,8.65,0,3.63,17,"265",NA,15,8,8,8,36,2,7,87,2,NA,NA,NA,NA,1,NA,NA,NA
"221","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,25,292,"lat","Nulo",8.2,5.87,0.31,7.3,3,"292",NA,6,1,1,NA,2,NA,NA,8,NA,3,NA,NA,NA,NA,NA,NA,NA
"222","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,25,267,"lat","Provável",-0.8,5.74,-0.68,1.57,16,"267",5,35,27,2,NA,15,NA,3,96,NA,3,NA,NA,NA,NA,NA,NA,NA
"223","Abel Mathías Hernández Platero","abel-hernandez","Abel Hernández","https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png",74159,25,285,"ata","Nulo",0,7.74,0,2.98,14,"285",1,14,10,6,8,8,2,2,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"224","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,25,275,"gol","Nulo",0,3,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,25,285,"ata","Contundido",0,20.81,0,11.2,3,"285",NA,2,7,1,3,5,3,3,15,1,NA,NA,NA,NA,1,NA,NA,NA
"226","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2020/11/27/ed4e21aa1eae057a8185a802e380bbcf_FORMATO.png",77774,25,263,"tec","Provável",1.97,3.99,0.08,1.61,6,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,25,277,"lat","Nulo",6.5,6.89,1.22,3.74,18,"Santos",2,12,6,4,NA,12,4,2,124,4,2,NA,NA,NA,1,NA,NA,NA
"228","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2020/11/18/ca2aeafe986346def55b188fb4e765b1_FORMATO.png",81898,25,294,"ata","Nulo",0,3.19,-0.11,0.47,3,"Coritiba",NA,3,1,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,25,356,"lat","Provável",0.8,6.3,0.17,3.68,13,"356",1,24,7,2,1,8,NA,1,153,2,5,NA,NA,NA,1,NA,NA,NA
"230","Laércio Soldá","laercio","Laércio","https://s.glbimg.com/es/sde/f/2020/10/13/cc2746f464476a7f9908dbc251d225ff_FORMATO.png",82564,25,277,"zag","Nulo",0,2.13,0,0.58,6,"Santos",NA,7,8,NA,2,1,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Jorge de Moura Xavier","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/09/11/fa4f0fa959553267d0d1f02920de2e33_FORMATO.png",77544,25,293,"mei","Nulo",0,9.05,0,3.86,9,"293",NA,15,8,1,5,13,2,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,25,276,"lat","Nulo",0,3.72,0,1.49,14,"276",2,14,9,NA,1,13,NA,NA,69,1,2,NA,NA,NA,NA,NA,NA,NA
"233","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,25,290,"gol","Provável",8.4,9.92,-0.33,4.24,18,"290",NA,NA,1,1,NA,5,NA,NA,161,NA,6,27,1,28,NA,NA,NA,NA
"234","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,25,262,"gol","Nulo",0,3.38,0,1.2,4,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,NA,NA,2,NA,NA,NA,NA
"235","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,25,292,"mei","Dúvida",4.5,3.47,0.61,0.76,12,"292",2,15,13,NA,4,8,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,25,266,"lat","Nulo",5.5,5.11,-0.3,2.94,17,"266",5,35,39,1,7,30,NA,2,113,3,4,NA,NA,NA,NA,NA,NA,NA
"237","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,25,264,"mei","Provável",8.4,6.35,1.57,1.65,13,"264",2,15,14,2,4,12,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA
"238","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,25,373,"ata","Nulo",3.7,5.13,0.11,2.83,22,"373",2,22,26,12,11,39,1,1,140,3,NA,NA,NA,NA,2,NA,NA,NA
"239","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2020/10/01/9e64684a0ef33c9f748f305214999641_FORMATO.png",78497,25,373,"lat","Nulo",0,2.63,0,1.28,7,"373",1,3,1,NA,NA,1,NA,1,15,NA,2,NA,NA,NA,NA,NA,NA,NA
"240","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,25,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,25,262,"zag","Dúvida",0,5.15,0,1.28,13,"Flamengo",3,14,16,1,4,6,1,NA,37,NA,3,NA,NA,NA,NA,NA,1,1
"242","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,25,294,"mei","Provável",0,11.46,0,4.68,17,"Coritiba",3,54,21,6,11,36,1,NA,110,1,NA,NA,NA,NA,2,NA,NA,NA
"243","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,25,280,"mei","Nulo",0,3.98,-0.88,1.86,19,"280",8,48,52,3,10,22,1,NA,63,1,NA,NA,NA,NA,NA,NA,NA,NA
"244","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,25,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,25,277,"gol","Nulo",-9.3,5.56,-1.63,3.03,19,"Santos",2,NA,1,NA,NA,2,NA,NA,120,NA,3,27,NA,25,NA,NA,NA,NA
"246","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,25,262,"lat","Nulo",0,6.46,0,3.05,9,"Flamengo",1,19,9,NA,1,7,1,NA,74,NA,2,NA,NA,NA,NA,NA,NA,NA
"247","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,25,275,"mei","Dúvida",2.4,6,-0.34,1.9,13,"275",2,8,8,7,8,9,NA,NA,77,2,NA,NA,NA,NA,1,NA,NA,NA
"248","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,25,290,"gol","Nulo",0,0.77,0,-3.45,2,"290",1,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,1,NA,3,NA,NA,NA,NA
"249","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,25,262,"ata","Nulo",1,6.43,0.18,2.55,18,"Flamengo",2,20,19,12,15,10,1,2,89,2,NA,NA,NA,NA,NA,NA,NA,NA
"250","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,25,275,"mei","Provável",0,9.7,0,2.83,18,"275",5,35,35,4,9,34,2,NA,64,3,NA,NA,NA,NA,NA,NA,2,NA
"251","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,25,275,"ata","Provável",8.4,10.91,-0.86,3.49,16,"275",2,20,31,10,12,25,4,8,67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2020/07/21/69e4e139a1d867fc6fc3d06b46ffd68d_FORMATO.png",78478,25,262,"mei","Contundido",0,6.98,0,1.1,20,"Flamengo",4,38,27,2,7,9,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Alan Pereira Empereur","alan-empereur","Alan Empereur","https://s.glbimg.com/es/sde/f/2020/11/09/0f9a49104e8f171fcf62eecc85255e66_FORMATO.png",88033,25,275,"zag","Nulo",2.9,6.16,0.3,3.2,3,"275",1,3,3,NA,NA,1,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"254","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,25,263,"zag","Provável",0,3.09,0,1.04,15,"263",2,12,14,1,5,13,NA,NA,70,NA,3,NA,NA,NA,NA,NA,1,NA
"255","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,25,282,"mei","Nulo",0.2,10.79,-1.05,3.45,16,"282",2,17,22,7,9,20,3,2,84,2,NA,NA,NA,NA,1,NA,NA,NA
"256","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,25,280,"tec","Provável",3.38,7.66,0.01,3.36,17,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,25,292,"mei","Nulo",1,9.31,-0.17,1.41,21,"292",1,11,18,2,14,29,1,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,25,292,"zag","Provável",4.3,3.99,0.96,1.24,22,"292",6,25,29,2,6,14,NA,1,80,NA,5,NA,NA,NA,1,NA,NA,1
"259","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,25,262,"ata","Provável",15.4,14.23,2.35,6.55,12,"Flamengo",2,4,3,11,17,11,7,9,66,NA,NA,NA,NA,NA,1,NA,NA,NA
"260","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,25,277,"mei","Provável",3.7,4.36,0.65,1.68,17,"Santos",1,18,21,6,8,16,NA,NA,65,1,NA,NA,NA,NA,1,NA,NA,NA
"261","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,25,264,"mei","Provável",12.4,12.23,2.48,3.54,11,"264",5,15,16,9,11,32,1,1,72,1,NA,NA,NA,NA,2,NA,1,NA
"262","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,25,285,"mei","Provável",10.8,13.35,1.25,5.29,21,"285",1,50,30,7,10,44,4,2,103,2,NA,NA,NA,NA,3,NA,NA,NA
"263","Wellington Soares da Silva","wellington-rato","Wellington Rato","https://s.glbimg.com/es/sde/f/2020/10/05/b190d450eb26fdf91906a41bc3070d11_FORMATO.png",82766,25,373,"mei","Nulo",-0.2,1.66,-0.24,0.78,6,"373",NA,1,5,3,1,2,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,NA
"264","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,25,282,"zag","Nulo",4.4,10.47,0.7,3.15,18,"282",5,36,29,4,10,2,NA,NA,117,1,7,NA,NA,NA,1,NA,NA,NA
"265","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,25,280,"lat","Provável",1,8.78,-0.86,2.72,22,"280",2,66,49,3,8,22,NA,1,229,NA,5,NA,NA,NA,NA,NA,NA,NA
"266","Gilvan Souza Correa","gilvan","Gilvan","https://s.glbimg.com/es/sde/f/2020/02/27/73ad0548535f59edf7dd6d9d1224dc21_FORMATO.png",82773,25,373,"zag","Nulo",0,5.41,0,2.22,14,"373",5,19,22,1,3,7,1,NA,20,NA,4,NA,NA,NA,NA,NA,NA,NA
"267","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,25,290,"ata","Contundido",0,4.42,0,2.34,12,"290",NA,17,12,4,5,19,NA,1,38,NA,NA,NA,NA,NA,1,NA,NA,NA
"268","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,25,292,"mei","Nulo",0.4,4.22,0.08,1.67,12,"292",3,32,25,NA,3,10,NA,NA,58,1,NA,NA,NA,NA,NA,NA,NA,NA
"269","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/08/31/1c7eb530ff0944a5fb26c266c76aac9c_FORMATO.png",86485,25,282,"ata","Nulo",5.2,14.33,-0.14,7.22,22,"282",4,32,27,22,27,37,10,21,206,5,NA,NA,NA,NA,4,1,NA,NA
"270","Marcos Vinicius Serrato","marcos-serrato","Marcos Serrato","https://s.glbimg.com/es/sde/f/2020/09/23/0572f6d3ff5c4a259bb808efddb9cfda_FORMATO.png",88307,25,292,"mei","Nulo",0,2.3,0,-0.1,1,"292",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,25,280,"ata","Nulo",-0.1,2.15,-0.06,0.25,15,"280",1,9,16,4,8,11,NA,2,61,NA,NA,NA,NA,NA,NA,NA,1,NA
"272","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,25,356,"lat","Contundido",0.9,6.71,-0.01,2.64,18,"356",1,13,14,3,2,14,1,2,58,1,6,NA,NA,NA,NA,NA,1,NA
"273","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,25,292,"zag","Nulo",0,2.91,0,2.47,3,"292",1,1,1,NA,NA,NA,NA,NA,11,NA,2,NA,NA,NA,NA,NA,NA,NA
"274","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,25,285,"mei","Dúvida",0.1,2.85,-0.43,0.48,22,"285",2,12,21,3,6,10,NA,7,47,1,NA,NA,NA,NA,1,NA,NA,NA
"275","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,25,285,"zag","Nulo",0,2.32,0,0.9,2,"285",2,4,5,NA,NA,1,NA,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA
"276","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,25,356,"mei","Nulo",0,2.57,0,0.66,15,"356",1,17,19,1,2,8,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,25,262,"zag","Nulo",0,5.1,0,2.26,12,"Flamengo",1,20,15,2,3,9,1,NA,56,NA,1,NA,NA,NA,NA,NA,NA,NA
"278","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,25,292,"gol","Provável",7.9,5.95,-0.05,2.09,17,"292",3,NA,NA,NA,NA,2,NA,NA,205,NA,5,21,NA,24,NA,NA,NA,NA
"279","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,25,292,"zag","Provável",8.3,7.31,1.79,2.34,22,"292",5,29,24,2,7,15,3,NA,147,NA,4,NA,NA,NA,NA,NA,NA,NA
"280","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,25,280,"ata","Nulo",0,2.25,0,0.9,6,"280",NA,2,2,NA,3,6,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2020/07/30/cc647d1f9a8818aedd430516d1d61f68_FORMATO.png",83772,25,294,"ata","Nulo",3.9,5.87,-0.02,2.42,13,"Coritiba",1,21,15,3,5,15,NA,1,46,2,NA,NA,NA,NA,NA,NA,NA,NA
"282","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2020/07/21/84168e4162c3fd4a12b8d377c669f102_FORMATO.png",89256,25,262,"mei","Provável",7.6,10.45,0.12,3.47,19,"Flamengo",5,37,40,6,10,70,1,3,78,2,NA,NA,NA,NA,NA,NA,NA,NA
"283","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,25,277,"gol","Provável",0,1.21,0,3.3,4,"Santos",NA,NA,NA,NA,NA,3,NA,NA,33,NA,1,5,NA,5,NA,NA,NA,NA
