,atletas.nome,atletas.slug,atletas.apelido,atletas.foto,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.jogos_num,atletas.clube.id.full.name,CA,DS,FC,FD,FF,FS,G,I,PI,A,FT,SG,DD,GS,CV,DP,GC,PP
81,Claudio Luiz Rodrigues Parisi Leonel,claudinho,Claudinho,https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png,92630,10,280,ata,Provável,1.9,13.42,0.74,5.13,9,Bragantino,1,18,11,6,6,16,3,1,88,1,NA,NA,NA,NA,NA,NA,NA,1
82,Cleiton Schwengber,cleiton,Cleiton,https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png,93882,10,280,gol,Nulo,0,0.77,0,-1.56,9,Bragantino,NA,NA,NA,NA,NA,2,NA,NA,70,NA,NA,NA,5,14,NA,NA,NA,NA
83,Francisco Hyun Sol Kim,chico,Chico,https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png,82407,10,373,ata,Provável,-1.8,3.28,-0.79,2.76,7,Atlético-GO,1,6,8,2,4,7,NA,NA,28,2,1,NA,NA,NA,NA,NA,NA,NA
84,Thonny Anderson da Silva Carvalho,thonny-anderson,Thonny Anderson,https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png,101484,10,280,mei,Nulo,0,6,0,0,0,Bragantino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Igor Vinícius de Souza,igor-vinicius,Igor Vinícius,https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png,95466,10,276,lat,Nulo,3.3,5.56,0.62,2.17,7,São Paulo,3,15,19,3,4,6,NA,NA,41,1,NA,1,NA,NA,NA,NA,NA,NA
86,Leonardo Javier Realpe Montaño,realpe,Realpe,https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png,106299,10,280,zag,Provável,1.9,3.3,0.35,0.85,4,Bragantino,1,6,1,NA,1,1,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,Weverton Guilherme da Silva Souza,weverton,Weverton,https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png,104625,10,280,lat,Contundido,0,1.19,0,0.1,3,Bragantino,NA,1,1,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Tomás Esteban Cuello,cuello,Cuello,https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png,98909,10,280,mei,Nulo,0,2,0,0,0,Bragantino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Rogério Ceni,rogerio-ceni,Rogério Ceni,https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png,97341,10,356,tec,Provável,1.39,6.52,-0.31,2.74,10,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Juan Francisco Torres Belén,juanfran,Juanfran,https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png,72620,10,276,lat,Nulo,0,6.21,0,2.4,4,São Paulo,NA,6,5,NA,1,4,NA,NA,17,NA,NA,1,NA,NA,NA,NA,NA,NA
91,Yuri César Santos de Oliveira Silva,yuri-cesar,Yuri César ,https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png,103446,10,356,ata,Nulo,0,4.5,-0.22,2.68,9,Fortaleza,NA,6,9,2,6,10,1,2,15,1,NA,NA,NA,NA,NA,NA,NA,NA
92,Rafael Vaz dos Santos,rafael-vaz,Rafael Vaz,https://s.glbimg.com/es/sde/f/2020/09/07/ac19d461237bd560ac6487aadd79a6da_FORMATO.png,73421,10,290,zag,Nulo,0,5.7,0,1.98,7,Goiás,2,8,7,4,5,5,1,NA,59,NA,NA,1,NA,NA,1,NA,NA,NA
93,Walter Kannemann,kannemann,Kannemann,https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png,87342,10,284,zag,Contundido,0,11.23,0,4.28,6,Grêmio,3,20,18,2,1,9,NA,NA,20,NA,NA,3,NA,NA,NA,NA,NA,NA
94,Alan Steven Franco Palma,franco,Franco,https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png,39656,10,282,mei,Provável,-0.3,5.35,-1.53,3.6,9,Atlético-MG,NA,9,10,1,3,9,3,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Luan Cândido de Almeida,luan-candido,Luan Cândido,https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png,100848,10,280,lat,Nulo,0,2,0,0,0,Bragantino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Pablo Felipe Teixeira,pablo,Pablo,https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png,69138,10,276,ata,Contundido,0,8.36,0,2.77,6,São Paulo,1,3,16,3,15,9,1,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Philip Luiz Soares da Silva,philip,Philip,https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png,73758,10,292,mei,Nulo,0,1.38,0,-0.4,1,Sport,NA,NA,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Jean Pyerre Casagrande Silveira Correa,jean-pyerre,Jean Pyerre,https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png,98832,10,284,mei,Contundido,0,12.85,0,4.7,4,Grêmio,NA,8,3,2,8,6,NA,NA,25,NA,1,NA,NA,NA,NA,NA,NA,NA
99,Anderson Hernanes de Carvalho Andrade Lima,hernanes,Hernanes,https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png,38648,10,276,mei,Nulo,1,8.55,-0.29,3.14,5,São Paulo,1,6,9,3,2,11,1,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Marcos Vinícius Sousa Natividade,marquinhos,Marquinhos,https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png,102292,10,292,ata,Suspenso,-0.5,6.1,-0.67,3.43,10,Sport,3,20,14,NA,4,42,1,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Luis Manuel Orejuela García,orejuela,Orejuela,https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png,95352,10,284,lat,Provável,0.8,8.44,-1.52,3.73,9,Grêmio,1,18,16,3,5,12,NA,1,105,NA,1,4,NA,NA,NA,NA,NA,NA
102,Vitor Frezarin Bueno,vitor-bueno,Vitor Bueno,https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png,87552,10,276,mei,Nulo,1.6,7.45,-0.19,3.1,6,São Paulo,1,7,3,2,5,10,1,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Rafael Navarro Leal,rafael-navarro,Rafael Navarro,https://s.glbimg.com/es/sde/f/2020/07/20/893ac0fe6c55a42b91ef4744f6ca7d4b_FORMATO.png,105770,10,263,ata,Nulo,0,2,0,0,0,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Everton Cardoso da Silva,everton,Everton,https://s.glbimg.com/es/sde/f/2020/08/18/21613ca434c9a230ec1b0821a3f70079_FORMATO.png,50301,10,284,mei,Provável,1.9,5.99,-0.82,2.72,5,Grêmio,NA,8,9,3,2,7,NA,1,31,1,NA,NA,NA,NA,NA,NA,NA,NA
105,Igor Silveira Gomes,igor-gomes,Igor Gomes,https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png,100084,10,276,mei,Nulo,0.6,3.17,-0.05,0.24,9,São Paulo,1,6,12,2,NA,9,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,Leonardo Pinheiro da Conceição,leo,Léo,https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png,85626,10,276,lat,Nulo,3,4.61,0.85,2.37,7,São Paulo,1,9,5,NA,1,11,NA,NA,42,1,NA,1,NA,NA,NA,NA,NA,NA
107,Wesley Pionteck Souza,wesley,Wesley,https://s.glbimg.com/es/sde/f/2020/08/07/70b200dbf6703aca6b5eee4008dbcad6_FORMATO.png,93376,10,280,ata,Contundido,0,2,0,0,0,Bragantino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Leandro Henrique do Nascimento,leandrinho,Leandrinho,https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png,91702,10,280,ata,Contundido,0,2.39,0,0.67,3,Bragantino,NA,1,1,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Fagner Conserva Lemos,fagner,Fagner,https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png,42500,10,264,lat,Nulo,0,10.19,0,2.13,6,Corinthians,1,16,9,3,1,4,1,NA,61,NA,NA,NA,NA,NA,1,NA,NA,NA
110,Igor Matheus Liziero Pereira ,liziero,Liziero,https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png,100761,10,276,mei,Contundido,0,4.4,0,1.02,5,São Paulo,1,9,7,2,2,4,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Gabriel Santos Cordeiro Lacerda,gabriel-lacerda,Gabriel Lacerda,https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png,108176,10,354,zag,Nulo,0,3.62,0,4.02,6,Ceará,NA,5,3,1,NA,3,NA,NA,21,1,NA,3,NA,NA,NA,NA,NA,NA
112,Danilo das Neves Pinheiro,tche-tche,Tchê Tchê,https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png,86686,10,276,mei,Nulo,3.6,8.18,0.83,2.19,9,São Paulo,2,14,8,4,6,14,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Nathanael Ananias da Silva,nathan-silva,Nathan Silva,https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png,95794,10,294,mei,Nulo,0,2.39,0,-0.13,3,Coritiba,2,7,10,NA,1,4,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,Hélio Júnio Nunes de Castro,helinho,Helinho,https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png,102598,10,276,ata,Nulo,0,4.08,0,2.57,3,São Paulo,NA,3,NA,NA,NA,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA
115,Matheus Bueno Batista,matheus-bueno,Matheus Bueno,https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png,101832,10,294,mei,Provável,3.3,2.19,0.82,1,9,Coritiba,1,11,9,2,1,9,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Natanael Moreira Milouski,natanael,Natanael,https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png,107554,10,294,lat,Nulo,1.9,1.11,0.34,0.75,4,Coritiba,NA,2,3,NA,1,5,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,Luan Vinícius da Silva Santos ,luan,Luan,https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png,102909,10,276,mei,Nulo,-0.6,3.31,-0.22,0.3,5,São Paulo,1,4,2,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Igor Rabello da Costa,igor-rabello,Igor Rabello,https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png,89493,10,282,zag,Provável,1.5,12.3,-0.05,4.6,7,Atlético-MG,NA,10,8,NA,NA,7,1,NA,33,NA,1,3,NA,NA,NA,NA,NA,NA
119,Jonatan David Gomez Ospina,jonatan-gomez,Jonatan Gomez,https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png,94857,10,292,mei,Nulo,0,10.95,0,2.57,9,Sport,NA,5,7,2,10,14,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Martín Nicolás Benítez,benitez,Benítez,https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png,93550,10,267,mei,Provável,-1.5,8.69,-1.73,3.99,8,Vasco,2,28,8,2,5,16,NA,1,70,1,NA,NA,NA,NA,NA,NA,NA,NA
121,Miguel Silveira dos Santos,miguel,Miguel,https://s.glbimg.com/es/sde/f/2020/08/11/d3bc0d5856387f3aab09b5c23bc2f805_FORMATO.png,105612,10,266,mei,Nulo,0,2.39,0,0.3,1,Fluminense,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,Henrique Vermudt,henrique-vermudt,Henrique Vermudt,https://s.glbimg.com/es/sde/f/2020/03/03/935e5497d5d03ac1eefea34e909731cf_FORMATO.png,104504,10,294,mei,Nulo,0,2,0,0,0,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,Fernando Miguel Kaufmann,fernando-miguel,Fernando Miguel,https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png,71571,10,267,gol,Provável,7.3,10.11,0.94,4.01,9,Vasco,NA,NA,NA,NA,NA,2,NA,NA,69,NA,NA,4,10,9,NA,NA,NA,NA
124,Leonardo de Souza Sena,leo-sena,Léo Sena,https://s.glbimg.com/es/sde/f/2020/08/31/6520e5b98fe12640dde2f4a556494cd3_FORMATO.png,90572,10,282,mei,Nulo,0,6.21,0,0.8,1,Atlético-MG,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,Andrey Ramos do Nascimento,andrey,Andrey,https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png,93787,10,267,mei,Nulo,0,6.48,0,3.73,7,Vasco,3,24,19,1,2,16,NA,NA,32,2,NA,NA,NA,NA,NA,NA,NA,NA
126,Hernane Vidal Souza,hernane,Hernane,https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png,72386,10,292,ata,Provável,0.2,1.66,0.01,-0.08,9,Sport,2,1,3,NA,NA,9,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Gustavo Blanco Petersen Macedo,gustavo-blanco,Gustavo Blanco,https://s.glbimg.com/es/sde/f/2020/08/31/bdb31641b3727d61e4f556287424d503_FORMATO.png,91191,10,282,mei,Nulo,0,6,0,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Bruno Conceição Praxedes,praxedes,Praxedes,https://s.glbimg.com/es/sde/f/2020/07/20/521eb9012cf96bba8e8c3b08e79b3138_FORMATO.png,107744,10,285,mei,Suspenso,-2.9,0.77,0.01,-1.45,4,Internacional,3,4,8,NA,3,1,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Carlos Eduardo Soares Mota,carlos-eduardo,Carlos Eduardo,https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png,90416,10,292,gol,Nulo,0,2,0,0,0,Sport,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Alexander Lecaros Aragón,lecaros,Lecaros,https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png,102276,10,263,ata,Nulo,0,3,0,0,0,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Marcos Antônio Cândido Ferreira Júnior,marcos-junior,Marcos Júnior,https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png,93893,10,267,mei,Provável,12.5,4.99,2.33,4.73,3,Vasco,NA,10,2,NA,NA,2,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA
132,Glaybson Yago Souza Lisboa,yago-pikachu,Yago Pikachu,https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png,80196,10,267,lat,Provável,7.1,9.01,1.23,3.8,6,Vasco,NA,9,9,2,3,8,NA,NA,35,NA,1,2,NA,NA,NA,NA,NA,NA
133,Germán Ezequiel Cano,cano,Cano,https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png,79631,10,267,ata,Provável,8.3,14.35,0.5,6.9,9,Vasco,NA,2,9,5,3,3,7,4,22,NA,1,NA,NA,NA,NA,NA,NA,NA
134,Ramón Martínez López,ramon-martinez,Ramón Martínez,https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png,92155,10,294,mei,Nulo,0,4,0,0,0,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Allan Rodrigues de Souza,allan,Allan,https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png,96652,10,282,mei,Provável,4.8,7.3,0.95,1.74,9,Atlético-MG,1,22,13,1,6,4,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,Ramon Menezes Hubner,ramon-menezes,Ramon Menezes,https://s.glbimg.com/es/sde/f/2020/07/19/7af6039becf9dd51c78be10d7df5c645_FORMATO.png,96767,10,267,tec,Provável,6.24,10.59,0.89,4.77,9,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Luciano Batista da Silva Junior,luciano-juba,Luciano Juba,https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png,107093,10,292,lat,Provável,1.1,1.39,-0.54,1,7,Sport,1,9,8,1,NA,1,NA,NA,57,1,1,NA,NA,NA,NA,NA,NA,NA
138,Júnior Osmar Ignacio Alonso Mujica,junior-alonso,Júnior Alonso,https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png,88312,10,282,zag,Provável,1.3,11.14,0.09,4.46,9,Atlético-MG,2,21,11,2,4,1,NA,NA,55,1,1,4,NA,NA,NA,NA,NA,NA
139,Francisco Alves da Silva Melo,chico,Chico,https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png,99253,10,292,zag,Nulo,0,1.5,0,0.3,3,Sport,1,4,2,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,Henrique Silva Milagres,henrique,Henrique,https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png,84893,10,267,lat,Provável,5.4,7.53,1.05,2.79,8,Vasco,3,23,19,1,NA,7,NA,1,44,NA,NA,3,NA,NA,NA,NA,NA,NA
141,Wellington Daniel Bueno,bueno,Bueno,https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png,97425,10,282,zag,Nulo,0,8.64,0,6.2,2,Atlético-MG,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
142,Ricardo Queiroz de Alencastro Graça,ricardo,Ricardo,https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png,99881,10,267,zag,Provável,-0.6,7.55,-1.04,4.38,6,Vasco,1,11,4,1,3,4,NA,NA,13,NA,NA,3,NA,NA,NA,NA,NA,NA
143,Maxwell Lima Santos Silva,maxwell,Maxwell,https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png,107092,10,292,ata,Nulo,0,2.54,0,1.5,1,Sport,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Victor Luis Chuab Zamblauskas,victor-luis,Victor Luis,https://s.glbimg.com/es/sde/f/2020/07/21/63b1b5162d56c5b17d785e530bc0fd50_FORMATO.png,86410,10,263,lat,Provável,2.1,9.13,-1.49,6.77,4,Botafogo,NA,14,1,2,NA,3,1,NA,33,NA,NA,1,NA,NA,NA,NA,NA,NA
145,Talles Magno Bacelar Martins,talles-magno,Talles Magno,https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png,105786,10,267,ata,Provável,3.9,10.62,0.49,5.21,8,Vasco,1,19,8,3,4,27,1,2,36,2,NA,NA,NA,NA,1,NA,NA,NA
146,Maílton dos Santos de Sá,mailton,Maílton,https://s.glbimg.com/es/sde/f/2020/08/31/0c2bdf1145561ae501a551002dc8ca43_FORMATO.png,97898,10,282,lat,Nulo,3.4,3.3,0.33,1.65,2,Atlético-MG,NA,1,1,2,1,2,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,Cláudio Rodrigues Gomes,guga,Guga,https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png,101319,10,282,lat,Provável,4.2,13.63,-0.93,6.28,7,Atlético-MG,1,18,8,2,2,10,NA,NA,50,1,1,4,NA,NA,NA,NA,NA,NA
148,Leonardo Natel Vieira,leo-natel,Léo Natel,https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png,98952,10,264,ata,Nulo,0,4.37,0,2.96,7,Corinthians,1,10,10,2,4,4,1,1,24,1,NA,NA,NA,NA,NA,NA,NA,NA
149,Kevin Peterson dos Santos Silva,kevin,Kevin ,https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png,91888,10,263,lat,Provável,-1.8,2.72,-0.79,2.17,6,Botafogo,1,13,6,2,1,5,NA,NA,57,NA,NA,1,NA,NA,NA,NA,NA,NA
150,Bruno da Silva Costa,bruno-silva,Bruno Silva,https://s.glbimg.com/es/sde/f/2020/08/31/e7352c3473a9982692873241b541f584_FORMATO.png,101422,10,282,ata,Nulo,0,1.68,0,0.75,2,Atlético-MG,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Paulo Henrique Pereira da Silva,paulinho-boia,Paulinho Bóia,https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png,100333,10,276,ata,Nulo,2.2,5.48,0.05,3.87,7,São Paulo,NA,11,8,4,5,18,NA,3,22,NA,2,NA,NA,NA,NA,NA,NA,NA
152,Jefferson David Savarino Quintero,savarino,Savarino,https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png,98672,10,282,ata,Provável,11.6,6.01,2.54,1.57,9,Atlético-MG,1,3,10,4,2,9,1,5,42,NA,2,NA,NA,NA,NA,NA,NA,NA
153,Márcio Almeida de Oliveira,marcinho,Marcinho,https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png,93797,10,263,lat,Nulo,0,6,0,0,0,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Ángelo Giovanni Araos Llanos,araos,Araos,https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png,102352,10,264,mei,Nulo,0,7.51,0,3.6,7,Corinthians,2,7,5,2,4,9,1,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA
155,Marrony da Silva Liberato,marrony,Marrony,https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png,101717,10,282,ata,Nulo,0,10.21,0,3.81,8,Atlético-MG,NA,6,9,7,2,2,2,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA
156,Gustavo Henrique Santos,gustavo-henrique,Gustavo Henrique,https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png,107963,10,282,zag,Nulo,0,2,0,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Brenner Souza da Silva,brenner,Brenner,https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png,99789,10,276,ata,Nulo,0,4.26,0.12,4.46,5,São Paulo,2,2,4,1,2,4,2,3,10,1,1,NA,NA,NA,NA,NA,NA,NA
158,Dylan Felipe Borrero Caicedo,borrero,Borrero,https://s.glbimg.com/es/sde/f/2020/08/31/7481d168bb02b987aa26c6a0f0df715e_FORMATO.png,106843,10,282,mei,Nulo,0,4,0,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Pedro Rocha Neves,pedro-rocha,Pedro Rocha,https://s.glbimg.com/es/sde/f/2020/07/21/f0f2f28e34457d06873d36cf7c894abd_FORMATO.png,90302,10,262,ata,Nulo,0,3.82,0,1.33,3,Flamengo,NA,1,2,NA,NA,1,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA
160,Iván Darío Angulo Cortés,ivan-angulo,Iván Angulo,https://s.glbimg.com/es/sde/f/2019/07/02/731398bec297fdd7b71603f1da8e4c61_FORMATO.jpeg,105841,10,275,ata,Nulo,0,4,0,0,0,Palmeiras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,Rafael Forster,rafael-forster,Rafael Forster,https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png,82764,10,263,zag,Provável,-1.2,2.42,-0.2,0.52,8,Botafogo,2,4,7,1,3,6,NA,NA,39,NA,NA,1,NA,NA,NA,NA,NA,NA
