ID,PartidaID,ClubeID,AtletaID,Periodo,Momento,Tipo
134841882,179998,290,84848,2tr,45,ZB
134841881,179998,290,63283,2tr,45,FR
134841792,179998,290,37899,1tr,30,DD
134841790,179998,290,38695,1tr,29,ZB
134841791,179998,290,73806,1tr,30,PE
134841856,179998,290,73417,2tr,28,ZF
134841755,179998,290,84848,1tr,12,IM
134841825,179998,290,38695,2tr,6,PE
134841763,179998,290,85399,1tr,15,FC
134841736,179998,290,73806,1tr,0,FR
134841862,179998,290,73417,2tr,33,PE
134939660,179998,290,84848,1tr,45,IM
134878234,179998,290,63283,2tr,35,CA
134841843,179998,290,50909,2tr,21,IM
134841873,179998,290,85399,2tr,41,RB
134841872,179998,290,88917,2tr,41,PE
134841758,179998,290,37899,1tr,13,GS
134841773,179998,290,63283,1tr,20,RB
134841774,179998,290,73806,1tr,20,PE
134841876,179998,290,37783,2tr,43,ZF
134841875,179998,290,37783,2tr,42,RB
134841874,179998,290,71123,2tr,42,PE
134841752,179998,290,71123,1tr,11,FR
134841745,179998,290,73417,1tr,8,RB
134841879,179998,290,88917,2tr,44,FC
134841827,179998,290,63283,2tr,8,PE
134841757,179998,290,37899,1tr,12,DD
134841744,179998,290,70934,1tr,6,PE
132221808,179941,264,42234,2tr,4,GS
132221809,179941,264,75295,2tr,5,ZB
132221802,179941,264,80287,1tr,45,FR
132221803,179941,264,75295,2tr,0,FC
132221807,179941,264,38315,2tr,3,PE
132221880,179941,264,69304,2tr,43,PE
132221764,179941,264,54395,1tr,30,RB
132221882,179941,264,54395,2tr,44,RB
132221883,179941,264,69304,2tr,44,PE
132221760,179941,264,54395,1tr,30,FC
132221762,179941,264,52190,1tr,30,RB
132221888,179941,264,38229,2tr,46,FC
132221769,179941,264,38315,1tr,32,PE
132221768,179941,264,75295,1tr,31,FR
132221878,179941,264,88323,2tr,43,FR
132221875,179941,264,75295,2tr,41,PE
132221876,179941,264,70944,2tr,41,FR
132221870,179941,264,82128,2tr,39,PE
132221873,179941,264,69304,2tr,40,PE
132290139,179941,264,38315,1tr,7,ZB
132221776,179941,264,38229,1tr,35,FR
132221777,179941,264,38315,1tr,36,ZB
132221774,179941,264,75295,1tr,35,PE
132221772,179941,264,38315,1tr,34,PE
132221773,179941,264,52190,1tr,34,RB
132290137,179941,264,82128,2tr,48,ZF
132290132,179941,264,88056,1tr,9,ZG
132290133,179941,264,82128,2tr,4,GC
132221866,179941,264,69304,2tr,36,FR
132221867,179941,264,75295,2tr,38,ZD
132221864,179941,264,70944,2tr,35,FR
132221863,179941,264,69304,2tr,35,PE
132221860,179941,264,70944,2tr,34,PE
132221861,179941,264,42234,2tr,34,DD
132221749,179941,264,73375,1tr,26,PE
132221850,179941,264,88056,2tr,26,ZD
132221742,179941,264,88056,1tr,24,PE
132221740,179941,264,88056,1tr,24,FR
132221746,179941,264,52190,1tr,25,PE
132221744,179941,264,54395,1tr,25,FC
132290140,179941,264,75295,1tr,37,ZB
132221851,179941,264,69304,2tr,27,ZF
132221858,179941,264,69304,2tr,33,PE
132221856,179941,264,88323,2tr,32,FC
132221854,179941,264,82128,2tr,31,RB
132221694,179941,264,75295,1tr,4,FR
132221859,179941,264,75295,2tr,33,ZD
132221696,179941,264,88056,1tr,5,PE
132221690,179941,264,75295,1tr,1,PE
132221692,179941,264,82128,1tr,2,FC
132221759,179941,264,54395,1tr,29,PE
132221754,179941,264,54395,1tr,27,FC
132221756,179941,264,88056,1tr,29,FR
132221750,179941,264,88056,1tr,26,PE
132221751,179941,264,88056,1tr,26,RB
132221885,179941,264,88056,2tr,45,FR
132221887,179941,264,75295,2tr,45,PE
132221845,179941,264,68923,2tr,25,FR
132221846,179941,264,69304,2tr,25,PE
132221847,179941,264,82128,2tr,25,ZB
132221840,179941,264,69304,2tr,21,FR
132221688,179941,264,88056,1tr,1,FR
132221687,179941,264,38315,1tr,1,FR
132221684,179941,264,68923,1tr,0,PE
132221685,179941,264,75295,1tr,0,PE
132221728,179941,264,75295,1tr,16,PE
132221721,179941,264,38315,1tr,13,PE
132221723,179941,264,88056,1tr,15,PE
132221727,179941,264,38229,1tr,16,RB
132221726,179941,264,80287,1tr,16,PE
132221835,179941,264,38229,2tr,18,RB
132221834,179941,264,54395,2tr,17,ZD
132221836,179941,264,82128,2tr,18,PE
132221838,179941,264,75295,2tr,20,PE
132221823,179941,264,88056,2tr,12,ZF
132221733,179941,264,75295,1tr,20,ZF
132221736,179941,264,38229,1tr,21,PE
132221785,179941,264,52190,1tr,39,FR
132221735,179941,264,38229,1tr,21,PE
132221786,179941,264,38315,1tr,40,FC
132221820,179941,264,80287,2tr,10,PE
132221783,179941,264,38229,1tr,38,FC
132221827,179941,264,73375,2tr,14,FR
132221781,179941,264,75295,1tr,37,FR
132221828,179941,264,54395,2tr,15,PE
132221706,179941,264,68923,1tr,7,FC
132221700,179941,264,80287,1tr,5,FR
132221799,179941,264,52190,1tr,44,PE
132221791,179941,264,75295,1tr,41,FR
132221793,179941,264,80287,1tr,42,FR
132221794,179941,264,52190,1tr,43,RB
132221795,179941,264,73375,1tr,43,PE
132221817,179941,264,80287,2tr,8,RB
132221816,179941,264,38229,2tr,7,PE
132221813,179941,264,52190,2tr,7,FR
132221819,179941,264,52190,2tr,8,PE
132221710,179941,264,88056,1tr,9,X3
132221711,179941,264,38315,1tr,9,UP
132221714,179941,264,75295,1tr,10,ZB
132221717,179941,264,75295,1tr,12,PE
132221719,179941,264,75295,1tr,13,PE
132221890,179941,264,75295,2tr,48,ZB
132221800,179941,315,68698,1tr,45,PE
132221801,179941,315,50361,1tr,45,FC
132221804,179941,315,37983,2tr,0,FR
132221805,179941,315,82525,2tr,0,IM
132221806,179941,315,82525,2tr,1,RB
132221765,179941,315,68698,1tr,31,RB
132221881,179941,315,51193,2tr,43,RB
132221767,179941,315,50361,1tr,31,FC
132221766,179941,315,68698,1tr,31,PE
132221884,179941,315,78968,2tr,45,ZD
132221763,179941,315,80324,1tr,30,RB
132221889,179941,315,63208,2tr,46,FR
132221689,179941,315,80324,1tr,1,FC
132221879,179941,315,50361,2tr,43,FC
132221874,179941,315,63208,2tr,40,PE
132221877,179941,315,37983,2tr,42,RB
132221871,179941,315,80324,2tr,39,RB
132221872,179941,315,79887,2tr,40,PE
132221775,179941,315,78968,1tr,35,FC
132290138,179941,315,79887,1tr,2,ZF
132221770,179941,315,62009,1tr,33,PE
132221771,179941,315,37983,1tr,33,PE
132290134,179941,315,80324,1tr,37,CA
132290135,179941,315,79887,2tr,37,CA
132290136,179941,315,82525,2tr,31,CA
132221778,179941,315,51193,1tr,36,RB
132221779,179941,315,62009,1tr,37,ZF
132221868,179941,315,82768,2tr,38,DD
132221869,179941,315,62009,2tr,39,PE
132221865,179941,315,79887,2tr,36,FC
132221862,179941,315,51193,2tr,34,ZB
132221748,179941,315,82768,1tr,26,PE
132221743,179941,315,68698,1tr,24,PE
132221699,179941,315,68698,1tr,5,FC
132221741,179941,315,82525,1tr,24,FC
132221747,179941,315,51193,1tr,25,PE
132221745,179941,315,51193,1tr,25,FR
132290141,179941,315,80171,2tr,34,ZB
132221853,179941,315,78968,2tr,29,PE
132221852,179941,315,62009,2tr,28,PE
132221857,179941,315,80324,2tr,32,FR
132221698,179941,315,51193,1tr,5,PE
132221855,179941,315,78968,2tr,32,ZF
132221695,179941,315,37983,1tr,4,FC
132221697,179941,315,37983,1tr,5,PE
132221691,179941,315,82525,1tr,2,FR
132221693,179941,315,79887,1tr,3,ZF
132221758,179941,315,62009,1tr,29,ZB
132221761,179941,315,60948,1tr,30,FR
132221757,179941,315,82525,1tr,29,FC
132221752,179941,315,60948,1tr,26,RB
132221753,179941,315,51193,1tr,27,FR
132221886,179941,315,82525,2tr,45,FC
132221844,179941,315,62009,2tr,25,FC
132221841,179941,315,79887,2tr,21,RB
132221842,179941,315,37983,2tr,23,PE
132221843,179941,315,50361,2tr,23,PE
132221686,179941,315,37983,1tr,1,FC
132221848,179941,315,79887,2tr,26,RB
132221849,179941,315,51193,2tr,26,ZF
132221755,179941,315,79887,1tr,28,ZF
132221729,179941,315,68698,1tr,17,FR
132221720,179941,315,80324,1tr,13,PE
132221722,179941,315,37983,1tr,14,IM
132221725,179941,315,37983,1tr,16,RB
132221724,179941,315,68698,1tr,15,PE
132221831,179941,315,51193,2tr,17,PE
132221830,179941,315,51193,2tr,16,ZF
132221833,179941,315,79887,2tr,17,PE
132221832,179941,315,79887,2tr,17,RB
132221837,179941,315,78968,2tr,20,ZF
132221839,179941,315,68698,2tr,21,FC
132221787,179941,315,68698,1tr,40,RB
132221738,179941,315,68698,1tr,22,RB
132221739,179941,315,79887,1tr,22,PE
132221732,179941,315,82768,1tr,19,PE
132221730,179941,315,78968,1tr,17,IM
132221731,179941,315,51193,1tr,18,PE
132221737,179941,315,51193,1tr,21,PE
132221734,179941,315,62009,1tr,20,PE
132221784,179941,315,78968,1tr,39,FC
132221780,179941,315,80324,1tr,37,FC
132221822,179941,315,37983,2tr,11,ZF
132221821,179941,315,82525,2tr,10,RB
132221826,179941,315,78968,2tr,14,FC
132221782,179941,315,51193,1tr,38,FR
132221824,179941,315,60948,2tr,13,PE
132221825,179941,315,68698,2tr,13,RB
132221829,179941,315,80324,2tr,15,RB
132221789,179941,315,37983,1tr,40,PE
132221788,179941,315,68698,1tr,40,FR
132221709,179941,315,82768,1tr,9,GS
132221708,179941,315,79887,1tr,8,PE
132221707,179941,315,82525,1tr,8,FC
132221705,179941,315,60948,1tr,7,FR
132221704,179941,315,62009,1tr,6,PE
132221703,179941,315,68698,1tr,6,RB
132221702,179941,315,80324,1tr,6,PE
132221701,179941,315,80324,1tr,6,RB
132221798,179941,315,82525,1tr,44,RB
132221790,179941,315,50361,1tr,41,FC
132221792,179941,315,79887,1tr,42,FC
132221796,179941,315,60948,1tr,43,PE
132221797,179941,315,82525,1tr,44,PE
132221815,179941,315,80324,2tr,7,RB
132221814,179941,315,37983,2tr,7,FC
132221812,179941,315,62009,2tr,7,PE
132221811,179941,315,80324,2tr,6,PE
132221810,179941,315,50361,2tr,6,PE
132221818,179941,315,51193,2tr,8,PE
132221712,179941,315,37983,1tr,10,PE
132221713,179941,315,78968,1tr,10,PE
132221715,179941,315,79887,1tr,11,PE
132221716,179941,315,37983,1tr,12,PE
132221718,179941,315,51193,1tr,12,PE
130078334,179935,315,80171,1tr,31,ZF
130078335,179935,315,62119,1tr,32,PE
130078336,179935,315,78968,1tr,33,ZF
130078330,179935,315,82525,1tr,29,FR
130078333,179935,315,37983,1tr,31,PE
130078338,179935,315,62009,1tr,35,PE
130078339,179935,315,62119,1tr,35,IM
130078436,179935,315,87585,2tr,46,ZD
130078432,179935,315,82768,2tr,43,FR
130078431,179935,315,63208,2tr,42,FC
130078438,179935,315,51293,2tr,47,RB
130078293,179935,315,68698,1tr,9,FC
130078291,179935,315,68698,1tr,9,RB
130078428,179935,315,78407,2tr,41,X3
130078429,179935,315,78968,2tr,41,PD
130078421,179935,315,78968,2tr,37,FR
130078423,179935,315,63208,2tr,39,PE
130078424,179935,315,51293,2tr,39,RB
130078425,179935,315,78968,2tr,40,FR
130078341,179935,315,62009,1tr,36,RB
130078342,179935,315,82525,1tr,37,FR
130078344,179935,315,68698,1tr,37,PE
130078347,179935,315,62119,1tr,41,FR
130078352,179935,315,62119,1tr,42,ZF
130078351,179935,315,78407,1tr,41,X3
130078356,179935,315,78968,2tr,0,PD
130078357,179935,315,62119,2tr,1,X2
131361325,179935,315,62119,2tr,0,ZG
131361324,179935,315,78407,1tr,42,ZG
131361327,179935,315,78407,2tr,42,ZG
130078297,179935,315,37983,1tr,11,FC
130078295,179935,315,62009,1tr,10,FR
131361330,179935,315,82525,2tr,37,CA
130078367,179935,315,82768,2tr,8,DD
130078364,179935,315,80324,2tr,3,FC
130078288,179935,315,37983,1tr,8,ZF
130078362,179935,315,79887,2tr,2,PE
130078361,179935,315,68698,2tr,2,FC
130078284,179935,315,78968,1tr,5,FC
130078281,179935,315,82768,1tr,5,DD
130078369,179935,315,37983,2tr,8,PE
130078384,179935,315,79887,2tr,14,FC
130078383,179935,315,82768,2tr,14,PE
131361563,179935,315,79887,2tr,40,ZD
130078378,179935,315,82525,2tr,12,FC
130078358,179935,315,68698,2tr,1,ZD
130078370,179935,315,62009,2tr,9,FC
130078374,179935,315,68698,2tr,10,FR
130078376,179935,315,78968,2tr,11,ZF
130078377,179935,315,68698,2tr,11,RB
130078270,179935,315,62009,1tr,1,PE
130078272,179935,315,78968,1tr,2,FC
130078274,179935,315,62119,1tr,3,RB
130078276,179935,315,62119,1tr,4,ZF
130078278,179935,315,82525,1tr,5,FR
130078396,179935,315,82525,2tr,24,ZF
130078397,179935,315,82525,2tr,24,RB
130078395,179935,315,79887,2tr,21,PE
130078392,179935,315,79887,2tr,18,PE
130078393,179935,315,78407,2tr,19,PE
130078390,179935,315,80171,2tr,16,ZD
130078391,179935,315,82525,2tr,17,PE
130078399,179935,315,79887,2tr,26,FC
130078407,179935,315,80171,2tr,31,PE
130078305,179935,315,37983,1tr,14,FC
130078307,179935,315,37983,1tr,15,PE
130078300,179935,315,62009,1tr,13,FC
130078303,179935,315,68698,1tr,14,PE
130078267,179935,315,37983,1tr,0,FC
130078268,179935,315,62009,1tr,0,PE
130078318,179935,315,82525,1tr,23,FC
130078316,179935,315,62119,1tr,21,ZF
130078317,179935,315,37983,1tr,23,PE
130078315,179935,315,62119,1tr,20,ZF
130078312,179935,315,62009,1tr,19,PE
130078313,179935,315,82525,1tr,19,FR
130078310,179935,315,80171,1tr,16,ZD
130078411,179935,315,37983,2tr,33,FR
130078413,179935,315,78968,2tr,34,IM
130078412,179935,315,80324,2tr,33,PE
130078415,179935,315,82525,2tr,34,RB
130078417,179935,315,82525,2tr,35,FC
130078418,179935,315,82768,2tr,37,GS
130078289,179935,315,78407,1tr,9,PE
130078323,179935,315,37983,1tr,26,PE
130078322,179935,315,62119,1tr,25,ZF
130078320,179935,315,62119,1tr,24,PE
130078328,179935,315,80324,1tr,27,PE
130078282,179935,315,82525,1tr,5,PE
130078404,179935,315,87585,2tr,30,FC
130078409,179935,315,37983,2tr,31,RB
130078337,179935,292,38021,1tr,34,PE
130078331,179935,292,83511,1tr,30,FC
130078332,179935,292,82635,1tr,30,PE
130078350,179935,292,41218,1tr,41,GS
130078437,179935,292,60825,2tr,46,PE
130078435,179935,292,38369,2tr,45,ZF
130078434,179935,292,72039,2tr,44,FC
130078433,179935,292,60969,2tr,43,FR
130078430,179935,292,41218,2tr,41,GS
130078439,179935,292,77567,2tr,47,PE
130078359,179935,292,38021,2tr,2,PE
131361326,179935,292,60825,2tr,37,ZG
130078420,179935,292,60825,2tr,37,X6
130078422,179935,292,38100,2tr,38,FC
130078426,179935,292,72389,2tr,40,PE
130078427,179935,292,72039,2tr,41,FC
130078340,179935,292,38021,1tr,35,PE
130078343,179935,292,83511,1tr,37,FC
130078345,179935,292,78445,1tr,38,RB
130078346,179935,292,78445,1tr,38,PE
130078349,179935,292,60825,1tr,41,FC
130078348,179935,292,78445,1tr,41,PE
130078353,179935,292,38369,1tr,44,PE
130078299,179935,292,78445,1tr,12,RB
130078298,179935,292,78445,1tr,12,FR
131361329,179935,292,83511,1tr,37,CA
131361328,179935,292,38100,1tr,18,CA
130078354,179935,292,82635,1tr,45,PE
130078355,179935,292,41218,2tr,0,GS
130078292,179935,292,60825,1tr,9,PE
130078290,179935,292,38369,1tr,9,PE
130078296,179935,292,82635,1tr,11,FC
130078294,179935,292,83511,1tr,10,FR
130078440,179935,292,38369,2tr,48,PE
130078441,179935,292,72389,2tr,48,PE
130078365,179935,292,60969,2tr,4,FR
130078363,179935,292,38369,2tr,2,ZF
130078360,179935,292,38369,2tr,2,FR
130078285,179935,292,72039,1tr,6,FR
130078286,179935,292,38369,1tr,6,RB
130078287,179935,292,82635,1tr,7,ZB
130078280,179935,292,83511,1tr,5,FC
130078368,179935,292,60825,2tr,8,ZD
130078385,179935,292,60969,2tr,14,PE
130078387,179935,292,78445,2tr,15,PE
130078386,179935,292,60969,2tr,15,FR
130078381,179935,292,38021,2tr,13,ZB
130078380,179935,292,72389,2tr,12,FR
130078382,179935,292,38369,2tr,14,IM
130078389,179935,292,68904,2tr,16,PE
130078388,179935,292,60969,2tr,16,PE
130078379,179935,292,72389,2tr,12,RB
130078371,179935,292,72039,2tr,9,RB
130078372,179935,292,38100,2tr,9,FR
130078373,179935,292,60969,2tr,10,PE
130078375,179935,292,60825,2tr,10,FC
130078271,179935,292,60969,1tr,1,ZF
130078273,179935,292,38100,1tr,2,FR
130078275,179935,292,60969,1tr,3,PE
130078277,179935,292,60969,1tr,4,PE
130078279,179935,292,38021,1tr,5,PE
130078394,179935,292,78445,2tr,21,PE
130078398,179935,292,72389,2tr,24,ZF
130078309,179935,292,60969,1tr,16,PE
130078308,179935,292,78445,1tr,15,PE
130078304,179935,292,68834,1tr,14,FR
130078306,179935,292,38100,1tr,15,PE
130078301,179935,292,38021,1tr,13,FR
130078302,179935,292,60969,1tr,14,ZF
130078266,179935,292,68834,1tr,0,PE
130078269,179935,292,60825,1tr,0,FR
130078319,179935,292,60969,1tr,24,FR
130078314,179935,292,38369,1tr,19,FC
130078311,179935,292,82635,1tr,17,ZD
130078410,179935,292,38369,2tr,32,PE
130078414,179935,292,38021,2tr,34,FC
130078416,179935,292,68904,2tr,35,RB
130078419,179935,292,60825,2tr,37,TC
130078321,179935,292,38369,1tr,24,PE
130078327,179935,292,82635,1tr,27,RB
130078326,179935,292,38369,1tr,27,RB
130078325,179935,292,82635,1tr,27,PE
130078324,179935,292,41218,1tr,26,PE
130078329,179935,292,82635,1tr,29,RB
130078402,179935,292,38100,2tr,29,PE
130078403,179935,292,68834,2tr,30,RB
130078400,179935,292,60825,2tr,26,FR
130078401,179935,292,60825,2tr,27,ZB
130078406,179935,292,68834,2tr,30,FR
130078405,179935,292,78445,2tr,30,ZF
130078408,179935,292,68834,2tr,31,RB
130078283,179935,292,60825,1tr,5,ZD
137561978,180246,266,37674,1tr,20,PE
137561974,180246,266,68711,1tr,18,FC
137561977,180246,266,80538,1tr,20,FC
137561971,180246,266,42499,1tr,17,FC
137562029,180246,266,38162,2tr,4,PD
137562027,180246,266,62128,2tr,4,X3
137562021,180246,266,80370,2tr,0,RB
137562020,180246,266,50348,2tr,0,RB
137653798,180246,266,38162,2tr,39,ZG
137561981,180246,266,50348,1tr,21,RB
137561980,180246,266,62128,1tr,21,ZD
137561983,180246,266,50348,1tr,23,FR
137561982,180246,266,38162,1tr,21,PE
137561986,180246,266,38162,1tr,24,FC
137561988,180246,266,80538,1tr,24,FC
137562031,180246,266,62047,2tr,5,PE
137562032,180246,266,62047,2tr,6,FC
137562034,180246,266,80538,2tr,7,RB
137562036,180246,266,37674,2tr,7,PE
137562039,180246,266,50348,2tr,10,X3
137561992,180246,266,38162,1tr,26,IM
137561990,180246,266,37674,1tr,26,FR
137653808,180246,266,80370,2tr,43,CA
137561997,180246,266,42499,1tr,29,FR
137561994,180246,266,50348,1tr,28,FR
137561995,180246,266,38162,1tr,28,PE
137653804,180246,266,50348,2tr,28,CA
137561998,180246,266,37674,1tr,29,FR
137653807,180246,266,38431,2tr,34,CA
137653801,180246,266,42499,1tr,31,CA
137653802,180246,266,38162,1tr,46,CA
137562045,180246,266,70111,2tr,14,FR
137562046,180246,266,50348,2tr,15,FC
137562042,180246,266,38162,2tr,12,IM
137562048,180246,266,62047,2tr,15,FR
137562098,180246,266,38162,2tr,46,PE
137562055,180246,266,80370,2tr,19,RB
137562052,180246,266,38162,2tr,16,IM
137562053,180246,266,37674,2tr,17,PE
137562051,180246,266,50348,2tr,16,ZB
137562058,180246,266,50348,2tr,21,FR
137562059,180246,266,50348,2tr,22,ZD
137562069,180246,266,50348,2tr,28,FC
137562068,180246,266,68711,2tr,26,FC
137562061,180246,266,38431,2tr,23,GS
137562066,180246,266,50348,2tr,24,PE
137562064,180246,266,62128,2tr,24,FR
137562079,180246,266,68711,2tr,32,FC
137562076,180246,266,62128,2tr,30,PE
137562072,180246,266,80370,2tr,29,FC
137561945,180246,266,70111,1tr,2,FC
137653795,180246,266,37674,2tr,5,ZG
137653796,180246,266,50348,2tr,10,ZG
137561943,180246,266,68711,1tr,0,PE
137561949,180246,266,38162,1tr,4,PE
138222300,180246,266,62128,2tr,10,ZD
137561956,180246,266,37674,1tr,7,FC
137562081,180246,266,38162,2tr,35,FR
137562085,180246,266,80370,2tr,37,FC
137562086,180246,266,80400,2tr,37,FR
137562089,180246,266,38162,2tr,39,TC
137562088,180246,266,38162,2tr,37,FR
137562009,180246,266,62047,1tr,42,PE
137561957,180246,266,50348,1tr,8,FR
137561951,180246,266,37674,1tr,5,FC
137562000,180246,266,42499,1tr,30,FC
137562003,180246,266,38162,1tr,34,FR
137562005,180246,266,80538,1tr,35,RB
137562007,180246,266,42499,1tr,38,PE
137561959,180246,266,80370,1tr,8,ZF
137562006,180246,266,42499,1tr,37,PE
137561969,180246,266,42499,1tr,16,PE
137561968,180246,266,62047,1tr,14,ZF
137562097,180246,266,38162,2tr,43,PE
137562095,180246,266,38451,2tr,42,FC
137561963,180246,266,50348,1tr,11,FR
137561961,180246,266,80538,1tr,10,PE
137561960,180246,266,37674,1tr,9,PE
137561967,180246,266,62128,1tr,13,PE
137562018,180246,266,37674,1tr,46,X3
137562012,180246,266,38431,1tr,44,GS
137562010,180246,266,80538,1tr,42,FC
137562016,180246,266,80370,1tr,45,PE
137562015,180246,266,42499,1tr,45,PE
137653794,180246,266,37674,1tr,46,ZG
137562090,180246,266,38162,2tr,39,X6
137561979,180246,288,77556,1tr,21,DD
137561975,180246,288,83614,1tr,18,ZD
137561976,180246,288,61149,1tr,20,FR
137561942,180246,288,72097,1tr,0,RB
137561970,180246,288,61149,1tr,16,FR
137561972,180246,288,61149,1tr,17,ZF
137561973,180246,288,37762,1tr,18,FR
137562028,180246,288,77556,2tr,4,GS
137562026,180246,288,83614,2tr,3,IM
137562025,180246,288,78936,2tr,3,RB
137562024,180246,288,72097,2tr,2,ZB
137562023,180246,288,50645,2tr,2,PE
137562022,180246,288,68987,2tr,1,RB
137653799,180246,288,68987,1tr,8,CA
137561985,180246,288,68950,1tr,24,FR
137561984,180246,288,68987,1tr,23,FC
137561987,180246,288,37762,1tr,24,FR
137561989,180246,288,61149,1tr,25,ZF
137562030,180246,288,78936,2tr,5,RB
137562033,180246,288,68950,2tr,7,FC
137562035,180246,288,83614,2tr,7,PE
137562037,180246,288,80779,2tr,8,RB
137562038,180246,288,37762,2tr,9,IM
137561993,180246,288,37762,1tr,28,FC
137561991,180246,288,68950,1tr,26,FC
137561996,180246,288,61149,1tr,29,FC
137653805,180246,288,50454,2tr,36,CA
137653806,180246,288,78936,2tr,38,CV
137561999,180246,288,80779,1tr,30,FC
137653800,180246,288,80779,1tr,30,CA
137653803,180246,288,38613,2tr,26,CA
137562044,180246,288,37762,2tr,14,FC
137562047,180246,288,50645,2tr,15,FR
137562041,180246,288,77556,2tr,11,GS
137562040,180246,288,77556,2tr,10,DD
137562043,180246,288,68987,2tr,13,PE
137562049,180246,288,61149,2tr,15,PE
137562056,180246,288,78936,2tr,20,RB
137562057,180246,288,80779,2tr,21,FC
137562054,180246,288,86932,2tr,17,PE
137562050,180246,288,72097,2tr,16,FR
137562063,180246,288,68987,2tr,23,UP
137562062,180246,288,61149,2tr,23,X3
137562060,180246,288,77556,2tr,22,DD
137562067,180246,288,38613,2tr,25,FR
137562065,180246,288,68950,2tr,24,FC
137562100,180246,288,38613,2tr,48,ZD
137562078,180246,288,68987,2tr,32,FR
137562074,180246,288,61149,2tr,30,PE
137562075,180246,288,78936,2tr,30,RB
137562077,180246,288,50454,2tr,31,ZF
137562070,180246,288,61149,2tr,28,FR
137562071,180246,288,61149,2tr,28,ZF
137562073,180246,288,68987,2tr,29,FR
137561944,180246,288,61149,1tr,1,IM
137561947,180246,288,50454,1tr,3,PE
137561946,180246,288,50454,1tr,2,FR
137561941,180246,288,37762,1tr,0,IM
137653793,180246,288,68950,1tr,44,ZG
137561948,180246,288,61149,1tr,4,PE
137562080,180246,288,68987,2tr,33,ZF
137562083,180246,288,78936,2tr,36,FR
137562082,180246,288,50454,2tr,35,FC
137562084,180246,288,68987,2tr,36,PE
137562087,180246,288,50454,2tr,37,FC
137562008,180246,288,61149,1tr,39,IM
137561954,180246,288,68950,1tr,7,PE
137561955,180246,288,37762,1tr,7,FC
137561952,180246,288,50454,1tr,5,ZF
137561953,180246,288,61149,1tr,7,FR
137561950,180246,288,50645,1tr,4,FR
137562001,180246,288,61149,1tr,30,FR
137562002,180246,288,78936,1tr,32,FC
137562004,180246,288,37762,1tr,34,PE
137561958,180246,288,68987,1tr,8,FC
137562092,180246,288,77556,2tr,39,GS
137562093,180246,288,80779,2tr,42,PE
137562091,180246,288,78936,2tr,39,FC
137562096,180246,288,72097,2tr,43,ZF
137562094,180246,288,86932,2tr,42,FR
137561962,180246,288,50645,1tr,10,IM
137562099,180246,288,38613,2tr,47,ZB
137561966,180246,288,61149,1tr,13,RB
137561965,180246,288,61149,1tr,12,PE
137561964,180246,288,37762,1tr,11,RB
137562019,180246,288,78936,2tr,0,RB
137562013,180246,288,68950,1tr,44,X1
137562011,180246,288,37762,1tr,43,FR
137562017,180246,288,77556,1tr,46,GS
137562014,180246,288,61149,1tr,44,UP
137653797,180246,288,61149,2tr,23,ZG
126488520,180125,263,37789,2tr,46,FC
126488372,180125,263,37621,1tr,6,RB
126488373,180125,263,74065,1tr,6,PE
126488370,180125,263,78605,1tr,5,RB
126488376,180125,263,37621,1tr,10,FR
126488445,180125,263,74065,2tr,1,PE
126488374,180125,263,37621,1tr,8,PE
126488375,180125,263,85629,1tr,9,PE
126488378,180125,263,78605,1tr,11,PE
126488379,180125,263,78605,1tr,12,PE
126566185,180125,263,38523,1tr,18,ZF
126488435,180125,263,78605,1tr,42,FR
126488434,180125,263,38523,1tr,42,PE
126488430,180125,263,81236,1tr,39,FC
126488439,180125,263,37789,1tr,44,FC
126488438,180125,263,85629,1tr,44,FC
126488470,180125,263,38109,2tr,15,DD
126488444,180125,263,37621,2tr,1,PE
126488358,180125,263,37789,1tr,0,PE
126488427,180125,263,71560,1tr,36,PE
126488425,180125,263,81236,1tr,35,PE
126488422,180125,263,78605,1tr,34,RB
126488465,180125,263,71560,2tr,12,FC
126488510,180125,263,86836,2tr,41,FR
126488428,180125,263,78605,1tr,37,FC
126488491,180125,263,78012,2tr,27,FR
126488496,180125,263,78012,2tr,29,FR
126488494,180125,263,78605,2tr,29,PE
126488498,180125,263,71560,2tr,30,ZD
126488419,180125,263,71560,1tr,33,FR
126488418,180125,263,38109,1tr,33,PE
126488413,180125,263,71560,1tr,30,X4
126488412,180125,263,74065,1tr,29,IM
126488411,180125,263,38523,1tr,27,PE
126488416,180125,263,78605,1tr,33,FC
126488415,180125,263,74065,1tr,32,ZF
126488447,180125,263,38109,2tr,2,PE
126488500,180125,263,37621,2tr,31,FR
126488484,180125,263,38523,2tr,23,ZF
126488487,180125,263,61985,2tr,24,FC
126488482,180125,263,61985,2tr,22,PE
126488483,180125,263,78605,2tr,23,ZB
126488404,180125,263,78605,1tr,24,RB
126488405,180125,263,81236,1tr,24,IM
126488407,180125,263,81236,1tr,25,FC
126750219,180125,263,81236,1tr,39,CA
126488360,180125,263,61985,1tr,0,PE
126488364,180125,263,74065,1tr,3,PE
126488479,180125,263,38109,2tr,19,PE
126488478,180125,263,81236,2tr,19,FR
126488389,180125,263,71560,1tr,16,FR
126488459,180125,263,85629,2tr,8,PE
126488383,180125,263,37789,1tr,14,FC
126488382,180125,263,38523,1tr,13,ZF
126488381,180125,263,74065,1tr,13,PE
