Atleta,Rodada,Clube,Participou,Posicao,Jogos,Pontos,PontosMedia,Preco,PrecoVariacao,Partida,Mando,Titular,Substituido,TempoJogado,Nota,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
60969,13,292,1,2,10,-2.2,3.68,9.55,-1.12,180077,0,1,1,0.855555555555556,5.5,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
60969,14,292,1,2,11,-5.1,2.88,8.71,-0.84,180082,0,1,0,1,6.5,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
60969,15,292,1,2,12,-1.2,2.54,9.18,0.47,180098,1,1,0,1,7,2,9,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0
60969,16,292,1,2,13,10.7,3.17,11.25,2.07,180115,1,1,0,1,8.5,0,9,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0
60969,17,292,1,2,14,4.8,3.29,10.65,-0.6,180126,0,1,0,1,3.5,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
60969,18,292,1,2,15,8.2,3.62,11.38,0.73,180137,1,0,1,0,7,2,3,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0
60969,19,292,1,2,16,-0.9,3.34,9.73,-1.65,180167,0,1,0,1,5.5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60969,20,292,1,2,17,27.1,4.74,15.13,5.4,179895,1,1,0,1,9.5,2,5,0,0,1,0,3,2,0,3,3,0,0,0,0,0,0,0
60969,21,292,1,2,18,1.6,4.57,11.08,-4.05,179935,0,1,0,1,5.5,4,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
60969,22,292,1,2,19,4.1,4.55,11.55,0.47,179940,1,1,0,1,7,1,7,0,0,2,1,0,0,0,0,4,0,0,0,1,0,0,0
60969,23,292,1,2,20,0.2,4.33,10.79,-0.76,179962,1,1,0,1,7.5,0,6,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
60969,24,,0,,21,0,4.33,10.79,0,209,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60969,25,292,1,2,21,4.9,4.36,11.59,0.8,179993,1,1,0,1,6.5,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
60969,26,292,1,2,22,-2.8,4.03,10.22,-1.37,180018,0,1,0,1,5.5,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
60969,27,292,1,2,23,2.3,3.95,10.89,0.67,180081,0,1,0,1,7,1,3,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0
60969,28,292,1,2,24,6.7,4.06,11.72,0.83,180095,1,1,0,1,6.5,1,8,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
60969,29,292,1,2,25,2.4,3.99,11.16,-0.56,180245,0,1,0,1,5.5,2,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
60969,30,292,1,2,26,1.2,3.88,10.89,-0.27,180228,1,1,0,1,6.5,1,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
60969,31,,0,,27,0,3.88,10.89,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60969,32,292,1,2,27,8.5,4.05,12.09,1.2,180184,1,1,0,1,6.5,2,5,0,0,1,2,0,1,0,3,2,0,1,0,1,0,0,0
60969,33,292,1,2,28,5.1,4.09,11.42,-0.67,180211,1,1,0,1,5,1,6,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
61033,0,,0,,0,0,0,4,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,1,284,1,4,1,-0.2,-0.2,2.88,-1.12,179876,0,0,1,0.344444444444444,6,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
61033,2,284,1,4,2,0.9,0.35,2.56,-0.32,179889,1,1,1,0.9,8,3,1,0,0,2,0,0,0,0,1,4,0,1,0,0,0,0,0
61033,3,284,1,4,3,1.3,0.67,2.73,0.17,179897,0,0,1,0.5,6,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
61033,4,284,1,4,4,0.9,0.73,2.76,0.03,179925,0,1,1,0.677777777777778,7.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61033,5,284,1,4,5,5.8,1.74,4.23,1.47,179942,1,1,1,0.877777777777778,7.5,1,3,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0
61033,6,284,1,4,6,11.3,3.33,6.4,2.17,179959,1,1,1,0.833333333333333,7,1,5,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0
61033,7,284,1,4,7,2.1,3.15,5.23,-1.17,179976,0,1,0,1,5,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
61033,8,284,1,4,8,-1.4,2.58,4.38,-0.85,179997,0,1,1,0.677777777777778,4,2,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
61033,9,284,1,4,9,0,2.29,4.54,0.16,180026,1,1,1,0.688888888888889,5.5,2,4,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0
61033,10,284,0,4,9,0,2.29,4.54,0,180042,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,11,284,0,4,9,0,2.29,4.54,0,180051,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,12,284,1,4,10,1,2.16,4.62,0.08,180061,1,0,1,0.5,5.5,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61033,13,,0,,10,0,2.16,4.62,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,14,284,1,4,11,-3.1,1.68,3.75,-0.87,180091,0,1,1,0.5,5.5,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
61033,15,284,0,4,11,0,1.68,3.75,0,180107,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,16,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,17,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,18,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,19,284,0,4,11,0,1.68,3.75,0,180161,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,20,284,0,4,11,0,1.68,3.75,0,179910,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,21,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,22,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,23,284,0,4,11,0,1.68,3.75,0,179970,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,24,284,0,4,11,0,1.68,3.75,0,179975,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,25,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,26,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,27,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,28,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,29,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,30,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,31,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,32,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,33,,0,,11,0,1.68,3.75,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61106,0,,0,,0,0,0,17,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61106,1,277,1,2,1,11,11,21.21,4.21,179875,1,1,0,1,7,5,5,0,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0
61106,2,277,1,2,2,1.4,6.2,20.27,-0.94,179886,0,1,0,1,6,1,2,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0
61106,3,277,1,2,3,9.2,7.2,22.04,1.77,179897,1,1,0,1,5.5,3,3,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0
61106,4,277,1,2,4,1.6,5.8,20.72,-1.32,179923,0,1,0,1,4,3,2,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0
61106,5,,0,,4,0,5.8,20.72,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61106,6,277,1,2,5,2.7,5.18,20.1,-0.62,179963,0,1,0,1,6.5,2,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
61106,7,277,1,2,6,3.9,4.97,20.01,-0.09,179979,1,1,1,0.5,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
61106,8,277,1,2,7,7.1,5.27,20.16,0.15,180006,0,1,0,1,5.5,2,4,0,0,0,1,0,0,0,3,3,0,1,0,1,0,0,0
61106,9,277,1,2,8,4.6,5.19,20.01,-0.15,180020,1,1,0,1,6.5,1,6,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0
61106,10,,0,,8,0,5.19,20.01,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61106,11,277,1,2,9,1.6,4.79,19.46,-0.55,180041,0,1,0,1,5,1,10,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0
61106,12,277,1,2,10,13.9,5.7,21.83,2.37,180056,1,1,0,1,5.5,4,2,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0
61106,13,277,1,2,11,6,5.73,20.87,-0.96,180075,0,1,0,1,6,2,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
61106,14,277,1,2,12,3.7,5.56,20.5,-0.37,180086,1,1,0,1,5.5,2,7,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0
61106,15,277,1,2,13,5,5.52,20.84,0.34,180104,0,1,0,1,6,1,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
61106,16,277,1,2,14,13.2,6.07,22.15,1.31,180117,1,1,0,1,7,3,8,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0
61106,17,277,1,2,15,5.3,6.02,21.33,-0.82,180127,0,1,0,1,5.5,1,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
61106,18,277,1,2,16,1,5.71,20.39,-0.94,180136,0,1,0,1,5.5,2,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
61106,19,277,1,2,17,0.7,5.42,19.96,-0.43,180168,1,1,0,1,6.5,0,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
61106,20,277,1,2,18,5.4,5.42,20.86,0.9,179895,0,1,0,1,6.5,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
61106,21,277,1,2,19,4.1,5.35,20.56,-0.3,179924,1,1,0,1,6.5,0,3,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0
61106,22,277,1,2,20,10.9,5.63,21.88,1.32,179954,0,1,0,1,5.5,1,3,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0
61106,23,277,1,2,21,3.3,5.52,20.52,-1.36,179966,1,1,0,1,6,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
61106,24,277,1,2,22,-5.1,5.04,19.02,-1.5,179982,0,1,0,1,4,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
61106,25,,0,,22,0,5.04,19.02,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61106,26,277,1,2,23,9.6,5.24,21.29,2.27,180014,0,1,0,1,5,5,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
61106,27,277,1,2,24,17.6,5.75,22.67,1.38,180073,1,1,0,1,6,3,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0
61106,28,277,1,2,25,0.7,5.55,19.96,-2.71,180112,0,1,0,1,5,2,3,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0
61106,29,,0,,25,0,5.55,19.96,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61106,30,277,1,2,26,-0.2,5.33,19.69,-0.27,180230,1,1,0,1,5,2,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
61106,31,277,1,2,27,-0.2,5.13,19.4,-0.29,180173,0,1,0,1,6,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
61106,32,277,1,2,28,11.5,5.36,21.5,2.1,180199,1,1,0,1,7,3,4,1,0,0,1,0,0,0,5,2,0,1,0,0,0,0,0
61106,33,277,1,2,29,0,5.36,21.5,0,180212,0,0,1,0.377777777777778,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61115,23,,0,,0,0,0,4,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61115,24,263,0,5,0,0,0,4,0,179974,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61115,25,,0,,0,0,0,4,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61115,26,,0,,0,0,0,4,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61115,27,,0,,0,0,0,4,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61115,28,,0,,0,0,0,4,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61115,29,263,1,5,1,-0.1,-0.1,3.23,-0.77,180245,1,1,0,1,6,2,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
61115,30,263,1,5,2,2.4,1.15,3.73,0.5,180232,0,1,1,0.688888888888889,4.5,3,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0
61115,31,263,1,5,3,-0.3,0.67,3.21,-0.52,180135,1,0,1,0.133333333333333,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61115,32,263,1,5,4,2,1,3.65,0.44,180205,0,0,1,0.288888888888889,6,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
61115,33,263,1,5,5,1.3,1.06,3.52,-0.13,180209,1,1,0,1,5,2,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,0,,0,,0,0,0,9,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,1,292,1,5,1,3.7,3.7,9.62,0.62,179875,0,0,1,0.288888888888889,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61135,2,292,1,5,2,6.5,5.1,11.49,1.87,179883,1,1,1,0.822222222222222,6.5,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
61135,3,292,1,5,3,3.5,4.57,11.6,0.11,179904,0,1,1,0.766666666666667,5,4,2,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0
61135,4,292,0,5,3,0,4.57,11.6,0,179917,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,5,292,0,5,3,0,4.57,11.6,0,179928,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,6,,0,,4,0,4.57,11.6,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,7,292,0,5,3,0,4.57,11.6,0,179971,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,8,292,1,5,4,3.2,4.23,10.63,-0.97,179997,1,1,1,0.844444444444444,5.5,1,4,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
61135,9,292,1,5,5,2.6,3.9,10.67,0.04,180025,0,1,1,0.888888888888889,5.5,3,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
61135,10,292,1,5,6,-0.5,3.17,10.18,-0.49,180033,1,0,1,0.3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61135,11,292,0,5,6,0,3.17,10.18,0,180052,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,12,292,0,5,6,0,3.17,10.18,0,180054,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,13,292,1,5,7,0.4,2.77,9.92,-0.26,180077,0,1,1,0.644444444444444,4.5,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
61135,14,292,0,5,7,0,2.77,9.92,0,180082,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,15,292,1,5,8,0.9,2.54,9.88,-0.04,180098,1,0,1,0.3,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61135,16,292,1,5,9,4.5,2.76,10.36,0.48,180115,1,0,1,0.844444444444444,6.5,4,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
61135,17,292,1,5,10,0.9,2.57,9.92,-0.44,180126,0,1,0,1,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61135,18,,0,,11,0,2.57,9.92,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,19,,0,,11,0,2.57,9.92,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,20,,0,,11,0,2.57,9.92,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,21,,0,,11,0,2.57,9.92,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,22,,0,,11,0,2.57,9.92,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,23,292,1,5,11,8.1,3.07,10.72,0.8,179962,1,0,1,0.5,5.5,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
61135,24,292,1,5,12,1,2.9,9.64,-1.08,179984,0,0,1,0.288888888888889,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,25,,0,,13,0,2.9,9.64,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,26,292,1,5,13,0.5,2.72,9.44,-0.2,180018,0,0,1,0.188888888888889,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,27,292,1,5,14,3.9,2.8,9.91,0.47,180081,0,0,1,0.5,6.5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
61135,28,292,1,5,15,7.4,3.11,10.62,0.71,180095,1,1,0,1,7,3,4,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0
61135,29,292,1,5,16,0.3,2.93,9.56,-1.06,180245,0,1,0,1,5.5,2,1,0,0,0,1,0,1,0,2,4,0,1,0,0,0,0,0
61135,30,292,1,5,17,-1.7,2.66,9.09,-0.47,180228,1,1,1,0.844444444444444,5,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
61135,31,292,1,5,18,2.2,2.63,9.62,0.53,180156,0,0,1,0.411111111111111,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61135,32,,0,,19,0,2.63,9.62,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61135,33,,0,,19,0,2.63,9.62,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,0,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,1,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,2,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,3,288,1,5,1,1.1,1.1,4.29,-0.71,179906,1,1,1,0.666666666666667,4.5,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61149,4,,0,,1,0,1.1,4.29,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,5,288,1,5,2,0,0.55,3.86,-0.43,179943,1,0,1,0.0555555555555556,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,6,288,0,5,2,0,0.55,3.86,0,179961,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,7,288,0,5,2,0,0.55,3.86,0,179983,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,8,288,1,5,3,1.4,0.83,3.77,-0.09,180010,1,0,1,0.311111111111111,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61149,9,288,1,5,4,-2.7,-0.05,2.92,-0.85,180020,0,1,0,1,5,3,1,0,0,0,2,0,2,0,1,8,0,1,0,0,0,0,0
61149,10,288,0,5,4,0,-0.05,2.92,0,180044,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,11,288,0,5,4,0,-0.05,2.92,0,180047,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,12,288,1,5,5,4.7,0.9,4.14,1.22,180062,1,0,1,0.233333333333333,6.5,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
61149,13,288,1,5,6,-0.5,0.67,3.3,-0.84,180067,0,0,1,0.133333333333333,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61149,14,288,1,5,7,-2.5,0.22,2.81,-0.49,180092,1,0,1,0.3,5.5,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
61149,15,288,0,5,7,0,0.22,2.81,0,180107,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,16,288,0,5,7,0,0.22,2.81,0,180120,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,17,,0,,7,0,0.22,2.81,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,18,288,1,5,8,1.7,0.4,3.34,0.53,180137,0,1,0,1,6.5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61149,19,288,1,5,9,-0.4,0.31,2.93,-0.41,180176,1,1,1,0.5,5,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61149,20,288,1,5,10,0.2,0.3,3.03,0.1,179900,0,1,0,1,5.5,5,6,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
61149,21,288,1,5,11,-0.6,0.22,2.84,-0.19,179933,1,0,1,0.366666666666667,6,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
61149,22,288,0,5,11,0,0.22,2.84,0,179955,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61149,23,288,1,5,12,5.1,0.63,3.84,1,179972,1,1,1,0.933333333333333,7,3,5,0,1,0,2,0,1,0,1,2,0,0,0,0,0,0,0
61149,24,288,1,5,13,4.9,0.96,3.97,0.13,179987,0,1,1,0.844444444444444,4.5,5,4,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0
61149,25,288,1,5,14,-2.4,0.72,2.72,-1.25,180011,0,1,1,0.866666666666667,6,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
61149,26,288,1,5,15,5.5,1.04,4.11,1.39,180032,1,1,0,1,7.5,8,3,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
61149,27,288,1,5,16,2.1,1.11,3.57,-0.54,180076,0,1,1,0.5,4.5,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
61149,28,288,1,5,17,20.5,2.25,7,3.43,180112,1,1,1,0.811111111111111,8,1,2,2,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0
61149,29,288,1,5,18,16.6,3.05,6.89,-0.11,180246,0,1,1,0.933333333333333,6.5,5,4,1,0,0,3,1,2,0,1,1,0,0,0,0,0,0,0
61149,30,288,1,5,19,2,2.99,4.58,-2.31,180237,1,1,0,1,6.5,3,6,0,0,0,3,0,1,0,1,2,0,0,0,0,0,0,0
61149,31,288,1,5,20,0.6,2.87,4.32,-0.26,180159,0,1,1,0.5,5,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
61149,32,288,1,5,21,9,3.16,5.85,1.53,180214,1,1,0,1,6,7,2,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
61149,33,288,1,5,22,11.3,3.53,6.36,0.51,180218,0,1,0,1,7.5,6,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
61211,0,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,1,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,2,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,3,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,4,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,5,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,6,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,7,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61985,0,,0,,0,0,0,2,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61985,1,263,0,4,0,0,0,2,0,179874,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61985,2,263,1,4,1,-1.4,-1.4,0.89,-1.11,179882,1,1,1,0.677777777777778,4,3,2,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0
61985,3,,0,,1,0,-1.4,0.89,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61985,4,263,0,4,1,0,-1.4,0.89,0,179909,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61985,5,263,0,4,1,0,-1.4,0.89,0,179944,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
